dates,nzd0556-0000,nzd0556-0001,nzd0556-0002,nzd0556-0003,nzd0556-0004,nzd0556-0005,nzd0556-0006,nzd0556-0007,nzd0556-0008,nzd0556-0009,nzd0556-0010,nzd0556-0011,nzd0556-0012,nzd0556-0013,satname
1999-11-05 22:13:40+00:00,284.92,295.29,289.98,282.05,273.94,270.90,264.83,253.59,245.38,255.32,276.74,300.02,312.80,313.82,L7
1999-12-07 22:13:41+00:00,286.23,298.80,294.00,289.85,281.68,283.17,279.29,267.25,263.16,260.97,283.37,305.27,318.46,327.36,L7
2000-01-24 22:13:35+00:00,287.39,303.95,301.84,299.59,282.66,280.84,282.10,270.02,264.78,261.21,282.27,302.62,322.23,333.10,L7
2000-05-31 22:12:42+00:00,288.62,308.28,307.76,299.28,284.45,280.89,280.31,273.08,271.45,265.75,282.61,297.92,321.86,337.48,L7
2000-09-04 22:11:34+00:00,303.57,304.89,298.51,284.88,281.72,270.19,264.72,261.02,254.92,265.31,271.24,281.27,302.99,316.15,L7
2000-09-20 22:11:14+00:00,301.94,303.51,295.16,280.40,280.24,271.24,265.47,261.02,251.91,264.75,270.02,281.42,302.11,314.04,L7
2000-10-06 22:11:11+00:00,303.36,305.49,295.65,280.74,280.76,269.98,265.41,260.77,252.12,266.53,269.09,287.37,304.10,313.26,L7
2001-02-11 22:11:12+00:00,303.44,306.68,300.67,290.01,287.14,275.85,268.85,260.57,248.59,258.92,267.52,287.11,299.60,308.05,L7
2001-02-27 22:11:06+00:00,310.09,312.69,307.09,299.58,294.37,281.52,273.87,264.30,253.64,259.89,272.36,290.25,305.18,314.03,L7
2001-04-16 22:10:54+00:00,324.75,325.59,321.95,319.78,308.55,296.22,282.52,272.00,263.98,261.31,283.46,298.79,313.06,321.77,L7
2001-07-05 22:10:09+00:00,324.75,325.59,321.95,319.78,308.55,299.92,285.85,272.92,267.51,259.87,282.56,301.22,315.58,323.61,L7
2002-05-21 22:09:29+00:00,,,,,,,,,,,,,310.87,307.35,L7
2002-06-22 22:09:15+00:00,,,,,267.37,266.66,269.27,266.29,257.40,270.61,280.73,296.43,310.87,307.35,L7
2002-07-08 22:09:12+00:00,,,,,267.37,271.39,273.35,271.62,262.48,270.95,282.81,298.58,312.04,304.87,L7
2002-09-10 22:08:43+00:00,,,,279.34,268.19,277.95,277.78,273.20,265.67,263.71,287.80,307.25,317.00,314.69,L7
2002-11-29 22:09:01+00:00,354.30,341.47,319.28,288.12,279.26,283.81,282.27,275.34,268.10,272.00,288.94,310.07,323.22,324.19,L7
2003-03-21 22:09:27+00:00,335.23,332.10,327.74,296.89,318.62,315.19,304.44,287.37,284.96,286.69,298.89,322.48,337.89,347.95,L7
2003-05-24 22:09:28+00:00,335.23,332.10,327.74,296.50,313.18,310.21,300.45,285.59,284.44,290.98,297.96,320.59,334.00,339.88,L7
2003-10-07 21:58:35+00:00,307.72,308.01,306.74,298.12,297.96,288.51,281.26,269.28,267.67,279.90,285.62,309.10,321.87,321.12,L5
2003-10-15 22:08:58+00:00,299.88,299.47,297.98,295.26,292.17,282.54,274.69,263.43,260.91,270.45,285.62,307.98,320.35,319.11,L7
2003-11-17 21:53:20+00:00,299.88,299.47,297.98,294.64,290.89,281.24,274.34,264.53,261.23,273.11,284.44,307.98,320.35,319.11,L5
2003-12-26 21:59:30+00:00,303.88,300.00,300.54,301.88,293.76,282.77,271.99,261.78,259.11,263.66,275.44,300.39,317.50,318.69,L5
2004-01-27 21:59:38+00:00,303.88,300.00,300.54,301.88,293.76,282.77,271.99,261.78,259.11,263.66,275.44,300.39,323.65,328.38,L5
2004-03-31 21:59:59+00:00,305.67,301.75,301.61,298.43,290.66,282.77,270.50,260.46,256.51,264.33,275.69,300.36,323.12,328.91,L5
2004-04-25 21:54:59+00:00,311.46,304.68,305.06,300.35,292.47,291.87,273.64,264.69,261.07,269.94,275.87,297.16,326.92,336.99,L5
2004-05-02 22:00:57+00:00,311.46,300.49,302.51,297.81,290.17,286.47,273.23,263.85,262.56,269.25,276.28,299.45,323.63,334.34,L5
2004-05-18 22:01:26+00:00,311.46,300.49,296.48,303.86,296.95,300.24,282.93,271.55,268.81,265.88,277.79,304.77,327.98,338.16,L5
2004-05-26 22:09:57+00:00,311.46,300.49,292.13,303.42,297.45,299.03,282.93,271.55,268.67,268.95,279.85,306.39,328.00,338.46,L7
2004-06-11 22:09:50+00:00,311.46,300.49,292.13,303.42,297.45,299.03,282.93,271.55,266.16,270.62,280.63,305.19,326.21,336.23,L7
2004-06-12 21:56:23+00:00,311.46,300.49,292.13,303.42,297.45,299.03,282.93,271.55,266.16,270.62,280.63,306.73,326.68,335.97,L5
2004-07-05 22:02:51+00:00,299.13,297.49,289.41,299.10,294.18,296.58,282.89,271.71,264.40,272.39,282.94,308.84,327.97,337.89,L5
2004-07-30 21:57:39+00:00,299.13,297.49,289.41,299.10,294.18,296.58,284.66,274.85,266.54,270.82,282.63,307.61,325.55,334.63,L5
2004-09-23 22:04:50+00:00,301.08,299.16,290.49,295.66,291.46,290.14,281.23,272.20,264.04,271.90,281.54,307.11,324.55,331.63,L5
2004-10-18 21:59:35+00:00,294.64,297.20,288.10,297.86,294.10,290.14,285.40,276.45,267.02,272.72,284.46,308.30,324.54,331.61,L5
2005-01-13 22:06:52+00:00,298.35,305.85,296.96,278.46,277.87,284.95,285.77,277.73,263.12,263.80,280.60,299.33,315.11,318.24,L5
2005-02-14 22:07:21+00:00,304.56,301.64,309.04,298.14,302.01,294.85,291.74,283.49,269.42,273.61,279.90,298.29,312.27,320.37,L5
2005-03-18 22:07:46+00:00,310.62,307.74,315.45,303.38,301.25,292.74,289.96,281.43,269.12,273.70,279.85,299.60,312.52,322.21,L5
2005-04-27 22:10:21+00:00,322.89,301.58,319.11,315.90,306.70,295.61,290.95,281.82,270.82,267.19,275.84,293.39,311.63,321.70,L7
2005-05-13 22:10:24+00:00,322.89,301.58,319.11,306.81,300.61,291.18,286.65,277.84,267.61,266.72,276.88,293.70,311.63,322.07,L7
2005-07-16 22:10:12+00:00,322.89,301.58,319.11,299.60,297.45,286.73,281.45,274.52,267.28,274.04,279.75,299.90,317.89,325.04,L7
2005-08-09 22:08:46+00:00,322.89,299.63,314.07,301.81,297.97,286.88,284.65,276.75,269.28,273.86,280.16,298.53,317.24,326.52,L5
2005-08-17 22:10:06+00:00,322.32,295.67,304.50,295.40,292.33,281.33,280.00,271.79,263.91,267.01,280.53,299.03,313.70,323.94,L7
2005-09-02 22:09:58+00:00,308.71,297.14,304.23,296.53,293.24,283.72,279.58,271.02,265.55,266.35,280.79,300.46,315.12,325.50,L7
2005-09-10 22:08:55+00:00,310.91,300.26,305.69,296.77,294.12,285.14,281.04,272.11,267.86,268.08,280.75,301.94,316.45,325.96,L5
2005-09-18 22:09:51+00:00,302.84,293.71,295.99,295.12,293.18,284.58,281.09,270.37,267.79,265.43,280.94,301.46,316.41,323.82,L7
2005-11-13 22:09:08+00:00,307.48,298.35,295.35,295.16,296.39,288.57,286.82,275.66,275.48,270.55,283.12,308.41,317.56,327.09,L5
2006-02-09 22:10:49+00:00,310.29,304.63,300.16,296.50,298.86,294.18,288.67,276.50,279.64,268.49,284.05,313.00,319.81,329.58,L7
2006-02-17 22:11:22+00:00,309.77,313.25,308.04,308.00,304.46,296.29,290.06,278.03,279.99,271.64,285.24,313.90,325.96,335.75,L5
2006-03-29 22:10:52+00:00,313.87,321.37,318.99,323.79,313.20,304.29,297.41,286.12,277.34,278.18,287.86,315.00,330.84,344.23,L7
2006-04-22 22:12:36+00:00,313.87,321.37,323.94,322.19,311.32,303.20,297.14,286.74,277.97,279.62,287.32,314.53,332.63,346.24,L5
