,dates,usa_CA_0307-0000,usa_CA_0307-0001,usa_CA_0307-0002,usa_CA_0307-0003,usa_CA_0307-0004,usa_CA_0307-0005,usa_CA_0307-0006,usa_CA_0307-0007,usa_CA_0307-0008,usa_CA_0307-0009,usa_CA_0307-0010,usa_CA_0307-0011,usa_CA_0307-0012,usa_CA_0307-0013,usa_CA_0307-0014,usa_CA_0307-0015,usa_CA_0307-0016,usa_CA_0307-0017,usa_CA_0307-0018,usa_CA_0307-0019,usa_CA_0307-0020,usa_CA_0307-0021,usa_CA_0307-0022,usa_CA_0307-0023,usa_CA_0307-0024,usa_CA_0307-0025,usa_CA_0307-0026,usa_CA_0307-0027,usa_CA_0307-0028,usa_CA_0307-0029,usa_CA_0307-0030,usa_CA_0307-0031,usa_CA_0307-0032,usa_CA_0307-0033,usa_CA_0307-0034,usa_CA_0307-0035
0,1984-04-14 18:24:25+00:00,209.14849524278662,150.56981716805788,160.90906430739184,159.14892611723977,163.68737464332204,158.56263897561456,163.52561258188416,172.97632830137184,186.62904115042005,188.4147899240784,200.2444434098618,201.77680133003747,190.30515904535054,188.8550286312489,196.00974352173847,199.724977510344,207.0802639152293,217.688701631051,215.87641534208797,207.80083695305348,193.02899093202984,192.3271182754666,196.64113264515152,185.8615018884921,183.24726532958644,182.60008618258917,178.19173227142736,194.1544284076334,193.01253350811731,173.54815801291176,169.86742543287133,185.72756902179887,184.49694108615088,195.68130240625356,209.83937251427687,197.70291800229464
1,1984-05-16 18:24:53+00:00,223.2659603827306,168.8268504813216,172.01653261223902,186.14840405576612,200.42667422713424,193.74032288715782,199.17064491737173,202.6192724049799,192.92502331112493,211.39573805975877,218.78472649179963,224.88265028106548,216.206869896765,208.77603715682238,211.89817409509388,220.1582896169916,235.2701423538064,250.58226710955358,235.27530162085787,223.9055309710949,220.60014710415794,208.86686536433518,211.18676197135542,209.26177379818066,206.8988494668554,204.42903747222437,209.23072548304543,212.22799509961112,207.55381080198208,213.77794054790903,202.4181265426424,208.07606357042803,201.76781207831118,220.13175447942527,229.3779156414726,219.53327222575288
2,1984-06-17 18:25:35+00:00,234.9370452484945,182.14548094711887,186.01349878886808,190.44913421744116,215.49582215928237,215.4276660769156,204.21954744538448,193.90481210154678,220.09775579348553,226.70379672077252,232.5525470577833,224.48111344575327,226.3838950033749,221.8256297156288,217.00912189037453,229.211653612647,257.16957351611944,259.4047098227891,246.14486929036332,232.80422937035866,220.22942807616008,225.8107117800925,229.7531300102499,211.60514528712406,207.81260424911437,218.36335837352368,219.6498350291723,217.55992833286945,220.12371017180683,223.92409395875595,217.30022382531496,206.4492603487932,212.65744899254784,235.2604852934447,238.37600850887787,232.76456872607542
3,1984-07-03 18:25:46+00:00,230.5664261231363,186.5959143143436,194.21020752551925,191.82506342909753,222.74054185746024,219.37305482172172,211.6624291234732,212.10160319810018,206.5272951503534,220.5062141914221,227.27102719486047,228.23192193364486,227.77270389750345,220.7821327394099,226.47859006565116,233.25915536088718,263.0670510092658,264.37796057409093,248.2736642255296,237.6630722491344,218.43368877806836,231.04832973116956,231.99835242477087,221.1702951328893,215.48703005784523,221.56410405567644,236.8599464485548,222.29235917849837,218.9426333077786,216.5846044308697,217.0234456644746,205.43030820219167,230.53560006758119,244.13851639402066,248.61988748185922,238.69125101397287
4,1984-07-19 18:26:06+00:00,224.0424577875497,182.09342963806546,188.8520253192318,183.40338497127695,232.1300827679757,218.42696323959234,210.38993994914568,189.34510121851824,195.01900726030286,214.76853122287636,229.10442779680648,229.6572237221485,215.94440382971925,213.1798373557143,216.27023755212574,217.25239883488712,242.1736536448536,250.79255825507613,235.4769358178154,229.40289115500048,207.88087866611534,223.3198098270707,222.03160260331515,209.64850698667124,206.18490535959177,217.05474701313523,222.91215946252407,215.05824850611532,217.0164552806865,210.2188884018729,209.07063743692277,198.62847911771783,212.96779753905685,230.19391253045978,234.68823492829296,229.21659985714038
5,1984-09-21 18:27:21+00:00,,168.59567828562828,170.87873219303228,183.78315703656259,216.9607061794838,221.18656519238715,211.80054065280063,198.99392741732476,201.32841178573443,200.4157427924161,212.46798320147963,220.21950452180803,212.75304735066723,217.17739891646332,218.62134922120788,220.18705796839183,225.97050648633422,229.49427400482418,226.9607104278372,223.38818259199866,210.7160391845442,205.8765802503409,206.8823779882001,195.58941851475592,199.42090927670162,199.2426993372212,208.99719771060361,200.22845386601887,191.1582392282621,188.36832555344367,190.01913944067954,184.38296805084255,192.41681310594834,208.23699036435676,223.74054654559527,210.5240695187144
6,1984-10-23 18:27:16+00:00,183.57465630137602,158.92359888054776,166.66144331787072,167.2851108059018,188.74529308849782,186.74834037033264,197.38505187665976,199.65640219510516,201.58106033325078,199.98275190615777,190.01893202904805,191.93073313145908,190.14965942371077,199.04779888849882,199.59771464300513,204.210178764207,219.5341427303345,221.56574026709205,212.10001251410978,202.0451970817225,190.97602828078635,191.36975645721324,194.14542881109105,175.47348627096522,184.21032840622672,197.37527571277576,191.82754356483008,187.612067133704,189.68215055111364,177.30148160214952,172.07251421734975,179.62344371261898,183.53598299574827,189.35728674713852,206.0828032730103,197.74265683306757
7,1985-02-28 18:27:41+00:00,228.7611910199951,185.6977907610996,196.50293105213865,190.74069670446974,221.39285404507729,221.98736806116364,216.1697752120483,214.622135453606,217.28011756379948,212.44477656894625,220.79833329615292,218.0261419715368,213.43269444722756,221.4546269329748,233.53063623424777,247.49097479154904,239.40940146850153,236.84409460462146,227.78836423630912,218.94327676964798,226.21103275588712,223.39265987423397,205.82541216716635,193.69977182266692,206.56698786637338,223.75046644684488,220.53592879577752,213.6841180847896,215.67433095086704,207.70562045319585,208.02774167122192,197.16378375991067,212.39687691203432,232.93401287748156,234.82177128027126,221.12279763519768
8,1985-04-17 18:27:31+00:00,195.79358117043594,165.94725013414413,169.78177909911957,180.09021410191343,190.9936698618236,180.90744493962907,199.14481469461185,192.6173037355782,187.50147440333294,188.42151102750978,193.0906327296367,195.4158168173724,200.550001411531,193.91464475768,207.26652693791925,201.77976945937476,201.36736802755692,198.05879705133634,189.90302655844056,186.9323575769986,193.6923528939279,191.91850988750994,188.40677442471005,179.8065678408262,182.11953770194697,184.79408772499733,182.0261891876855,170.2312520543012,173.30520939528486,170.61803549667673,178.7374290661356,184.367690309043,186.37398894131155,198.34762660304384,208.4705068574791,194.31051555536584
9,1985-05-26 18:33:32+00:00,230.1615176633457,200.8633750716908,204.03771386221112,226.60054728034194,244.60047853582094,234.59752898716073,233.10196997668996,238.4685581937095,221.90405404594833,223.63214102250683,229.73221055149972,229.08780624353005,233.3911599220072,235.22222934703973,245.97575675249578,250.31224033063015,247.81769072414048,239.57839327628284,232.55370619032982,221.77404242429856,216.2529867131962,220.6588646361154,212.79012594685318,219.66708020360224,222.15300768809928,227.59378601424055,219.04982674941726,218.41713740118126,219.08397766527403,218.74969861431433,218.6024570031472,212.5900586808422,213.75017788348876,231.21710429651063,247.83402764063152,234.46545700364268
