,dates,mex0387-0000,mex0387-0001,mex0387-0002,mex0387-0003,mex0387-0004,mex0387-0005,mex0387-0006,mex0387-0007,mex0387-0008,mex0387-0009,mex0387-0010,mex0387-0011,mex0387-0012,mex0387-0013,mex0387-0014,mex0387-0015,mex0387-0016,mex0387-0017,mex0387-0018,mex0387-0019,mex0387-0020,mex0387-0021,mex0387-0022,mex0387-0023,mex0387-0024,mex0387-0025,mex0387-0026,mex0387-0027,mex0387-0028,mex0387-0029,mex0387-0030,mex0387-0031,mex0387-0032,mex0387-0033,mex0387-0034,mex0387-0035,mex0387-0036,mex0387-0037,mex0387-0038,mex0387-0039
0,1986-03-15 17:14:19+00:00,,,,202.12632901962178,200.6438673146255,194.80301637260595,193.00486810799038,189.84261394001697,189.0459242008849,189.28118646241123,181.85838259751745,177.75172158668593,175.27004954522732,173.9853984618232,171.4707082738245,175.06759979524816,182.2822673147185,177.88638433716204,175.51618728153971,174.8842195249359,171.31872156436233,171.1996922442845,169.37185294160733,168.12030472001507,168.8152430698082,,,187.87346572694284,,,,186.03086652394117,,,,212.47567554556778,243.1911239622102,223.02799118906222,208.42802297728187,232.08585717870878
1,1990-04-11 17:08:26+00:00,159.02852916579377,164.94407975524092,168.28975854385942,167.35203515080627,168.9115989637232,179.02825317255298,180.15240278205232,181.79283398289087,198.21033743235952,212.01982216357567,205.53297318237736,200.5495613428877,206.7088062950062,200.0200297651696,200.54746686383183,204.19825050105086,205.43195894388967,208.74277847088186,198.29706939031212,194.93222156742516,197.54316659751245,202.19865541861816,202.16641962917,198.94771421510802,206.46107710669386,214.5419470959529,224.431107024076,225.4587886929427,226.81091733543184,223.92148188001556,225.00951911990649,225.02038391704028,231.33869304124278,235.8785162604669,228.92221653919637,220.05169304690077,266.8011903500753,248.48379471378774,242.55201083367783,247.99035007539072
2,1990-05-13 17:08:31+00:00,151.0742443009388,160.9886617530876,173.71952309553524,171.36228266390057,177.16941493918188,188.643952317623,192.29068300457712,201.48812544526663,211.0071322470942,215.22360408895693,220.64232401273918,213.83052666156618,210.4072097368034,214.72248940697835,224.42225264242626,219.62162104272667,218.4377206428756,215.76466238012992,216.66898729861978,209.8147224910723,209.36221381124676,207.67304891587762,211.69260384124175,206.1115032416482,207.19992301372955,220.6702809942923,224.4330358445113,222.04779805772588,226.24106236662487,226.55671112612163,222.33831369839265,225.3250207671736,226.9186538279,217.3518127459757,214.24808454343128,225.66571746499307,267.77134909249656,258.5475696101282,259.1436009609316,261.01068735898303
3,1992-09-07 17:10:28+00:00,,,,122.72179025732714,143.75765893594132,155.82375429335116,146.16387483897267,153.78803695212514,168.48003535903447,183.53809632995706,191.42297420615674,193.6439630100825,190.8369302489918,189.82164100375275,197.2407825890847,201.7783560950262,207.9803291756838,209.60405214795873,208.12839306507402,202.00576986996663,200.38104607728698,202.9334717816743,204.84348051053598,200.90068969287194,206.950415519008,210.15588705779987,211.8361444567122,216.23124762316536,215.55639214585594,228.65338967829646,237.76461722063507,247.26749938051773,250.90057639129554,,,,253.4914914975912,240.52951542469765,235.53911107459723,240.6622032685776
4,1993-01-13 17:09:51+00:00,153.62302416064867,158.80970437495267,159.38237113602227,158.89752428996408,163.19090139323427,174.25781057812566,181.71504702698775,186.0935972004104,193.74960858450086,199.6270895939841,203.56313840469986,202.3257651899342,199.54536428424885,205.10469409940814,213.37466855950066,209.81849903344093,207.0383966179849,213.4634682554476,211.9380423276728,209.20602451375044,213.4597253789957,209.58664172226503,213.2766883748572,203.0641246039711,207.63269607958,220.30818513323652,222.49068925990056,228.55717554224697,225.84710391070286,224.93916136339774,224.2665037173918,230.41326156480358,231.0481273902298,216.59350654806684,212.65538358795013,221.03078754385098,269.8919969762777,254.04248971412687,251.35900269819905,255.3075685165395
5,1993-01-29 17:10:02+00:00,193.13841598869286,194.43128118829958,183.861942933779,179.02400990586185,180.98439155778644,190.01651628807232,189.2702587473666,196.48655048856884,197.30504884849663,206.46449855190025,203.84607042657038,210.96715210065616,214.3251289238947,218.45764643953473,212.0811433883945,214.4661037565787,217.42805546548445,206.71642993676483,212.84087049011868,217.44344776230028,214.19538822609286,212.78194844513362,217.19201384209669,223.50541429657673,222.81408016765087,224.1994943374435,228.45681784788434,222.13658396465118,226.97801724003196,227.75590683229112,220.5289667440862,223.7061930899307,223.24813976268732,206.92945380833754,199.68336933973188,216.76114020254374,271.96696557288,261.8217475634591,253.25077994264072,251.05802897245144
6,1993-03-02 17:10:19+00:00,211.86550846443672,201.29161335989716,194.3246041460384,189.59343891565135,195.1721181515598,194.8561844508814,192.7486717161117,194.2313288777949,198.1048135130045,208.86305799997749,204.8085803025693,201.58615972587714,198.86039683164717,199.71263180460863,203.87584329771678,201.85599528656596,205.17811541475692,199.57794040343632,195.73107259890338,196.31119522013853,192.2799671398559,190.12646211531464,185.44325106792814,182.77207944749782,185.502963113112,189.60574269815015,192.75950734512256,198.42182672083572,212.32948783970917,206.2619174709608,200.48077425338334,200.17112242257474,199.39636267817215,194.71533594179334,181.13558517395177,,255.3582011841691,243.5015577748858,224.67838347954557,236.3461224187439
7,1993-03-18 17:10:26+00:00,212.14948091016203,208.0625916979095,213.0602336329345,212.60121572891993,217.11408308749824,216.4273309430807,216.22345267657752,210.15793877458887,217.08345546277434,219.0413506461878,213.40974563584706,213.33837467424064,208.60837963340265,200.55296995359134,213.15058475774947,211.21774043140204,219.86237429057533,207.41385788497882,206.5112345324489,202.8000745345336,206.0985189394932,198.9844756372808,191.92720234225993,191.71143481343856,187.2087866347741,194.1291053701353,190.8320599980805,200.85546133833242,204.052552699582,202.14498514439182,200.65741464429038,194.54991570674594,199.9302795834059,195.1034550814817,187.27881390035253,205.41134424430078,270.4331188012153,249.6269219538435,233.32465668395088,238.2645058605281
8,1993-04-03 17:10:29+00:00,192.51927524638793,198.16808350610097,198.05836425875486,191.65882519598043,188.06451825840975,195.01105018456448,199.2365539370883,198.07612026572627,201.28213863651695,207.513863189926,208.55337122702264,,,213.97625561709913,207.59477788493368,203.59904435410778,199.6274044369879,195.75850731405694,183.84373860056945,182.37903513320782,180.0513930288628,181.22748573015338,176.27758105814613,172.2231912206205,177.1696146818104,177.19444791966257,174.9761019140231,186.52549111620158,188.705032678109,186.40970398116937,176.96933687296738,180.82301694517878,177.51854411116062,177.37342985229017,167.51782965694335,202.96394197421924,249.8313757485682,232.29135426251207,223.22550854525355,235.5927033165022
9,1993-04-19 17:10:38+00:00,181.45645394536118,179.4048559220919,192.37140367443786,195.9052528663101,197.6567550809585,202.4966035381016,206.62023417434506,199.42329562658068,210.13257739318308,210.2004877788305,207.89835991823975,203.19949419126496,193.9429168619817,199.35636625400636,199.492351983999,198.32109576710982,198.805670436594,190.79669033748243,188.23210952978562,176.2345706400935,172.17646330231807,171.0983147875896,169.4671093373953,163.27033053081612,164.68092909765542,166.36926006317847,165.56114380431003,176.03815492343438,176.52200528547192,167.59708162532036,166.50599209656423,175.89534845382786,170.19421380023283,167.29605924910797,157.50805393871698,178.70916356679385,237.11478423177408,219.7480475887039,221.49318059263453,222.05246699842786
