,dates,chi0345-0000,chi0345-0001,chi0345-0002,chi0345-0003,chi0345-0004,chi0345-0005,chi0345-0006,chi0345-0007,chi0345-0008,chi0345-0009,chi0345-0010,chi0345-0011,chi0345-0012,chi0345-0013,chi0345-0014,chi0345-0015,chi0345-0016,chi0345-0017,chi0345-0018,chi0345-0019,chi0345-0020,chi0345-0021,chi0345-0022,chi0345-0023,chi0345-0024,chi0345-0025,chi0345-0026,chi0345-0027,chi0345-0028,chi0345-0029,chi0345-0030,chi0345-0031,chi0345-0032,chi0345-0033,chi0345-0034,chi0345-0035,chi0345-0036,chi0345-0037,chi0345-0038,chi0345-0039,chi0345-0040,chi0345-0041,chi0345-0042,chi0345-0043,chi0345-0044,chi0345-0045,chi0345-0046,chi0345-0047,chi0345-0048,chi0345-0049,chi0345-0050,chi0345-0051,chi0345-0052,chi0345-0053,chi0345-0054,chi0345-0055,chi0345-0056,chi0345-0057,chi0345-0058,chi0345-0059,chi0345-0060,chi0345-0061,chi0345-0062,chi0345-0063
0,1985-01-25 14:04:27+00:00,168.4654283414966,177.71994489365957,184.21462285362531,198.71642619064573,203.63923382376188,214.78765777008036,216.24596343406526,208.17241445481045,197.8425484545283,208.9573563227531,214.38296263367099,194.19431879293234,175.3999966822284,175.83097254370682,190.18327148429273,198.80425315219648,188.61259599987878,198.4338277581518,201.33912610677757,183.2100390636355,200.60204811511994,192.8751267263357,189.2112881143296,190.3626292038877,194.48007562047354,196.47045759713242,189.6123839466743,199.79266501791972,193.1595895751785,193.86495049398354,189.71308489618883,186.66583406613324,172.7396126506229,183.66980037957092,188.72717938496586,203.1459102035795,192.84530683152744,202.99446597570795,195.92854827961523,195.62741820618908,204.951198475826,229.0943305374442,230.65733437700635,236.39889018146116,237.1337305464956,241.69824133357594,236.90409440162279,,233.39445445744377,216.6965860128171,,214.68284055245903,216.36992294449888,207.4500291274212,202.4785275385078,211.8901295274532,208.57772727864153,205.92571732597168,204.64959631043484,194.3670212097315,192.01790800957576,205.74899024113537,195.38831465493004,197.15629745084237
1,1986-01-28 14:01:10+00:00,199.9758345315557,199.04544260127105,192.78369459996506,195.21797462247264,218.83628728568425,224.52104638798107,228.84601439616335,229.27524601477137,229.5845483824361,210.15660260818248,207.41862441974774,201.4389251607309,193.74435053856078,186.4243698667137,214.58378055312613,212.51218780229038,194.31900730853917,204.13319169704172,213.80976504842013,200.5325532505671,210.05724209424397,209.3710187234116,218.668212555112,228.35207591492684,220.93912194624136,212.56970371588395,200.97107451033918,212.405622018702,202.85526330211079,209.05307785224488,204.35728117579035,199.4230690012277,188.7267724663727,203.62527163850757,192.84718603354648,186.9680476480233,197.25108829245906,220.88121183879588,213.11550669763625,216.33233415223782,216.76001019005423,206.24443812811563,209.0855873972634,230.00400449832497,229.99915613468397,221.80996193156557,219.11743773696048,,213.68879843386372,217.60260298993342,,215.349772677312,208.52177432174076,209.90658772993794,203.9915908266827,197.58345374933805,188.00708752866808,195.7937854449355,203.83125621243076,209.03849265052457,205.79068696283548,207.34119309097818,194.13112569649286,204.23036577595977
2,1986-03-17 14:00:06+00:00,,,182.90936382654425,,195.4172105898964,223.65345414443266,230.32643199764252,231.36325751096354,246.8109492934729,217.1728359353124,230.6754514857759,201.0002609151387,,156.87593748938897,200.9160649367423,209.59098730602645,191.6457639216121,175.38462765446243,168.66532266547392,179.2987693346966,,,,,,,,239.6420185692075,184.68317735426527,214.29569380546297,206.6410992371852,,,230.29248389643718,,217.3689055889898,231.7070129837185,206.81324680915816,,198.97839922200683,230.06174432969854,224.70071793850545,,,,,,,195.32094487436368,198.41033037364363,,173.9449693677622,,,,,,,138.28444459479454,,,,,
3,1986-05-04 13:59:02+00:00,192.23559671653965,187.59668035921325,182.5017249878981,189.20995961684918,198.54062225519954,200.51271583614508,206.68846566982845,213.2364116516121,212.4188905015104,205.39321943796747,197.3328192939315,203.129779386681,190.26650442652402,187.07250777176105,196.97886481457164,200.27117773895785,,202.03766737460174,204.3671947519995,192.17349708603538,196.11272443862077,204.80111643430394,207.2178846519045,205.93167579068404,201.21531029096556,198.9017263118702,195.06839413460017,206.5330380194012,197.1965385731218,210.6854470985653,207.7758100933845,210.24005016339308,207.1582832057224,219.25440487369613,216.31205324387068,217.0044050057678,218.8140959489438,227.37881476094128,216.78532983939985,211.22718792924766,211.22429305714203,211.10462796245224,223.42030140507558,239.49880329190324,243.17854508110858,235.77839266057987,230.18641371542418,231.0092213873545,221.24924746455991,210.56826671807826,107.98136049455559,175.81700206396002,,,,187.92313962962044,183.3418102472857,176.18989055721482,148.3983190785417,189.18783517090247,191.41961503923548,200.22882745331796,184.33594683809804,197.22629865430704
4,1986-07-23 13:56:32+00:00,178.99436819432125,168.88567807685965,162.85333486796358,,199.93504744815988,199.84844177734087,200.47021646928806,191.59457375407402,,,,,172.78501525707884,167.44518196299643,201.74476566077527,197.4913901995963,,175.88837852642712,184.94771452655067,170.09227617581527,184.74142431787044,196.57080015441474,194.84865664601944,205.55616840969378,196.2653443526523,193.75023105204065,184.75563713070505,200.5557510009459,190.5921124458222,203.06410937797818,184.56204762372153,172.86356939405323,164.63028652934423,190.07529879109592,185.1537699583419,192.02936711729836,228.50989015561532,230.75659040067356,224.33233134053765,233.76137587259552,,,221.7837313505152,239.27560951884035,,,224.75104292353996,235.2342112231093,,,94.24386705011128,,,,,,,,,,183.0148985251026,192.02540179150498,,
5,1986-08-15 14:01:53+00:00,191.2288362025218,189.8543882874918,181.04937383727693,193.76052577369953,206.362031987885,219.6932233294386,232.8954808167008,237.64268255706864,221.39660672667966,,,204.61724107972765,206.02700492528876,205.97519239578125,219.83665510221377,205.7451907704965,,,214.72527266401784,196.85459700978885,180.00983669269365,205.71537213559975,203.10802110933102,203.1868811082891,203.9613584667184,205.27663462116456,195.0709340560431,198.7171457239799,196.89861608333345,199.25477563507826,194.3593880044479,184.68441403227314,172.62715678722915,197.17194755391557,207.00000015162973,217.88477392820832,229.45074291387692,240.21951166924495,242.68929982567298,248.34884324093974,,,231.61190203937255,,277.3548548243439,273.88716341478585,271.00801555334175,262.5152357980538,252.70396366411273,241.15697086541124,,,,,,,194.16778563571785,,,,211.149649053628,199.93168554784614,193.715542969243,225.21905825103013
6,1986-08-31 14:01:16+00:00,176.04731801051142,182.51501670463432,179.25286704726147,,205.30251970591257,206.60297668945694,218.00086537338638,224.11286664454255,206.11345460654394,,,,,180.12879800379324,184.76222471850906,,,,188.30919695350835,201.29715978050544,,227.7949487794183,202.07007031454248,206.42348875541876,191.87528252967164,197.57255543747155,180.05525811148905,193.58048581202672,187.14668683940855,194.95030738833873,186.13418380266728,175.56975726113083,164.68133121134406,185.01043388755028,187.62849132611723,188.68060842475265,214.69271638875958,221.775379264673,226.95029942978945,219.4053628261257,,,,244.4324042538605,250.67366022802258,250.03185718257163,245.0528466957332,241.28806815806766,,,101.97368924226821,,,,,,,,,,178.3500494137108,195.21082136748274,,180.09803793840734
7,1986-09-16 14:00:22+00:00,181.79697981590672,198.0972935474569,188.19323865435663,,216.94308708971425,217.22023096887352,229.45107372620143,214.36814258564837,207.39390646591582,205.52034091611264,193.08951966103874,189.858186379917,192.77981120301712,202.32487620526874,210.848577906701,210.9447853092589,,203.76439246487183,207.86920740368026,188.96541615574532,197.27118263721184,206.68089318926545,203.42217584846108,212.70770498493846,205.73445349152908,199.8438358963175,190.3826070702197,200.93910113513388,199.5581384134117,205.62751514407427,198.64588632014699,195.39463819912336,182.49870981001578,189.0375329121639,189.38027359826512,206.94844387550322,226.83001886407393,234.5562701994393,241.17274264203274,246.51600739062357,,244.40837772142729,,259.78607599755946,273.0018587531115,255.6107784536016,263.7950968436922,251.94343093719078,245.22941288438471,237.50772207642876,228.5843514181128,211.02720213460017,206.25476258369284,196.66882122918545,185.97767476812123,181.3281233167222,191.73421629835184,173.08807674221825,169.59945554047496,189.0900732255059,194.50430379237454,204.0863530015719,188.76892904692468,198.79134046067523
8,1986-09-25 13:54:18+00:00,190.5964851042301,197.90807984149552,185.59824573543733,173.1197644976026,207.49334000881282,208.64787415519984,211.18602823656306,208.672196306757,195.24372170142405,193.06620936093512,175.04739886675839,180.53037972977657,198.39288098009047,206.21938437026594,218.1933647639465,220.7177699110259,204.08751572521513,198.2969726782115,207.21324055030703,200.373383043835,186.88564766606257,195.75098705347696,196.21667108475546,199.11109497287168,205.97074985228954,197.74876822213966,192.15588915070043,203.64951591481218,195.95769957296108,194.42269332156894,187.85184615288284,185.4543520041183,171.4524820129022,182.19315040610624,172.45856855819045,177.4865608025588,,,,,,,,208.55138310338984,236.03865902286006,,,,,,180.70920104215122,171.41321033100053,180.9211651727185,183.11387236304688,,174.9853718661413,,,,,154.46907454521178,182.30774127320834,143.72728897314053,
9,1986-10-11 13:53:47+00:00,195.1969294521482,192.69095831775678,186.52732558180048,,212.0666035237125,220.13092363893227,223.84206871972734,221.87108791760113,213.12589382422314,207.78569298106422,203.56253973524295,207.33177922559497,189.26866568888468,199.83355092580828,208.49475639677604,202.5670850605212,202.01087902155538,205.3838900105785,210.1936389118641,200.43246381502223,208.53926985967752,203.6124914582235,198.757260600664,193.9023879057056,200.4669908316442,202.3243559409594,191.29774375853103,202.59328631666085,194.76106779963817,199.86112780839096,194.12369972104275,187.33506803418396,172.40660787033622,188.5531556824378,195.27456347729668,210.5479103853514,202.33357059230192,220.50277429189458,226.40497454801127,220.7301595796605,,246.93692927147254,250.17944434082838,,267.36617075974146,254.0613765863007,252.99507579006428,249.62484758498005,243.2091177788181,236.24508857599454,224.36729034123965,223.9480812295077,211.61957949582862,204.94593084078338,201.6663824830528,193.7671904687344,181.3989416576382,174.17794332086686,197.342258196664,208.02212262564763,209.37314684292744,206.95417065642724,194.92248292078753,211.11666238677188
