,dates,per0068-0000,per0068-0001,per0068-0002,per0068-0003,per0068-0004,per0068-0005,per0068-0006,per0068-0007,per0068-0008,per0068-0009,per0068-0010,per0068-0011,per0068-0012,per0068-0013,per0068-0014,per0068-0015,per0068-0016,per0068-0017,per0068-0018,per0068-0019,per0068-0020,per0068-0021,per0068-0022,per0068-0023,per0068-0024,per0068-0025,per0068-0026,per0068-0027,per0068-0028,per0068-0029,per0068-0030,per0068-0031,per0068-0032,per0068-0033,per0068-0034,per0068-0035,per0068-0036,per0068-0037,per0068-0038,per0068-0039,per0068-0040,per0068-0041,per0068-0042,per0068-0043,per0068-0044,per0068-0045,per0068-0046,per0068-0047,per0068-0048,per0068-0049,per0068-0050,per0068-0051,per0068-0052,per0068-0053,per0068-0054,per0068-0055,per0068-0056,per0068-0057,per0068-0058,per0068-0059,per0068-0060,per0068-0061,per0068-0062,per0068-0063,per0068-0064,per0068-0065,per0068-0066,per0068-0067,per0068-0068,per0068-0069,per0068-0070,per0068-0071,per0068-0072,per0068-0073,per0068-0074,per0068-0075,per0068-0076,per0068-0077,per0068-0078,per0068-0079,per0068-0080,per0068-0081,per0068-0082,per0068-0083,per0068-0084,per0068-0085,per0068-0086,per0068-0087,per0068-0088,per0068-0089,per0068-0090,per0068-0091,per0068-0092,per0068-0093,per0068-0094,per0068-0095,per0068-0096,per0068-0097
0,1984-09-02 14:52:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1985-09-28 14:57:26+00:00,,194.17409223494963,202.80044599400927,202.46960220449355,210.02061093668408,196.95423868595398,202.98049593234086,199.2795874548809,200.78844360136614,199.0335208921676,198.12335675583878,196.5638442129219,191.67223789634184,199.2212672208266,182.46058322178374,179.0907241696297,179.57050782061083,171.22044455298118,164.5685311247147,172.64736637450233,188.3053400074905,,,,,,,,,,,,,172.10833957953227,163.23056699449435,167.9129062362645,174.07884608323747,175.7055458134013,178.5372202544231,182.9295113603204,182.72683272874698,184.9794245320996,187.0935450401025,186.04938165110804,182.35168460674447,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.12459138147526,224.06325036931216,,,234.45878839119135,,,,,,,,,240.1618101697058,243.98103281194994,,,,,,,,,,,
2,1986-04-24 14:53:30+00:00,211.04687916658358,207.01215387880674,210.4809850199873,206.2168597697002,205.78429691960056,206.83705261387522,215.60226741799823,210.99547716467657,217.27516198128302,219.43659078044823,211.2391087407971,212.30299597603295,220.8905426477477,219.41136565673708,191.84562888135653,186.35085050030858,189.84088269073737,169.30267652055957,166.13093199664806,192.5657398597012,209.60432878593832,202.59181472062005,207.0148291495716,222.74605719338268,219.36345086951653,215.56497882088945,211.59653583138163,210.17128532689253,208.82615664190953,206.60209957059908,202.51146264909568,201.60464532039106,201.46948947177097,195.7540939339678,194.8677357068615,203.85910141803188,202.38026674494307,204.84933477205036,207.77510672261917,215.1364482229281,213.97492051125863,207.3166711066573,201.5997944336786,199.19558121457283,197.78063212340706,209.8182258718402,221.9729540384453,235.93879336234997,239.48144926227164,231.09368490721837,,,,,,196.35545226328637,197.35807234897328,182.84425895934956,194.44206748271617,207.38369189288372,219.50572580012818,213.86098103309047,230.1202700180816,232.99838967982296,255.8811080423942,242.83660874525904,228.05737052556782,238.04572098537713,241.04009527521004,247.00089356203006,248.0861118693466,203.65297737725493,233.71540194012235,230.68502443010505,,,255.08945151447492,254.42455356919618,245.42127261379588,248.6891291948323,256.4579301367805,259.31920725201786,259.13395275602244,255.61564843191513,237.51014756727304,236.94579757625687,246.06936666806936,264.5995757197129,282.6691819187324,301.6907983935343,303.2906264890039,309.63383429152043,,,,,308.89592565234017,307.411864420671
3,1986-09-15 14:48:50+00:00,213.31619375675277,200.1564948598373,206.0334571976379,202.63610856371858,200.7035907052727,198.11906937997864,197.9013298938254,196.05002993053589,199.77826141817567,198.23069015434365,202.05477959545257,197.845475505004,189.4551394749412,193.26646436106796,179.82012521446052,178.20735458522,182.73872300670212,174.90980157461618,180.24900890197495,194.44747384164967,212.26427456312575,214.13541973082434,219.15102050925455,220.460226872634,221.05945837076683,213.83330968383632,205.37246418729154,202.67418713122584,199.43764188294386,195.4359788247055,195.7711643184823,188.6786606930611,183.19973160097675,185.46879262189293,178.5946477785855,175.20857268766576,184.33614073649778,190.68929490100956,191.05773391227757,194.59923744649345,191.35807076202786,194.21673440124005,193.69042391723215,197.0535742370244,195.60082844381205,203.13484400611816,215.43335523419572,218.25825352666922,233.87298785011504,228.13025460051136,218.6358480810639,209.36534174928843,200.08919243641867,194.1157974226016,195.93122763346412,201.9413486289222,187.0494575730374,156.96949261291832,171.8377337208866,192.28282880942447,218.23560678727443,219.48681297941636,239.1316357488566,237.00996152764264,261.7429511027155,250.94932255057685,237.81274018873705,241.3480071157793,253.55015328188415,251.81487918136952,244.8840747209905,223.82406411755372,212.4036914523653,224.78774733253204,,,235.6106069131519,243.50858858931787,239.7898938921628,242.73868997871358,256.5005519417234,259.2595859332494,273.35045716217036,254.738434770229,246.91336640609998,245.0132276712845,247.00829109502595,256.2532729854204,267.3053047948662,284.17852925997823,278.80739555145703,273.0668455645914,270.18402080427836,255.70053248332897,252.0092999224806,261.1062412726058,284.675849425599,285.1919260165797
4,1987-03-26 14:50:34+00:00,222.7963674020068,221.20471094572392,220.66347500272903,233.33773608454882,242.9170375696144,205.6098548958518,222.07935223053857,224.71790455371732,229.59478010781706,226.68000104706243,224.41503995445365,226.47762260197794,232.36285878312626,236.7531980977813,225.54977863429664,193.49141377251226,200.80770216946996,205.79625361075378,195.650421739811,206.54839746358365,222.6011825938223,231.05755117796798,234.73478068820725,236.88315053158107,234.13670409412424,229.64195025813783,235.56717811667232,232.27594336746475,228.3496813205903,225.30127082178745,219.96093225981568,211.2600638470113,211.853451162598,210.35160155192,206.10789749437765,210.14932468689182,212.87714241441853,211.60035087920397,214.91664750273054,219.37837907789321,207.69576102313786,210.23183994382032,210.15252239325363,206.26546302444885,202.00148966947154,207.64572338210792,223.51548992144242,232.47592259560432,236.19149534404735,229.12928639221062,218.5540612771006,207.46081794875224,201.34795649533115,201.66684070552267,186.2255676821557,181.75138454323576,199.98223194556837,,205.8052915287689,205.39841593672455,229.35133649660526,219.54857048967662,242.71627859772303,253.14570450392506,242.50615199018463,242.01193898542445,229.53309481228774,239.14094912191,254.79005299779303,261.5591827812273,263.4849740580985,241.99697657278242,248.22063245775806,245.55821394916805,,,246.44872611654,249.04472065825658,245.75448841297523,245.37542143374108,251.4762607052939,257.9573335996973,266.8311558233433,260.69918190450073,248.50705404217018,243.97419343948425,249.8397814320917,256.6321398020493,279.345351302088,290.57733561653305,280.10874328359637,287.2115233070024,288.54901731408097,271.8099999212374,265.8726003735625,267.11275990036006,282.609275195458,281.86932390160746
5,1989-12-12 14:51:50+00:00,213.00645502421685,212.03662215625124,219.19055523972227,240.46783198575835,221.11450134288472,209.1450621473508,214.06096191625988,197.1062502675702,214.04421375013948,206.48611588556727,205.44521378617088,202.0633139179542,209.94568855603404,207.70052612138815,196.34946253531413,190.06781238572788,191.8625246403672,182.59166896230468,181.7670181639992,,,,,,,,,,,,,198.9944897096804,195.6218207260435,191.7231034482145,188.636301119181,193.32535080389516,196.5504001769343,209.78589122025272,206.58125645135084,204.57369850599082,209.2578859819591,203.53076848280858,203.29738467722746,211.2763787486212,198.48860733313163,208.76053717541936,214.0949825809384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.26774000148967,212.9033228174033,,,,,,,,,,243.8443018326495,247.5821394305274,,,,,,,,
6,1990-03-02 14:49:16+00:00,214.97454313601116,204.74897653319854,209.9508586647317,215.46424845054463,214.50275933553002,203.3350831767883,207.81609800340817,220.78745184043976,226.7617865906579,223.07506434135078,221.76292363111745,224.85841584697786,217.2487929348691,227.5073297431317,215.7487445343043,196.7344518168023,193.31774442949896,185.75152338789636,182.4877178566768,198.8522427968143,219.19424325966565,228.65046583517562,232.0384806584512,228.76931475638676,229.56768026991955,224.4691997467823,217.65550937344707,218.23791931375763,214.0542546648608,209.73898101266076,205.510778198367,200.9925040694942,202.82354742310778,199.0063261036522,197.47797093531634,196.3116123824476,199.23561717263146,209.80070924753815,210.7269616538571,209.61645185405783,207.13670224721676,204.62899024632713,216.48697008373412,207.9324909316408,199.78565101220315,208.0984308143901,215.84712629699257,223.64303906686294,239.17891832558766,235.25722553728917,222.98487513994277,215.33303999627225,207.15739763763264,194.1707736054796,188.8301735323563,181.42806284089832,182.30545594897387,169.21276032251666,180.75867928447664,195.23531540841054,217.09996241463327,221.7239021426531,229.6966679980058,230.8107330663628,235.18639633219115,238.07083973957958,220.86475840920355,225.13392721656288,243.31549099188288,242.1148949729947,239.94202238270017,221.78999252706518,,211.4260933904767,96.31068287235898,118.15018003421362,200.88980513734217,223.454507253946,227.67484974791375,224.0006057468336,240.14456202191553,240.7223397641444,225.5954078902522,229.37008666479846,221.99992529267132,233.56234907184185,238.27774228921157,239.29673835940068,242.5660946470017,246.98900610220164,237.19691783214955,223.98422352158107,221.1711365790877,,,,,
7,1991-04-22 14:50:18+00:00,219.20830706082143,210.3032046446255,216.5584315209088,221.65287643051963,215.42027977206462,214.0051131774374,217.86265441936297,225.92445923534132,234.16361760539357,234.67871737116218,230.1178906275823,238.108304481893,233.05251534134294,239.96893290443663,219.1751331817914,185.56796773205556,186.38682206508796,179.79227629526704,186.40599647758737,212.62003375639193,223.66435854578367,222.40444216611456,229.85706076892708,236.26242256080135,234.57607169326772,225.89246847498046,225.1832163762742,226.43350069832286,221.5515916634832,219.89799552729025,220.38802185141037,214.5346032598968,208.9265700303401,206.4520186651135,200.52699334224314,197.65691193790315,203.62211322642884,211.20414818231322,215.12500693008488,215.03240583336728,207.13824228681878,202.6924364122771,202.7583569982626,213.8925056561996,210.29354704491578,213.45827025895593,225.02369389252127,235.2770061266416,245.6533964846968,241.75266538920624,226.32954889101603,216.21189398948496,209.66972988056338,195.09569654513365,190.1121295228908,188.53127097986433,188.15956735963314,166.06805932473554,176.09132948593526,195.87726658792897,220.09717004375963,221.87109348441538,230.20645337336072,236.9868189152149,233.10371840356945,233.1363462266604,223.94883912994905,224.2987240100116,238.21335355087479,238.51004778773867,243.2240783329176,222.69736529946707,226.24618968064297,218.00426586350738,83.53811033772601,116.58410295193652,207.74205106454667,217.4544327748809,221.23511237026423,222.16997063842234,236.21487566761223,243.8584083696487,215.6201449255362,226.93545227111096,221.13566047386632,236.9290356459903,244.15876115835158,245.44946348641903,249.691331522838,249.19044162484974,240.8134691779896,232.62432209689104,227.71217605858814,218.54794143288584,,,,224.89214533054377
8,1991-07-11 14:51:29+00:00,195.65355783668653,187.9553492367224,199.03137714906492,191.60583530035296,197.39033478538903,197.1177568973516,195.29711886789127,186.34269517412505,210.9437855787255,205.99695136089085,200.6180880670297,194.64945533785763,185.16285577412992,,178.91982288546842,169.98317562528007,164.28430916319027,153.2489571851953,155.67082630736616,153.38719788108378,,,,,,,,,,,,,,,,,,,,,,181.095540047842,175.6753226881127,181.02844173738225,179.50101359394978,177.6344763373413,187.83879441049322,196.0197431132816,209.72818022331347,213.5517766240144,197.74982924869113,191.7967060105737,186.52039794526542,175.18006315178502,163.4082611377632,158.93282874661125,162.38454360324607,164.24542427489706,175.15873272810475,191.1345037844448,201.47036828778704,193.7423365657295,208.08381625628354,205.15539389226,219.71665061560785,211.6209424517215,203.3378551961175,203.62851482436426,213.45327848893123,219.43806560553006,225.53032867560523,207.85381773897785,203.98267509363848,204.29570125478875,,,,195.66663579352306,198.04334623025576,204.46975730148785,218.40395124152357,212.7316159037025,189.62364559589847,208.22548563275816,208.7800445506055,220.63916504346824,226.51052315563047,232.09625227323468,226.75601672691286,234.07495807933915,220.35992999422885,215.31837494791978,,,,,,199.166281492343
9,1991-11-16 14:52:30+00:00,209.81278145344612,208.219542008427,211.23065554787084,215.9304570950655,212.45554705910894,203.7405136440993,206.26334037418854,194.23817247604126,211.1363528961166,210.51932997805358,212.3546815061126,215.72751261236596,219.62001284083877,230.06550574545767,225.7944834088741,215.0556090054569,211.39084656322544,,,,,,,,,,,,215.6170524921204,207.27695024569675,201.1241549002729,207.81219745942957,202.31105520006182,200.146764215984,193.37936392498915,191.3414756282132,192.11569623260894,194.7838931169983,196.4102069606781,204.4703138153542,198.19214513711935,198.937196778729,198.01255284753572,195.40019648054826,199.0087527176492,205.5490436306375,,,,,,,,,,,,,,,,,,,,,,,,,,,216.45730135375712,211.47793967412792,91.88613060710077,113.32341992039098,202.4617162279408,205.65369639331382,210.52154624550107,214.95015294921404,224.57929109271544,233.4093371093749,224.89846777650928,216.8450923323056,211.77645978043157,221.68142187817165,229.20109564356974,236.7086287599161,235.02996011302312,241.84298961198837,231.8251544115919,223.85917785187985,219.8178796266236,211.1251308559784,205.70751871309463,206.12563748898432,219.16352161246917,222.7187831327759
10,1993-04-11 14:50:35+00:00,213.40775990899937,202.02571118110856,209.91663257196277,211.13759518233857,208.92437462202778,205.93895185129318,200.72117637150376,203.02691413775892,214.0978485403283,216.81716793484725,213.93136123177771,216.49881931924998,214.7580825514938,210.53123279737548,192.24589912907493,185.48811494152054,180.62200333703967,172.0350941565332,183.203667813861,195.9379713850212,210.4664561569337,210.83709029840148,217.02714079612645,226.77104127677165,220.19781508794182,209.90207369271792,204.27279071821715,197.51678901005167,193.90366301299136,189.64833434936756,195.58857456179993,194.49878842822318,184.34242941317905,179.09131304664328,188.05992613028786,184.14371888852162,185.77407628088415,187.47247802737763,191.6340758647211,196.3285408948295,195.87530632894297,192.3992906080843,192.11879316156362,198.5916531946238,192.13330641844578,202.95368625625764,209.4373774389656,220.77467263455085,240.04676806813927,238.3368868727526,221.31918020789726,214.84292628775327,206.19486842814894,192.40831661701455,185.56809525979784,187.25886756401283,189.4687598204885,166.58351512115405,164.66391809508116,188.15021153895174,210.97417877872596,211.3669348838686,225.05026879298237,224.82771649614588,230.10765380055545,228.09380309002393,219.54777847929824,220.81773823430035,232.58252333372874,242.3492959141481,240.4158708235885,219.00045480607724,178.97678383222862,203.16014442607386,80.91278288017747,181.04567766994737,196.50167205394766,199.76126941928487,198.05711680195085,199.03749585840876,218.3702721066027,213.67603811246573,213.6521090850636,216.6509989573547,211.33525897767316,220.51126566317126,236.43569354127885,236.30037877333893,237.7301406039613,238.36841018703623,227.34989302742125,218.33783107555666,215.6207737773546,214.00662428977563,203.78813964900638,201.55812011917024,209.0640224286439,216.84042851378499
