,dates,chi0337-0000,chi0337-0001,chi0337-0002,chi0337-0003,chi0337-0004,chi0337-0005,chi0337-0006,chi0337-0007,chi0337-0008,chi0337-0009,chi0337-0010,chi0337-0011,chi0337-0012,chi0337-0013,chi0337-0014,chi0337-0015,chi0337-0016,chi0337-0017,chi0337-0018,chi0337-0019,chi0337-0020,chi0337-0021,chi0337-0022,chi0337-0023,chi0337-0024,chi0337-0025,chi0337-0026,chi0337-0027,chi0337-0028
0,1985-01-25 14:04:03+00:00,224.42667184863168,221.8197379818282,232.97373331163817,238.84365017798441,191.69347597378268,171.47334482056857,176.65010430242478,204.49954040447815,220.4593771905444,210.9733077525235,204.63874231062377,207.13115957536314,,193.88923593047554,187.51590847291374,204.64319714786564,238.2881835020666,239.05888829285203,211.04484324916885,203.85898707430698,210.73750605643812,199.23740118681388,200.48912348803424,189.64492076885531,186.9928134260528,188.85433703112963,181.16815794220093,182.80254904017065,210.25149721642225
1,1986-01-28 14:00:46+00:00,221.68481053311987,217.32060878179885,226.71669622144316,211.8644566782119,189.08413085111692,169.4646175727857,188.44978959019153,221.16464449248696,218.9774524462615,212.32308807732267,221.34620301320206,187.18172026469986,162.64656407986868,181.76975895303477,231.47278341125534,237.48673123134586,225.86201905775872,219.33070067619542,206.38813722823204,205.29981241191106,192.8192221647619,181.16541681994713,203.21439838225058,204.82926972311827,189.0369809890511,181.97578279155098,181.39865668075996,192.41939673701648,210.47545682911502
2,1986-02-04 14:06:47+00:00,239.04495217861407,231.13671540688497,222.9168486800001,216.49739011232515,195.931757938801,178.1980715849129,186.16434415152924,215.66587596440732,224.60104124347765,218.78476548725143,230.39403108736659,206.51310248443292,173.20809854389705,181.81637281290375,223.7325302378276,236.67077628973504,231.16000229370846,222.81274736006185,208.28024809955562,209.2083941539507,190.40592546495267,182.55966262459236,209.89438967139304,212.61193600620413,194.1596712341371,181.38393142589993,182.5197659405549,196.1040775644442,213.82071574484155
3,1986-03-01 14:00:01+00:00,238.64595028091495,235.08757115496454,217.38618825613545,218.1426778815615,211.96434880152663,201.52178899616806,194.61573269804452,195.8375860947824,212.76451199324495,201.41026049389015,220.1699154134609,202.96777549526522,170.24384938694985,180.53525809565343,228.85167805115944,240.95378551220963,246.9033857241009,243.32657207574374,235.6607781424437,225.76434172068906,189.11445153961554,173.18403080574376,177.48764594921437,201.23550397531918,202.80178571255226,179.91575321862894,193.87195917394737,201.7500396090147,224.5579608984004
4,1986-05-04 13:58:38+00:00,213.96494364701522,206.33860358978674,204.45318163921428,197.9990696461419,181.25524756295925,182.36279861574326,194.56921614726778,195.15802446760074,203.4528954631471,202.4068526241328,197.86326511179757,190.90676367213845,175.24872214413983,181.85135156819277,200.87080239445683,214.3779111050129,209.32252640227253,210.35520491292115,209.0444210525122,208.77172901124248,195.52517798167975,178.24841299399597,178.87584014467666,191.72787227854263,185.18759761636014,185.77916609302432,183.33466057770454,193.98197723242723,209.58661525734146
5,1986-05-20 13:58:12+00:00,207.64157263376623,193.12041558406565,202.56286067343083,193.57933054933036,185.87267940889018,180.83511632905967,184.70648651203743,187.12855494944904,189.88129464234038,190.78358219655294,187.54455307494078,179.9673261983711,180.98035618305363,182.82333459308006,189.4174155343208,206.06458169498373,203.24404744446022,201.6084741425332,190.26738087131332,191.3773639676083,181.8146864487668,176.30310447775494,174.87620185451337,176.70555519581995,174.35945081153358,173.18049270995408,167.5490532912085,183.75459659299008,188.60572521604374
6,1986-06-05 13:57:43+00:00,215.28613455799396,212.94876163918778,195.04798091120554,173.6124887481594,173.80876542090724,178.764796314119,180.09868612480653,175.24792805738247,189.6980715587561,198.63690381340226,199.77471552199188,190.0699680010041,190.49964393556067,193.6757842624612,203.23827742389432,191.96463584336752,197.03380189026961,196.39172525135407,188.4709996230461,185.98430985645885,188.38239191068263,188.33305108798825,176.68343975467448,165.06619313970063,175.15965565867668,174.3453285399841,177.4357659630876,190.78886916527102,211.94329117700977
7,1986-07-30 14:02:04+00:00,226.78049526731164,207.30149868228156,207.63725257637705,191.27675807473753,203.93130806464035,185.53500676638424,181.94679045261591,192.27969478147762,199.60837937804442,190.23035477142997,191.9758235952245,188.91186960197325,195.21713784379693,185.26454426015638,188.452572597716,208.29424610095046,211.6802727971647,217.92671638172777,185.71790477050286,190.73495072736984,208.70194180175858,181.20808709029808,177.29727080806228,182.44963770170827,164.88183770104246,164.79504976471387,174.9279823188245,186.92031923594044,216.0645664939901
8,1986-08-15 14:01:29+00:00,237.37559017502647,221.7415945664841,209.5533482589132,204.83461121960354,218.61487251588673,200.0236589497314,189.51595305192743,196.64072591964657,207.223326026639,204.8204583388791,195.70462274343782,195.88252579305654,206.54009520688925,174.85699124344384,188.52792179883235,217.03287736159544,217.89865196298285,215.6081365675575,180.91017047081775,192.65214184142704,218.36485406173094,179.10349124038743,182.46909351621753,194.61221663247662,169.19208562086462,164.97659015924924,183.53819702537228,189.0150853087985,214.53320145344472
9,1986-08-31 14:00:53+00:00,226.3420614443757,211.31437422063354,214.54387452811298,209.28254315160626,206.86509035119354,201.62026978750882,188.60868156247818,188.95648131005578,208.20746244226206,203.8922930587948,197.9530635758467,190.62813606728915,183.82894443517623,177.25344652930508,204.37752433666114,222.27256819295408,207.921106887125,194.79788416833028,192.54953282892302,199.99032235489656,196.3138336804837,181.7201523802821,177.92562711694336,184.32048745604482,172.68048749384192,173.530465269376,188.7793194566325,196.48995604887907,222.34151739565277
10,1986-09-16 14:00:22+00:00,,,,,,,,,,,,178.09515490523438,179.86404010186703,183.74721929005145,,,,,175.57458076637363,,,,,,,,,,
11,1986-10-11 13:53:23+00:00,235.414975854133,223.06056425200202,210.72401948357947,203.16776799020425,232.64059663313284,246.2959017172871,215.47231146944281,192.6554395827912,202.39039309311474,216.27290007384428,211.56748710713606,207.90265371501238,190.30098907667409,188.94831348440476,206.42089179693232,209.2950153314361,197.66845218399826,209.49903821277036,211.07652918335188,211.15525597465472,187.9248127787107,173.24455115002684,199.5619601721599,195.14319182705697,174.19432560574103,177.97514220627778,192.2939604092113,199.8668362742953,213.8129844960078
12,1986-11-03 13:58:46+00:00,242.61388070369298,242.0872461775512,216.13833071284603,203.60414817177698,214.4757048533339,223.16728724231285,233.45438761399927,225.6108353540693,202.67092670317132,201.62965665760913,220.92428791097632,212.1267436752055,210.19813658015187,206.05779062908184,203.7488547756717,218.84198472886953,204.35506919202484,203.4819527461096,203.45616625827887,211.06951327857917,186.8584741886255,172.83213521588817,194.18753261414153,185.78755037040173,182.01785795849253,173.67852051069767,195.50999217577035,206.4957680308271,230.12436427184198
13,1986-11-12 13:52:14+00:00,242.4779246903683,239.78211071617858,221.63478439384616,195.11207577263124,208.05500333330636,224.4093643031391,236.96057588689192,220.52682120683104,194.83248679569652,191.66489009723628,217.28408661934074,213.79580047941826,216.6499313878022,204.51102948218386,201.69805941362492,222.9273025570086,204.6951151368182,196.77149716832585,202.53349047824827,203.1324097420859,187.24673174839063,175.18817554306668,182.37531522133617,181.0165296329242,178.01756211676974,179.49539139885007,188.02307886272163,205.27267476505057,226.4613783129736
14,1986-12-21 13:58:49+00:00,235.0235424245667,242.15083730425397,233.44887427715759,191.3085558493092,167.76778035403836,200.91220440365024,237.94415901987486,236.2222669395904,227.94477288467704,208.45685260604031,198.34165369204393,212.50978556549117,225.46322556551573,213.06944495911605,185.10636070675557,197.54165637755787,225.18527376777433,219.1391061513013,189.39720328781033,181.48639074835452,188.38820203829883,191.3848316491129,190.09180341651532,188.2433297944843,187.7390688537606,173.14757368937435,188.73063424757183,191.50801166963262,209.17187292415608
15,1986-12-30 13:52:55+00:00,241.83137830149744,249.04246770270046,222.4435531324601,184.1093546351886,171.19175546143322,199.7802044691268,232.76410037996519,235.03628658661424,226.7220792505387,214.26506641888736,203.16941051707474,205.48217228708486,223.01307290983945,213.1691573599419,189.7853134352866,193.01294604947262,221.27970136507645,208.6261800313193,194.2093035138583,179.51050458986646,179.9649535819394,191.10780974382905,191.20187605543873,193.29521255405885,188.03555408394809,175.3332504330588,189.47141613589676,196.8153841433107,215.473216844701
16,1987-01-15 13:53:23+00:00,228.311543179024,233.50648899514763,219.07857427797623,186.0030444682243,163.02211242621848,183.28869349477802,217.20838410220165,231.30592896575928,213.5320960155666,201.6590814296477,185.03618901199567,189.49143712731976,203.61222687580198,203.6760257909866,191.56902987356742,180.31899090374606,212.004995060565,210.35828327852082,193.98966088795802,189.60445395394962,176.63172727722963,163.21455738520012,169.29373675542826,178.63954654412842,170.33969829628276,180.52306417497778,180.92037782728647,195.45626098595795,210.24622020082674
17,1987-01-31 13:53:53+00:00,229.81050423059463,239.75202442041953,228.45221907320166,192.18019978748438,161.71149043804465,178.50607936213615,240.77189473132833,240.80034258492174,234.27197412054295,212.59871148545255,190.67607932434132,197.8107911448514,200.0392727811596,203.41198525596212,185.25237779547214,181.0284056261879,214.92652604444874,212.0939151622169,187.03170640183197,215.24042725986322,191.95040251900463,159.4512470138032,163.4749536462908,186.42452553347704,175.13183258788837,179.04110067078813,191.05075478767904,192.68456308549827,208.80733566083876
18,1987-02-07 14:00:21+00:00,242.81715265760906,248.23753382883166,232.93089635364856,195.832679811389,168.8945974297364,191.59449224342626,239.47457166588694,239.9902454031674,237.79025387195094,220.41745386695865,185.88853564267916,192.82240813037407,209.80339598016536,206.17355024950282,196.0940304848903,190.12171457285066,226.36272735328888,226.64443958698118,192.2491359611879,205.87973361488702,205.13715500451937,158.93223061663886,157.7676703121217,194.87885613369565,189.8029274193421,186.12066510591788,195.71795054514791,196.3754812795346,217.38466335877763
19,1987-03-27 14:02:09+00:00,249.4222440069399,259.40657599091634,253.77553500173363,202.4131724085406,176.19254358960674,191.8670291425691,233.70750233144037,234.22977622864335,247.18168986114748,224.0766036505851,195.0704032335618,200.2751274610547,210.37477170712273,206.93606885522587,214.01708945592185,209.82618125473428,217.9177481242845,228.91446487637424,208.83040051949138,195.63857983700828,187.7404143412889,168.13755760880863,166.3194953150704,194.55160150693487,194.31836314064518,194.06221965552365,194.78590030556103,198.806110149943,223.32613476892658
20,1987-11-06 14:07:44+00:00,229.26886736644155,226.09335684528278,233.76689599067893,224.88933232703144,217.79346777406414,218.05658446233932,216.79404384354143,217.0206974771241,208.01808203249453,191.02341586456626,200.87982604499857,217.76610038730516,212.7157693718051,198.00233143880024,190.21876048793095,207.70880269482527,212.4750850545583,210.52852087729923,208.99119182163642,205.86053494267964,185.41926263975034,177.13122627727805,180.5863357583429,190.2201419668347,174.6141032118004,175.92794722583653,182.79723823602689,203.76435559415506,222.6847281240017
