,dates,usa_CA_0225-0000,usa_CA_0225-0001,usa_CA_0225-0002,usa_CA_0225-0003,usa_CA_0225-0004,usa_CA_0225-0005,usa_CA_0225-0006,usa_CA_0225-0007,usa_CA_0225-0008,usa_CA_0225-0009,usa_CA_0225-0010,usa_CA_0225-0011,usa_CA_0225-0012,usa_CA_0225-0013,usa_CA_0225-0014,usa_CA_0225-0015,usa_CA_0225-0016,usa_CA_0225-0017,usa_CA_0225-0018,usa_CA_0225-0019,usa_CA_0225-0020,usa_CA_0225-0021,usa_CA_0225-0022,usa_CA_0225-0023,usa_CA_0225-0024,usa_CA_0225-0025,usa_CA_0225-0026,usa_CA_0225-0027,usa_CA_0225-0028,usa_CA_0225-0029,usa_CA_0225-0030,usa_CA_0225-0031,usa_CA_0225-0032,usa_CA_0225-0033,usa_CA_0225-0034,usa_CA_0225-0035,usa_CA_0225-0036,usa_CA_0225-0037,usa_CA_0225-0038,usa_CA_0225-0039,usa_CA_0225-0040,usa_CA_0225-0041,usa_CA_0225-0042,usa_CA_0225-0043,usa_CA_0225-0044,usa_CA_0225-0045,usa_CA_0225-0046,usa_CA_0225-0047,usa_CA_0225-0048,usa_CA_0225-0049,usa_CA_0225-0050,usa_CA_0225-0051
0,1984-05-02 18:13:15+00:00,371.3160608457797,348.4488064245833,,263.7158369023521,,185.90373973641903,195.61635723910803,204.11476484525568,189.61469425834068,193.6328935568892,201.63025127673146,199.2567224980219,196.69707275361336,199.71087230655428,202.8816876045653,197.50651440395137,,198.22968714239104,203.78807285076098,201.42924311576365,203.50582987320064,196.78582727930367,199.90231667280545,202.30094592801788,209.55267272009755,219.07887265528043,221.63810821878226,218.61031766497592,,,,,,,,,,,,,,,,,,,,,,,,
1,1984-05-18 18:13:47+00:00,,,377.9871543912669,274.029542535485,235.00024774989424,189.44526276478803,202.7812560278183,217.25357120003844,210.22357161741755,208.73994588216524,217.7391265376076,208.83922321406214,220.9715814512146,223.79548563143874,223.09942674948658,219.1199126394847,,219.74233025736902,214.3225950491343,211.81438302220255,209.57868201608557,203.2246018333376,209.7303537671812,209.857154813151,232.57447304795267,238.556278225957,228.30427471216566,215.59637999285005,214.99886999837122,220.7032786042358,228.27830928979714,240.56351945863307,235.91068336124243,227.41317605853203,230.9839631412726,233.0194914352495,231.97294363173359,223.40891229526252,219.57782611618077,222.39926277454748,225.5482687939245,222.73449950135634,229.16377197431547,240.53319528789427,243.68686044046962,240.6977113647675,249.84329184882455,252.26265939493263,252.5558122490659,261.96445060770105,258.37998310214874,241.19328362981886
2,1984-06-03 18:14:10+00:00,,,350.4579559177651,305.84064919757424,226.5835519838187,173.34603681671146,190.7949527360296,187.96189182343113,200.19155381950495,200.2231284751298,207.50913444677616,210.73386664984088,243.03346455163177,216.6471732054416,216.46168666716767,224.61752129886952,,226.2013275095747,232.9025372022806,223.9438259667094,213.59573539325228,214.61633439584145,212.5180041059145,212.32985052014007,233.85064981066589,233.88279731858364,225.19172397063855,216.00288292787437,219.92474433125807,226.021524751,224.40211793988263,232.06588433655554,235.63711193323965,230.4512597673544,229.07977642981118,226.56905585292577,227.109903513195,221.3756528961338,212.54429593061033,206.4116843420061,211.0431842882252,218.55095890054233,226.84363438114232,235.29330367282597,237.7875467959273,234.17958271913741,233.7933694881441,243.23410369171555,252.4986597086282,256.89036584215256,253.7980882908823,238.92127345778232
3,1984-06-10 18:20:29+00:00,376.15904682074904,382.1051366269774,334.65814806970945,292.8358772964224,232.76931037201638,196.23974648046456,205.44331846663573,224.45312707347574,211.54648632977205,216.46434587828958,216.12485013518273,209.5142825481441,211.13981394634501,213.58710528534746,218.11649856926454,210.23842995093224,204.3410031040953,209.07730623239584,207.89760604468808,210.96828842546168,209.87176621767267,202.53123454667585,206.16871691863025,216.20261586790107,230.12442873461663,241.27664624152325,236.85676801791908,225.33870930829397,227.44339368349503,232.51012995484712,236.90129121019027,248.20764761686635,235.16718664264684,229.3356159054111,230.72404544645525,228.43181591847932,226.62423740843295,228.38807983276217,219.66165382189044,221.12322030795855,221.8815105694339,230.938626276633,241.71102068885958,251.8212183353538,246.48861627189297,244.11911605194652,249.38229022166328,248.41353280531882,250.52110882792613,257.91634825074857,255.0119771750685,237.2650779019591
4,1984-09-07 18:16:09+00:00,361.9085061427338,362.9323970565633,353.7504025938276,310.7911094538254,243.82311863972393,196.2418173985145,212.95183886204967,239.55077675169912,229.0783440426431,220.32881410131063,220.78095119233288,214.62681095064923,212.3265080036364,213.24956292351342,232.10471927843412,242.31836374236707,246.47066521564793,249.2866730180654,248.59923671709058,244.97081762194978,244.3449192625626,238.51868393078303,243.61016743811848,250.52874748670814,259.55464212737513,257.7377902982162,249.96493521436778,243.04236577572223,232.87824179717163,232.54397198262885,239.0685636133091,244.31900415769366,242.44209989283334,235.49258233446145,237.5713260670932,235.51481111207107,233.7504748562633,227.34149107809014,226.1528107339027,232.99734975216563,237.90796208430345,248.91645185900197,257.444428851827,263.0172678409454,262.7565407755703,262.7311158130788,264.6577975049791,266.1044229808198,265.5390546649025,271.9954015198534,263.02820879078996,244.65775394168887
5,1984-09-23 18:16:11+00:00,354.0074588090334,362.26096344811896,365.36487551908124,316.7202080817063,242.62834258892903,187.8823847282858,206.8020246104305,240.07538269525648,225.25605171570578,221.11932491714114,219.76652813134206,217.6878743234396,211.89457619966646,213.91657697711597,220.71446637430634,238.20536701407298,241.16005110263126,243.3666139300529,243.08491807627246,241.93470362070394,239.79752376587822,229.9225677177605,215.07724819382415,237.06229743194385,254.1255711623462,241.41693033005328,249.70962753155575,243.15253890553743,229.57679010869145,229.89119146085017,233.40981908452503,239.7220758998185,239.45814532761867,232.45661767219235,239.36779775199665,242.87889863990358,237.37429047202122,230.51948765438286,224.10383665400803,228.80005904188937,239.1029416483965,235.3027504627618,249.4686153904192,256.8339021557614,257.8278513084135,258.0006842234757,253.96179536215863,261.3704791141083,259.1815577347048,264.29879550736473,256.8950797077321,243.09245319108956
6,1984-10-25 18:16:05+00:00,352.03469826112234,375.78280446115446,369.9023069757784,343.4721064973058,247.9908527343533,207.12379689257943,223.51268808651687,254.04289919620155,236.26734136459802,231.4969508810337,227.53997557280425,223.96004335962957,221.98320115981434,219.65289515273062,218.356339395896,233.88246658628094,233.78003923742608,243.12291697200126,232.37789893432222,234.1840693234461,234.4003483037109,227.44571969433983,226.88592814472605,246.59566524543592,254.46698684035672,244.85601917072714,249.56274888772532,248.77110063253832,232.9015702308433,233.3544073687129,240.8484610996677,246.38316114615057,246.72347037377267,238.4548540541422,239.90145540487757,238.55119257354679,235.24476707143427,232.30771032898036,227.7144354957635,234.42765260811444,237.04253617803707,245.84332690439973,257.06723916381577,264.1028966457815,264.1666127364274,265.3862151454108,270.82292562347084,267.56052276948833,265.7425918692825,272.2385940250281,262.09382373944015,243.1397137783424
7,1984-12-12 18:16:08+00:00,325.64935194661047,330.8448127388714,311.7011526012027,282.14144664715576,214.723540718795,177.18746229524385,195.127084071548,209.3470524056513,197.91008976845401,197.73727917791214,207.65062496979036,205.38642010221866,197.57570439178474,197.9731529634845,190.66603524821352,183.2242634642118,,189.22437296483648,189.46918612509901,193.5039950644619,198.7291625114226,198.99129344434604,201.85523347733968,193.61510982633695,197.91374095710958,205.6490469548263,188.5516726613662,186.42310979566315,188.72284570774016,204.38137054530284,207.97061669639547,218.03693116249826,218.390786534154,211.4025595433496,216.6970604433259,227.95495283489836,228.4341561871146,218.24129552305945,203.02077914013287,201.4626453280414,199.62746784649352,205.4352285679757,211.74946330992685,227.35461725105245,231.57608178404,231.7357303973499,238.0357490644424,241.58853584835376,243.7843528223308,243.05634369041235,244.11430459022486,230.04762416035572
8,1984-12-19 18:21:59+00:00,334.6268265466522,336.5669894500765,324.81001845358617,292.7294172120595,230.85251700161626,193.1643803721287,204.68603266193855,219.73187638632837,213.31204204017564,211.08341294376515,218.61072813365905,211.85425847476043,208.37682297760412,209.06090353050644,190.41589488842857,,,,183.9056154545721,201.36880560055755,209.62596272545028,208.48114156428738,208.93313841568647,195.64998773518494,204.30135146888682,210.49337101869662,197.89273671504304,192.46238493463582,192.3253105842437,202.28105987022707,216.05316567878594,221.9129707283986,222.46919356648291,215.8093669825713,218.36801295429254,225.27850768486547,226.84902413438974,213.56494605465284,201.78938898651145,203.66522232644857,199.09378968459475,,,,,,,,,,,
9,1985-04-19 18:16:20+00:00,348.1156863448836,369.3887492191001,361.31695205157104,315.891263293001,260.20835373434585,199.66335040110494,210.65328553414452,223.97552789978263,214.43408335723706,217.0207297682901,218.07335586700165,210.09118177301664,202.78296451694203,201.04188651825487,201.1024955917874,196.5800687250422,,207.74113659050767,205.21459200854582,208.9318825794759,202.0475969331115,201.8969969977375,200.92293055441712,198.43410777891555,202.90099014259957,216.98756039132726,218.06881428795705,221.50631576759815,219.50791889075634,221.8413611145384,229.6766304974489,241.573139001681,239.22034334587497,229.11727528447673,233.57138029828133,232.95343817313292,235.20952853433957,228.0622132872441,216.06149739446357,214.50798488969286,217.96742526834487,226.03030487109467,230.65441468218248,244.37128979457685,245.42726673738534,245.33090103354763,252.35295864391284,258.29167552991237,257.1216132304635,251.16818030177654,247.98431642865165,227.00781048079233
