,dates,aus0157-0000,aus0157-0001,aus0157-0002,aus0157-0003,aus0157-0004,aus0157-0005,aus0157-0006,aus0157-0007,aus0157-0008,aus0157-0009,aus0157-0010,aus0157-0011,aus0157-0012,aus0157-0013,aus0157-0014,aus0157-0015,aus0157-0016,aus0157-0017,aus0157-0018,aus0157-0019,aus0157-0020,aus0157-0021,aus0157-0022,aus0157-0023,aus0157-0024,aus0157-0025,aus0157-0026,aus0157-0027,aus0157-0028,aus0157-0029,aus0157-0030,aus0157-0031,aus0157-0032,aus0157-0033,aus0157-0034,aus0157-0035,aus0157-0036,aus0157-0037,aus0157-0038,aus0157-0039,aus0157-0040,aus0157-0041,aus0157-0042,aus0157-0043,aus0157-0044,aus0157-0045,aus0157-0046,aus0157-0047,aus0157-0048,aus0157-0049,aus0157-0050,aus0157-0051,aus0157-0052,aus0157-0053,aus0157-0054,aus0157-0055,aus0157-0056,aus0157-0057,aus0157-0058,aus0157-0059,aus0157-0060,aus0157-0061,aus0157-0062,aus0157-0063,aus0157-0064,aus0157-0065,aus0157-0066,aus0157-0067,aus0157-0068,aus0157-0069,aus0157-0070,aus0157-0071,aus0157-0072,aus0157-0073,aus0157-0074,aus0157-0075,aus0157-0076,aus0157-0077,aus0157-0078,aus0157-0079,aus0157-0080,aus0157-0081,aus0157-0082,aus0157-0083,aus0157-0084,aus0157-0085,aus0157-0086,aus0157-0087,aus0157-0088,aus0157-0089,aus0157-0090,aus0157-0091,aus0157-0092,aus0157-0093,aus0157-0094,aus0157-0095
0,1987-05-22 23:07:20+00:00,,,202.49169124699486,,,224.48631775276456,218.46767537470404,217.17692425228358,219.89173244374035,220.86930679031315,222.99234520046716,223.00791102062735,222.26388302205103,229.65028382215914,231.42638616170436,228.88955790518364,226.4737292554928,224.9953631561522,221.21424649604342,223.2973097578412,218.21177584058242,220.00232419093805,221.85616845828258,220.77915832159673,225.23455576804048,220.19198207044096,211.9229186286068,211.97451893536743,211.53242517795033,207.37749344476842,207.5632298761981,206.33788292196041,207.06801826692137,204.35742098894232,210.48322880742393,207.75281606456244,212.78183207229284,210.26488017225955,205.21039428270885,206.5646120088322,210.01615802829576,212.85865894848988,207.666363665358,207.01142069782492,210.47414511808952,218.6669011554917,217.93464155110527,222.00145690421843,214.27003596428773,213.57931371943278,214.2621884668357,228.8316769658579,222.36833253886223,216.390812412359,218.79978813281255,215.84277405707562,217.9150578158514,216.78848017521875,216.03834922312979,222.12426525761362,221.8270896615619,222.71683594164162,220.94078522796676,217.66720403007992,229.43639548122204,228.05402987883923,233.95707431405444,241.31610966569218,240.59749636005546,232.17667241268765,230.71218317757453,230.1225275261846,228.09741388712447,235.5647571946505,235.57677125593736,230.69448612056905,235.86743283696276,245.86251958704815,238.97182430699598,237.28038585926848,243.29294716699806,240.18267979912608,240.83128183410923,242.70411380002534,246.60129161259363,245.94619684085094,242.6477521176772,242.9298936482106,244.6388601128683,245.38551013096847,243.6983424508587,251.15537119096712,248.34640689145806,251.52218647056188,253.49612012352077,254.45538293535847
1,1987-10-06 23:04:27+00:00,261.1496714389266,259.4940214883519,254.43389215652215,275.79366666658984,278.36568887743323,273.44828883790535,265.92246078933056,262.0409678467596,259.6283143145478,262.65978251949406,261.7494370158912,261.3783537293595,260.9362609025431,264.6654932668057,268.49538545798794,262.145712409843,255.90917108072316,257.37192494720523,259.1644720364915,251.25145531529768,260.34631303685234,254.83911452361136,254.73966934772204,253.64708326857883,249.33857155728066,253.27301735167174,248.3212338303347,241.64223029164876,235.09215536192528,239.0606267348154,242.54385976959685,245.9776286161283,251.28614565977276,241.55831963818383,,242.76454543281474,241.16066552897658,241.39140548895483,241.46034378187576,239.66061741704436,241.65173806454388,238.81577534527153,239.04314119953395,236.87769453126208,240.67970356330807,247.39031436408573,247.3321301760269,255.33897142282947,266.5741501569061,258.71266737044306,253.81636752395403,263.2341137633636,257.45969817948736,251.0958662946485,247.47323785595904,244.94658014240866,248.9030928797823,247.24641116028064,248.1231727801124,252.24940073137415,249.98608434404446,252.6558656821319,255.74054674196603,257.3283399689078,254.7818236817933,261.2185647262267,267.2691348296582,273.3591381828325,281.2795643441675,277.43620314899664,270.0203830214891,270.06498116551603,267.2657547613543,266.4227332562109,261.6832795665613,261.45542612961464,263.26972306216203,271.59229367254716,277.9799691693725,274.44836680084705,272.6641471252483,273.8292086070487,276.06091711249155,280.22012808993304,272.70119111318655,274.6346961800413,274.3560098790759,277.3218035024014,278.33144486439267,267.4482335932921,273.16206130748236,274.85061223492636,274.0880280023319,269.70682372660775,270.1673285550708,269.41923268499903
2,1987-10-22 23:04:43+00:00,253.69200834070796,259.7058591519362,256.5216220996885,267.11816151618245,267.1851219533776,269.12486684257715,259.6325906772875,259.94183286244635,255.15262025497168,254.020535581604,253.55040396596684,253.1704194423907,246.51949597952108,253.86640452961893,261.5022112993765,259.3855036820301,250.46540553036417,240.43379081883825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1987-10-29 23:11:01+00:00,247.15880498286626,245.70304535112206,255.51806185830088,250.39573319675713,259.674694745168,247.6813342857434,249.40116052551545,255.26644111850757,256.69989218874605,242.10675967048837,237.28951988817877,242.7662623776563,237.57345460474676,244.51135319838517,258.37253850966385,260.70666377666254,244.81392866498342,230.3375064921735,237.73743252472715,228.28973750952548,234.43799717622835,233.78321065674174,237.7099720955794,237.49536257326844,246.191575536648,244.3771258139279,236.12871065572443,219.042729657217,215.295743678213,219.25458712654515,219.08286620941377,221.68393803851168,223.98587948898574,225.7034110330943,230.9918292994894,229.22974879346407,224.17476862570743,214.5072395161057,209.54223587768288,222.69172640189703,209.4293151907393,206.03723936849744,216.51625312959973,220.55035587143777,219.45907050257705,224.57256622439945,222.74001507229184,228.7808214282253,229.49813190804838,226.6729709647915,226.5059199935914,229.25131851686334,230.67262455155821,229.2235288968677,230.40561414029332,222.5616468338858,225.77895867624483,223.23436088865265,224.8335949837574,224.23609772637812,223.58586897993948,224.70747331420023,233.56984787066656,237.42443418387683,241.82145086082488,240.53439943521295,243.65871327013681,248.94583925040038,245.83843646821035,245.08654302921948,242.72931734229348,236.72463343851464,241.47034916188957,238.55358653361202,241.86836315810197,240.90424494909374,249.50599099026658,242.93866229036402,240.8864252798726,241.73273968641521,246.846939216835,243.63368014142776,250.01438332912738,246.71934273007784,255.11100333743542,255.19388586047188,253.5526710583115,244.21152137934126,250.45345775492024,245.68284821953696,249.4075200310169,254.60382560878784,253.99100768958178,253.42417968384663,254.72081548574246,263.7736277532494
4,1988-02-18 23:12:59+00:00,216.24313937986562,225.5788931731402,235.00339794647073,246.8848615102466,249.12754588884678,253.38069194140004,245.32164479064448,243.36684918311806,236.1659966641146,234.8218175541305,234.36646339335118,232.57658236929575,241.38862493588994,248.89173589619222,255.605557820527,243.88420463811113,235.63214933343812,233.49732397215456,236.3639893626,237.15225210464243,237.2988857246751,235.43507136695254,241.13043415105412,243.97455586987488,245.41457770530056,235.93694730868538,226.60936688042943,229.46263854631778,225.03703184593186,221.41463891099812,221.48293046642104,226.2235051077221,222.15040409551222,223.2837946416735,225.09186115761744,222.76950570302756,218.1955836758207,222.08852590353112,219.09582427168897,216.76038090539956,213.52867843282183,219.77289100078562,221.70727292270627,221.2879098971284,220.9367464783286,220.0859226780274,223.30657826173368,233.11277344157315,235.82327013171147,225.86450565188284,226.79163511584866,239.95278523992644,231.50209615594636,234.5648649987668,237.72209970727866,229.76130909415244,228.80067350226346,223.10103456956162,229.26843062129143,230.82487479321017,228.30031660834536,231.02533091199874,233.06470391382334,233.82157541636994,235.82519865486876,235.9735062891201,239.33376952740264,243.02322374825206,245.19561552606154,242.7731087641035,238.1148772384621,243.5183443336468,237.04873950493575,238.48819357265094,237.74193943249622,234.52748995494875,234.12552111476094,242.89620016151153,245.1339493500088,236.48533743751312,239.6355618854774,239.8073626974607,236.67753860365332,241.31632651011057,242.2631195060043,241.6368694110481,244.62392188932893,241.7621259946898,242.97368891503885,241.5218124235148,241.60809593294456,247.70049589455095,247.46865366027816,246.78009165408767,250.84091367436793,240.760249636153
5,1988-03-21 23:13:17+00:00,212.57145134456042,229.86992859653375,235.98711528848412,235.0922005688898,236.9335339427491,244.58136005233945,235.02281181032652,223.53339697699465,226.4047740194706,246.3274243990134,231.33010227897736,223.73995398149737,228.23427448720142,255.34935343609024,252.75625505563136,230.02866058224473,235.91535891541886,246.99754863849117,231.5743336756248,221.2997463246886,216.91820690297197,211.08695971867445,223.4622208200997,253.67183280236716,237.8311513859948,214.49891033103097,218.99788739891906,235.64935909316281,219.3962237368615,210.8329108722188,205.08545810220502,214.01086542962304,214.2653027109687,208.55315634419537,206.98636423800502,206.02038074181,211.89803728952828,,,,,,,,,,,,,,,,,,,,210.4962296286567,213.9106641334286,214.40747764985323,213.27761030491087,211.64956171833114,233.06252981504045,218.90105444273368,214.18604697680647,224.06709059173025,239.8321311722117,242.05681050836444,245.85176309184516,234.4569901837411,227.66346053656775,219.79646570110597,237.99818569637995,241.36648280632346,212.3518577169939,223.3856641139572,221.54627770169876,,,,,,,,,,223.4016283134987,217.70728903274716,236.95614067413246,239.97448234638583,243.52680813177517,247.90214473608734,245.9993267860953,244.32640139686637,243.33701071471666,244.3625698918256,245.92650317201114
6,1988-04-22 23:13:28+00:00,184.25629221326756,201.28345473699795,209.14603506471457,211.24656638945862,226.32154016959305,237.72553564861224,231.95024121861417,229.90576170503712,235.37110362714472,236.5767877733536,223.82219551519464,216.53777570624345,224.9694953118048,240.2927082089653,238.11337826343254,229.27635241646172,226.91409387753833,229.63723250362565,218.47309373507713,218.392559898242,219.484548314154,217.2891596646645,227.07953546518166,227.6151448294832,218.60543141531406,214.19171048869248,217.9593909705767,219.27437271233313,207.06293250215828,201.83137120664307,206.72056844534183,202.69961409511765,201.70132750522222,200.84251268835752,194.26989584370762,206.58885697217804,228.10211828102376,215.7421874767672,198.35050005799727,195.50532454640478,203.30617095790518,209.1036232317952,203.20298979876955,202.52380359921173,206.16103145502242,201.16329050577,218.35542485991743,228.27875741728283,210.5576789289901,219.7533003459899,216.35233460504426,212.23199595034546,221.57908203892865,219.72438949902795,207.7515650634715,202.78735249754965,201.96916303057984,226.8220017878131,214.39212369192788,221.2734243349447,221.5754364467306,207.70692564928106,210.64979635777564,216.34556000210944,222.56122340354094,216.2814056529149,227.8499430004758,233.19707633602255,234.97985761023847,235.23524853331625,230.15337580466553,223.06324859494313,219.144002959557,219.1450225990228,230.79634733799588,226.32621565778973,230.1306036302181,229.62900780917815,223.53789757637787,229.15153825892398,219.88328127865037,230.16032865251827,226.1007671153802,222.54656394388738,222.20820457970325,229.80055901827427,229.88129835966544,227.73871661803742,229.05286031264882,222.294809806273,234.62009790430054,231.30495726944304,236.2100393467165,235.8000317275989,232.86817496718288,236.60699123832006
7,1988-05-08 23:13:38+00:00,182.55852307866508,188.74328035216266,202.86065321510083,215.62123670030184,222.4353713312136,227.27202181199488,230.42985497482488,227.67676626098194,229.23116836198034,228.64932734349628,234.07808901141811,231.6778417611404,228.6064681591069,226.9937266647185,232.3640460416064,223.7573420455765,221.71292813508262,217.69590170301515,217.23891426811036,213.9256922364499,214.1668219049752,217.73040575241473,222.8753240151609,225.77904000184688,219.0742797953606,217.96994063390417,206.86478950995473,207.05497107192136,206.5885785589199,211.26682694108223,205.6947242881404,209.8697416429755,211.91078302979594,210.58434222290333,207.68410226531097,211.06024816348787,215.77996449471183,213.7003503020201,207.00397125910354,200.97332733714805,203.57143654655093,205.78179447172175,204.20113816913553,209.45690702680935,203.30182714517846,210.3720242322226,215.29175531874532,222.938188929374,218.86256633964274,218.8067641572611,213.46242585666533,210.7562722204354,212.42338722945453,217.81417898914017,210.87546559028956,206.781805553864,210.92302771456508,219.42075154530374,222.11596848686023,214.00401107126854,207.43748348637104,211.1203716298537,214.41460654432845,231.87113125221694,225.80858998377414,222.631165797138,220.84732985458314,233.67253497086324,235.32339622288728,231.52759534673856,232.883121875191,218.0323288795438,215.243156050925,228.16495583231978,233.98592194354075,217.4747035297031,218.32583664059015,216.54497146219455,214.86996462633064,222.63688264383774,212.67318960786076,226.4934959171039,238.48493554233343,216.72423778781166,212.3202785170844,225.0082503464429,212.09712758243518,216.8756544435602,234.12207969520597,217.17409177554356,230.23028881199238,225.82016377079094,224.6754727467455,232.5482756131267,230.0009699794502,233.6452643231427
8,1988-06-09 23:13:51+00:00,193.92448021783787,201.06766291824854,234.26156629024376,228.3498537569032,220.09729115710988,218.9048018075031,221.44338878728178,214.1541244241874,214.51634656468977,241.90462418875654,241.94990832072222,228.22551341221927,221.934895774445,224.68921807360363,251.9807519439209,242.6322095671084,228.21951981823648,220.25211721827827,230.4880886815755,221.5061757060087,213.69217546450972,200.28415641983239,214.19204944002655,242.4850539858663,235.3486264010819,223.18590758333696,212.18672828699195,204.5791219897694,206.02707058659158,207.30220123834258,202.16055973356526,210.85598300268308,207.34144825470068,207.2579384273913,207.5030318451554,209.77139814048354,213.31230755598637,218.6317763847963,213.40227312205104,201.8250285098804,199.32843605693114,204.01768991021603,207.23913918284816,206.19974410367922,207.60541106836715,206.85584532820187,212.03074932406827,225.3654427504777,227.73383387510137,216.70411387188983,210.54952199432563,219.10615372902024,214.26384219081444,221.15532308263258,213.90408493711539,210.6863324922863,211.7222691458078,217.80624943092218,225.81028720861335,218.12191426800544,205.2258552085296,212.98207951139037,216.89565554352245,225.2475620422964,227.96926003220037,223.24904566328155,230.30702302890694,238.7167772928497,239.46282994592872,232.85777169416212,227.65983574451025,216.35781576091748,224.203236797576,226.46444818226175,224.68891144806412,222.29243824838187,220.34497191419797,226.34265318861958,224.873239586172,220.49867632452103,212.8268325709506,224.2332376370298,224.20626475895762,219.33005256370686,224.0613839981282,225.02463361304854,219.46463606451036,223.25808413918602,230.021727972101,224.98725267732198,227.9139964672749,236.7580550323497,234.34102154866528,233.0255561457038,231.01638279091821,232.23762164578656
9,1988-06-18 23:07:44+00:00,201.66411773961875,217.84155622846995,239.5837098147596,240.95841197105028,231.58417914201206,236.15823324258514,236.56804513525987,230.07586086342093,233.99939463089444,249.2983730084186,250.34044485571235,247.6746120444042,233.25312051153614,238.97182254235872,256.8794492947019,258.42777531971825,233.5868351381822,229.0684792280317,246.2618450088247,246.97013586265376,217.31241855920905,217.4131033473105,236.60545239801436,250.40510218554806,256.5987144389525,242.33682927987405,219.64292570444684,220.7968427478363,230.1771343394123,218.2423995116939,220.94311273395908,233.80072039455916,220.16512502195124,220.355826200136,216.60370970612163,222.5614259409317,238.5025335699858,238.32886367214908,222.225590613867,213.21011188065208,225.29732618906155,217.60725557383506,207.0580978922624,228.6267170268209,215.13855861259196,213.30810885126846,228.71085890850028,242.79671957995362,236.4996307151214,241.2845225457949,223.65070709745657,224.0042000184651,236.17796289505097,235.79345130348224,220.73913459972,219.50112718186423,226.4937727325261,237.5209828067637,233.5893841276569,231.5199256758482,228.54189996999753,229.89457686281375,233.83949554721076,240.82014817334303,239.28674503778302,240.49299321471977,245.7890592602277,256.13078601703734,249.2561181563056,249.91833832922404,242.65140903079157,237.7163490097151,241.17507405503036,239.26848282423686,237.17323110596539,236.2754115368354,238.73218758666965,235.46911212330846,239.62519911729393,237.65056189657875,238.11760580378694,240.80885083278437,244.47641539329393,243.65492458696534,238.5358679147129,243.37761426244344,236.50764088533103,245.55352055276248,252.88852554397275,246.12558721738014,251.2975145842552,254.90274094025193,254.80868193704868,246.57499888327717,245.15278227818243,246.1204466301169
