dates,nzd0416-0000,nzd0416-0001,nzd0416-0002,nzd0416-0003,nzd0416-0004,nzd0416-0005,nzd0416-0006,nzd0416-0007,nzd0416-0008,satname
1999-08-26 22:06:44+00:00,297.49,287.98,,,,,,,259.43,L7
1999-09-04 22:00:33+00:00,313.10,299.89,,,,,,,287.81,L7
1999-09-27 22:06:48+00:00,,362.49,358.84,357.47,355.27,354.50,352.42,351.28,355.30,L7
1999-10-13 22:06:48+00:00,314.66,323.60,351.58,354.59,343.57,342.09,335.28,336.67,349.43,L7
1999-10-22 22:00:28+00:00,,,,394.15,386.36,383.62,374.95,370.08,395.58,L7
1999-11-30 22:06:35+00:00,352.94,334.65,347.17,354.34,353.23,350.90,351.22,353.23,358.06,L7
1999-12-09 22:00:33+00:00,374.56,364.82,368.14,368.76,366.90,365.45,363.18,362.21,363.32,L7
1999-12-16 22:06:45+00:00,354.59,343.92,351.16,358.55,357.80,351.11,354.82,350.53,360.18,L7
1999-12-25 22:00:28+00:00,361.74,348.41,356.75,362.07,357.34,352.55,353.29,358.02,358.69,L7
2000-01-26 22:00:26+00:00,342.73,345.61,353.86,352.14,351.80,352.57,354.13,353.72,362.02,L7
2000-02-11 22:00:21+00:00,350.95,359.04,361.79,365.65,356.34,358.99,354.62,356.11,364.27,L7
2000-02-27 22:00:16+00:00,335.45,361.30,362.75,366.11,362.32,362.97,351.62,352.55,362.73,L7
2000-03-30 22:00:09+00:00,313.19,373.17,359.38,360.41,363.51,362.52,362.85,362.44,356.60,L7
2000-04-15 21:59:55+00:00,,391.69,,,,,,,,L7
2000-05-01 21:59:54+00:00,298.60,295.40,,,,,,,,L7
2000-05-08 22:05:56+00:00,321.60,321.03,269.61,286.43,284.90,296.88,294.00,298.56,293.02,L7
2000-05-24 22:05:46+00:00,316.66,295.50,267.78,284.64,281.51,298.41,294.96,291.55,294.53,L7
2000-06-18 21:59:27+00:00,290.96,289.29,252.11,266.07,261.41,278.27,277.36,276.11,268.95,L7
2000-07-11 22:05:17+00:00,293.28,290.91,248.51,270.36,255.93,296.35,284.66,281.30,277.51,L7
2000-07-27 22:05:00+00:00,290.43,290.39,249.02,271.68,267.45,,289.52,276.18,280.97,L7
2000-08-05 21:58:44+00:00,326.37,329.69,273.19,294.68,289.43,300.18,297.35,301.37,298.20,L7
2000-08-12 22:04:53+00:00,302.52,290.58,246.64,265.00,263.26,280.01,280.08,269.27,265.49,L7
2000-09-06 21:58:22+00:00,320.97,308.85,,,,,296.57,296.06,294.37,L7
2000-10-08 21:58:00+00:00,,354.17,348.28,353.42,351.25,351.65,351.24,352.04,358.75,L7
2000-10-15 22:03:56+00:00,362.57,320.18,337.45,333.55,345.04,340.81,348.35,345.60,354.32,L7
2000-11-09 21:57:57+00:00,412.11,,379.58,377.41,369.89,370.90,370.81,376.15,404.31,L7
2000-11-25 21:57:58+00:00,392.22,,372.66,370.81,366.42,362.30,357.65,355.47,374.70,L7
2000-12-18 22:04:13+00:00,370.43,344.99,350.46,349.87,352.40,352.82,357.26,355.39,364.93,L7
2001-04-18 21:57:44+00:00,305.52,283.86,259.80,,,285.43,278.41,277.95,269.95,L7
2001-05-20 21:57:28+00:00,297.98,286.74,244.25,260.65,257.51,276.00,278.09,268.05,263.29,L7
2001-06-05 21:57:16+00:00,,,244.30,256.98,242.45,,273.70,263.33,257.87,L7
2001-06-12 22:03:24+00:00,311.00,303.69,267.28,282.96,273.75,303.36,292.18,299.28,292.75,L7
2001-07-07 21:57:00+00:00,299.34,264.83,251.74,265.24,255.70,277.64,280.59,276.32,271.24,L7
2001-07-14 22:03:09+00:00,302.44,287.96,262.40,277.11,269.57,304.34,290.02,292.62,285.65,L7
2001-08-15 22:02:38+00:00,301.70,297.52,255.46,272.58,268.42,302.84,282.16,281.02,273.48,L7
2001-09-25 21:56:04+00:00,319.77,320.43,346.82,351.18,354.31,356.62,348.73,355.71,360.56,L7
2001-10-02 22:02:04+00:00,,369.50,363.99,368.39,366.82,374.14,374.29,369.64,385.48,L7
2001-12-14 21:56:17+00:00,388.35,362.14,358.76,364.55,363.13,360.17,368.19,370.58,376.69,L7
2001-12-30 21:56:13+00:00,367.53,349.62,349.72,350.96,352.96,355.21,355.72,352.78,358.46,L7
2002-01-22 22:02:40+00:00,358.99,346.37,344.68,345.05,352.06,351.16,351.96,349.58,357.86,L7
2002-02-16 21:56:30+00:00,336.30,350.10,337.45,341.07,346.76,350.73,350.18,355.20,350.58,L7
2002-03-04 21:56:33+00:00,327.05,319.20,338.11,336.47,340.87,345.55,347.46,334.28,345.43,L7
