dates,satname,nzd0360-0000,nzd0360-0001,nzd0360-0002,nzd0360-0003,nzd0360-0004,nzd0360-0005,nzd0360-0006,nzd0360-0007,nzd0360-0008,nzd0360-0009,nzd0360-0010,nzd0360-0011,nzd0360-0012,nzd0360-0013,nzd0360-0014,nzd0360-0015,nzd0360-0016,nzd0360-0017,nzd0360-0018,nzd0360-0019,nzd0360-0020,nzd0360-0021,nzd0360-0022,nzd0360-0023,nzd0360-0024,nzd0360-0025,nzd0360-0026,nzd0360-0027,nzd0360-0028,nzd0360-0029,nzd0360-0030,nzd0360-0031,nzd0360-0032,nzd0360-0033,nzd0360-0034,nzd0360-0035,nzd0360-0036,nzd0360-0037,nzd0360-0038,nzd0360-0039,nzd0360-0040,nzd0360-0041,nzd0360-0042,nzd0360-0043,nzd0360-0044,nzd0360-0045,nzd0360-0046,nzd0360-0047,nzd0360-0048,nzd0360-0049,nzd0360-0050,nzd0360-0051,nzd0360-0052,nzd0360-0053,nzd0360-0054,nzd0360-0055,nzd0360-0056,nzd0360-0057,nzd0360-0058,nzd0360-0059,nzd0360-0060,nzd0360-0061,nzd0360-0062,nzd0360-0063,nzd0360-0064,nzd0360-0065,nzd0360-0066,nzd0360-0067,nzd0360-0068,nzd0360-0069,nzd0360-0070,nzd0360-0071,nzd0360-0072,nzd0360-0073,nzd0360-0074
2006-09-15 22:01:03+00:00,L5,340.49,347.55,345.76,351.49,343.62,340.76,344.12,342.69,351.08,341.43,330.73,332.05,335.29,331.71,334.76,331.38,344.96,345.91,351.02,361.85,361.96,365.30,371.73,362.44,361.48,359.33,354.42,352.68,350.24,352.28,358.68,357.96,359.08,369.40,374.46,364.73,360.35,355.01,364.63,360.32,357.42,360.07,354.20,345.81,356.38,360.76,357.05,356.03,360.09,365.29,360.71,363.26,362.59,361.04,349.53,338.90,337.27,332.71,323.72,337.71,343.84,339.64,336.27,336.38,343.95,338.13,334.55,337.62,318.80,293.81,286.42,291.04,276.54,,
2006-10-25 21:56:53+00:00,L7,,346.98,341.55,341.51,329.45,334.01,335.49,336.31,344.22,341.19,336.57,330.64,334.66,,,332.86,334.86,338.15,342.92,355.26,353.25,362.05,366.47,363.10,359.66,360.61,,,,351.63,350.37,348.95,350.29,361.68,365.94,358.43,354.22,360.39,367.50,358.05,360.08,,,351.01,345.08,350.40,351.61,350.77,356.63,361.88,358.28,357.23,353.69,353.72,338.68,331.09,333.29,332.67,330.15,339.61,340.66,337.16,332.51,,,,333.95,324.21,304.64,278.52,266.66,262.73,257.77,253.49,255.95
2006-11-02 22:01:32+00:00,L5,341.42,345.21,342.14,342.29,346.64,347.82,348.92,344.41,355.69,350.70,352.02,334.96,333.71,336.99,333.62,332.27,329.65,341.97,359.46,366.99,366.95,370.76,376.67,375.56,365.90,357.60,358.15,357.04,353.22,351.89,347.93,354.55,363.10,371.65,372.95,369.46,362.37,369.01,371.34,362.38,361.75,364.95,360.68,350.13,347.13,358.81,365.70,369.20,371.68,376.80,370.46,373.22,366.13,373.09,357.42,342.35,342.34,342.00,342.21,342.65,348.24,349.60,347.65,348.44,352.19,345.57,343.21,333.17,323.14,291.75,277.43,284.62,267.19,264.22,263.84
2006-11-10 21:57:06+00:00,L7,,,343.46,342.54,336.69,336.52,333.54,337.63,345.30,342.90,338.63,333.62,335.73,334.60,,,333.22,338.94,345.73,357.02,352.35,354.41,368.57,363.99,364.72,360.10,357.69,357.31,,,348.08,347.77,350.57,361.93,363.74,357.30,353.64,358.89,368.87,364.79,360.35,363.64,,,,348.72,348.96,349.65,355.19,362.20,358.33,356.92,358.55,352.89,336.88,330.41,325.59,330.08,325.96,334.73,340.02,336.57,331.40,336.19,339.45,,,,309.87,279.70,265.54,266.99,258.90,254.71,258.81
2006-12-12 21:57:23+00:00,L7,344.86,349.00,347.10,347.19,341.62,,,334.72,339.31,341.18,334.93,333.19,332.04,331.23,335.86,336.05,336.44,341.84,346.52,,,358.17,365.57,363.42,356.84,359.11,354.10,358.62,350.31,350.66,348.96,349.40,352.29,,,357.37,349.30,356.30,362.93,359.58,354.81,363.77,359.74,353.43,352.23,361.69,362.04,361.36,363.69,370.62,364.88,366.23,364.06,363.25,,,327.12,330.99,329.65,341.06,344.05,343.28,337.90,338.92,345.68,345.40,347.76,332.60,304.91,281.83,266.19,,,249.44,244.06
2006-12-28 21:57:26+00:00,L7,331.11,339.57,334.93,336.31,334.32,334.17,333.26,331.94,338.06,335.88,,323.29,322.71,321.24,322.57,322.49,322.16,329.16,337.24,349.25,348.17,355.23,362.14,,,355.79,348.65,347.89,344.77,342.66,340.32,343.19,345.40,359.21,359.05,352.60,347.21,,,357.16,350.52,355.37,345.64,341.76,344.40,352.27,354.02,355.60,362.97,367.50,362.62,361.05,361.64,359.53,336.97,322.53,321.52,324.76,,,,335.27,330.06,332.50,338.83,337.39,336.73,324.94,302.77,270.43,266.36,260.63,258.53,248.29,242.23
2007-01-05 22:02:04+00:00,L5,341.77,344.65,344.47,345.48,331.12,331.18,331.40,329.13,331.72,334.05,329.95,335.33,335.03,331.51,337.49,334.92,337.07,331.76,338.37,347.77,344.57,346.09,358.62,355.84,364.56,362.17,358.82,359.63,355.86,351.61,348.96,339.22,341.71,352.86,348.81,343.33,339.16,350.76,366.88,363.44,358.71,364.67,359.00,353.13,354.53,358.77,352.89,352.32,356.47,361.56,358.37,358.75,357.97,362.24,338.53,322.82,318.20,324.00,324.08,338.90,345.66,345.03,338.26,343.50,344.51,341.51,341.79,336.17,308.55,282.85,273.03,268.71,259.78,253.88,251.46
2007-01-21 22:02:09+00:00,L5,341.64,348.93,346.24,346.94,338.72,327.19,329.60,326.84,331.71,331.10,322.88,327.31,335.30,334.90,331.17,335.49,336.50,341.40,331.52,341.67,345.16,346.30,349.08,353.70,354.07,361.70,356.72,354.68,352.46,352.56,350.56,346.69,342.66,354.50,351.21,346.57,340.74,348.84,356.04,367.27,366.37,362.84,359.58,352.57,355.35,360.30,357.58,351.61,353.56,365.05,358.80,361.59,360.96,358.37,328.08,324.42,317.74,321.65,321.21,331.75,347.72,345.75,338.52,342.45,346.79,336.43,341.31,333.19,316.51,283.78,271.88,269.94,261.88,256.28,253.41
2007-01-29 21:57:33+00:00,L7,341.50,348.80,344.89,345.33,,,338.37,337.50,340.49,339.31,338.46,329.40,338.46,332.99,337.64,337.63,335.44,,,356.71,356.09,356.82,368.45,363.32,362.82,359.53,355.76,357.74,352.29,350.58,348.55,347.72,,,364.71,357.44,351.65,355.97,361.68,357.49,356.71,364.37,356.43,350.48,351.47,362.63,361.33,,,,,,,,,329.24,326.95,328.95,325.42,334.44,338.62,338.73,335.24,338.01,343.14,340.47,341.96,325.11,309.05,,,268.29,256.05,248.09,240.09
2007-02-06 22:02:11+00:00,L5,345.15,352.03,347.67,342.54,337.03,336.27,336.84,334.35,339.79,341.86,343.24,339.62,333.12,338.96,337.43,338.46,335.76,336.92,337.56,354.02,351.78,350.26,364.25,366.57,370.53,364.48,360.14,360.76,357.90,356.86,348.81,348.76,354.58,362.45,362.30,358.33,351.47,364.57,373.09,372.51,365.71,369.54,362.08,358.00,356.73,358.86,358.22,361.01,363.31,370.67,363.58,365.43,363.30,363.88,343.07,330.89,328.88,329.03,335.21,345.77,348.40,346.12,339.92,342.64,348.50,344.59,342.04,327.35,305.32,281.43,266.27,266.45,258.34,251.51,251.86
2007-02-14 21:57:39+00:00,L7,340.17,347.67,345.79,342.96,341.39,337.34,,,343.95,342.37,330.53,332.41,332.22,335.92,335.49,332.58,338.32,336.87,347.06,351.66,,355.42,363.80,361.01,358.69,360.12,352.02,354.41,351.04,349.77,347.03,347.25,350.06,359.90,,,348.29,354.92,363.72,359.19,357.50,359.78,355.30,353.56,357.30,362.41,360.36,358.29,365.43,367.87,360.96,359.61,360.06,356.19,342.99,,,331.69,331.06,338.67,338.36,336.48,334.08,339.39,341.65,340.72,340.86,326.86,310.40,279.18,265.92,266.15,,251.71,246.21
2007-03-18 21:57:45+00:00,L7,337.40,345.46,341.19,342.32,341.15,339.30,341.29,341.35,347.17,347.48,,332.51,334.99,335.99,337.47,335.73,338.64,343.60,354.82,358.26,360.77,363.49,369.84,,,359.99,354.60,356.62,350.19,346.24,347.39,347.25,352.29,365.43,367.55,358.77,355.36,,,361.50,358.57,364.74,356.33,350.09,352.20,356.81,360.28,361.33,363.52,368.69,361.16,363.41,364.00,362.39,339.66,331.48,329.54,330.47,,,,341.63,337.60,338.92,345.76,340.91,340.76,334.64,314.72,287.66,266.87,269.98,260.89,250.73,252.58
2007-04-19 21:57:43+00:00,L7,337.21,346.20,339.53,346.82,343.45,339.91,343.17,340.56,347.63,,330.87,330.58,333.16,331.59,331.20,331.75,339.94,338.88,353.52,355.06,361.67,368.70,,,358.72,358.74,350.66,353.52,348.09,345.91,351.89,352.60,355.70,364.22,371.39,361.01,,,367.48,363.21,360.39,363.91,356.40,350.91,354.42,361.36,359.49,359.62,361.25,366.80,359.43,359.73,358.30,358.66,340.17,333.90,333.34,,,333.53,337.88,336.11,332.25,336.87,338.74,331.60,336.72,331.06,314.19,291.39,271.45,272.10,265.19,,
2007-06-06 21:57:29+00:00,L7,345.36,350.73,348.45,348.14,345.36,344.92,75.50,335.61,342.05,340.62,331.20,329.67,332.66,335.41,343.30,343.07,343.41,345.50,360.81,,365.38,369.30,371.03,368.81,364.28,361.59,352.16,362.54,363.17,358.23,351.26,350.34,357.01,,,356.06,355.08,356.15,366.06,361.14,360.93,366.92,366.38,361.29,363.31,364.26,362.88,360.44,363.08,366.39,,,,,,,327.01,329.19,323.92,336.54,340.26,336.82,331.87,342.58,350.13,344.90,344.77,334.27,315.32,294.85,,,261.16,264.76,263.34
2007-08-09 21:57:18+00:00,L7,341.02,341.52,333.01,336.98,332.97,334.04,337.21,336.88,344.88,340.61,330.14,332.53,,326.46,328.80,335.83,336.42,334.96,339.41,351.06,352.20,357.12,365.22,363.36,360.34,359.74,,357.72,346.57,345.63,342.46,341.09,344.29,354.96,356.44,350.15,347.98,352.48,359.43,358.63,,,349.58,343.98,344.00,348.38,348.74,349.54,352.93,360.34,355.75,356.81,354.66,356.94,344.32,330.38,326.37,324.77,324.79,328.85,330.62,,,340.75,345.20,339.28,342.73,330.99,307.96,281.29,269.18,272.95,260.87,256.81,257.09
2007-08-25 21:57:11+00:00,L7,,349.51,344.81,342.55,335.66,336.30,341.02,338.68,347.33,344.94,336.85,337.12,337.22,,,335.45,341.71,343.36,349.46,356.91,358.76,369.92,373.86,372.96,372.65,366.26,,,356.72,353.17,346.86,345.51,350.14,361.14,360.94,357.32,357.45,359.18,365.98,362.81,364.23,,,349.83,352.04,353.24,353.41,354.92,357.07,364.03,358.89,359.71,361.02,364.07,353.47,336.34,336.48,336.52,335.57,341.32,343.18,346.48,343.50,,,347.21,348.75,331.60,315.16,288.74,280.60,281.17,271.10,269.38,266.81
2007-09-10 21:57:03+00:00,L7,,,345.18,344.28,339.52,337.70,340.95,339.31,347.06,344.26,336.10,334.92,334.02,334.63,,333.03,336.50,337.19,346.60,351.92,350.50,358.55,369.58,369.23,364.61,362.60,357.20,,352.26,349.53,346.32,347.12,350.55,361.63,364.87,358.52,351.37,355.90,363.07,360.31,358.74,,,354.79,349.84,352.58,352.05,351.74,357.04,362.70,358.22,359.26,359.85,362.13,346.90,331.87,332.09,329.71,327.77,335.71,339.55,344.87,342.07,,,,346.68,329.80,311.99,286.08,272.59,279.46,264.70,264.00,264.67
2007-09-18 22:00:17+00:00,L5,343.03,351.77,347.69,340.72,336.15,337.63,337.80,334.85,342.01,341.88,336.17,333.07,336.81,333.56,338.53,335.79,330.44,334.90,344.88,351.34,350.94,359.78,368.45,374.14,371.00,365.02,362.55,363.27,357.16,353.99,347.00,346.82,351.15,359.87,362.19,356.22,355.15,370.54,377.40,368.02,369.92,371.71,362.93,358.56,350.33,356.80,355.39,356.41,360.26,365.85,358.82,365.16,364.67,363.74,348.56,332.83,328.40,335.16,337.14,344.13,347.08,347.38,343.31,345.38,351.85,348.58,345.78,320.29,310.63,296.62,282.41,282.83,267.20,263.98,278.02
2007-10-12 21:56:59+00:00,L7,343.72,350.13,346.06,,,337.01,337.15,336.54,341.97,342.19,333.27,336.51,339.04,335.99,338.63,337.38,337.05,,344.93,352.73,352.77,360.04,366.43,364.45,361.64,364.09,360.83,361.67,353.33,356.45,,,349.83,361.57,364.27,358.60,350.46,356.40,366.28,362.81,368.19,365.91,357.50,353.35,350.97,,,358.16,353.77,363.14,358.80,362.63,362.41,363.91,346.68,334.18,334.62,332.50,330.12,337.32,343.78,343.60,339.33,342.99,349.51,343.73,346.49,340.16,,282.90,275.54,272.40,266.81,256.00,260.55
2007-10-28 21:57:10+00:00,L7,332.62,339.67,337.38,,,329.93,331.62,330.58,338.92,328.84,321.38,325.71,326.92,328.18,326.38,325.19,330.74,,339.61,350.51,347.15,349.64,360.23,360.71,355.10,357.57,350.06,347.65,344.73,342.34,,,339.43,353.00,354.51,350.81,341.85,349.28,352.32,357.21,352.89,356.66,348.19,341.95,341.76,,,,358.92,354.60,351.08,354.64,355.92,349.51,335.46,325.53,318.38,316.40,317.79,329.14,336.13,331.53,326.04,327.68,333.61,331.19,329.41,,,,269.49,266.75,257.14,248.82,252.55
2007-12-15 21:57:32+00:00,L7,329.97,,,333.13,330.31,330.58,331.24,328.59,336.99,337.53,331.07,331.99,327.07,329.82,,,326.66,331.45,335.60,347.10,344.99,346.53,361.43,361.43,358.50,357.65,351.12,,,341.91,339.15,341.96,345.07,356.93,356.21,351.92,347.03,355.80,363.60,359.62,356.62,363.55,,,348.33,354.91,353.76,353.72,356.82,365.56,358.42,361.88,360.92,357.98,335.45,326.59,326.40,330.01,328.00,335.39,339.74,339.94,333.53,339.00,,,,327.48,312.53,285.93,272.24,276.69,266.25,266.53,270.32
2007-12-31 21:57:34+00:00,L7,339.32,347.13,344.78,344.51,343.24,341.24,,,353.99,346.14,342.56,340.40,339.23,341.08,338.91,335.95,341.88,344.26,348.72,360.71,,368.76,369.31,370.02,367.61,363.51,361.32,360.31,353.35,352.75,350.41,350.34,350.93,361.59,,363.47,360.01,362.80,370.86,367.60,371.70,369.47,366.59,360.82,363.23,366.37,362.80,361.59,364.27,367.56,367.55,364.97,364.32,363.94,351.71,,336.07,336.87,336.51,344.04,348.23,344.38,342.15,346.56,349.85,345.31,342.46,340.91,316.48,290.49,279.00,,,327.74,325.35
2008-01-16 21:57:35+00:00,L7,,,,,322.87,325.59,323.14,323.58,335.42,329.72,321.89,,,,,,,,,,,,,,351.15,352.58,,,337.97,335.48,330.13,333.75,338.28,350.19,350.87,351.65,342.65,351.60,354.01,357.56,353.03,,,343.75,342.98,349.40,349.73,350.35,352.22,363.67,360.05,,,,,,,,,,,,,,,,,,291.51,269.51,265.41,258.24,260.86,251.75,254.69
2008-02-25 21:57:37+00:00,L5,340.08,345.89,342.03,343.50,340.77,335.04,339.73,340.22,347.31,341.45,331.06,329.17,336.02,325.44,325.00,328.51,334.11,336.24,344.72,352.79,352.54,354.03,358.57,360.27,363.26,359.77,356.30,357.09,351.85,350.47,348.80,349.02,349.46,362.21,365.44,354.30,350.01,355.94,363.48,361.04,362.09,367.57,358.45,351.61,351.81,356.56,354.67,355.00,363.27,366.72,358.92,360.51,361.65,360.84,343.78,332.85,328.29,328.36,324.71,330.88,337.79,338.86,333.59,337.41,342.57,336.77,335.08,320.13,312.14,285.93,272.17,272.47,264.91,255.66,253.42
2008-03-04 21:57:24+00:00,L7,335.66,344.05,340.73,345.97,344.43,341.47,344.79,339.80,349.17,,329.79,330.11,332.54,330.76,328.74,334.32,332.28,342.79,345.11,357.88,356.69,362.98,,,360.60,360.74,352.89,354.53,349.66,345.66,354.23,355.17,358.24,369.64,372.99,364.86,,,366.11,362.95,359.22,366.15,354.31,349.02,352.02,365.82,360.94,361.67,367.76,370.85,364.73,364.53,365.90,369.23,352.51,339.41,341.03,,,335.67,344.25,345.59,342.01,343.25,349.09,345.37,342.99,325.80,317.99,288.41,275.84,283.43,266.12,261.26,
2008-03-20 21:57:22+00:00,L7,337.75,,,338.73,336.39,336.78,335.84,335.48,341.28,340.04,332.16,329.10,330.47,328.98,328.90,,337.75,337.42,340.08,349.87,349.02,355.17,365.27,363.74,360.60,360.49,352.97,355.69,,346.47,342.75,345.54,344.85,358.06,355.36,350.02,347.20,354.29,360.09,361.60,357.22,363.28,,,356.83,358.95,353.76,351.03,357.63,363.39,358.52,358.81,361.89,363.52,347.19,333.94,330.78,332.05,327.68,335.36,339.77,341.10,337.84,343.33,349.60,,,332.11,323.25,286.90,272.21,279.04,266.58,325.40,322.26
2008-05-07 21:57:16+00:00,L7,331.13,338.72,334.02,,338.36,337.31,339.23,335.87,340.23,340.81,326.52,322.11,324.34,323.22,326.71,328.12,,,341.68,346.31,347.30,354.27,364.39,361.21,353.91,349.24,348.51,349.95,342.37,336.97,,343.87,345.08,357.51,359.42,347.46,341.29,350.46,355.12,352.91,353.52,358.33,346.36,343.77,,,348.11,347.32,353.43,357.66,354.97,356.29,353.07,352.59,336.44,326.42,325.51,322.61,320.08,331.45,332.37,332.96,331.79,335.93,340.75,331.29,333.56,,,286.07,,,,,
2008-06-08 21:57:01+00:00,L7,,,337.43,337.25,334.75,336.71,338.51,333.85,343.43,333.53,328.35,326.26,328.64,324.30,,331.58,340.09,339.90,348.64,351.50,359.75,363.73,368.34,364.91,363.61,359.67,353.83,,,350.54,344.27,345.47,350.52,362.33,363.39,344.56,337.43,351.13,353.75,356.99,353.43,,,349.40,353.16,355.40,348.83,349.51,355.31,360.83,352.75,350.75,352.68,357.51,339.56,333.29,323.89,322.36,319.68,326.04,332.44,332.93,329.92,,,,337.18,327.35,315.11,286.89,282.13,278.61,273.33,256.06,259.75
2008-10-14 21:55:54+00:00,L7,340.37,348.67,346.41,346.71,343.29,341.90,341.60,,355.40,351.73,347.69,346.16,340.31,342.85,343.59,340.14,343.60,347.10,350.49,360.02,,,369.00,366.47,365.31,359.93,358.86,360.19,357.27,354.30,353.39,351.72,356.40,367.24,,,357.94,359.90,366.49,366.19,363.95,366.09,361.99,357.07,354.52,362.86,363.97,365.30,368.21,372.23,363.26,364.19,365.23,366.30,357.49,,,333.48,333.45,341.29,348.81,351.13,346.69,347.32,350.97,344.57,342.66,333.52,334.72,320.76,314.52,,,335.17,328.38
2008-12-01 21:56:35+00:00,L7,332.20,340.79,336.30,,,333.04,334.73,335.97,340.03,341.13,322.29,329.85,325.98,321.73,321.37,322.01,,,335.35,345.30,346.99,353.82,358.64,360.69,351.57,351.69,344.91,345.23,344.80,340.99,,339.52,342.12,356.06,357.92,354.05,341.85,350.67,354.12,357.91,354.00,360.14,349.84,343.14,,,,355.49,355.15,361.47,354.73,359.52,358.85,358.04,338.24,329.54,324.70,328.11,327.97,337.10,339.83,333.95,328.61,330.91,334.43,327.94,324.88,,,292.24,281.06,273.80,262.01,249.65,253.56
2008-12-25 21:51:46+00:00,L5,344.18,349.92,346.72,344.84,344.19,335.66,337.82,333.80,341.17,340.15,336.39,335.51,339.22,337.47,335.06,340.10,340.96,343.48,340.34,350.58,351.93,354.53,356.51,357.49,353.89,361.93,363.45,365.06,357.05,353.34,354.87,355.29,350.94,362.82,367.71,361.18,354.28,355.73,361.61,366.43,366.99,372.85,361.79,357.22,359.66,369.69,366.19,365.14,365.69,372.06,369.94,374.79,366.20,369.59,346.88,331.16,329.66,330.03,328.90,340.77,349.00,350.51,351.40,352.44,353.88,352.12,346.40,340.47,336.47,324.84,302.27,291.22,315.33,316.69,262.24
2009-01-26 21:52:36+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,347.32,353.31,355.18,346.56,344.62,346.80,347.89,349.49,350.06,349.47,348.04,335.94,342.29,353.35,352.77,361.39,364.51,357.27,349.52,354.61,357.74,356.04,356.46,357.43,359.19,352.62,352.69,350.45,,,,,,,,,,,,,,,,,,,,,,
2009-03-07 21:57:19+00:00,L7,328.59,336.87,334.81,337.51,336.59,,335.48,335.33,341.78,340.95,337.99,334.32,331.49,336.18,336.14,333.69,332.40,335.17,,,349.19,354.26,361.67,360.35,355.21,355.71,352.37,354.21,348.48,342.66,345.11,346.16,,,363.17,352.58,348.54,353.33,358.28,359.15,357.02,364.46,355.87,351.79,358.26,363.11,359.17,357.51,,,,,,,,325.84,324.32,323.30,318.72,328.36,332.36,335.31,336.70,339.81,342.58,339.39,336.08,327.90,327.09,312.71,,287.95,273.45,251.89,251.76
2009-05-10 21:57:39+00:00,L7,334.05,339.43,329.92,330.48,324.99,330.22,332.01,330.44,338.30,328.87,321.51,,,325.84,330.93,331.39,332.50,336.26,339.20,345.41,345.64,349.40,357.12,358.30,,,350.47,349.52,345.85,334.59,329.93,340.73,343.95,357.40,360.48,351.65,345.16,347.12,351.72,,,361.14,348.79,342.25,344.23,349.52,346.53,346.01,343.49,357.21,352.56,352.01,351.02,341.28,303.95,313.36,315.12,309.40,309.72,,,,328.46,328.23,333.03,328.29,329.24,319.67,309.74,284.96,270.71,264.86,259.02,248.16,246.95
2009-07-13 21:57:33+00:00,L7,346.33,349.65,340.61,340.11,335.62,338.26,340.95,339.50,346.73,342.13,,334.98,332.07,335.52,334.07,334.47,333.86,336.71,349.49,352.82,357.43,365.67,369.87,,,360.42,358.80,359.48,349.36,346.85,346.83,350.10,351.50,363.24,363.67,350.60,344.51,,360.87,357.27,356.93,361.88,346.21,341.05,343.16,350.47,348.73,353.82,356.82,360.99,359.91,355.34,354.43,366.38,340.23,332.05,321.56,317.96,,324.65,330.42,334.59,,,,,,,,,,,,,
2009-11-18 21:57:53+00:00,L7,328.33,338.34,328.93,334.19,329.62,326.42,331.65,332.00,340.20,339.62,332.24,,,329.95,330.31,321.99,329.35,333.48,335.01,341.80,339.63,340.06,352.97,358.84,,,342.75,345.91,342.78,340.47,338.11,337.56,342.24,354.82,356.56,350.88,343.96,352.36,,,352.75,357.19,346.09,336.06,335.12,339.26,338.89,344.38,354.22,364.84,357.96,359.56,358.35,358.57,337.92,324.69,314.78,313.42,315.83,,,,342.89,343.69,353.57,345.16,352.40,334.49,313.81,282.82,273.29,273.65,265.87,321.24,320.87
2009-12-04 21:58:04+00:00,L7,334.33,341.47,339.61,338.05,,333.20,333.88,334.59,342.81,340.62,334.41,333.54,332.29,335.66,335.79,332.31,334.24,,,354.13,354.94,354.42,364.58,361.80,357.68,358.99,356.03,354.83,350.90,349.37,347.48,,,361.11,366.37,358.62,351.12,356.08,361.08,357.36,354.00,361.18,348.77,341.98,341.14,,,,,365.82,359.56,361.14,362.74,359.93,338.59,326.93,318.39,319.71,316.36,327.02,336.13,344.13,345.69,348.04,354.56,349.07,340.76,314.40,,,266.33,266.94,259.47,253.68,313.22
2009-12-20 21:58:19+00:00,L7,330.03,337.26,,,329.48,324.73,330.32,330.50,342.91,339.41,327.32,330.39,328.37,327.79,322.57,326.36,,331.96,337.83,348.89,343.94,344.48,355.18,353.41,348.86,350.96,345.21,346.44,344.33,,,343.94,340.71,355.14,357.67,351.00,342.50,348.57,,,,,,,,,,,,,,,,355.22,334.36,329.50,321.38,320.85,318.67,327.62,333.57,345.75,344.70,350.68,356.32,344.12,341.58,,313.32,282.83,270.39,270.16,264.26,257.15,260.16
2010-01-29 21:58:05+00:00,L5,346.31,349.70,346.58,344.82,343.97,339.58,337.08,337.13,350.67,347.85,342.17,344.93,343.72,344.79,343.27,340.40,346.74,348.97,351.52,355.31,353.15,353.85,362.85,358.00,355.19,357.04,361.77,362.28,354.73,358.88,354.98,356.72,361.72,365.11,368.17,360.20,350.49,353.98,361.81,362.41,370.30,371.03,361.35,356.98,360.12,363.76,364.03,360.83,369.56,372.73,369.94,369.42,369.39,372.40,346.32,330.77,330.69,326.76,327.04,340.27,345.20,356.96,358.53,359.43,360.85,356.34,342.42,337.17,323.84,291.23,269.87,320.76,334.52,336.48,326.94
2010-02-22 21:59:13+00:00,L7,335.79,345.97,,,342.58,342.00,344.35,344.38,352.99,351.66,340.31,339.96,335.49,337.47,337.45,,,342.18,346.07,355.97,351.87,360.19,366.88,362.57,355.97,358.42,350.14,349.66,347.35,,,348.32,351.19,362.64,366.26,358.47,351.93,353.78,355.60,358.27,353.48,359.53,348.50,,,,358.77,357.27,358.55,367.06,359.84,363.28,362.02,362.95,339.59,332.32,321.99,327.26,330.36,341.18,345.57,349.75,348.75,349.58,352.61,345.30,,,,,,,,,
2010-03-10 21:59:20+00:00,L7,336.02,341.77,336.00,336.21,335.28,337.10,341.14,340.69,348.18,347.35,,,334.48,334.68,333.55,332.36,332.37,330.04,343.16,349.33,349.48,350.80,363.24,360.70,,,353.14,356.62,350.54,347.97,348.83,348.57,352.88,365.47,369.41,358.67,352.39,356.77,,,352.53,358.00,343.29,340.72,343.68,351.85,353.53,355.13,357.83,364.93,357.32,355.49,353.97,356.63,338.20,325.78,323.23,324.62,,,,353.83,348.44,348.21,348.92,344.25,340.36,327.36,315.52,288.54,268.50,274.00,265.95,323.12,316.67
2010-03-26 21:59:25+00:00,L7,337.74,344.16,339.38,343.36,341.09,,57.51,340.53,353.04,352.13,342.57,343.43,338.10,338.97,342.78,340.30,341.54,341.01,,,352.30,353.82,362.23,361.18,353.88,354.85,351.07,353.33,351.53,345.57,346.06,346.95,,,365.35,356.12,350.89,356.37,365.68,361.02,356.06,362.44,356.02,351.55,357.54,364.93,365.44,366.07,,,,,,,,328.36,321.93,326.54,328.23,340.08,349.44,355.15,353.31,351.53,353.17,350.14,340.50,329.32,320.82,,,271.50,261.78,,
2010-05-13 21:59:21+00:00,L7,334.25,336.74,333.38,338.75,334.58,334.16,330.42,330.07,343.42,343.42,,321.03,319.62,320.71,325.34,324.53,327.16,331.81,340.93,344.90,346.99,349.48,353.58,,355.35,357.20,348.72,350.50,345.84,339.74,338.67,344.54,346.48,359.84,364.03,350.93,346.81,,366.66,,,,,,,,,,,360.86,353.01,349.62,347.57,346.81,,318.21,314.69,,,331.34,337.73,339.24,,,,,,,,,,,,,
2010-06-30 21:59:25+00:00,L7,351.22,354.87,347.92,348.07,,,351.28,345.81,356.99,358.49,350.24,347.21,338.56,343.96,345.37,342.65,344.35,346.53,,365.19,363.87,369.22,372.37,368.52,374.36,363.42,367.31,363.51,355.44,357.91,356.32,,,371.85,374.42,363.18,354.47,360.43,368.18,362.96,364.82,367.03,356.93,350.28,351.27,361.01,,,,,376.98,366.86,376.78,381.56,339.41,333.61,339.65,334.58,335.63,346.10,348.22,353.50,348.23,351.96,354.39,339.19,340.48,315.90,,,,,,,
2010-08-17 21:59:27+00:00,L7,348.85,352.95,350.65,346.87,341.25,340.90,60.51,343.88,352.34,353.10,345.81,342.17,343.14,349.82,350.51,346.86,348.64,350.27,356.30,,364.95,369.05,370.66,367.48,365.04,360.87,358.92,361.75,357.67,357.61,355.59,356.38,362.54,,,358.20,350.62,356.73,364.73,358.46,358.42,362.83,352.21,345.86,347.49,353.20,353.83,356.89,357.24,366.00,,,,368.97,,,337.53,339.19,340.18,347.22,351.02,350.76,341.81,345.37,351.15,341.77,345.59,343.52,,285.98,,,342.00,340.67,343.79
2010-09-02 21:59:30+00:00,L7,345.92,351.93,348.79,346.90,339.38,339.83,339.11,341.47,350.76,352.08,342.09,345.68,,,345.25,336.68,332.59,337.10,343.46,352.55,349.96,351.37,361.54,363.31,357.25,,,362.24,355.65,355.48,354.89,353.13,356.42,363.39,361.84,356.62,342.11,353.62,359.36,357.43,,363.82,340.40,335.93,342.39,348.68,346.22,352.19,356.05,365.59,358.99,361.60,360.65,365.62,354.11,331.87,335.82,331.33,334.02,343.07,344.32,,,346.20,352.53,343.12,346.91,345.85,,285.83,271.96,276.30,330.89,340.24,341.07
