,dates,chi0337-0000,chi0337-0001,chi0337-0002,chi0337-0003,chi0337-0004,chi0337-0005,chi0337-0006,chi0337-0007,chi0337-0008,chi0337-0009,chi0337-0010,chi0337-0011,chi0337-0012,chi0337-0013,chi0337-0014,chi0337-0015,chi0337-0016,chi0337-0017,chi0337-0018,chi0337-0019,chi0337-0020,chi0337-0021,chi0337-0022,chi0337-0023,chi0337-0024,chi0337-0025,chi0337-0026,chi0337-0027,chi0337-0028
0,1985-01-25 14:04:03+00:00,228.44211503392535,231.6582444584056,244.5012976331479,244.7451569093008,197.25171236608548,179.58712900826518,187.580478090888,221.83646453263916,229.481056191992,220.13740913302,214.38438489070634,220.0975913117028,,196.88130505926904,,222.57198007584321,250.10523074210136,247.13751451530513,219.5279700863325,215.03632377690548,220.37744378914945,209.71135224111205,208.5641188332563,200.70106039230657,198.0363071122203,200.86117061310784,196.7978697917259,194.77667005967234,224.38383763169736
1,1986-01-28 14:00:46+00:00,224.11990552410205,225.60160664016396,233.64089737719485,220.02258287714378,188.8774061680274,177.86242333995412,200.75969906641305,229.91567347549045,228.83172667669228,220.96362644923198,227.7095318155567,194.23849573024802,172.10828302790705,193.20737479257082,244.6640656695184,245.18925241809163,235.49358794609725,227.46187486159894,217.47103463514068,214.5147047898512,200.01997305967737,192.21010713259386,214.57179480794113,213.6994179262429,195.74852065417073,194.45146881731162,195.10311295364812,206.96530769574042,220.3399195774802
2,1986-02-04 14:06:47+00:00,247.7339630175336,238.48443790029057,230.44544801076432,224.85640884366458,203.31466533067365,185.46126647825466,198.19654815028704,232.37803721045478,230.37186543870385,230.3474879703178,245.17566842709965,212.54498405857868,182.34335974650656,197.2856114823084,235.97053973146538,249.01222081518895,241.9699478562343,234.48445936315892,218.43771814574163,221.7805027910547,196.8367343653058,195.9017603533382,223.69156537563566,224.19231519957395,206.1059207041381,194.52740126612395,202.45024466030543,209.8315417775056,231.37881831511893
3,1986-03-01 14:00:01+00:00,245.2639744273248,236.49469681719413,224.77490469727493,227.41079731278063,216.66658625584802,209.67950020441074,200.51561148661764,208.70102725254543,222.34129713162196,211.2291323819908,231.4511117879852,209.15901175467758,178.6565574858957,191.0667144035856,242.17667113720537,250.38323267806476,257.6049629048648,252.15251526710588,243.01576183633273,232.91389697301162,197.1872458890615,183.0013883625156,190.4145051829438,213.25880548590052,212.3525472642095,193.10077746631683,205.20997640424832,213.59394597939388,239.44065032056406
4,1986-05-04 13:58:38+00:00,214.36147001519583,210.59130856937838,213.30093688853694,203.72537788281085,188.6264629347885,194.79984622014254,202.82494181430545,200.86591847922583,213.94764820181217,208.48515222651145,208.87953709736504,198.27916118212093,182.90195968435313,194.4555359716968,209.95768836567242,224.93064943485214,217.3538538536616,220.7770124288125,220.58617343355945,219.04278607433525,203.81000773773494,186.90100783592007,190.44869435935283,199.91500209326028,196.38918256357186,197.35659959657642,198.75616530205446,206.6392217358441,219.671556778931
5,1986-05-20 13:58:12+00:00,180.64964959864963,194.1623253351963,203.25621396289878,191.7447178677884,184.37602478008142,180.5494034110885,184.23648816078372,186.20017601258286,191.51339380932373,193.09677882776492,187.14806458701125,179.33584922151329,182.33006463520945,182.4041742880075,183.49730861862068,207.06507141379979,201.3227496425121,202.39644675028148,191.33950339360425,193.40899814762048,183.28664715852332,174.69118949629072,176.81164542739572,179.44483385584007,174.99374306527048,177.24747518934143,171.53779433192005,186.84815232168003,192.7235426237165
6,1986-06-05 13:57:43+00:00,212.83672984371145,217.35725684959098,196.62154941945292,179.44539867003655,181.5182902681606,183.89355483684778,186.9902988268601,177.14441782990409,198.87662942258765,204.54228967282893,205.6010128656027,191.67277785428107,195.8586197142897,202.96474346480676,206.75268483155435,199.56334916575005,202.1181205983396,200.64759254933824,194.2961998985041,195.81872411999632,195.92217238533996,194.55950627950634,181.65852042897666,173.07496072116808,180.73180173487154,183.28939560848653,185.5477138490819,202.60837584248623,220.94415697172138
7,1986-07-30 14:02:04+00:00,230.9625205384676,220.45092872162294,221.1908671333276,207.61278060336235,213.77834001763955,195.84502928242745,198.1119639731629,206.79862602262506,212.85890511928514,206.6769886489175,205.65061421687403,206.56864978704198,206.8933959597747,198.27734351080395,203.72479189789695,224.49034285144663,231.0906869642214,228.63601287779505,197.28088076083844,208.01293271763933,223.2251160111385,199.11276716596345,193.25266016686285,195.6555703451132,182.40179049048945,183.23147592650636,195.85613572599055,211.1735913943192,229.65860018078018
8,1986-08-15 14:01:29+00:00,245.41330430238386,231.91033913588623,223.79782806174606,218.6919292779426,231.921406813,211.98950160192595,202.93988486490323,212.01966288598985,221.8660788560029,219.31467945106647,209.9287053665339,215.5137534919096,214.09828335286102,188.7664738077698,208.28043844797992,231.40959812050738,235.99468901881588,221.3111755951675,192.6272755434603,213.61765607737806,234.26364078672492,190.54574235879969,202.36935648959425,208.66186369894538,183.32846665920337,184.8488954923245,199.90458187288314,211.49999739221803,231.7318286692566
9,1986-08-31 14:00:53+00:00,223.54431844387514,218.9120344449185,224.46526401469248,216.54015248753345,214.72098993265263,207.97464977354818,196.30746048626256,193.58918091210535,216.87510359831668,213.67029337960696,206.09671362194288,198.48541750826763,187.5499212599949,188.01678659074693,214.63699293130202,230.664276941574,213.613734893161,204.05150056332582,200.11156185538928,209.99999799150314,203.8518066292214,190.01843297503248,186.0334133065474,192.12462001936703,183.14186608642933,184.38970381704522,201.3861824573029,211.18008447494825,233.62808119887544
