,dates,nzd0538-0000,nzd0538-0001,nzd0538-0002,nzd0538-0003,nzd0538-0004,nzd0538-0005,nzd0538-0006,nzd0538-0007,nzd0538-0008,nzd0538-0009,nzd0538-0010,nzd0538-0011,nzd0538-0012,nzd0538-0013,nzd0538-0014,nzd0538-0015,nzd0538-0016,nzd0538-0017,nzd0538-0018,nzd0538-0019
0,1999-08-17 22:13:37+00:00,116.37013284753573,107.79932890508603,119.34216504919473,125.89387349715861,144.70640665416565,139.7551666660238,140.5644191135614,162.26960583792192,153.66735463111394,136.41874809861375,138.45419519038714,148.54930283531488,157.27469535743865,,107.81088611266024,106.27994597849084,106.36712537814975,112.54877834419788,124.29431567826444,
1,1999-10-04 22:13:49+00:00,112.72042057625443,105.74205800013814,117.88967837488131,117.02392091826934,129.58544501474802,124.4867466840023,118.78375251577324,125.91989572491545,118.36319365613147,103.21803730919794,103.16678941905971,119.73456722264903,131.18115381430633,126.33582230362096,101.82656305389916,102.58064837928453,104.20013767492084,104.3120804412422,103.42728828386605,
2,1999-10-13 22:07:36+00:00,134.70039576596247,122.89332512430892,126.80044795411723,134.18076118522322,139.35386685199526,137.02698562051992,135.4240032110448,150.414344328726,144.0024790469785,135.42148460861807,133.108928200481,139.46014190576918,147.07213921477734,149.83320823905555,117.645383152026,111.22049699405696,111.65613601844586,119.0649722752716,116.58466642723086,111.31884695919518
3,1999-11-05 22:13:40+00:00,127.34689308535522,116.7780654038726,123.88396699127517,125.26433252240335,140.16419293208455,135.7080659566862,139.2662853269899,158.14097571748505,147.61760524171297,134.54394070248162,130.34597920346195,134.83772182329682,147.19338959044086,,107.888427242179,105.5056292701394,107.11678892435292,114.72614319114103,130.1633032915978,124.52969576791814
4,1999-12-07 22:13:41+00:00,,141.06480093825493,134.46450809784452,150.13000642612914,161.57662593390094,167.94341562442028,172.1825313446414,189.29885475616112,186.83350516389174,163.27863403883475,156.9568857545917,168.24296515964653,178.16000431814905,,146.94725085005118,134.50436663726558,,,,
5,1999-12-16 22:07:33+00:00,123.06950713505398,105.72617870646903,119.00551353048468,119.39485368548334,131.88671852633541,135.15809872966108,130.75995702451075,143.40944253414304,,125.8806767048901,,123.5113273948289,137.00400578333804,126.15504795178587,99.03965173629517,101.3859291790614,104.17887736010984,111.5741061039015,109.72418038561288,
6,2000-02-02 22:07:23+00:00,134.81393028341859,130.37555363623065,134.4144637941875,139.9891960376692,145.21664227659312,140.48245851990643,146.34649395961742,168.22457796916814,155.96110876018597,141.11128623375737,132.86851365741995,148.66271131841538,164.31869553356742,168.40929496545124,126.45494679372021,125.7913104230019,129.3432274505,133.66683929833152,142.58455285126715,113.18874473648921
7,2000-03-21 22:07:12+00:00,,147.7320226277794,130.80047965822223,145.2973405960607,149.76602042311524,148.48093116112284,184.21957271474585,198.0545797540986,198.9138245523586,183.26842624678136,182.58393485971132,187.070235128837,191.70373021361752,191.10858675814777,,141.1322340632551,141.08009962425297,141.77074944612778,135.15008965044962,157.1817174497103
8,2000-05-08 22:06:44+00:00,136.95296281815502,137.65811576145256,140.20042682998428,147.22191278928824,155.33283944817848,154.9704251903548,161.4476808850427,168.1046739141462,166.6248443710448,154.72323788418745,144.77393158158648,157.10628979489871,172.25433149107684,168.46171444990512,139.6557790080511,134.26841467496033,133.0976351475862,136.85422245141572,142.87989902963392,148.00466884175347
9,2000-05-15 22:12:54+00:00,,128.7381086456544,131.00633107047565,133.38441766552103,149.7294136013808,146.9459911725116,157.32447757697508,168.1395480106443,160.29917826090372,149.65602529724435,142.8971516446722,155.7377604226701,178.38094006834143,,,,,,,146.61971760833524
10,2000-05-31 22:12:42+00:00,,,,,,,,,,,,,,,,,,,,
11,2000-06-16 22:12:38+00:00,134.57877706106297,131.02272409220586,133.86830842765593,146.46026772460564,154.47843148220778,154.82531561004822,166.15014132735385,184.61941444296957,168.33016821532044,153.39440498875575,139.19816538289712,166.962474453292,175.68957510446052,,129.4735914658672,129.70724821446322,133.83939783975566,139.25457666607022,159.96534333990752,133.66652210699027
12,2000-08-12 22:05:41+00:00,115.70079103317369,116.86951081900781,120.92468441824744,135.47350750602416,148.59425869122896,147.67811559735875,140.12045832211265,156.9005321394608,149.56520408785553,136.59474206062788,135.32264048601587,147.26769158433902,151.59644193546862,140.7061523167289,116.37595354403747,115.60313311050075,115.59086882021688,124.84286251149317,121.22749330856591,121.56763428434516
13,2000-09-20 22:11:14+00:00,119.81745964862637,106.97345746070313,113.01097063714263,118.90740800457004,122.13291780276366,128.215991861049,134.40042004743225,146.7670947224119,141.9682884551468,127.76732980343071,120.60288548296771,129.39055555480746,144.17316025694703,135.3506100673979,106.76909740396283,103.99892275858363,104.39116684483349,105.4151335434195,115.70409684556245,87.97657434366818
14,2000-10-15 22:04:43+00:00,130.3814973128382,115.96376860229397,117.93506944094072,126.74821056321107,132.1405892249367,131.02893171360517,140.13666654260066,162.74862656694017,154.71413486640654,125.46511437974729,128.3375971526798,135.2807832669355,158.72427432796894,,109.13272691974035,109.15332871878599,114.04737740937323,126.58588500836498,142.03860513473063,
15,2000-12-02 22:04:57+00:00,122.3254630404655,121.47237428318087,120.43385596246293,122.7705710026026,124.84836174392319,129.12018506492532,130.4333730997626,145.97929797464454,133.82980692816756,121.84676933752927,114.38297355100545,122.22910720135319,131.52647494219397,133.3988566740481,110.61526610839948,105.1219839741562,105.88017599963986,113.71175051652179,112.56952675155037,96.22933847563344
16,2000-12-18 22:05:01+00:00,,,,,,,,,,,,118.22085316978738,129.2214931793958,126.12159278224993,100.07452964908113,93.66421310633861,94.73800587192062,100.71597331190188,100.34786580453108,78.93434935201039
17,2001-01-10 22:11:15+00:00,114.84745137850828,115.98566790161348,109.34450379471838,123.42539365456153,125.33650331341427,128.76836022320364,130.8098583802094,146.4890390550952,143.2452856913187,132.9881824012875,127.46020661174748,130.40474150198744,144.1829902082199,,109.06489515263695,108.24290680796082,114.59974505303722,120.95948616405023,,135.90411423566417
18,2001-02-11 22:11:12+00:00,129.80980721437604,123.74338296562021,116.70853251956574,126.94041761399772,132.59742494235903,128.8882743224608,140.45993322561975,149.73144818904836,138.92318834949975,122.99558594704877,116.83867754590815,133.02346392687832,144.86953871443222,151.76864615704113,109.84683306540539,110.32391073400285,111.68048655190415,118.18143042300505,122.2869957723718,129.75282697266258
19,2001-02-20 22:05:00+00:00,158.55690007094753,143.82412675145275,143.70642454879646,145.64382214225407,152.52550737029233,149.60049611989263,157.96561352802317,174.02526157255133,163.0721551935701,149.38762443285287,140.08409743426404,150.98499765920974,163.4694554980108,178.9298644221402,135.37841997240338,126.86256921621779,135.10698162002853,146.2315067504755,151.17851496025264,148.75324727727772
20,2001-07-14 22:03:57+00:00,127.88965744142432,126.37933725780573,132.35969482520116,129.7494678769916,137.2997291759286,135.92126604345174,144.2012040303428,147.54855771985262,154.34338714617076,138.11291789183292,135.74558841521167,148.1132661305151,151.22871922510535,141.7486688525908,120.3476879652735,115.66074749669068,111.21052376817957,116.36017105727596,,135.49241345670652
21,2001-08-15 22:03:26+00:00,113.31986013745984,108.49916173724901,117.50417392583687,116.52354337332739,126.8890195024379,131.68010667405767,136.69750811718194,146.24005213752991,143.48172906419106,128.9208943825087,124.38526469634212,132.79093657302568,146.46606737040366,130.4781593799363,106.64194314210678,103.92272305368436,105.88031518826902,111.29819199004781,119.7787519499104,
22,2002-01-29 22:09:33+00:00,,134.3316348192344,130.91203877891425,139.4567692795043,142.96430645190537,137.08437980932803,158.89387254544738,,,166.5716754294879,148.58129908949513,165.76948742873535,,,136.82656594874783,114.68837507629485,130.6142806979105,,,
23,2002-03-18 22:09:33+00:00,135.86637176532966,117.83039032825272,121.71897215467236,127.0560543788892,136.1202899829934,139.00466668697396,140.67685391315268,158.98771482525675,143.97247830722273,126.88884476119708,114.93207168968209,124.28182820413113,145.43829154606806,147.6402390644006,112.97303780351375,106.47333344259512,116.91836834512361,129.66005549466854,128.65521287332047,130.1581270292095
24,2002-04-03 22:09:32+00:00,97.14891046095056,84.4162525959466,91.37254225680509,105.70641312554386,111.0530004265334,110.49303312799495,127.38460035493549,131.83012096400816,127.68126099058188,115.69720606699947,110.42441312304663,120.72040474591856,125.73505481820806,,91.6544689682022,83.66217994466685,84.97210891678495,100.5974581812823,96.67179060451892,
25,2002-04-12 22:03:25+00:00,,121.0890465514768,125.1209922912295,139.1652111130863,142.56221326226233,140.1659140851679,154.46259523348655,,,145.468116026544,136.71864480282957,155.18659388306656,168.48949587774658,,121.96156809621142,120.9931510616465,126.86128619881569,132.83977347910348,,140.0620157055202
26,2002-05-05 22:09:37+00:00,103.4078624271285,99.4414495112805,106.70243629914465,107.32336578956003,115.70244433731597,124.02487189917821,135.31539701652264,138.93129350970494,131.4959500734085,123.05631063185365,119.33443270556356,129.80043252320266,145.78659889731898,142.07903149621015,120.12410389443713,,,,,
27,2002-05-14 22:03:19+00:00,,133.7318315001126,135.71157081723118,149.7347500989875,151.26501433214523,152.23487958761353,171.79852519792811,200.51748649903269,,148.9971325771856,142.438540416906,161.03667880574136,190.0267762985626,,145.6534573077049,136.8273094769545,141.51175660161078,,,
28,2002-06-15 22:03:07+00:00,125.53452011287662,128.82459623116782,134.52732152195372,136.1578920573823,143.91782657507184,137.60922714162808,158.035390259878,172.39906506689766,156.73032377429266,133.15075102197494,134.5373524438808,149.2011927195746,160.39913451104897,,126.20726262386748,129.80985322935305,132.35745961916612,134.90805160562456,140.42658495214147,128.07004587231216
29,2002-06-22 22:09:15+00:00,108.10816791606726,113.23920217578853,120.90840882733022,121.47655518846503,119.27693754767618,129.7321293570603,137.0779110905745,149.63008495070738,132.53511119606378,122.71559754740815,117.12363094639187,132.67154670914422,146.99823013102986,141.41620255845507,114.34723522374371,110.40937416719585,115.16691406143016,115.0080995147046,122.71215737781395,108.66915252812116
