,dates,nzd0499-0000,nzd0499-0001,nzd0499-0002,nzd0499-0003,nzd0499-0004,nzd0499-0005,nzd0499-0006,nzd0499-0007,nzd0499-0008,nzd0499-0009,nzd0499-0010,nzd0499-0011,nzd0499-0012,nzd0499-0013,nzd0499-0014,nzd0499-0015,nzd0499-0016,nzd0499-0017,nzd0499-0018,nzd0499-0019,nzd0499-0020,nzd0499-0021,nzd0499-0022,nzd0499-0023,nzd0499-0024,nzd0499-0025,nzd0499-0026,nzd0499-0027,nzd0499-0028,nzd0499-0029,nzd0499-0030,nzd0499-0031,nzd0499-0032,nzd0499-0033
0,1999-08-26 22:07:32+00:00,137.9319775168167,142.57460780828328,139.22377292425273,152.77577699086902,136.8273945997164,140.74107475185812,134.2434104732808,133.5008306013039,134.61407266277428,133.54419566399395,135.77340813319256,145.081620593808,144.78678744926353,150.8998130744923,151.38451027390153,156.86454370052547,157.44034158290123,164.46034065431581,169.33301211023087,161.0046426283664,154.9589416753111,153.57175693846204,153.27080451584754,152.82009088540661,162.4472521299964,165.28591569716212,170.91230241964655,167.8662399467829,164.06965464176176,163.41975017999775,149.44239692129295,146.0797663702048,138.17063127597365,130.16643208614656
1,1999-09-27 22:07:36+00:00,,136.88054736266463,132.79688923446847,128.31177325273205,118.99357155319473,112.61369469942792,111.875401733931,119.06517626322514,114.27760055017555,115.6266013247936,114.91772802861769,118.65232841558736,128.93417609979778,138.1313907280306,146.5651507391077,159.94713164203304,136.7400072559025,154.6909749962277,154.1182438910608,147.67333926050375,145.66632542951484,141.79006088299067,145.63293020547832,153.84127158835955,161.23269520351474,166.76560012984064,178.8406672785543,169.1905452867306,163.95962627541854,156.36447941372947,148.37503063209851,143.51200591552987,131.45611999180818,
2,1999-10-20 22:13:38+00:00,132.46639055642842,129.5230301847651,125.90415959319581,121.3942454600386,117.85168909495809,118.06589148205146,121.36597265004579,122.01472270742919,127.07877444362626,128.02806183552426,130.45783595436959,136.28018934241126,137.62964013418545,145.06314445354488,150.08773393977395,154.5616051131419,152.73609124567213,160.737509951844,156.29778219772757,148.53482202273923,145.99133387231223,140.62337256232945,145.58630529311628,147.10951235125876,147.38591881553603,159.99678804589945,161.1724218760667,161.44860575493254,160.7862970583797,152.85026191701954,150.35180545984588,145.0651440073747,139.88074187529733,151.2242025596163
3,1999-12-16 22:07:33+00:00,150.24919627964155,146.25171333201513,141.67107719950212,139.1688645240732,137.73337689377135,139.62511709029283,136.53292718098382,135.8573848921467,139.14240049610547,140.7112607644281,145.7789999908812,151.38962317776162,156.48080441243448,159.79191194634794,165.7029333103272,177.49689772271984,175.70867637481035,175.48197480109675,174.30551056709714,167.46971888858698,165.36795812925632,164.2042835879254,158.96360988764692,164.56935658166034,168.46213648369636,174.74582287394313,178.9517170411748,172.90166173103867,172.7149360237109,174.32063791890886,163.19053701203316,161.72593759520615,151.7054593757013,152.5730357842197
4,2000-02-18 22:07:16+00:00,160.2323245080336,150.51553155536664,149.53099089312968,148.52674721296938,144.16329881257798,145.63335443367512,150.57375578588713,147.08468530057328,145.1617851548879,147.65944423787792,151.62955349261802,160.17676262870535,164.20083278622633,169.20277252273155,178.6250292301892,185.08212370937855,180.71533053291375,184.3014772702179,186.32874513858644,179.69722595420365,178.0819727982958,174.72804335092235,173.53304809154469,176.46609013944905,176.31337168738656,181.99029445678468,183.65693542132516,180.6920650734852,184.58851634038055,184.89836319546882,180.1443144718322,179.05282321048398,171.74547997711713,175.6800275710167
5,2000-02-25 22:13:25+00:00,151.16906230923095,147.97763375512864,145.2312886914946,142.71835211635076,140.47069804881508,140.11458629719195,138.73798922682715,139.0033212856551,143.21800351170492,141.53189576222297,146.21011806051345,153.4899397886462,158.4581035215065,161.8653772412571,169.84400165815924,174.23575281064183,175.0053668976468,178.87187483338386,178.5801035946213,174.07020259042443,167.5461455732423,168.0281932625289,166.63507011403593,165.53591706677506,172.68343174579297,176.85132568065063,178.53210838710842,181.18300623177362,177.42789190486386,177.24324796045767,171.2036489693825,164.63355256998622,164.77904699266836,163.1580067670749
6,2000-03-21 22:07:12+00:00,163.56942293003348,154.6584973990913,152.69304268512383,156.25953553428678,149.7679452313074,154.51685180174366,,,,,,,,,,,,,,,169.74168757300203,180.94907885480882,184.44139292808677,176.60819800712864,152.79332718835178,138.73862878926332,99.08876457255337,101.61771798182295,149.81967642697882,179.74709232844125,181.0435575290587,180.87362003255623,178.9721433741308,179.2777143219966
7,2000-03-28 22:13:18+00:00,138.59909334828794,138.6095204102611,134.47938188025103,131.4842200446378,131.587911250898,129.61085652053234,127.83071791413904,127.15599456621152,131.33375504393848,130.78577731420913,136.80469401359218,139.8976977739405,146.08644153018898,150.58393927400013,156.0650962407278,164.40959645523353,159.56418161156276,169.6846285640716,167.2976489772191,161.48911521284015,154.85823069276896,158.908140659963,152.72893596049093,155.34103808741182,161.8576922388091,160.13047229063713,162.0929331066541,161.56222018419112,159.36430179719937,162.06552757727,153.70620053528873,154.27792693710185,152.28626129572038,152.1433536668063
8,2000-05-08 22:06:44+00:00,149.931298400651,151.38939948804605,146.39312177975165,148.68198957440276,148.15819730546275,145.211520791306,147.11804395529435,145.16335141147454,146.04506608995,147.96474320014823,152.43047230494975,156.11082594433887,157.88503069267387,163.6604247297338,172.36019348924552,177.9120248195743,179.52849032529903,181.13137647848126,178.5681607235066,175.233110366737,171.82492347607655,174.35939477671272,172.987313182595,172.96236437418094,178.82720942855363,183.69320783916515,184.60554340282908,183.8369557074136,180.64088105570016,181.29949812639688,176.8217149266241,172.825214548337,167.3714472640338,170.83205634466222
9,2000-05-15 22:12:54+00:00,129.55559056653863,134.28289308686064,131.2958548500887,,,,130.93240438779446,132.10495570576015,134.5627834537048,138.08364349277008,144.06330109270732,144.9719690850287,147.69378422315754,152.02862000141425,163.4715666868799,169.2014463684231,167.89036152083347,173.7239006211192,171.4929380096841,165.0302724108858,164.0317386124573,160.0594054915075,163.61272112428205,161.29047279447687,166.60024111296866,175.5327321120193,171.39061527638762,170.5162274212301,170.44336896330583,164.45582177156223,164.68046832789065,157.95515441627563,160.38844723433976,160.6289242415175
