,dates,mex0537-0000,mex0537-0001,mex0537-0002,mex0537-0003,mex0537-0004,mex0537-0005,mex0537-0006,mex0537-0007,mex0537-0008,mex0537-0009,mex0537-0010,mex0537-0011,mex0537-0012,mex0537-0013,mex0537-0014,mex0537-0015,mex0537-0016,mex0537-0017,mex0537-0018
0,1986-03-27 17:37:13+00:00,,,,,,195.8062855968629,195.06245412530032,189.81066599805814,192.62988609405602,189.73298090853163,188.47082396590804,185.12176729743464,188.77025831615128,194.06429496349818,197.7365652561793,198.31902234130482,201.98434447131768,200.5187736355875,197.13539396640604
1,1986-05-14 17:36:04+00:00,192.46535324311753,191.36645625203786,194.68333623278613,193.28346818122614,193.97182308573804,199.5645042491456,196.39148321221728,189.1891510259139,193.46696519742684,181.8213190896168,190.86132648239789,190.858905501174,192.7358160626824,197.20870678506523,198.6686905548587,197.05348454034095,206.10880178821455,196.44600407894617,196.58807173598913
2,1987-07-20 17:36:38+00:00,200.70744782620164,201.4852040003564,199.25125923298262,199.41847041633238,199.0544152038598,199.72215286367893,197.04100935513944,194.28509758874074,198.48620349618187,196.53438413359845,194.67060667436672,195.40743519893616,197.97719000146526,201.30530622115586,200.11376103593327,200.96711573374142,205.89182528630212,201.84857066610468,198.49762147451014
3,1989-09-11 17:37:23+00:00,187.3847243019021,198.96277594921446,191.6321254767795,198.61776486478763,198.8534221822324,199.41564719196694,198.31857700054417,196.69602485734967,190.83335960935264,184.4088295350564,189.88708755512616,190.74458395321733,197.7541687779447,198.4699059702937,202.7680547783264,201.9169839114745,206.35085539285836,205.3310604327952,210.08956984696223
4,1992-01-23 17:35:38+00:00,187.55887269469633,190.50612686686262,186.32497153561826,194.5003985668293,198.04450257362774,193.45084691751833,187.07585199131327,186.62677385846342,188.08552013881945,187.7135912527731,188.87154852649758,185.3688025026375,189.83070854001156,193.40853701399652,198.64195581025953,201.15323008650358,205.99710743157834,198.58590690106303,196.6706724589658
5,1992-02-08 17:35:34+00:00,175.9642543873387,182.3000631688116,176.3208232397439,181.95588359366252,182.71290226722874,183.03339967129057,174.6051589714122,178.8212227777358,179.56646993977148,176.61835578778818,176.51954059825485,178.47777607943956,182.80887430521793,186.59543423285555,187.29967776422632,190.64539355159212,194.38882225915665,187.7182145265796,190.04491620661523
6,1992-02-24 17:35:34+00:00,191.905567137454,192.57772248100514,190.3355008910175,192.70730905136622,189.30449312029347,186.07861074932225,187.05505657875364,185.3528330621027,183.9618869708491,176.49562442876646,182.08775532011046,178.77633806221428,184.23867946366465,189.40367683384073,191.42408095336793,194.9604423990464,196.98291501847152,189.32930743461196,193.1754561592224
7,1992-03-11 17:35:33+00:00,194.3997247347238,195.4887368060454,190.6902400990777,194.79155965779404,194.7349373974985,190.74590454226134,188.78586935898824,183.8966599033488,184.38120712131155,177.54581261007348,184.9462374996971,181.94657210740885,184.8244101186887,191.52129966694233,192.88512359823181,193.29444189085282,203.44406801673,194.02661810227443,193.82717140616805
8,1992-09-03 17:33:39+00:00,195.3618240685749,197.12260535314329,190.88198228366022,198.69999220366807,203.23618737780555,199.47362119205422,196.41305503027823,193.11144050938483,191.6793467726714,188.10688992400446,190.97330974417847,189.35545333715493,194.55666351991314,195.47751758540937,197.8289868449756,212.4759707436615,215.1387601802891,208.13788651936272,208.196251665703
9,1993-02-10 17:33:18+00:00,174.5301736499018,179.8340032103183,168.93101282259966,178.77845062973952,177.1410870516412,175.5720653684755,177.99790224598246,184.8134770412972,179.98545028135734,174.72823166725885,180.0428040533896,171.66529887596027,177.18757840271627,180.48503694982702,183.2526075710322,187.13772336783907,189.56502014071773,187.88704084124686,188.14991340241843
10,1993-03-14 17:33:33+00:00,189.06740178198137,200.24748764432616,194.3174384722881,195.8451111463863,191.31358306041207,191.16232429849268,188.89992042510542,184.97099603621953,184.31108159430292,175.82113522219848,181.2289540841812,181.93915478511428,188.72767866241452,192.23250648936482,192.1157044308122,198.803418546665,204.46332260137933,198.14355570250717,199.7284112305363
11,1993-03-30 17:33:36+00:00,190.42197855403876,197.03406161679644,191.4004883730436,191.1726507638603,193.16015757743915,189.59586646597802,186.30961707478997,185.99609241612248,185.0100577949043,177.35174012217678,184.34594086028724,184.64408384188903,187.21669309790084,195.37814147892476,194.34305855951197,192.19057878313856,199.95637501803785,193.3732571065807,188.54279554305117
12,1993-04-15 17:33:44+00:00,186.83339606656972,195.58275482040926,189.72156497235562,192.99044610061682,188.78857101439755,188.74245113849037,188.6290614325968,185.17036704352998,182.9157837725825,179.5139686609586,190.1188891925745,187.64515246955006,187.54301059162142,193.92680650612897,195.6526307056635,194.44950780919578,203.0076859596069,195.245338723938,192.54771042086634
13,1993-05-17 17:33:52+00:00,190.63293504084868,190.84798897977092,190.4229594169699,189.81976184754117,192.43211153993622,188.72824582244425,190.0541702053625,179.93273706696965,182.6371032873563,178.02132619799255,183.34491897103652,183.80331874341485,186.00021146467094,193.7870858115555,190.15211706195063,193.20933537265142,197.9829907991741,189.26281668705664,187.56169095434325
14,1993-06-02 17:33:55+00:00,194.90851771635158,195.8593521517674,192.58784983035457,192.7142650462338,194.03165797983698,196.15848641717682,197.3005806030437,190.80454361442702,188.4707080823985,182.99796996986362,189.23764923471148,189.821947408635,188.04560080226642,193.728255901129,192.43679767104615,197.02002108393927,204.16302690323047,192.90887089321734,191.07834358244253
15,1993-06-18 17:33:53+00:00,221.35356472664466,205.40052238193408,196.80200315682322,197.49270144536976,198.91724538558688,195.3671973282539,200.42635093984447,193.02955985575463,194.42916136596713,187.5338727716025,190.33079245124506,190.18567170362232,191.91531235303069,199.6955567298432,198.19392149554844,202.51078473566287,213.56616368907552,194.10472064757755,192.70462384106622
16,1993-07-20 17:33:47+00:00,198.45700776720415,194.44602386326693,198.12800113154597,196.9108052031638,197.98627125276988,200.86055556649035,206.89317820361447,195.29352222093002,196.70296019361123,192.71644918538655,194.19049521779206,197.96088209800152,196.9779762506218,200.95988245523492,201.63718653815994,204.21708505675687,204.73757346802813,204.0914246758018,202.77184884298805
17,1993-08-05 17:33:47+00:00,191.43782923592593,192.20614707064342,190.0086444637614,192.887533659125,194.86857771533218,193.16071582350207,196.44877155426136,188.97706600429888,191.73528733433966,191.9988139174009,193.6872778797582,191.22630354883194,192.41447453545328,198.58996113823483,198.18080652015476,202.22902973193573,205.1400770163729,202.5898591505326,201.1173398627778
