dates,satname,sar1379-0000,sar1379-0001,sar1379-0002,sar1379-0003,sar1379-0004,sar1379-0005,sar1379-0006
1984-04-29 09:27:29+00:00,L5,415.48,476.46,466.65,456.96,451.63,456.54,172.86
1984-05-06 09:33:51+00:00,L5,415.87,434.56,341.30,305.57,311.46,441.45,140.22
1984-06-07 09:34:42+00:00,L5,415.97,446.13,342.92,305.83,313.25,438.22,167.20
1984-07-02 09:28:52+00:00,L5,402.89,476.78,481.95,484.41,474.51,448.14,177.57
1984-07-18 09:29:10+00:00,L5,448.64,429.04,343.24,305.33,312.58,441.03,165.85
1984-08-19 09:30:15+00:00,L5,400.89,442.58,343.72,299.92,313.20,384.18,173.02
1984-08-26 09:36:33+00:00,L5,393.66,436.09,341.87,305.34,311.84,441.95,172.94
1984-09-11 09:36:38+00:00,L5,448.49,432.27,336.71,292.20,261.03,216.30,169.50
1984-09-20 09:30:28+00:00,L5,448.63,416.77,500.73,336.49,146.81,104.18,
1984-09-27 09:36:39+00:00,L5,404.92,432.96,332.07,292.37,296.64,224.59,173.35
1984-10-13 09:36:37+00:00,L5,389.60,433.36,333.62,291.27,294.94,371.37,188.79
1984-11-07 09:30:17+00:00,L5,448.35,424.88,340.42,291.07,307.34,223.45,172.75
1984-12-09 09:30:22+00:00,L5,448.43,426.93,336.79,298.75,293.21,436.40,176.25
1985-03-31 09:30:43+00:00,L5,415.87,450.56,345.02,305.69,312.58,429.69,175.66
1985-06-03 09:30:28+00:00,L5,415.54,431.61,340.63,294.31,298.89,425.88,166.95
1985-06-26 09:36:35+00:00,L5,417.31,434.15,334.15,291.33,294.42,347.02,140.53
1985-07-05 09:30:21+00:00,L5,420.52,442.17,341.92,297.35,301.76,387.58,156.85
1985-07-12 09:36:29+00:00,L5,420.11,433.15,340.71,292.83,311.83,385.33,163.32
1985-07-28 09:36:22+00:00,L5,412.54,436.21,341.16,297.79,304.13,442.85,172.74
1985-08-13 09:36:12+00:00,L5,400.84,434.60,341.26,297.01,300.87,424.36,173.67
1985-08-22 09:29:56+00:00,L5,448.25,435.49,330.60,290.06,290.77,371.64,164.46
1985-08-29 09:36:02+00:00,L5,408.86,433.66,340.43,293.05,281.56,218.09,140.65
1985-09-14 09:35:49+00:00,L5,403.73,439.87,341.58,291.22,295.79,368.09,164.61
1985-09-23 09:29:32+00:00,L5,400.69,438.16,340.40,292.91,253.15,222.36,188.26
1985-10-09 09:29:23+00:00,L5,407.40,435.12,333.46,293.65,288.79,222.19,189.03
1985-10-25 09:29:11+00:00,L5,,434.25,341.05,294.11,300.58,368.48,172.79
1985-11-10 09:28:57+00:00,L5,448.58,431.99,340.68,290.65,294.26,383.97,187.90
1985-12-03 09:34:43+00:00,L5,,,,193.83,253.04,227.20,189.19
1986-03-18 09:26:22+00:00,L5,403.79,445.72,342.49,305.28,294.33,405.21,188.48
1986-03-25 09:32:25+00:00,L5,448.34,425.95,327.65,291.42,271.20,234.19,173.86
1986-04-10 09:32:04+00:00,L5,418.54,250.61,,466.77,483.23,214.55,121.16
1986-05-05 09:25:17+00:00,L5,415.54,431.33,306.17,281.02,284.21,233.05,163.21
1986-05-12 09:31:17+00:00,L5,415.71,433.65,341.01,297.22,309.83,374.11,172.69
1986-05-21 09:24:51+00:00,L5,448.36,432.58,342.45,297.83,298.25,367.46,166.17
1986-06-29 09:29:50+00:00,L5,448.39,433.39,341.38,298.88,306.92,437.46,176.69
1986-07-08 09:23:21+00:00,L5,402.09,448.19,351.32,306.99,313.25,404.46,188.90
1986-07-15 09:29:17+00:00,L5,415.95,436.41,342.28,297.53,307.92,368.65,163.39
1986-07-31 09:28:43+00:00,L5,400.76,442.12,346.18,299.57,313.58,371.29,165.36
1986-08-09 09:22:13+00:00,L5,448.51,430.62,340.71,297.64,310.46,366.02,168.70
1986-08-25 09:21:37+00:00,L5,448.72,437.14,340.77,291.59,278.82,216.95,174.87
1986-09-01 09:27:32+00:00,L5,340.44,432.88,343.44,299.58,312.06,367.21,173.01
1986-09-17 09:27:01+00:00,L5,340.62,435.35,342.49,296.66,295.91,372.76,175.65
1986-10-28 09:19:29+00:00,L5,448.34,430.66,332.59,290.86,285.21,221.51,176.78
1987-03-21 09:22:26+00:00,L5,448.72,425.18,327.79,290.78,305.89,-22.27,15.86
1987-03-28 09:28:52+00:00,L5,415.63,446.85,488.81,488.64,468.82,383.89,172.68
1987-04-06 09:23:00+00:00,L5,415.78,438.50,340.87,297.62,296.38,369.62,168.54
1987-04-13 09:29:24+00:00,L5,405.28,449.01,487.54,488.71,473.69,384.80,172.89
1987-04-29 09:29:54+00:00,L5,415.88,448.34,490.48,488.63,467.04,388.92,163.72
1987-05-08 09:23:59+00:00,L5,415.88,439.87,346.97,304.68,302.79,374.80,157.01
1987-05-15 09:30:21+00:00,L5,415.88,446.09,346.31,298.83,311.88,371.46,164.80
1987-05-24 09:24:24+00:00,L5,418.33,442.04,341.61,305.53,312.65,372.32,140.79
1987-05-31 09:30:45+00:00,L5,415.75,442.76,343.22,305.28,310.68,365.82,164.53
1987-06-16 09:31:07+00:00,L5,393.95,447.05,348.96,306.72,312.75,384.12,168.05
1987-06-25 09:25:08+00:00,L5,416.09,433.41,341.25,293.90,303.41,365.56,141.23
1987-07-02 09:31:27+00:00,L5,405.71,438.52,345.54,304.90,313.73,384.84,166.03
1987-07-11 09:25:27+00:00,L5,415.88,435.67,336.02,293.10,298.12,370.23,165.49
1987-07-18 09:31:44+00:00,L5,390.70,435.96,353.23,320.03,314.65,389.75,98.31
1987-07-27 09:25:49+00:00,L5,367.70,436.25,340.88,294.15,296.60,370.08,156.22
1987-08-03 09:32:13+00:00,L5,400.86,437.72,341.92,298.05,297.90,369.96,157.48
1987-08-19 09:32:41+00:00,L5,362.99,434.48,341.51,293.69,302.13,223.77,164.10
1987-08-28 09:26:45+00:00,L5,327.11,442.73,341.90,298.52,297.80,345.63,177.98
1987-09-04 09:33:07+00:00,L5,332.81,438.84,342.68,296.82,298.72,371.30,177.48
1987-09-13 09:27:09+00:00,L5,361.46,433.69,341.60,293.59,287.14,225.34,169.17
1987-09-20 09:33:30+00:00,L5,448.69,422.06,331.31,291.08,255.14,225.08,141.15
1987-10-31 09:28:04+00:00,L5,448.29,424.36,328.24,290.18,275.79,212.98,167.57
1987-11-07 09:34:26+00:00,L5,447.44,417.76,325.59,,-50.81,,
1987-11-16 09:28:26+00:00,L5,447.92,420.72,326.21,289.86,254.21,215.03,157.65
1987-12-02 09:28:42+00:00,L5,448.48,425.26,332.45,292.89,291.78,219.72,141.42
1988-01-10 09:35:29+00:00,L5,448.67,428.11,336.37,295.18,252.14,215.90,125.46
1988-01-19 09:29:29+00:00,L5,448.26,425.48,326.98,292.72,304.12,373.53,282.32
1988-02-11 09:36:05+00:00,L5,447.55,421.90,327.90,276.96,261.08,204.85,188.49
1988-02-20 09:30:02+00:00,L5,447.42,415.67,331.71,289.58,252.94,214.39,173.28
1988-04-15 09:36:38+00:00,L5,448.72,431.63,340.64,293.99,295.80,219.80,130.12
1988-05-01 09:36:45+00:00,L5,448.41,424.83,334.30,291.10,255.49,217.46,141.65
1988-05-17 09:36:55+00:00,L5,447.61,422.28,335.88,290.91,279.92,214.50,156.91
1988-05-26 09:30:48+00:00,L5,448.65,425.60,330.30,293.30,270.17,-31.09,10.15
1988-06-02 09:37:02+00:00,L5,403.83,433.74,341.19,294.45,284.42,218.73,157.63
1988-06-11 09:30:53+00:00,L5,448.67,430.65,334.24,293.69,305.20,218.08,141.90
1988-06-27 09:30:59+00:00,L5,448.60,424.36,330.30,291.10,264.14,,13.22
1988-07-04 09:37:12+00:00,L5,384.79,445.64,344.60,305.69,311.52,370.38,125.72
1988-07-13 09:31:03+00:00,L5,448.56,416.05,326.75,290.11,315.61,404.38,109.62
1988-07-29 09:31:06+00:00,L5,448.36,437.94,335.99,294.04,320.85,409.23,133.37
1988-08-05 09:37:16+00:00,L5,415.47,434.47,341.10,293.53,319.47,407.26,276.11
1988-08-14 09:31:04+00:00,L5,416.70,433.79,331.74,290.64,316.68,387.65,273.62
1988-08-21 09:37:17+00:00,L5,288.98,369.60,341.41,294.65,319.26,405.79,312.75
1988-09-22 09:37:13+00:00,L5,447.93,416.87,326.09,284.59,318.29,403.61,321.44
1988-10-01 09:30:58+00:00,L5,448.11,422.70,327.49,,,,
1988-10-08 09:37:09+00:00,L5,448.47,428.70,329.36,290.38,317.39,406.65,312.34
1988-10-24 09:37:05+00:00,L5,448.12,423.56,328.98,289.58,316.40,388.76,318.93
1988-11-18 09:30:56+00:00,L5,447.32,417.82,325.45,276.20,315.72,390.82,315.23
1988-12-27 09:36:51+00:00,L5,447.41,411.32,329.07,290.58,318.48,405.29,311.95
1989-01-05 09:30:40+00:00,L5,448.28,419.19,327.43,290.70,323.63,403.79,317.32
1989-01-28 09:36:31+00:00,L5,448.49,425.29,328.30,289.82,317.34,405.01,319.86
1989-02-06 09:30:23+00:00,L5,290.42,295.63,331.68,290.49,329.10,412.23,320.49
1989-03-17 09:35:40+00:00,L5,448.57,424.62,340.50,291.14,320.01,406.49,298.87
1989-03-26 09:29:17+00:00,L5,448.29,430.63,327.65,289.82,316.44,388.71,312.60
1989-04-02 09:35:35+00:00,L5,447.75,415.64,326.03,289.52,314.46,389.10,316.05
1989-05-20 09:34:56+00:00,L5,447.56,420.43,326.68,289.72,329.21,412.04,316.94
1989-05-29 09:28:41+00:00,L5,418.37,430.67,329.43,292.58,318.82,405.47,321.19
1989-06-14 09:28:10+00:00,L5,448.58,421.79,326.88,290.18,317.95,407.26,299.29
1989-06-21 09:34:19+00:00,L5,294.92,290.09,329.01,290.14,319.39,407.00,316.79
1989-06-30 09:28:02+00:00,L5,447.46,408.67,315.18,276.19,314.76,402.92,314.19
1989-07-16 09:27:43+00:00,L5,447.36,408.63,326.18,277.86,315.74,403.37,315.51
1989-07-23 09:33:45+00:00,L5,447.72,436.41,340.53,294.64,320.09,389.15,314.17
1989-08-01 09:27:23+00:00,L5,297.41,394.57,327.22,290.44,318.12,405.92,313.14
1989-08-24 09:33:03+00:00,L5,300.15,419.08,336.81,293.20,319.90,409.00,309.87
1989-09-02 09:26:41+00:00,L5,447.44,409.10,315.91,289.85,318.30,406.86,325.41
1989-09-18 09:26:08+00:00,L5,430.90,432.91,333.79,291.42,317.93,407.60,312.36
1989-09-25 09:32:16+00:00,L5,448.43,425.09,330.88,290.51,317.18,405.74,324.11
1989-10-04 09:26:00+00:00,L5,447.99,420.77,326.98,282.63,315.65,422.85,320.86
1989-11-12 09:30:31+00:00,L5,447.03,409.97,312.03,275.71,313.30,404.82,331.15
1989-12-07 09:24:00+00:00,L5,447.48,402.44,485.10,486.31,483.63,409.73,327.06
1989-12-14 09:30:02+00:00,L5,445.62,439.75,340.37,304.94,333.51,422.50,315.82
1989-12-23 09:23:34+00:00,L5,448.03,417.20,330.49,290.22,321.85,410.98,311.17
1990-01-15 09:28:57+00:00,L5,448.37,421.27,325.77,290.21,314.42,404.46,320.42
1990-02-09 09:22:02+00:00,L5,447.71,416.54,329.60,290.81,317.40,424.66,315.11
1990-02-16 09:27:59+00:00,L5,447.84,415.80,325.37,278.35,315.30,403.49,331.05
1990-03-04 09:27:26+00:00,L5,448.49,419.93,328.65,291.56,317.93,403.79,313.37
1990-03-13 09:20:59+00:00,L5,447.77,426.67,330.77,290.62,329.08,424.02,315.69
1990-04-14 09:20:34+00:00,L5,331.54,476.55,484.18,483.49,472.61,,-64.37
1990-04-21 09:26:46+00:00,L5,447.65,425.76,327.90,289.63,312.48,370.28,316.29
1990-05-07 09:26:43+00:00,L5,447.36,436.63,340.68,291.39,316.80,416.58,316.76
1990-05-16 09:20:37+00:00,L5,289.24,291.34,322.92,289.88,315.57,387.48,315.34
1990-06-01 09:20:32+00:00,L5,281.78,279.01,309.79,275.25,294.48,384.61,315.78
1990-06-08 09:26:43+00:00,L5,447.62,422.31,332.53,291.15,312.37,403.02,310.26
1990-06-24 09:26:42+00:00,L5,448.29,421.39,325.11,290.12,319.55,408.91,309.64
1990-07-03 09:20:30+00:00,L5,292.31,287.65,318.16,281.12,311.61,391.62,309.30
1990-07-10 09:26:40+00:00,L5,312.83,282.56,315.76,277.61,310.08,383.94,300.50
1990-07-19 09:20:25+00:00,L5,447.96,416.12,480.10,485.68,483.26,384.67,313.23
1990-07-26 09:26:36+00:00,L5,448.07,417.84,475.85,480.11,466.38,495.46,316.27
1990-08-04 09:20:20+00:00,L5,311.93,476.70,474.15,476.52,467.67,497.53,319.82
1990-08-11 09:26:31+00:00,L5,447.64,422.92,478.57,479.74,469.81,425.25,317.59
1990-08-20 09:20:18+00:00,L5,332.77,376.34,484.67,484.55,485.17,408.15,319.30
1990-09-05 09:20:10+00:00,L5,448.46,476.75,476.53,477.80,478.53,425.28,311.83
1990-09-12 09:26:23+00:00,L5,301.73,290.13,325.88,278.33,314.40,389.51,318.86
1990-09-28 09:26:14+00:00,L5,319.64,299.75,334.24,294.29,322.70,406.29,310.16
1990-10-07 09:19:54+00:00,L5,445.60,437.21,331.22,299.73,334.70,428.83,310.37
1990-10-14 09:26:08+00:00,L5,430.70,422.91,486.27,486.29,474.12,405.71,314.87
