,dates,nzd0439-0000,nzd0439-0001,nzd0439-0002,nzd0439-0003,nzd0439-0004,nzd0439-0005,nzd0439-0006,nzd0439-0007,nzd0439-0008,nzd0439-0009,nzd0439-0010,nzd0439-0011,nzd0439-0012,nzd0439-0013,nzd0439-0014,nzd0439-0015,nzd0439-0016,nzd0439-0017,nzd0439-0018,nzd0439-0019,nzd0439-0020,nzd0439-0021,nzd0439-0022,nzd0439-0023,nzd0439-0024,nzd0439-0025
0,1999-08-26 22:06:44+00:00,,,,173.15625545401963,181.1265729095408,202.1055552799984,224.6122738571768,,,,,,157.71316451780837,138.78925004975315,133.67462703153717,127.62362581923396,138.89934020574583,149.8022233927033,153.7082058693902,168.6752125133102,155.22901114431917,144.72793304746557,147.38999229312623,136.74534204666617,128.190003083146,132.81153878495863
1,1999-09-04 22:00:33+00:00,136.75134110608036,124.9400964751031,109.683651826667,118.16612440789586,124.46988105351484,136.46221706365588,148.35045422326576,172.2540018158184,191.8274759189709,190.45348156608105,185.13691270491827,,128.47181441095805,117.97128979336294,115.11764935206207,104.33768391436934,103.57808352831688,109.46715525390496,126.623087695727,144.93878739867372,125.04312865708648,119.20221625044698,118.50536767460332,114.3666226339854,96.27652829675864,98.93104540345044
2,1999-09-27 22:06:48+00:00,182.64472266625012,160.54130598487134,138.06292381504628,137.30057817027682,137.57619456818873,151.6412154939569,164.6246017581924,180.6212652755313,214.9575492670308,229.6899995864958,220.6059016057336,193.46502705669653,159.782449685318,134.64610871265188,123.19062152712364,125.039398285621,130.36782571216685,139.47023424349402,147.53772744861274,161.59203998213567,149.0132451866775,139.5348657763132,131.3052865009971,125.08836536159536,112.70467477715368,115.34881699512194
3,2000-01-26 22:00:26+00:00,98.35816421625722,103.92986618629186,105.64628121186416,116.79679733194304,112.76900676617744,102.73496590737643,124.32568045626334,165.56539471010765,193.0489276460719,204.53987182898413,184.07237433217625,,122.65785732264632,118.72647130825467,107.85868380630455,101.17100389887958,102.8179762553505,103.5621659549924,127.2934686082448,146.40854450148896,127.74393654416367,119.29936950461556,123.49454095470114,119.23346448730048,98.3407348815436,100.04997625023624
4,2000-02-11 22:00:21+00:00,97.14946587058598,103.99446315999484,105.83706831312068,121.212009548596,115.7056769023802,102.45429531761287,139.11145048419513,176.82886300663466,205.4120855976784,206.2022330759094,179.6745853060733,,126.42515709294914,116.8681272524512,112.96391478900722,102.6429589936514,101.18205336046604,105.87002807889483,127.72751609653888,146.2194468266254,122.55077672255688,114.1729434019755,116.50222546497498,111.00561521911942,93.3120580001672,95.1336205330252
5,2000-02-27 22:00:16+00:00,103.68256374026708,106.96435411489658,106.94927974776816,116.9548378773342,120.38629793530116,105.9174292027488,,214.85675174094348,232.42416105023,231.57015482096224,192.88528289452685,161.48528400341473,138.04919878268015,131.0445436169577,120.87048640802688,112.56855852905252,116.7632403504186,118.95112031955264,128.8506243215848,146.88543212492584,126.20278319237806,119.31539371499902,119.88779117763298,115.41569289505468,96.97904320083882,101.81863341314843
6,2000-03-30 22:00:09+00:00,99.94765801809008,104.64745328478752,112.44793788212633,,203.5856552658507,224.2952373522696,230.6244407313804,,,,209.0966351195564,180.6960838731639,159.13576336052375,143.00543292400758,139.32199924610882,130.79474993002856,130.6442164275137,136.1859527181661,140.86864551252776,152.66007310243674,134.37944326052246,125.77210042170042,125.22684299249158,121.18055422508677,100.27696352375878,107.49613638324077
7,2000-05-01 21:59:54+00:00,,,,179.43409660635135,229.1057304255591,,,,,,,223.0594044466752,181.1149172493726,171.0048981667494,158.48863079680365,149.20097001701848,155.882827493608,162.21922976950535,165.32775644234655,171.61609658104055,160.76875447978537,147.55353966882254,138.09502449608885,134.4978667151019,123.15631608546396,136.1766772840443
8,2000-05-08 22:05:56+00:00,94.31355224240949,101.53750422276605,104.42101000502971,119.51112053513494,154.92211966902715,176.8402007893693,198.46911748464555,214.8225488730847,225.75009291435,216.40922065569708,184.27591530420537,,126.05919627875072,116.382377002284,111.4253723763754,102.7955590425862,98.30607417221506,108.60224624380996,121.60693746400948,142.88064616571356,121.83106556858796,110.5682341622172,113.4442547178741,107.2879553217789,92.22937562226436,93.253332472813
9,2000-05-24 22:05:46+00:00,123.15166227078578,103.82913779562304,106.57714089607887,,167.78540090066676,178.2714971023634,206.69650704742293,218.28902412495137,229.16951662210707,227.5209385600548,190.57743878697127,162.85768518695903,136.3992504336207,126.09992236259342,117.8918213485189,113.4491480055862,114.1363141901398,121.08769460713891,124.8682482538583,141.7527389268829,124.37598341130598,119.9467983469966,118.88487296883564,119.35240535366474,,105.6730398103156
10,2000-06-02 21:59:31+00:00,,,,,,,,,,,,,,,,,140.2460281146299,138.1350480958867,147.461076074264,155.23851323930313,133.18623586463113,126.53255772060896,126.00517820214532,123.762241501104,107.83050514753904,117.5371706069831
11,2000-06-18 21:59:27+00:00,,,,,192.69661375886176,215.97841548847853,229.93359411888275,,,,198.5102125246451,,147.85550841652173,134.775073868174,128.09293785705128,122.70890448979074,127.58353962521188,131.9092502047338,146.68791588525846,153.46325833068036,136.52672482935475,125.26347530487104,131.81564310350308,118.69876597037069,109.2766941257928,109.39168517356195
