dates,nzd0439-0000,nzd0439-0001,nzd0439-0002,nzd0439-0003,nzd0439-0004,nzd0439-0005,nzd0439-0006,nzd0439-0007,nzd0439-0008,nzd0439-0009,nzd0439-0010,nzd0439-0011,nzd0439-0012,nzd0439-0013,nzd0439-0014,nzd0439-0015,nzd0439-0016,nzd0439-0017,nzd0439-0018,nzd0439-0019,nzd0439-0020,nzd0439-0021,nzd0439-0022,nzd0439-0023,nzd0439-0024,nzd0439-0025,satname
1999-08-26 22:06:44+00:00,,,,,328.60,,,,,413.22,413.53,398.72,331.02,312.84,307.22,301.23,312.63,324.00,327.74,348.02,333.98,326.29,336.06,321.79,311.66,311.63,L7
1999-09-04 22:00:33+00:00,,354.39,343.05,,359.08,371.89,,,424.88,423.36,405.31,392.37,345.87,335.50,333.83,321.89,320.84,327.38,343.32,359.88,340.43,333.04,328.56,325.54,307.83,314.25,L7
1999-09-27 22:06:48+00:00,,334.46,311.62,,,,,,393.65,405.98,409.50,382.42,346.70,324.76,311.15,313.01,318.48,328.09,335.91,351.76,339.73,331.41,325.94,319.43,305.79,305.66,L7
2000-01-26 22:00:26+00:00,362.64,368.35,369.93,381.31,377.02,366.95,388.48,429.89,457.21,468.80,422.72,398.56,354.97,351.06,340.27,333.45,335.06,335.86,359.41,374.02,355.45,343.59,339.70,338.92,319.87,327.88,L7
2000-02-11 22:00:21+00:00,355.11,361.44,363.12,379.07,372.92,356.01,396.24,433.77,462.89,463.43,414.45,393.77,355.60,345.81,342.05,331.71,330.41,335.27,356.47,371.02,347.60,336.34,331.55,328.83,313.23,320.12,L7
2000-02-27 22:00:16+00:00,336.51,339.35,339.33,349.96,353.25,338.31,,447.47,462.33,464.15,412.50,383.21,354.48,347.61,337.24,329.25,333.37,335.58,345.08,361.03,340.68,331.74,328.55,325.87,308.08,316.11,L7
2000-03-30 22:00:09+00:00,,,302.68,,395.64,416.39,429.28,445.26,452.38,443.31,405.07,376.82,354.74,339.62,336.36,327.64,327.81,332.60,337.82,349.74,332.08,324.58,323.61,320.43,298.12,304.50,L7
2000-05-01 21:59:54+00:00,378.83,,,333.65,,,,497.03,490.57,,430.12,400.63,361.69,353.23,335.22,328.47,337.23,341.57,346.46,356.66,345.51,332.86,329.48,321.81,311.12,318.09,L7
2000-05-08 22:05:56+00:00,341.00,347.94,350.11,366.51,398.06,422.80,443.74,460.79,471.34,461.08,412.47,398.65,350.10,340.95,335.72,327.06,322.11,333.42,348.50,365.19,342.80,330.26,328.02,323.18,309.67,314.59,L7
2000-05-24 22:05:46+00:00,362.01,341.40,343.27,367.72,403.76,415.41,443.57,460.53,465.12,465.45,414.49,386.22,357.08,346.61,339.17,333.83,333.56,341.94,345.78,360.33,342.70,336.21,331.66,,,,L7
2000-06-02 21:59:31+00:00,,,,,,,,,,,,,,,,,305.23,303.65,310.40,325.87,303.51,300.10,310.10,304.03,286.04,288.77,L7
2000-06-18 21:59:27+00:00,,,,,374.25,393.93,413.79,441.63,439.11,430.00,387.64,381.65,336.75,325.47,316.92,313.33,317.64,321.73,337.91,345.85,331.34,318.39,328.34,314.82,303.28,301.40,L7
2000-07-11 22:05:17+00:00,321.80,325.82,332.10,359.83,387.49,401.04,424.07,437.65,432.70,429.71,389.95,379.81,331.24,320.11,316.54,304.34,311.45,301.53,325.07,342.12,320.55,312.44,314.96,311.05,297.56,294.85,L7
2000-07-27 22:05:00+00:00,328.74,307.73,310.86,351.72,377.09,387.29,411.69,429.78,433.62,426.64,382.03,379.56,325.73,318.47,311.92,304.19,307.79,317.42,323.67,340.23,320.23,313.05,317.19,312.68,296.46,299.70,L7
2000-08-05 21:58:44+00:00,366.82,,,392.44,424.27,437.88,,473.05,484.22,469.91,419.77,415.60,361.64,349.46,343.44,335.76,332.94,340.90,357.51,377.57,,344.15,343.32,331.35,324.54,327.90,L7
2000-08-12 22:04:53+00:00,381.99,288.08,307.49,,,,,477.08,470.47,,414.54,364.39,338.93,329.58,326.77,321.46,325.95,331.95,332.69,337.96,319.49,309.43,323.36,318.39,301.45,321.50,L7
2000-10-08 21:58:00+00:00,,,339.08,372.72,397.83,430.65,434.99,437.20,439.50,430.78,393.64,385.67,343.08,334.11,321.24,313.22,313.90,320.98,334.42,347.71,331.78,319.38,327.59,318.85,303.11,304.14,L7
2000-12-02 22:04:09+00:00,,,394.79,424.50,,454.22,464.28,473.83,,,441.94,372.86,367.60,357.03,349.58,340.69,339.81,347.13,366.34,380.49,364.26,352.07,351.44,346.74,333.47,334.13,L7
2001-01-28 21:58:08+00:00,391.94,,388.13,396.39,405.41,,,,439.66,434.03,404.82,398.11,354.61,347.76,338.56,331.67,336.58,341.82,358.34,362.47,346.28,334.13,334.91,330.91,310.93,318.36,L7
2001-04-09 22:03:53+00:00,356.00,342.89,348.22,370.72,,,,,,,408.79,380.10,354.58,342.86,330.22,317.00,323.74,331.91,338.34,350.35,329.66,314.40,318.93,311.61,300.63,303.41,L7
2001-07-07 21:57:00+00:00,,380.24,371.94,,,,,451.73,466.57,462.32,430.63,380.03,362.85,350.06,338.70,335.22,339.13,347.14,354.13,360.99,344.63,336.10,335.12,322.82,315.19,312.76,L7
2001-07-14 22:03:09+00:00,420.60,415.14,401.82,394.75,368.51,,427.96,456.04,473.70,474.57,427.38,393.50,369.67,347.68,341.14,335.31,345.84,351.43,354.68,371.49,351.71,336.92,335.08,329.15,320.77,320.80,L7
2001-08-15 22:02:38+00:00,418.30,,,476.14,,446.66,453.10,444.42,443.72,430.85,397.31,378.66,338.56,322.00,313.31,313.12,319.04,323.92,335.84,345.87,334.05,322.87,323.17,309.45,305.60,308.51,L7
2001-09-25 21:56:04+00:00,405.55,410.32,411.23,437.33,,457.44,471.47,474.28,471.22,456.98,407.70,393.60,349.59,341.48,336.44,323.64,323.45,332.12,346.85,363.92,345.25,334.38,332.14,331.40,310.97,319.43,L7
2001-10-02 22:02:04+00:00,,,522.20,,,,,,497.74,,,379.78,348.92,331.76,322.53,317.28,323.47,329.88,339.87,354.96,348.70,346.69,344.56,334.75,329.63,333.84,L7
2001-11-03 22:02:10+00:00,,,,,,472.39,472.53,457.40,467.88,,399.46,381.61,339.19,328.47,317.93,311.36,315.98,320.62,336.68,351.76,337.08,327.90,329.98,323.00,311.65,310.92,L7
2001-12-14 21:56:17+00:00,,413.71,487.98,513.86,,518.18,514.41,,,426.68,408.57,365.88,333.09,323.32,315.32,315.50,316.92,319.37,329.07,347.00,332.32,331.07,333.04,320.11,310.79,313.38,L7
2001-12-30 21:56:13+00:00,,,477.14,504.45,,509.12,500.03,467.97,,414.01,401.25,366.36,342.82,332.99,319.77,315.61,315.64,323.20,328.94,345.17,331.46,328.64,331.29,320.53,308.88,313.63,L7
2002-01-22 22:02:40+00:00,395.10,412.13,440.75,478.90,,479.24,481.97,474.55,466.94,450.57,404.54,384.53,340.34,332.19,326.96,317.60,316.78,322.14,341.95,358.04,337.70,327.24,328.04,326.74,305.90,314.51,L7
2002-05-07 21:56:27+00:00,,,,,,,,,,,,,,,,,312.64,320.70,331.18,348.32,336.13,332.49,328.90,329.96,314.17,311.06,L7
2002-05-30 22:02:25+00:00,410.03,435.93,451.30,465.80,,459.07,463.02,464.31,467.63,451.60,403.81,399.03,342.94,337.80,332.85,322.47,321.87,332.44,341.36,357.85,344.77,333.74,319.60,331.01,314.68,326.49,L7
2002-06-15 22:02:19+00:00,417.34,442.30,453.22,471.84,,477.12,477.47,469.49,477.79,467.26,409.57,408.37,350.64,341.44,341.80,327.80,330.04,334.53,353.02,365.79,346.02,336.83,335.82,328.04,312.14,317.12,L7
2002-07-17 22:02:08+00:00,427.19,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-08-02 22:02:01+00:00,421.49,433.52,451.38,460.92,,470.98,469.16,465.51,474.43,464.33,402.85,385.48,339.46,333.05,323.88,313.83,315.14,322.44,334.63,351.39,333.43,322.46,327.12,316.77,310.20,313.21,L7
2002-08-18 22:01:57+00:00,,,,,413.43,409.95,407.41,409.01,409.36,387.42,354.35,355.82,308.74,305.56,301.14,293.63,293.13,307.43,322.33,339.78,323.53,317.16,324.30,313.35,298.20,301.74,L7
2002-09-03 22:01:48+00:00,418.67,429.49,437.45,444.33,439.91,430.42,430.50,436.00,424.60,419.33,380.57,350.53,323.73,317.69,308.24,297.50,298.38,306.90,324.07,341.37,321.50,317.01,317.65,315.54,305.68,308.49,L7
2002-09-19 22:01:34+00:00,,393.06,400.69,418.44,,,,,,,357.70,351.93,312.64,300.59,287.64,277.93,279.30,286.66,297.27,320.00,303.41,296.04,316.93,295.71,282.97,282.92,L7
2002-10-14 21:55:19+00:00,441.25,,,462.03,452.42,445.53,450.04,449.81,454.79,436.37,404.58,,345.47,340.81,336.23,324.89,324.30,330.46,347.24,364.66,346.04,333.11,333.33,331.71,312.59,321.20,L7
2002-10-21 22:01:36+00:00,,397.82,,489.45,,,437.78,434.87,433.02,428.21,387.59,336.87,319.33,310.99,302.91,293.03,294.23,302.92,314.69,335.88,325.98,314.75,323.10,317.56,305.36,309.74,L7
2002-10-30 21:55:25+00:00,439.74,,,453.97,452.94,441.92,449.73,450.69,454.36,439.20,403.83,403.33,354.70,348.97,341.36,327.96,326.78,331.46,351.29,365.52,349.73,335.29,335.67,331.11,313.01,323.24,L7
2002-11-22 22:01:57+00:00,395.52,406.19,421.36,424.93,409.99,401.40,405.14,406.11,412.64,402.20,384.13,368.91,326.47,318.11,312.85,301.28,302.45,313.80,327.71,346.79,324.20,318.94,323.51,318.00,298.95,307.39,L7
2002-12-24 22:02:09+00:00,399.15,424.86,434.28,450.07,444.36,438.09,432.78,433.66,436.81,429.87,390.46,395.56,348.64,349.36,341.07,331.85,327.66,320.85,340.39,358.28,341.82,325.86,327.23,321.96,307.93,311.28,L7
2003-01-18 21:56:06+00:00,424.77,438.14,461.20,470.71,479.17,477.46,,386.78,384.92,374.25,374.47,359.35,334.24,318.96,309.26,300.27,303.30,308.82,318.17,339.87,325.84,320.63,327.12,317.63,308.94,305.61,L7
2003-02-10 22:02:28+00:00,398.11,409.06,424.39,429.27,437.56,435.20,426.11,419.23,420.49,404.79,388.78,378.75,335.25,329.07,320.43,310.39,309.93,312.80,331.80,347.55,324.86,320.25,321.71,314.49,299.80,306.71,L7
2003-02-19 21:56:18+00:00,377.76,383.08,407.69,426.23,435.00,426.41,420.61,409.69,408.69,394.19,381.00,387.39,335.83,329.25,320.27,309.56,307.50,312.25,332.17,346.10,329.65,318.62,323.17,312.52,300.77,299.55,L7
2003-04-08 21:56:23+00:00,373.21,408.99,433.28,439.37,435.08,418.47,416.75,409.87,413.50,395.16,383.41,386.54,345.19,335.53,330.31,321.20,318.42,319.48,337.42,355.95,335.03,325.52,323.87,319.75,306.82,310.13,L7
2003-04-15 22:02:33+00:00,432.30,441.72,433.88,407.05,402.58,379.33,362.88,,,,376.85,369.04,320.44,317.65,305.04,291.54,291.69,299.06,303.02,316.78,299.81,300.81,311.90,309.47,304.88,304.30,L7
2003-05-10 21:56:22+00:00,425.09,428.70,429.50,428.83,416.83,395.13,393.22,396.54,409.10,398.37,,385.07,341.75,331.62,326.27,317.43,318.31,323.97,339.71,357.77,335.27,321.16,326.02,318.84,305.19,307.03,L7
2003-07-20 22:02:20+00:00,392.67,406.04,407.35,402.66,384.55,377.12,379.45,391.99,404.73,407.93,,386.94,343.71,340.93,335.91,,,,,,,,,,,,L7
2003-07-21 21:44:09+00:00,,,,,378.31,385.61,378.27,382.57,401.84,402.29,388.93,402.21,348.80,342.25,330.92,326.70,323.42,326.17,341.91,362.90,342.81,331.07,331.78,331.40,314.54,317.99,L5
2003-07-29 21:56:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,299.79,,L7
2003-08-30 21:55:58+00:00,,,,,,,,,,,,373.32,327.37,318.94,311.00,299.76,299.63,307.34,324.28,343.97,324.45,315.72,316.41,311.58,297.04,303.62,L7
2003-09-14 21:51:18+00:00,371.89,361.71,355.12,346.61,341.46,,338.55,359.49,378.75,379.69,370.28,387.17,336.77,327.78,323.83,312.52,310.59,313.85,330.45,348.15,329.96,320.86,321.92,313.83,301.38,308.26,L5
2003-10-16 21:51:43+00:00,,,,,,,,,,,,,,,,,,,,362.63,333.13,325.13,329.71,321.99,307.84,313.90,L5
2003-10-17 21:55:51+00:00,,,,,384.44,380.57,372.46,377.98,394.51,395.77,,394.24,352.23,343.68,337.87,324.59,324.22,329.70,353.57,369.50,349.89,337.59,339.69,332.70,317.34,327.15,L7
