,dates,chi0215-0000,chi0215-0001,chi0215-0002,chi0215-0003,chi0215-0004,chi0215-0005
0,1984-07-08 14:06:50+00:00,206.83310958096018,202.1548468292969,189.95505542279068,192.48618333001124,183.5360120338554,182.8581351815952
1,1985-07-27 14:08:05+00:00,213.40802282621962,215.79412775080843,198.81610859786502,211.19474096441385,196.74539822510923,191.34201784176295
2,1986-02-04 14:05:11+00:00,223.70079023600425,232.24142522717418,227.57842169760647,214.8221441807681,210.27554670308888,213.6456162083363
3,1986-07-30 14:00:28+00:00,220.0494921630152,222.58870736645565,208.75995094220715,214.78669455321608,199.96192280394942,199.55952581792025
4,1986-08-15 13:59:53+00:00,217.1312752499568,214.41388091151325,202.41894915661953,205.66748365193257,197.1337199016795,197.93210311696888
5,1986-08-31 13:59:17+00:00,215.25833221829947,215.52434328802636,201.63306788737174,204.73176227534077,192.48504827864065,189.7076320413961
6,1986-09-16 13:58:46+00:00,213.511652230381,215.6176856996718,200.565069307349,206.194588515749,197.76386861718026,192.71053096022484
7,1986-10-18 13:57:44+00:00,212.67792088418918,210.53503399386716,198.02187200417137,201.10705449771024,190.83629480754246,182.40299191904182
8,1986-11-03 13:57:10+00:00,212.25643938259412,214.31249853617908,,,,
9,1986-12-21 13:57:14+00:00,217.31790569933423,225.53807159154826,220.60406347701547,211.74047970829085,204.50618243817294,199.45631407779447
10,1987-01-22 13:58:10+00:00,214.4572715343861,218.06872135363596,214.9930114073004,213.93693047363482,200.91868303093491,201.1659384699519
11,1987-10-21 14:05:49+00:00,,,,,,
12,1987-11-06 14:06:08+00:00,211.24567866220806,208.60035473197044,203.29707985563948,205.8856617846199,190.62226981190219,182.36327482823845
13,1988-06-01 14:08:45+00:00,206.9994395658428,201.0269091459561,190.66820965157518,190.52142767421165,183.1357739635057,180.0694326692533
14,1988-08-20 14:09:00+00:00,218.11771835263716,216.46307637042855,201.95635286475883,207.92678178333355,196.46204072158508,194.30310503910442
15,1988-09-05 14:09:03+00:00,212.4338177071005,212.90085434947628,204.85129529247115,199.11067391338662,193.00449313638552,192.5666150428699
16,1988-09-21 14:08:58+00:00,220.5887994408393,221.06821733042432,212.11182153325373,209.32126046348176,210.0490567398228,200.35302914033895
17,1989-05-03 14:07:01+00:00,207.22922890357927,212.9613240396218,202.0115848469828,203.75003699316736,193.0284743777229,194.3640456535926
18,1989-09-24 14:03:59+00:00,220.62007456298363,219.5977819517526,206.6112369122902,213.4618063023689,197.10720988000276,199.3998132664676
19,1990-04-20 13:58:29+00:00,228.34093820137662,225.04724034746252,221.6118485134185,214.9312229294534,206.51822744468106,209.23945191999562
20,1990-11-14 13:57:45+00:00,211.54120258134586,212.45509713994028,200.67346979311412,203.42390425786027,191.75702961073873,189.94294599764663
21,1991-02-02 13:58:48+00:00,217.7877500917814,219.10680858018424,,,,
22,1991-08-29 14:01:55+00:00,206.99332096847417,209.34991001596708,191.56730109758163,193.6499951718642,187.62926605043842,182.82879563933403
23,1991-09-30 14:02:13+00:00,221.3521720466939,221.8778507023677,208.85297254153403,214.5775799460137,203.6031974586035,206.2841388882182
24,1992-01-20 14:02:31+00:00,206.9673422067003,210.36858978023832,210.99043429433425,202.21556872962958,191.02341622702605,180.67665806574854
25,1992-02-05 14:02:28+00:00,211.10709050292974,220.49939500211545,212.83948257407556,211.19643938827764,201.88424321405745,194.5363696690328
26,1992-07-14 14:01:16+00:00,193.30422923914267,197.66292067480475,190.7398994783722,191.71110963671407,180.14072055196974,177.36367806627229
27,1992-11-03 13:59:30+00:00,,,,,,
28,1993-01-22 13:59:58+00:00,208.33050667537822,214.21195267080418,206.23735796995254,203.37566911922886,191.70745845158982,186.8451205791199
29,1993-02-07 14:00:09+00:00,208.65923273909695,213.0688973993654,203.3895016745577,204.23821795738104,,
30,1993-04-12 14:00:33+00:00,210.29067011459858,215.4251771023766,207.07867255462827,205.7107638731752,199.75789938449753,192.31883694097166
31,1993-05-30 14:00:48+00:00,204.93476497358733,211.99856874192108,197.21278087833582,203.26142407609106,193.08169303807028,192.3885904013939
32,1993-07-17 14:00:39+00:00,198.68772476698487,207.25921645695104,190.50328184183596,193.65502321111873,182.40018795543676,182.91046978256279
33,1993-09-19 14:00:34+00:00,,,,,,
34,1993-11-06 14:00:17+00:00,,,,,,
35,1994-02-26 13:59:07+00:00,216.16280553290073,223.6992005744848,214.99395968736974,209.27371270952077,198.31866189618245,193.35691281292227
36,1995-05-04 13:46:22+00:00,211.37373603494444,217.92465477640573,211.8624014895768,208.24655560562917,198.53451047064988,199.44747228906436
37,1995-05-20 13:45:38+00:00,208.92457857363314,216.3226662276903,206.37442483887747,206.42988255836912,190.16085840667793,188.60548399284787
38,1996-03-19 13:45:53+00:00,214.01356564063866,215.99480777799172,207.1272855774912,204.89977897057457,186.9822725214537,173.28245742977072
39,1996-04-20 13:47:53+00:00,209.41351370248339,211.05682894387874,201.85047849584845,198.2390877375521,189.36508221354035,189.90656596854058
40,1996-08-26 13:54:53+00:00,204.97061492943925,207.2602579161358,191.39290659282344,196.48212027190732,189.40386639882493,189.93653190063986
41,1996-10-13 13:57:28+00:00,212.348855662981,214.50081559028993,200.9419234150492,208.1654434457008,199.11739818958898,195.310332986456
42,1997-01-01 14:01:18+00:00,230.37488123259828,230.84270504763953,221.78918755592647,215.37989316304203,204.9713288696745,209.58177979623085
43,1997-02-02 14:02:46+00:00,225.70520804754753,233.65910964031812,223.45941459538435,221.5388090707596,209.17871570265288,203.93137537998527
44,1997-06-10 14:07:32+00:00,211.8209935305125,218.5212809259362,206.35055781640446,206.82754387185105,200.22664446040926,198.0044361422478
45,1997-06-26 14:08:05+00:00,209.1677932134716,214.0856514145472,200.7824744555307,206.0159346396724,195.28182763605307,191.63062841114157
46,1997-07-12 14:08:38+00:00,216.6400955613209,214.46814612499605,204.03463464021237,205.2702394686353,198.41048429648305,191.108925058416
47,1997-11-17 14:12:20+00:00,207.52148303624637,214.90289725024454,209.44293303142229,211.80125751874124,188.655674744647,184.26511555285666
48,1998-02-21 14:14:30+00:00,213.04281877517906,222.23069737904888,223.05071953691902,221.96460954234544,212.6031744610941,203.47949035016936
49,1998-06-29 14:16:18+00:00,202.45335856095733,201.21392356125187,192.46698003220666,196.13424046116552,183.55781179257048,178.3509845038395
50,1998-07-15 14:16:30+00:00,206.02966184711352,210.20241120849192,197.46597698909247,202.89367982639504,188.43906754821091,183.68732059210078
51,1998-09-17 14:17:02+00:00,217.3680825535048,218.50042939138052,215.04394630584545,212.78444593412334,195.3512175447546,197.76118734419134
52,1999-03-28 14:17:01+00:00,208.19578508509147,217.94752730266157,213.67884933013858,207.36770588883138,194.8314369849721,194.93147961763998
53,1999-11-15 14:31:08+00:00,219.25554637335694,223.3007275103054,208.25217918442428,214.08450277826168,199.41297525140303,199.5985997352327
54,1999-12-01 14:31:02+00:00,219.8394860501633,227.31691199529612,209.2685619714535,214.83068948097787,209.04018693995081,208.38301944894576
55,2000-01-18 14:31:01+00:00,232.2762803843052,239.2427769482361,229.18175839563105,227.54887315694032,210.55858444407136,208.12616764393084
56,2000-03-30 14:12:38+00:00,219.1766361719063,226.139283204219,217.22387540469148,212.00102703436448,207.4042966351033,206.91377979469402
57,2000-04-07 14:30:40+00:00,210.74664875792956,217.85785822483743,213.71233946048537,212.38898012103505,199.58108950901183,197.90453343798342
58,2000-04-15 14:12:49+00:00,214.61476916300944,224.53077205555886,219.21994342668663,216.04567287686046,205.54359419212426,199.8942879058838
59,2000-05-25 14:30:13+00:00,218.3981907879716,220.94006503152227,217.70317902299678,212.8098644689917,208.0494077843023,202.8565224953114
60,2000-06-02 14:14:20+00:00,,203.0412917742878,198.50516324332705,,,
61,2000-06-26 14:29:57+00:00,218.4398260425582,216.266823589711,204.59500011998202,212.74429571365826,203.0882750072101,198.92163335897158
62,2000-07-12 14:29:44+00:00,211.58484960041372,209.9984755093059,198.51872841636808,212.77404402333673,196.9236644205082,192.38914583375944
63,2000-09-14 14:28:51+00:00,199.8637808406708,206.0385519442317,193.88292627552582,198.15415908982567,185.63422240194882,184.50737339561508
64,2000-10-24 14:16:58+00:00,213.91531583861482,215.5431096684107,209.03453493837785,206.71361776207732,196.28105637649662,191.97791143596936
65,2001-01-12 14:18:05+00:00,,,,,,
66,2001-02-13 14:18:16+00:00,213.1554144073588,220.62688969043782,214.1718176888461,207.95644453075442,198.4657245203158,202.62460398863277
67,2001-03-17 14:18:24+00:00,,,,,,
68,2001-06-05 14:18:37+00:00,205.56735217890196,210.32238947843823,197.4698592889067,201.315984356442,193.84689198322832,191.4929067577637
69,2001-07-31 14:27:24+00:00,213.55926308700327,218.03874901705012,203.599395677536,209.1253373121516,196.4073526952465,195.60902412978493
70,2001-09-17 14:26:43+00:00,204.2291093411967,211.25769544910315,194.55162500621628,201.26613419254716,190.1761834812529,191.6504728468339
71,2001-11-12 14:17:50+00:00,,,,,,
72,2002-01-23 14:27:07+00:00,231.52478242818177,236.37747092586574,231.73665637649685,228.5253171033456,214.19008552563255,211.73163553531577
73,2002-01-31 14:17:07+00:00,215.19884680397956,217.37972079049732,214.2367941030094,206.48770166341922,196.337897269478,188.4305663776817
74,2002-04-13 14:27:04+00:00,211.3151608554569,216.5910239968788,204.0884545305459,209.71033960368828,196.599001689929,195.42150533578484
75,2002-04-29 14:27:05+00:00,212.52341645997677,214.0249237939372,201.70084577044076,205.7168028781266,194.60266067069398,184.90380636171798
76,2002-05-15 14:26:58+00:00,205.2151531615656,210.070379015521,198.77393768306425,199.8835267458016,188.48171420208587,183.11068968619105
77,2002-08-19 14:26:23+00:00,216.24554731558524,218.89540281546607,212.73756435399662,214.18760655468404,200.94999689127968,193.97584867911962
78,2002-09-20 14:26:01+00:00,208.35718523404807,210.22686092636206,,,,
79,2002-10-06 14:25:57+00:00,204.6536427159063,206.32968829090942,191.47017823369075,197.71743655381397,185.44460753281328,182.70732616430325
80,2002-12-09 14:26:30+00:00,215.37405068038504,221.42894384127288,210.29636110423974,212.4067189198193,202.0666828346013,188.0885689384479
81,2003-06-27 14:14:21+00:00,207.5016178302854,215.06041484775824,197.6982624713347,194.6009390708203,191.99804827365713,180.3389286830492
82,2003-07-29 14:14:56+00:00,201.59712461111633,202.87548776626625,193.57869326562695,188.52103137789675,183.50083059212704,178.99081057367286
83,2003-08-06 14:26:38+00:00,221.39480902750455,230.96926183104696,,212.18921840753927,202.82084026918733,195.03669067752114
84,2003-09-23 14:26:27+00:00,205.00865174678756,209.04557351069826,193.61540726343466,200.17436026504836,187.58562739620484,188.1240852875091
85,2004-02-06 14:17:08+00:00,203.9135284696098,199.2857527846121,206.0730416420928,209.96287349766513,198.25528187038424,196.9101489520702
86,2004-02-22 14:17:13+00:00,213.02046635627642,209.64801928693396,202.0078535371832,202.06081186530463,190.58519335147474,182.40735167875096
87,2004-03-09 14:17:18+00:00,,,,,,
88,2004-04-02 14:27:31+00:00,212.4742855101848,216.75041978280947,209.1489557880209,209.79285873701642,198.60610156448357,179.3333762627071
89,2004-04-26 14:18:15+00:00,224.03749622358686,221.72186825422236,213.7864888953335,212.50132192926594,200.51764892041712,199.4400909305522
90,2004-05-12 14:18:43+00:00,217.95698122290378,221.94982093000402,215.18214056180037,210.17412543693032,197.32947104511575,207.19442578760172
91,2004-05-20 14:27:26+00:00,213.39277614552003,209.3032827674698,195.27929113014125,193.67380093555715,183.32763986212828,183.0608902699733
92,2004-06-21 14:27:16+00:00,207.50497101171828,209.11224282490505,196.79147306490114,200.334813992597,187.2442431643695,179.27544914474203
93,2004-07-23 14:27:10+00:00,209.13275170115946,211.39630198360194,203.10777364441944,211.57621921818694,,
94,2004-08-16 14:21:17+00:00,212.83085099918645,210.3833731357447,197.67829477597752,202.11963979741944,190.18082861937847,183.8332108832114
95,2004-09-09 14:26:56+00:00,214.71420191178868,217.70947743239614,206.19851056625865,211.81789173619114,198.4042708450629,190.35965195516496
96,2004-12-30 14:27:36+00:00,217.18810697654862,220.1487167853367,210.1213618334152,209.97088167640317,198.77714375534117,192.028335513305
97,2005-02-24 14:24:58+00:00,223.33339145491124,231.59149499161475,225.6722140130822,210.88823423240146,201.35643022126658,194.5559245728477
98,2005-03-12 14:25:11+00:00,217.38417136631364,224.42189244094487,212.44852733080347,212.88706390788798,200.869482394758,194.26362733403806
99,2005-04-13 14:25:22+00:00,214.00921673101504,216.74172643303785,210.75926414597365,207.6698669774805,197.97012241536677,192.8615395545695
100,2005-04-21 14:27:47+00:00,221.4383885301668,227.87063430015013,221.1388922003342,217.21812577451007,205.85918067003564,201.3712176090467
101,2005-04-29 14:25:26+00:00,220.0158431453296,,,,,
102,2005-05-15 14:25:33+00:00,190.84294470103026,189.2352593154288,178.38624708984165,174.19452597502226,167.91437516201862,168.57297882594844
103,2005-07-02 14:25:53+00:00,213.69728703309926,209.09862207529136,202.9095727558099,208.9668776775798,193.62214190061619,189.50121403274875
104,2005-09-04 14:26:22+00:00,207.47436278876128,205.8087654685006,194.11923806352883,195.40956267026385,186.51886244593354,179.5311112620701
105,2005-09-12 14:27:19+00:00,214.09694381917268,220.79378948591403,,220.72416861143603,205.51768041165332,198.4649561363326
106,2005-10-30 14:27:35+00:00,219.7386708152311,219.37710665795225,206.15058550795402,208.7857998078702,202.47480331539177,199.21903851721657
107,2005-11-07 14:26:27+00:00,228.37650677215183,220.07116924324367,198.02292615661975,204.58440038626793,195.14361578519055,197.1889829872804
108,2005-12-17 14:27:52+00:00,205.47463029834847,213.20236972298693,199.08959856388543,201.49737625212825,,
109,2006-06-03 14:30:39+00:00,206.07245365721877,210.22057621856646,202.1485552563618,205.58066952108686,196.97315958960272,190.13538471271457
110,2006-08-30 14:27:52+00:00,220.73482839742462,219.43158916003037,209.58255198848107,213.67586880653437,204.2533237376623,211.53640574189583
111,2006-11-18 14:28:13+00:00,223.22100348178307,220.618978858667,202.30122429005806,212.31512977979213,193.8266808984961,190.52259762643627
112,2006-12-12 14:32:54+00:00,216.07633832950873,219.77121932276748,208.81393904759764,213.30152121982036,200.853308805068,196.24807325759164
113,2007-01-05 14:28:28+00:00,211.70342164794602,215.9461495529801,206.20727896162376,198.2292359879135,187.02382058245018,186.48779631286692
114,2007-01-29 14:33:12+00:00,228.3932424330277,232.93983615325334,218.55653683597183,214.40846195878655,206.92660571317057,203.03893877020124
115,2007-02-06 14:28:38+00:00,221.57297074956625,223.79818209801107,213.04960673784637,210.67294602617008,199.2615153149744,198.47919544330668
116,2007-02-14 14:33:14+00:00,,,,,,
117,2007-02-22 14:28:43+00:00,228.78974688284336,229.06009033462504,223.80768260905103,219.0388410393512,209.32893925859352,204.18377877555537
118,2007-05-13 14:28:38+00:00,226.3368895178406,215.39210772593668,203.20427549974477,205.1515958141569,200.0940125989382,200.21633651637507
119,2007-07-24 14:31:50+00:00,215.3751127203808,221.8506142898516,209.47383839343308,213.42817866962292,200.9381688701665,206.51843585339003
120,2007-08-17 14:28:16+00:00,217.52752671177655,216.01719984799968,206.1531783652839,209.54507052343072,213.63127939835252,200.82392845399679
121,2007-09-18 14:28:03+00:00,226.35585093491613,228.92359905842127,216.02429735389182,214.13793185189974,199.82072236589684,201.0104124226827
122,2008-01-08 14:28:36+00:00,235.66294632438718,231.66726803109427,219.63241547004742,218.33946731942342,206.57426780270544,206.0164411343469
123,2008-01-16 14:29:22+00:00,197.77414420098012,,201.36699356939917,213.0336240089373,209.7395535176335,210.04531665706486
124,2008-01-24 14:28:36+00:00,220.41245611957123,219.7557484061328,221.1766211825754,210.84444152171142,195.9325578311189,189.30606473783155
125,2008-02-01 14:29:04+00:00,229.91160146511262,235.47185713716885,225.65696054534317,221.51510759410388,222.91132511009823,218.82568226971262
126,2008-03-04 14:28:29+00:00,222.1524139372043,221.73379006889016,219.2960757342108,217.5250993209998,207.16787390267686,208.95827934984806
127,2008-03-12 14:28:23+00:00,219.15100951075766,217.8704827902571,221.72844312750522,,,205.1274054278881
128,2008-04-29 14:28:20+00:00,233.03987864750002,241.24132323303408,226.25782251461524,234.27048750594494,213.1882227755231,209.53794878752038
129,2008-05-15 14:28:14+00:00,214.41912990461964,222.4501924971995,211.20859082177907,207.03889878779546,202.45925739287463,198.80136357259855
130,2008-05-31 14:28:07+00:00,226.91232021994372,216.7730010175173,218.45290474766824,214.35932531999129,204.265575154829,201.4747787205735
131,2008-10-06 14:26:56+00:00,212.22130634633046,219.13425408639395,199.04407208875296,211.78088018998614,207.2014590683716,200.6585786645033
132,2008-11-15 14:21:32+00:00,216.75816666302148,221.69053532952245,204.8133604901848,205.2509276542525,189.85615994949836,193.57356256305073
133,2008-12-09 14:27:41+00:00,224.1802518213911,230.6409908874434,220.03482917109278,217.76668081009208,204.1843205287994,214.586164874316
134,2008-12-17 14:22:33+00:00,234.79398920555622,232.33869406689266,218.91363371138561,215.62452093056544,195.91097708934973,192.64041867430933
135,2009-01-18 14:23:24+00:00,229.0838056135174,231.1448370225049,220.36367723009786,215.83983414834591,205.05775168763574,209.5336268849087
136,2009-02-19 14:24:14+00:00,227.16794495089283,225.46849414813306,221.09605180922165,215.69450366543967,206.44109647037678,210.1025967664167
137,2009-03-07 14:24:37+00:00,,,,,,
138,2009-07-05 14:28:37+00:00,199.7871514859512,204.89936370160797,194.24303953949686,197.60539118181896,186.0007787358178,176.27988088395
139,2009-08-06 14:28:27+00:00,192.72759354569342,199.71868810329235,,,,
140,2009-09-07 14:28:25+00:00,199.8617517732198,204.0587957160175,189.24467551709753,197.89757466690895,195.28763640554766,187.9699041651607
141,2009-09-23 14:28:23+00:00,211.58108317011863,,,,,
142,2009-11-02 14:28:31+00:00,,,,,,
143,2009-11-10 14:28:48+00:00,220.55924151683766,224.92126942609391,213.6083764291263,215.87273324434597,201.2414558157053,207.01846028178585
144,2010-02-06 14:29:08+00:00,223.6894549696146,225.38959892238546,215.8061395439169,215.10573089016154,206.94281902494947,208.98859012072623
145,2010-03-02 14:30:18+00:00,211.56535495421895,216.87785277787958,217.60265390345504,213.43873042166018,204.98319991833765,198.18054220923
146,2010-04-19 14:30:28+00:00,219.52697852195814,,,,,
147,2010-05-05 14:30:25+00:00,216.05013707140068,219.33345594275016,221.27025541683747,218.4649905488539,210.36956563887864,212.47075174234055
148,2010-05-13 14:29:02+00:00,206.19516654158065,212.694959082933,203.4832449954951,208.0594062639235,197.2326010156023,194.27631785588886
149,2010-07-24 14:30:28+00:00,215.61321391820167,211.97459136294952,196.58749831473227,204.0497395761392,191.1186364233708,189.07765255829432
150,2010-08-17 14:28:34+00:00,218.17512795255672,219.5796833512792,203.51477746119468,210.1676264696596,197.2079649470703,192.31748645857562
151,2010-09-02 14:28:30+00:00,208.58451450174024,217.55802827513844,205.48390571976492,212.23519200120404,199.70622147336212,196.33301179192435
152,2010-10-12 14:30:36+00:00,211.09151230151906,215.01436210366592,196.7871134125864,208.35947245504704,190.94540341155192,199.3711022517212
153,2010-11-13 14:30:57+00:00,229.9626179235671,231.2453472299687,221.45964732506792,226.72893938299734,209.7748771355664,214.461507100542
