,dates,chi0326-0000,chi0326-0001,chi0326-0002,chi0326-0003,chi0326-0004,chi0326-0005,chi0326-0006,chi0326-0007,chi0326-0008,chi0326-0009,chi0326-0010,chi0326-0011,chi0326-0012,chi0326-0013,chi0326-0014
0,1985-01-25 14:04:03+00:00,229.8926562798701,233.66268917396678,233.09712697061372,237.97759429245386,239.06816677714278,235.58908492018674,236.5059251244315,228.96219927183813,226.38597210018116,215.43356217777642,217.744474828174,206.23634889150503,209.3235089564849,206.36746910080302,206.30779131189547
1,1986-01-28 14:00:46+00:00,221.0638207008857,228.68966757780927,231.86333592335984,229.13041445544923,231.84626403097084,233.9960128934912,234.539508008623,236.55879696751944,231.77944897686933,225.5411571994253,213.18367175454728,211.95554022263758,203.13480609524342,206.9266744245207,199.03747021264346
2,1986-02-13 14:00:24+00:00,211.5952929755409,229.26834035221455,226.13132142405166,222.5500794175748,229.90203446557496,226.09687037303448,215.97588054762156,218.0107447861412,214.4114689926647,200.12872083216982,197.32782443744094,201.5943787598067,201.87989618213487,200.1970269214689,202.03189127576852
3,1986-03-17 13:59:42+00:00,219.54480843724048,224.2127474762133,227.00173903145935,227.94756418172065,232.2043091311507,236.01981817346004,233.55080119947516,238.37256395988163,235.6716470674621,228.3378692422755,211.7204113873895,210.24853261115544,206.30506398255542,205.97311648906742,204.29363693099026
4,1986-04-02 13:59:23+00:00,228.22321195582202,241.74049096325905,245.89468833924937,236.1480311094816,233.94370783703144,233.42568173346362,235.58311800086298,237.59480752473033,229.80431516569743,230.29611619733194,228.53348305864992,224.32920514718703,222.4070990487764,221.65156816007328,219.4309158768867
5,1986-05-04 13:58:38+00:00,224.3420961063521,227.97431867435168,230.5986548798323,,233.6250882441822,234.46597993286832,231.96110712484602,229.21972490351686,224.45421954747292,216.79948670510404,215.72151878746956,216.5302592344957,219.15806396967724,216.72784105915025,
6,1986-05-20 13:58:12+00:00,213.51033284006658,220.7501832338957,218.15145919550326,,222.92311109118614,223.24273486047196,222.9214171516198,,,214.08677526256056,208.10580584956114,199.92368816300728,199.72583130274222,173.69542683626003,
7,1986-06-05 13:57:43+00:00,219.34253071625776,237.25439380048377,227.37265130563014,,225.29531536452203,223.37495451649565,216.80665141695522,216.10988484292974,219.96542609628278,214.8407530268259,216.80022659228442,,207.2256423102724,,
8,1986-07-30 14:02:04+00:00,206.9850349104662,215.8732290592546,215.50426462308386,,218.32480923140608,215.25579191476652,204.98282313548359,212.4740813235497,208.26625426546545,207.95719876997205,202.74054003623786,204.36859770952088,202.47428780076942,183.95232993146516,
9,1986-08-15 14:01:29+00:00,226.43819905453992,231.16477098435675,230.56617066586622,234.90368698552138,,,,234.8551345573141,222.4060612362866,220.52975473396197,214.49061718684334,207.01820159416508,203.24687091547634,204.06967889475376,
