,dates,jap0030-0000,jap0030-0001,jap0030-0002,jap0030-0003,jap0030-0004,jap0030-0005
0,1984-07-10 00:23:53+00:00,,222.52561761197563,223.30637299480804,223.65781145162416,216.6372441132768,218.91640720653237
1,1984-10-05 00:31:35+00:00,212.44577725174588,197.5946985565602,197.32398229753701,198.739228031329,,205.11348658678196
2,1984-11-22 00:31:21+00:00,221.40499320685203,206.91790026594379,204.63264956366515,206.3650129731988,209.84972803560078,213.91009348662163
3,1984-12-08 00:31:29+00:00,223.8993651949812,210.8708688714082,213.01131025823128,216.4497912411601,216.2001150398257,225.9276174321653
4,1985-01-09 00:31:46+00:00,,,,,,
5,1985-11-25 00:29:49+00:00,210.51616102598896,192.00222946463265,192.022573720343,194.9950765181548,197.49827029136327,204.25044431246673
6,1986-05-13 00:20:02+00:00,187.72145479651877,183.53869649297977,185.08752101772944,177.41581187941063,191.14462964261892,210.44892734587583
7,1986-07-07 00:24:31+00:00,,206.70682496004173,207.41808901671277,210.14851062351153,207.19864350590092,212.79111327424266
8,1986-09-09 00:22:13+00:00,203.22678726233022,193.20915623154474,194.01984037892413,198.59402041783045,204.8450365220138,220.63976674978983
9,1986-10-04 00:15:15+00:00,214.765651345499,197.51932354626604,200.99809599223164,208.45342760131888,207.0388655278319,219.7649999230145
10,1986-10-20 00:14:43+00:00,211.3991307990571,197.94693778643756,201.65200641627257,208.36856004587355,205.00397135015075,207.43982542789624
11,1986-11-05 00:14:09+00:00,211.65193716532468,194.01588628004964,193.28690487374692,198.20606670922513,194.6129328868644,196.55526669225176
12,1986-11-12 00:20:03+00:00,209.3768091824048,197.90968473241713,201.23677178420684,206.09342314818682,201.6504985086384,206.9807355565565
13,1986-11-28 00:19:46+00:00,209.59515934433213,201.46189036507883,205.40841786764324,204.79247003832785,200.5894840690629,210.23041771670373
14,1987-05-07 00:25:04+00:00,216.58712986809877,201.4298732259105,202.11187370784,209.78997719013464,208.81998854403966,224.7888958604601
15,1987-06-24 00:26:13+00:00,210.74696644013991,195.45258964539917,198.0262925338062,200.1939739549301,205.37529797438984,
16,1987-12-01 00:29:49+00:00,215.91185348844652,194.98138688917007,204.51161291249838,,194.63316541773327,208.83100777817205
17,1988-01-18 00:30:35+00:00,,,,,,
18,1988-02-19 00:31:08+00:00,,,,,,
19,1988-11-01 00:32:05+00:00,223.28072746532735,203.96510951631583,206.97644820539642,209.52688662533208,206.43347111463856,213.83799001539077
20,1988-12-03 00:32:01+00:00,214.2751914509344,184.48140637176306,200.53195719243752,209.29790055007774,213.02244392414576,227.58672582298394
21,1988-12-19 00:31:48+00:00,,194.12867207930938,193.5085000839191,197.9984653917142,197.3554536013069,221.62180182634492
22,1989-03-09 00:31:01+00:00,222.67058985589992,208.26626488003996,208.27328887159413,212.97099247695624,198.86802395119597,211.7389988692809
23,1989-04-10 00:30:37+00:00,207.32459066960936,193.02898400263953,190.89643852977198,201.8279501657623,203.04496621957767,211.15266409273053
24,1989-05-12 00:30:04+00:00,215.97700864360857,202.9553592563423,195.32182293151251,196.96862787391237,,207.5200857479926
25,1989-08-09 00:22:09+00:00,204.0287343237066,195.1254536704497,200.17381636832374,204.30459120059697,211.49313890807014,214.7966069120599
26,1989-08-25 00:21:48+00:00,219.30149224798214,205.3875844914963,210.77043445312313,220.85663390888124,214.33891473230116,
27,1989-09-01 00:27:50+00:00,207.37877329946568,189.50280561093487,195.84683019917796,204.4106894787191,203.27631989332298,207.07935573593687
28,1989-10-03 00:27:08+00:00,218.97770350661548,208.4431738411532,208.30540374223958,210.58220263130454,205.69163332659102,206.08212773327477
29,1989-11-04 00:26:09+00:00,217.86436007529437,205.2864473838076,,191.59959552548412,192.54804684386906,198.8093174719567
30,1989-11-29 00:19:13+00:00,208.51420544868841,189.93945227660672,193.51661731541694,196.59012785692724,186.1894039851302,188.41785373706514
31,1990-03-28 00:21:38+00:00,,209.45097765096878,203.24888230600845,212.08116731762186,,
32,1990-04-13 00:21:40+00:00,,,,,,
33,1990-05-24 00:15:28+00:00,226.5167966724467,213.11046592676843,214.36196720897323,221.15559193164464,222.23047638380726,230.59343511667865
34,1990-07-27 00:15:21+00:00,214.82567368207734,202.81243058785745,202.68829392250734,205.98246099190433,210.16071135233983,206.78366243511806
35,1990-08-03 00:21:28+00:00,214.57335766555343,197.0341903376743,200.261723469886,201.8622432131244,202.7689410222695,
