dates,nzd0166-0000,nzd0166-0001,nzd0166-0002,nzd0166-0003,satname
1999-07-18 21:58:49+00:00,,,,363.50,L7
1999-09-20 21:58:56+00:00,342.83,340.26,332.19,366.75,L7
1999-10-22 21:58:28+00:00,342.08,339.64,335.31,372.21,L7
1999-12-09 21:58:33+00:00,341.69,337.95,334.88,369.81,L7
2000-02-27 21:58:16+00:00,344.16,336.44,334.88,363.68,L7
2000-03-14 21:58:35+00:00,343.40,334.55,334.68,358.20,L7
2000-03-30 21:58:09+00:00,342.57,331.90,334.90,355.25,L7
2000-05-01 21:58:18+00:00,343.23,334.03,335.26,345.95,L7
2000-08-05 21:57:08+00:00,337.13,327.70,326.66,335.32,L7
2000-09-22 21:56:05+00:00,332.94,325.16,322.63,354.39,L7
2000-10-24 21:55:53+00:00,332.06,319.35,316.12,356.22,L7
2000-12-27 21:56:05+00:00,322.58,305.36,309.12,352.95,L7
2001-01-12 21:56:30+00:00,321.03,305.21,308.51,352.74,L7
2001-06-05 21:55:40+00:00,313.66,309.15,318.61,350.29,L7
2001-06-21 21:55:29+00:00,312.00,314.05,324.65,350.31,L7
2001-09-09 21:54:36+00:00,310.57,323.63,332.78,353.67,L7
2001-10-11 21:53:46+00:00,314.27,323.61,330.97,357.89,L7
2001-12-30 21:54:37+00:00,315.30,318.30,325.05,362.68,L7
2002-01-15 21:54:47+00:00,327.94,330.26,331.94,368.79,L7
2002-01-31 21:54:26+00:00,326.36,329.96,331.65,369.62,L7
2002-02-16 21:54:54+00:00,324.86,325.13,326.26,363.35,L7
2002-04-05 21:54:49+00:00,334.30,328.15,331.55,369.20,L7
2002-08-27 21:53:36+00:00,348.47,318.60,342.37,372.72,L7
2002-10-14 21:53:43+00:00,336.54,319.10,334.44,375.15,L7
2002-11-15 21:53:36+00:00,334.19,321.07,332.39,377.30,L7
2003-01-18 21:54:30+00:00,334.00,321.53,331.21,371.84,L7
2003-05-26 21:54:19+00:00,324.62,322.59,330.37,359.82,L7
2003-07-21 21:42:33+00:00,310.66,326.80,336.19,366.24,L5
2003-08-06 21:42:27+00:00,308.51,325.47,332.49,363.44,L5
2003-10-25 21:43:40+00:00,307.92,320.62,331.20,359.76,L5
2003-11-02 21:54:02+00:00,310.87,320.10,331.11,359.76,L7
2003-12-04 21:54:43+00:00,314.19,320.05,331.10,358.28,L7
2004-02-06 21:54:44+00:00,322.71,316.52,329.35,350.92,L7
2004-02-14 21:44:33+00:00,324.21,318.28,331.06,361.35,L5
2004-03-25 21:54:54+00:00,324.21,318.28,331.53,362.07,L7
2004-04-02 21:44:54+00:00,326.09,319.57,331.95,364.78,L5
2004-04-18 21:45:49+00:00,325.71,319.48,330.65,359.95,L5
2004-05-12 21:55:13+00:00,328.72,320.81,329.26,356.13,L7
2004-05-20 21:46:20+00:00,325.80,318.28,326.76,352.39,L5
2004-06-21 21:47:16+00:00,324.70,312.11,320.23,350.52,L5
2004-06-29 21:55:03+00:00,316.84,311.19,319.76,350.30,L7
2004-07-23 21:48:09+00:00,317.75,312.76,320.03,350.96,L5
2004-08-16 21:54:26+00:00,316.52,311.74,318.22,346.65,L7
2004-09-25 21:50:07+00:00,318.25,313.54,317.60,342.84,L5
2004-10-11 21:50:03+00:00,318.22,314.60,317.84,342.35,L5
2004-10-27 21:50:23+00:00,318.98,316.57,319.67,343.31,L5
2005-01-15 21:52:09+00:00,335.37,332.65,334.32,353.64,L5
2005-02-08 21:55:35+00:00,336.36,334.12,336.69,350.67,L7
2005-02-24 21:55:17+00:00,339.33,334.46,338.91,351.68,L7
2005-03-04 21:52:28+00:00,340.82,333.57,338.55,352.24,L5
2005-03-12 21:55:44+00:00,339.98,332.69,336.09,352.73,L7
2005-04-13 21:55:36+00:00,339.02,332.60,331.39,351.11,L7
2005-04-21 21:53:10+00:00,339.80,333.86,333.02,354.16,L5
2005-05-23 21:53:24+00:00,339.62,334.94,334.35,358.05,L5
2005-05-31 21:55:11+00:00,339.62,334.53,335.18,358.46,L7
2005-06-08 21:53:09+00:00,338.52,335.83,335.55,359.29,L5
2005-06-24 21:53:14+00:00,338.52,335.83,332.42,359.97,L5
2005-08-03 21:55:25+00:00,335.31,333.60,329.62,358.87,L7
2005-08-19 21:54:56+00:00,335.61,331.77,329.10,361.60,L7
2005-09-20 21:55:06+00:00,333.01,332.89,329.84,363.16,L7
2005-10-30 21:53:39+00:00,335.63,331.93,332.79,366.99,L5
2006-01-10 21:55:52+00:00,334.62,322.38,330.79,366.96,L7
2006-02-11 21:56:04+00:00,335.61,321.46,328.57,359.90,L7
2006-02-19 21:56:15+00:00,332.85,321.62,328.20,353.68,L5
2006-03-31 21:55:42+00:00,332.73,319.47,325.62,357.20,L7
2006-04-08 21:57:36+00:00,333.99,324.30,327.96,362.12,L5
2006-05-02 21:55:41+00:00,331.65,323.65,324.86,359.12,L7
