dates,satname,nzd0166-0000,nzd0166-0001,nzd0166-0002,nzd0166-0003
1999-07-18 21:58:49+00:00,L7,,,,343.50
1999-09-20 21:58:56+00:00,L7,355.08,350.06,340.36,389.60
1999-10-22 21:58:28+00:00,L7,357.84,352.22,349.44,409.54
1999-12-09 21:58:33+00:00,L7,327.40,323.78,325.00,341.01
2000-02-27 21:58:16+00:00,L7,352.59,332.72,,340.55
2000-03-14 21:58:35+00:00,L7,348.84,333.77,339.75,349.89
2000-03-30 21:58:09+00:00,L7,349.66,335.81,340.43,398.98
2000-05-01 21:58:18+00:00,L7,360.64,362.49,350.54,403.64
2000-08-05 21:57:08+00:00,L7,297.43,292.51,290.92,309.93
2000-09-22 21:56:05+00:00,L7,347.52,328.64,324.30,393.26
2000-10-24 21:55:53+00:00,L7,353.42,318.37,319.24,389.07
2000-11-09 21:55:57+00:00,L7,,,,
2000-12-27 21:56:05+00:00,L7,291.21,281.32,301.50,318.34
2001-01-12 21:56:30+00:00,L7,287.80,283.02,288.11,308.71
2001-06-05 21:55:40+00:00,L7,324.47,333.10,341.23,363.83
2001-06-21 21:55:29+00:00,L7,309.52,330.74,344.44,354.36
2001-09-09 21:54:36+00:00,L7,295.73,305.46,311.33,339.63
2001-10-11 21:53:46+00:00,L7,334.63,330.95,331.73,385.34
2001-12-30 21:54:37+00:00,L7,,,328.11,572.98
2002-01-15 21:54:47+00:00,L7,334.95,339.57,340.43,351.79
2002-01-31 21:54:26+00:00,L7,294.61,307.45,312.50,328.91
2002-02-16 21:54:54+00:00,L7,300.37,291.02,286.97,308.67
2002-04-05 21:54:49+00:00,L7,359.20,379.00,353.91,394.91
2002-08-27 21:53:36+00:00,L7,329.24,306.40,325.15,336.93
2002-10-14 21:53:43+00:00,L7,336.34,325.79,338.72,401.37
2002-11-15 21:53:36+00:00,L7,342.75,335.63,337.14,402.80
2003-01-18 21:54:30+00:00,L7,326.15,317.11,322.84,343.85
2003-05-26 21:54:19+00:00,L7,331.83,335.06,343.73,389.80
