,dates,per0208-0000,per0208-0001,per0208-0002,per0208-0003,per0208-0004,per0208-0005,per0208-0006,per0208-0007,per0208-0008,per0208-0009,per0208-0010,per0208-0011,per0208-0012,per0208-0013,per0208-0014,per0208-0015,per0208-0016,per0208-0017,per0208-0018,per0208-0019,per0208-0020,per0208-0021,per0208-0022
0,1984-05-08 14:32:57+00:00,171.63777202909117,142.6285661003383,130.70325081868504,109.5588727561255,102.32531211448529,116.38856354103595,129.2144119748091,136.12286822023012,141.14606010257447,158.6612600789325,158.8196324722616,112.08500859456265,81.34274471782085,63.87982538948463,,,,,,,,,
1,1985-03-24 14:36:22+00:00,188.98777463281652,147.56693094748758,135.84181580324343,127.69064546181723,110.76081216883291,111.35986506162396,109.93158944633892,127.68763771896022,,178.22579614485016,166.22674308852552,138.0964697312661,120.30734885375217,92.54028289817334,54.510984635231445,,,,,,,,141.18251158075705
2,1985-04-09 14:35:54+00:00,163.88983961804655,138.8770864080003,132.27492366556825,108.3902071941221,97.8656895207379,,53.11561645825601,,,125.13028487605052,131.00026125767724,69.78846993157742,,,,,,,,,,,118.37070933776147
3,1987-10-08 14:33:18+00:00,160.27193185973894,131.99652638544916,114.50961558722895,74.22946704897447,,,,,,,,,,,,,,,,,,,116.98488443657786
4,1987-11-09 14:33:31+00:00,174.11502763483122,145.2726687064842,130.99189614210786,117.61664751653045,102.67129475045458,103.1914141030624,47.662345896974585,86.54750801230475,,140.4410534355505,136.71174622765648,70.33428258948918,56.845629341909124,64.30010211590042,51.202060367577914,8.831637055039584,,,,,,,112.93210164897688
5,1988-03-16 14:35:30+00:00,172.69986835589097,145.22860744715277,137.66275760572844,121.76438336684649,94.70798749457043,98.99831289025629,76.27755517570785,83.45139841875437,,116.59084274286111,138.34421781832827,106.7858200755641,87.32707680476133,58.635075873879394,45.693554833643375,31.236030089898797,12.775580973157727,,,,3.0285169400736494,49.798857163530606,130.32800311533038
6,1988-04-01 14:35:37+00:00,165.3292762585315,139.5692836810662,133.50320323835132,99.70146416488323,,,,,,,,,,,,,,,,,,,119.00112876832232
7,1988-04-17 14:35:41+00:00,178.07662945230012,153.36775288545584,151.67954551655052,125.39789621730313,113.00888958531165,102.46146621876336,97.11354319348582,77.91793870627626,,138.97564725051353,161.5563096296212,120.36278072515148,104.7003356996751,95.23546619604598,77.67726205376664,,,,,,23.48799497989954,,135.0908600462275
8,1988-05-03 14:35:49+00:00,180.0647915292722,145.9573641356747,139.5431708636317,116.20468830965666,88.26227036485535,92.03237221252103,65.54332598545463,83.6319316766366,,135.47919479786458,109.2412598265665,107.18035402181474,,,,,,,,25.170235212617108,6.881038781486486,,128.3179484441592
9,1988-06-04 14:36:05+00:00,176.25983985421624,146.29207139006573,142.12799282942515,105.09581088292639,69.51217577199569,,24.045960783260874,48.53194396123176,,,,,,,,,,,,,,,119.82995408194812
10,1988-07-22 14:36:16+00:00,170.07323072243562,126.00255379240873,116.5320139516188,84.5045082293615,43.0452395712552,,,,,,,,,,,,,,,,,,101.73924525720713
11,1988-08-23 14:36:20+00:00,172.78281061996893,143.62061727394877,127.71143438210846,,55.973111319179814,55.00679931840178,29.245510298049254,,115.17002120142469,109.03925138251661,119.29929807540971,112.07357801872286,111.3180243986702,62.342121834314874,61.652635026364784,55.63087654062809,38.11854223017546,,,,,,
12,1988-10-10 14:36:09+00:00,158.3943400049041,125.1418249538597,118.965355415941,97.14871412400906,58.739028371819195,38.307653253230875,35.83566886596074,26.232058542045266,,,,,,,53.501698354637554,37.681338023814256,37.92008631537872,23.46093897402781,21.008640518932243,29.862827078113714,-0.07903715294886582,47.1010083645386,115.4948119496022
13,1988-10-26 14:36:07+00:00,158.86501563187088,128.9970428879468,124.3959990965194,107.73159188202555,88.52894058262797,66.12396182467887,48.94177275407564,,96.07434070799016,96.95511999325804,118.08390257489886,109.11388779539746,77.9571489984384,71.94038104192411,79.56818773086617,43.20422500221277,42.45532479405197,30.918143351048997,29.54521996375284,42.739446435273834,12.904176687846109,69.09266027758649,121.90973643839646
14,1989-04-04 14:35:04+00:00,160.65282883639455,135.93805664585582,121.15555177897909,110.22112745034673,83.08726902901134,84.25046075470517,73.34615339484633,,94.12274815502218,70.5118227652935,115.05280040946553,95.08014176870525,96.84733813918558,83.28574263924264,77.78025768744554,63.37713261824888,40.991222587884685,43.85815928047648,30.34933627489487,44.22285812415063,6.487383303446655,,125.00653172971987
15,1989-05-22 14:33:58+00:00,170.995200674767,135.86998532961834,137.69967189033957,113.18011687300013,69.09592034668277,38.29022277169548,,49.01087896707129,,,,,,,,45.953096001498764,24.680267426771803,25.084518037838432,28.3044303765087,,15.004261398059182,60.50967749714814,115.23402205765515
16,1989-07-09 14:33:03+00:00,160.42773308942319,124.46536040377975,109.6108313815038,85.11027359387165,45.37311259226975,18.617167971417693,,,,,,,,,,,,,,,,,97.08724028024218
17,1989-07-25 14:32:44+00:00,161.63820664596793,130.4428365749419,111.45849901156194,79.25057884384725,9.914158407169777,,,,,,,,,,,,,,,,,,87.6204952713488
18,1989-08-10 14:32:46+00:00,163.34081911896078,129.06802886629475,120.50629885203789,103.15909658508725,54.45849215617112,31.873032480560333,,,,,,,,,,,,,,,,,107.01600054121396
19,1989-08-26 14:32:02+00:00,164.39289222857667,135.25099594806588,125.36130135273572,98.55443095594015,83.76434142704217,60.57292506348109,59.54158407489891,68.37967265495114,88.70895312792837,128.04132716913665,127.54589950186231,115.04208172135837,94.06178268486542,73.37431326950747,70.51014940204905,54.23004820366084,48.54802600661224,53.96468281115974,40.52027178887958,47.765298235162696,19.95509067891306,,120.34138200932193
20,1989-09-27 14:31:17+00:00,157.99750565029586,123.70229063472812,115.17869632691907,94.11714672422282,61.23223550768087,52.53557172297031,47.411742326504665,54.86205046280755,80.34473312239314,,,,,,,,,,,52.98682573790503,31.354630765084273,77.5780241308685,111.42726503903864
