,dates,chi0521-0000,chi0521-0001,chi0521-0002,chi0521-0003,chi0521-0004,chi0521-0005,chi0521-0006,chi0521-0007,chi0521-0008,chi0521-0009,chi0521-0010,chi0521-0011,chi0521-0012,chi0521-0013,chi0521-0014,chi0521-0015,chi0521-0016,chi0521-0017,chi0521-0018,chi0521-0019,chi0521-0020,chi0521-0021,chi0521-0022,chi0521-0023,chi0521-0024,chi0521-0025,chi0521-0026,chi0521-0027,chi0521-0028,chi0521-0029,chi0521-0030,chi0521-0031,chi0521-0032
0,1985-01-25 14:06:51+00:00,293.51655112372424,286.00291104618947,282.1244226959298,280.75449885251027,,,,,286.81611249548877,302.99739109519817,313.92376419378985,311.93534802025107,312.35858934736774,275.34835367350047,255.6051709692749,239.47820860017077,230.2053242904618,,,,,,,228.0927162851689,246.42344873926365,259.3293218900703,262.8266417861355,282.3248123004559,283.5064758245292,299.7264531606581,314.9266315230457,327.91959503329895,328.7593609492005
1,1987-01-22 14:02:09+00:00,274.8873047364344,289.0886101890681,285.27913767961644,302.68700170453627,,,,,318.9579133028043,322.76208786669696,324.47968271145726,316.912337535879,299.70306946056786,284.6662882551806,273.38560915433425,265.15134153097654,238.6471665034522,,,,214.080725000994,229.96240435258403,244.30657113283783,261.2046353572141,271.6576059124146,279.00011204876296,286.3852671811687,298.71635634149703,304.9333512028017,315.03589436847244,330.3381466405075,341.7993840740887,348.63874771740774
2,1998-02-21 14:18:53+00:00,268.3918752802916,265.8676502220282,270.7781076700829,268.6407804589281,276.2407342427467,278.3158202707236,281.65741247185093,280.98842126046003,284.36683733693366,285.88245014366703,282.9843999474252,290.56704159674626,279.12370971420694,277.79311818002014,283.5020541919934,270.94989391195566,277.30357626113,263.25905386540893,257.9149977457325,250.910753592454,254.9947343761239,254.67172470612877,248.419260684047,224.94642550564978,211.04126999068728,197.95324396723518,212.23086400660355,,,,,,
3,1998-09-01 14:21:19+00:00,268.8065084196771,259.0269384807363,262.1186899862928,254.93100931273173,258.7717891558276,252.70747188471648,255.50420583882723,256.1856565783753,263.31670054877213,266.17882232909665,258.10236271356314,265.0845725723852,261.9004134080341,253.99124125817733,234.50412450821767,234.73104008371834,256.6365193203361,246.8995028539022,239.8037544466625,232.08853217213527,238.44347732115511,226.5090218434733,223.38261108167183,212.13593137806257,190.27785409029482,174.68863048438257,170.83131938954313,,,,,,
4,1998-09-17 14:21:02+00:00,272.10738246435096,275.46877814307686,267.8079614627094,268.231878841005,258.49080146491775,256.72520275728334,262.88454980752937,269.05135156991537,269.0568182480925,248.91051529585127,273.0032963739289,269.42735567109213,257.6340108678982,244.345065582015,241.95129573777513,233.08575828964644,239.8541206131883,225.58680379681704,208.74316139161655,,221.4877809986811,215.23486294092186,212.0283305969648,211.87944635307045,190.79496517666837,186.63231080801893,185.75673780784524,,,,,,
5,1998-12-31 14:15:33+00:00,240.3156825178414,243.8805561760643,240.94489023996783,235.8142526898941,236.85803711908386,235.39841989824336,228.94743494322734,234.62461167585977,235.48531906535752,236.16583453343128,249.46541340176782,257.3841325923451,247.10213359817286,211.68724516265212,207.61721524393653,206.99716075393235,209.60998788807052,218.9528548223979,219.22067937255315,224.63788134952435,218.74720394405216,215.54213828913493,212.88238531989185,204.08701386197103,195.73759053028806,176.81114848004287,163.0005315644234,,,,,,
6,1999-09-04 14:19:42+00:00,263.54206347375964,260.31502592797005,259.23487484832646,262.48265997298444,252.7666581814678,252.74400868726784,255.08222200544543,256.0677121241037,257.4496299129465,243.38347791396006,263.3300027215295,285.70710247130427,273.5330583883279,272.3052653895587,264.6076834998433,258.1102164242292,256.2706257718014,252.5039752622561,244.2137737339908,238.9215833659969,242.19462484558963,234.9106380485445,231.07416827560317,234.092256899815,226.29635706214515,230.3704342362107,240.73046400259733,,,,,256.773168462541,267.74551770651414
7,1999-10-30 14:35:08+00:00,278.8361405261719,276.3062220434288,274.83917157237295,268.60577258476843,264.6009425580755,271.03075938137323,267.82560353926107,268.9448230677804,272.63516671814745,284.5679708757035,288.80999692667615,299.71384091304407,284.63649936155446,284.2569347128005,291.373097540256,279.1829387448402,267.79776962289844,269.20941030411757,264.0768166714317,264.10699794173087,262.6897293100478,264.87531828047776,257.51951561669233,253.29747557256124,261.12356177342133,275.36672777735004,277.41958211386435,282.60261437240985,296.77351070394485,293.6004461877417,294.44159146058684,277.74619456448386,246.58309390663823
8,1999-11-16 14:12:06+00:00,265.8369835894563,261.179853093644,257.38155177349046,257.3654357026981,254.74828160179217,245.91751028470065,247.0524832198401,252.56740340377743,253.16431171564852,268.8169192651897,275.26834718749205,284.3108411907548,281.383624046831,278.6604405680715,258.9458103852471,259.0498970293336,256.71848111536616,248.81729780098706,247.61385203882247,254.06411894848452,254.34177306415165,253.8415660363931,243.75892608884854,246.05097794081095,250.02392517512592,259.8712493656624,266.8716765433079,260.5514212547347,260.69527779840854,264.27009413583517,253.8341254346079,219.8399240783524,166.4833133955069
9,1999-12-10 14:29:24+00:00,295.4891106701314,285.7897383544152,276.1765360565281,259.41153645768054,261.65325752619555,269.3677645507221,264.91223838792024,268.05368716396515,268.5580319094768,285.25693918834327,288.68630952920944,296.37000637566325,290.94645610249245,285.5626225506727,277.9631491880015,269.81672378295144,270.9100037669007,279.7913118450262,277.03386816731864,269.83175898357297,268.4071972622979,272.73019051483595,276.2522577754685,,282.2618907833292,279.64369690194684,287.57909717949923,297.6875710338117,296.79985388419163,287.5455737921888,264.4432999894874,220.89446118976255,171.4964365737838
