dates,satname,sar2175-0000,sar2175-0001
1984-05-06 09:33:27+00:00,L5,341.77,248.38
1984-07-18 09:28:46+00:00,L5,360.69,257.40
1984-08-03 09:29:20+00:00,L5,359.33,256.53
1984-08-26 09:35:45+00:00,L5,257.28,250.08
1984-09-11 09:36:14+00:00,L5,260.92,248.01
1984-09-20 09:30:04+00:00,L5,379.05,252.99
1984-10-22 09:30:00+00:00,L5,260.81,251.94
1984-11-07 09:29:53+00:00,L5,259.13,248.94
1984-12-09 09:29:58+00:00,L5,256.15,247.30
1985-02-02 09:36:32+00:00,L5,359.16,247.28
1985-02-11 09:30:23+00:00,L5,259.81,249.46
1985-03-15 09:30:22+00:00,L5,236.93,254.34
1985-04-23 09:35:59+00:00,L5,252.78,250.15
1985-05-02 09:30:07+00:00,L5,258.63,247.53
1985-06-03 09:30:04+00:00,L5,261.36,248.96
1985-06-10 09:35:50+00:00,L5,249.24,243.68
1985-06-26 09:35:47+00:00,L5,255.10,245.36
1985-07-05 09:29:57+00:00,L5,293.64,288.24
1985-07-12 09:35:41+00:00,L5,248.85,241.27
1985-07-28 09:35:58+00:00,L5,350.03,370.91
1985-08-13 09:35:25+00:00,L5,263.82,249.55
1985-08-22 09:29:32+00:00,L5,259.14,251.43
1985-09-14 09:35:25+00:00,L5,260.76,248.18
1985-10-09 09:28:59+00:00,L5,261.23,251.64
1985-11-10 09:28:33+00:00,L5,255.17,246.45
1985-12-03 09:33:55+00:00,L5,265.10,258.79
1986-01-04 09:33:44+00:00,L5,91.87,179.49
1986-01-13 09:27:22+00:00,L5,359.49,251.41
1986-03-25 09:32:01+00:00,L5,260.43,250.20
1986-04-19 09:25:17+00:00,L5,256.80,251.20
1986-05-12 09:30:53+00:00,L5,358.87,249.53
1986-05-21 09:24:27+00:00,L5,257.15,248.87
1986-07-08 09:22:57+00:00,L5,265.02,256.09
1986-07-24 09:22:23+00:00,L5,255.96,245.31
1986-07-31 09:28:19+00:00,L5,259.76,248.38
1986-08-16 09:27:20+00:00,L5,266.46,251.84
1986-09-17 09:26:37+00:00,L5,262.65,256.04
1986-12-22 09:25:09+00:00,L5,381.01,221.26
1986-12-31 09:19:14+00:00,L5,252.53,246.04
1987-01-16 09:19:41+00:00,L5,256.15,252.06
1987-02-08 09:26:15+00:00,L5,251.75,251.15
1987-02-17 09:20:35+00:00,L5,259.42,252.00
1987-03-21 09:22:02+00:00,L5,361.47,247.45
1987-04-06 09:22:36+00:00,L5,361.55,255.75
1987-04-29 09:29:30+00:00,L5,360.88,248.61
1987-05-08 09:23:35+00:00,L5,376.05,247.36
1987-06-09 09:24:23+00:00,L5,374.92,255.15
1987-06-25 09:24:44+00:00,L5,376.80,258.20
1987-07-11 09:25:03+00:00,L5,257.12,249.15
1987-07-18 09:31:20+00:00,L5,265.53,255.56
1987-07-27 09:25:25+00:00,L5,263.36,252.91
1987-08-03 09:31:25+00:00,L5,375.13,261.66
1987-08-19 09:32:18+00:00,L5,259.83,248.65
1987-08-28 09:26:22+00:00,L5,253.14,245.68
1987-09-13 09:26:45+00:00,L5,260.66,253.09
1987-09-20 09:32:42+00:00,L5,260.20,252.84
1987-10-06 09:33:02+00:00,L5,267.77,251.57
1987-10-31 09:27:40+00:00,L5,260.90,253.02
1987-11-07 09:34:02+00:00,L5,261.62,251.69
1987-11-16 09:28:03+00:00,L5,377.27,255.28
1987-12-02 09:28:18+00:00,L5,260.96,246.49
1987-12-25 09:34:25+00:00,L5,343.09,247.37
1988-01-19 09:29:05+00:00,L5,257.71,252.04
1988-02-11 09:35:17+00:00,L5,363.12,250.38
1988-02-20 09:29:38+00:00,L5,,
1988-03-14 09:35:39+00:00,L5,267.49,255.71
1988-04-15 09:35:50+00:00,L5,376.17,247.26
1988-05-01 09:36:21+00:00,L5,260.36,249.47
1988-05-17 09:36:08+00:00,L5,262.01,250.80
1988-06-02 09:36:14+00:00,L5,256.88,251.23
1988-06-11 09:30:29+00:00,L5,267.32,255.95
