dates,sar2175-0000,sar2175-0001,satname
1984-05-06 09:33:27+00:00,341.77,248.38,L5
1984-07-18 09:28:46+00:00,360.69,257.4,L5
1984-08-03 09:29:20+00:00,359.33,256.53,L5
1984-08-26 09:35:45+00:00,,250.08,L5
1984-09-11 09:36:14+00:00,,248.01,L5
1984-09-20 09:30:04+00:00,379.05,252.99,L5
1984-10-22 09:30:00+00:00,,251.94,L5
1984-11-07 09:29:53+00:00,,248.94,L5
1984-12-09 09:29:58+00:00,,247.3,L5
1985-02-02 09:36:32+00:00,359.16,247.28,L5
1985-02-11 09:30:23+00:00,259.81,249.46,L5
1985-03-15 09:30:22+00:00,236.93,254.34,L5
1985-04-23 09:35:59+00:00,252.78,250.15,L5
1985-05-02 09:30:07+00:00,258.63,247.53,L5
1985-06-03 09:30:04+00:00,261.36,248.96,L5
1985-06-10 09:35:50+00:00,249.24,243.68,L5
1985-06-26 09:35:47+00:00,255.1,245.36,L5
1985-07-05 09:29:57+00:00,293.64,,L5
1985-07-12 09:35:41+00:00,,241.27,L5
1985-08-13 09:35:25+00:00,263.82,249.55,L5
1985-08-22 09:29:32+00:00,259.14,251.43,L5
1985-09-14 09:35:25+00:00,260.76,248.18,L5
1985-10-09 09:28:59+00:00,261.23,251.64,L5
1985-11-10 09:28:33+00:00,255.17,246.45,L5
1985-12-03 09:33:55+00:00,265.1,258.79,L5
1986-01-13 09:27:22+00:00,,251.41,L5
1986-03-25 09:32:01+00:00,260.43,250.2,L5
1986-04-19 09:25:17+00:00,256.8,251.2,L5
1986-05-12 09:30:53+00:00,,249.53,L5
1986-05-21 09:24:27+00:00,257.15,248.87,L5
1986-07-08 09:22:57+00:00,265.02,256.09,L5
1986-07-24 09:22:23+00:00,255.96,245.31,L5
1986-07-31 09:28:19+00:00,259.76,248.38,L5
1986-08-16 09:27:20+00:00,266.46,251.84,L5
1986-09-17 09:26:37+00:00,262.65,256.04,L5
1986-12-22 09:25:09+00:00,,221.26,L5
1986-12-31 09:19:14+00:00,252.53,246.04,L5
1987-01-16 09:19:41+00:00,256.15,252.06,L5
1987-02-08 09:26:15+00:00,251.75,251.15,L5
1987-02-17 09:20:35+00:00,259.42,252.0,L5
1987-03-21 09:22:02+00:00,361.47,247.45,L5
1987-04-06 09:22:36+00:00,361.55,255.75,L5
1987-04-29 09:29:30+00:00,360.88,248.61,L5
1987-05-08 09:23:35+00:00,376.05,247.36,L5
1987-06-09 09:24:23+00:00,374.92,255.15,L5
1987-06-25 09:24:44+00:00,376.8,258.2,L5
1987-07-11 09:25:03+00:00,,249.15,L5
1987-07-18 09:31:20+00:00,,255.56,L5
1987-07-27 09:25:25+00:00,,252.91,L5
1987-08-03 09:31:25+00:00,375.13,261.66,L5
1987-08-19 09:32:18+00:00,259.83,248.65,L5
1987-08-28 09:26:22+00:00,253.14,245.68,L5
1987-09-13 09:26:45+00:00,260.66,253.09,L5
1987-09-20 09:32:42+00:00,260.2,252.84,L5
1987-10-06 09:33:02+00:00,267.77,251.57,L5
1987-10-31 09:27:40+00:00,260.9,253.02,L5
1987-11-07 09:34:02+00:00,261.62,251.69,L5
1987-11-16 09:28:03+00:00,,255.28,L5
1987-12-02 09:28:18+00:00,260.96,246.49,L5
1987-12-25 09:34:25+00:00,,247.37,L5
1988-01-19 09:29:05+00:00,257.71,252.04,L5
1988-02-11 09:35:17+00:00,,250.38,L5
1988-03-14 09:35:39+00:00,267.49,255.71,L5
1988-04-15 09:35:50+00:00,,247.26,L5
1988-05-01 09:36:21+00:00,260.36,249.47,L5
1988-05-17 09:36:08+00:00,262.01,250.8,L5
1988-06-02 09:36:14+00:00,256.88,251.23,L5
1988-06-11 09:30:29+00:00,267.32,255.95,L5
1988-06-18 09:36:43+00:00,273.79,263.02,L5
1988-06-27 09:30:35+00:00,257.49,250.45,L5
1988-07-04 09:36:48+00:00,262.26,250.29,L5
1988-07-13 09:30:39+00:00,258.37,251.33,L5
1988-07-20 09:36:51+00:00,258.67,247.48,L5
1988-07-29 09:30:42+00:00,255.19,247.18,L5
1988-08-05 09:36:52+00:00,266.89,258.2,L5
1988-08-14 09:30:40+00:00,265.04,253.88,L5
1988-08-21 09:36:53+00:00,264.93,255.27,L5
1988-09-06 09:36:55+00:00,268.71,262.13,L5
1988-09-22 09:36:26+00:00,253.22,245.63,L5
1988-10-08 09:36:21+00:00,267.19,255.78,L5
1988-12-04 09:30:29+00:00,358.15,247.31,L5
1988-12-11 09:36:33+00:00,351.49,248.11,L5
1988-12-27 09:36:27+00:00,349.79,248.86,L5
1989-01-28 09:35:43+00:00,359.32,257.95,L5
1989-02-06 09:29:59+00:00,357.55,249.42,L5
1989-03-17 09:35:16+00:00,257.9,249.19,L5
1989-03-26 09:28:53+00:00,256.83,249.02,L5
1989-04-02 09:35:12+00:00,269.56,260.37,L5
1989-04-27 09:28:45+00:00,260.44,251.19,L5
1989-05-20 09:34:32+00:00,257.19,248.51,L5
1989-05-29 09:28:17+00:00,,244.2,L5
1989-06-14 09:27:46+00:00,260.11,246.37,L5
1989-06-21 09:33:55+00:00,259.06,247.16,L5
1989-06-30 09:27:39+00:00,263.31,251.17,L5
1989-07-16 09:27:19+00:00,260.44,247.7,L5
1989-07-23 09:33:21+00:00,262.15,248.26,L5
1989-08-01 09:26:59+00:00,271.7,255.79,L5
1989-08-24 09:32:15+00:00,258.49,247.41,L5
1989-09-18 09:25:44+00:00,256.0,246.57,L5
1989-09-25 09:31:52+00:00,,253.31,L5
1989-10-04 09:25:36+00:00,260.58,247.16,L5
1989-10-11 09:31:29+00:00,357.57,248.56,L5
1989-10-20 09:24:51+00:00,361.42,244.41,L5
1989-10-27 09:30:27+00:00,348.55,248.6,L5
