dates,sar1377-0000,sar1377-0001,sar1377-0002,sar1377-0003,sar1377-0004,sar1377-0005,satname
1984-05-06 09:33:51+00:00,200.05,225.7,240.32,210.38,172.54,188.11,L5
1984-06-07 09:34:42+00:00,202.26,222.76,241.465,209.675,168.745,182.08,L5
1984-09-11 09:36:38+00:00,202.26,222.76,241.465,209.675,168.745,187.73333333333335,L5
1984-09-27 09:36:39+00:00,206.07333333333335,224.85,242.58,212.68666666666664,171.5533333333333,193.775,L5
1984-10-29 09:36:32+00:00,210.74,225.29749999999999,244.6825,213.8175,171.83749999999998,198.782,L5
1985-06-26 09:36:35+00:00,203.16,223.35,241.94,208.76,171.11,197.19,L5
1985-07-12 09:36:29+00:00,201.8,221.89,241.975,209.825,172.405,194.16,L5
1985-07-28 09:36:22+00:00,212.73333333333335,223.46,244.77999999999997,213.59,176.85666666666665,207.32333333333335,L5
1985-08-13 09:36:12+00:00,214.6525,223.66,245.725,213.385,177.8,209.725,L5
1985-08-29 09:36:02+00:00,215.5,224.18,246.88400000000001,214.77799999999996,179.102,211.42600000000002,L5
1985-12-03 09:34:43+00:00,217.97333333333333,223.64499999999998,246.5583333333333,215.74333333333334,180.00333333333333,214.61333333333334,L5
1986-01-04 09:34:08+00:00,231.89,223.704,247.09166666666667,214.39166666666665,182.41,225.9283333333333,L5
1986-05-12 09:31:17+00:00,258.12666666666667,229.885,246.59,214.36666666666667,185.6,251.95333333333335,L5
1986-05-28 09:30:50+00:00,248.1675,229.51999999999998,244.79250000000002,213.0075,182.265,241.2675,L5
1986-06-29 09:29:50+00:00,249.77749999999997,230.92,245.8575,213.55,182.2225,242.80499999999998,L5
1986-07-15 09:29:17+00:00,228.65,228.01,243.695,216.7825,178.23999999999998,224.04000000000002,L5
1986-09-01 09:27:32+00:00,223.93400000000003,226.898,242.954,215.92600000000002,178.698,219.142,L5
1986-09-17 09:27:01+00:00,225.42,226.73666666666668,244.1,216.79166666666666,178.98,221.44333333333336,L5
1987-01-23 09:26:28+00:00,217.38,224.81333333333336,246.41333333333333,218.3033333333333,182.14666666666668,214.01999999999998,L5
1987-06-16 09:31:07+00:00,214.22,226.06,249.42,221.29,185.52,209.385,L5
1987-07-02 09:31:27+00:00,209.275,223.565,244.12,219.665,179.435,206.28333333333333,L5
1987-07-18 09:31:44+00:00,213.78333333333333,226.10999999999999,246.04,215.51666666666665,174.64333333333335,209.16250000000002,L5
1987-08-03 09:32:13+00:00,213.98666666666668,225.83333333333334,245.79999999999998,214.98000000000002,171.44000000000003,208.13500000000002,L5
1987-08-19 09:32:41+00:00,210.5875,225.1275,244.57,214.8625,170.8325,204.41400000000002,L5
1987-09-04 09:33:07+00:00,209.41,223.2,243.57200000000003,217.45999999999998,173.544,204.1716666666667,L5
1987-09-20 09:33:30+00:00,213.48000000000002,224.03833333333333,244.5,218.085,175.45166666666668,208.4157142857143,L5
1987-11-07 09:34:26+00:00,213.37714285714284,224.63714285714286,244.90714285714284,218.06285714285715,175.45285714285714,207.7725,L5
1987-12-25 09:35:13+00:00,213.3825,224.83875,244.865,219.20375,176.56625,208.42125000000001,L5
