dates,satname,sar1377-0000,sar1377-0001,sar1377-0002,sar1377-0003,sar1377-0004,sar1377-0005
1990-05-23 09:26:44+00:00,L5,205.72,218.03,236.83,220.25,170.03,196.21
1990-06-08 09:26:43+00:00,L5,197.08,212.75,240.74,219.52,177.42,185.47
1990-06-24 09:26:42+00:00,L5,,,,,,
1990-07-10 09:26:40+00:00,L5,224.25,226.68,242.28,220.66,189.89,221.78
1990-07-26 09:26:36+00:00,L5,212.08,218.56,243.77,219.05,180.49,211.16
1990-08-11 09:26:31+00:00,L5,211.70,206.94,235.60,231.85,188.31,210.27
1990-09-28 09:26:14+00:00,L5,218.79,214.82,235.39,229.09,189.68,215.39
1990-10-14 09:26:08+00:00,L5,211.55,223.21,243.70,214.32,163.49,193.00
1990-10-30 09:25:59+00:00,L5,,,,,,
1991-01-02 09:26:25+00:00,L5,,,,,,
1991-01-18 09:26:53+00:00,L5,219.95,226.45,249.04,218.05,176.91,210.12
1991-04-08 09:28:18+00:00,L5,206.76,231.77,234.41,209.11,175.03,199.01
1991-05-26 09:29:10+00:00,L5,255.22,241.13,258.02,218.34,183.86,240.29
1991-06-27 09:29:37+00:00,L5,254.70,235.07,257.83,220.25,184.69,243.42
1991-07-13 09:29:45+00:00,L5,203.07,217.70,243.66,219.19,186.51,198.56
1991-07-29 09:30:00+00:00,L5,234.42,227.74,240.17,221.33,182.55,234.44
1991-08-14 09:30:03+00:00,L5,232.73,230.15,264.08,211.35,175.45,221.93
1991-08-30 09:30:13+00:00,L5,228.02,227.26,242.33,217.95,173.30,224.94
1991-09-15 09:30:26+00:00,L5,214.55,229.07,258.23,207.65,171.04,199.05
1991-10-01 09:30:30+00:00,L5,,,,,,
1991-10-17 09:30:42+00:00,L5,231.36,225.44,242.41,220.49,180.80,228.25
1991-11-02 09:30:40+00:00,L5,219.79,226.66,258.16,211.84,179.05,207.69
1992-01-21 09:30:48+00:00,L5,301.67,461.46,373.15,206.93,204.47,246.65
1992-02-22 09:30:41+00:00,L5,211.14,222.81,250.98,218.28,185.74,205.78
1992-03-09 09:30:43+00:00,L5,268.32,393.95,241.80,220.30,195.11,143.83
1992-05-12 09:30:15+00:00,L5,220.95,226.44,243.21,215.22,180.16,211.84
1992-05-28 09:30:06+00:00,L5,235.79,224.75,248.28,227.39,183.49,235.75
1992-06-29 09:29:44+00:00,L5,220.72,224.65,240.33,220.62,183.80,219.30
1992-07-31 09:29:20+00:00,L5,233.28,226.97,244.54,218.50,179.96,232.05
1992-08-16 09:29:05+00:00,L5,208.50,228.72,250.80,212.83,170.52,203.58
1992-09-01 09:28:50+00:00,L5,,,,,,
1992-09-17 09:28:36+00:00,L5,220.24,217.76,242.42,221.79,189.49,218.12
1992-11-04 09:27:46+00:00,L5,,,,,,
1992-12-06 09:27:46+00:00,L5,,,,,,
1993-01-07 09:28:04+00:00,L5,,,,,,
1993-03-12 09:28:42+00:00,L5,246.19,226.17,250.50,221.06,185.76,240.26
1993-03-28 09:28:44+00:00,L5,,,,,,
1993-04-13 09:28:51+00:00,L5,,,,,,
1993-05-15 09:29:01+00:00,L5,188.00,220.56,243.31,204.43,162.16,173.38
1993-05-31 09:29:04+00:00,L5,199.73,219.69,240.75,211.26,178.32,192.09
1993-06-16 09:29:02+00:00,L5,205.96,221.57,240.01,213.65,171.63,197.53
1993-07-18 09:28:56+00:00,L5,235.57,232.90,249.13,220.14,184.44,229.29
1993-08-03 09:28:56+00:00,L5,223.70,227.68,249.82,219.25,177.37,220.72
1993-08-19 09:28:55+00:00,L5,227.40,226.46,253.09,215.49,180.30,227.74
1993-09-20 09:28:50+00:00,L5,206.79,210.73,242.11,213.00,170.70,199.48
1993-10-06 09:28:47+00:00,L5,,,,,,
1993-11-07 09:28:34+00:00,L5,,,,,,
1994-02-27 09:27:23+00:00,L5,220.88,228.60,245.31,217.16,171.95,216.18
1994-03-31 09:26:54+00:00,L5,241.89,227.59,244.81,227.96,196.26,243.98
1994-05-02 09:26:17+00:00,L5,230.10,226.92,250.79,221.50,187.55,226.68
1994-05-18 09:25:59+00:00,L5,,218.04,244.39,200.78,158.31,171.49
1994-07-21 09:24:31+00:00,L5,,,,,,
1994-08-22 09:23:41+00:00,L5,225.29,228.39,246.37,219.51,179.36,217.69
1994-09-07 09:23:17+00:00,L5,213.76,217.93,235.92,229.20,183.89,213.13
1994-09-23 09:22:51+00:00,L5,209.87,332.77,22.62,495.71,426.78,188.46
1994-12-12 09:20:16+00:00,L5,213.29,226.40,257.73,229.66,181.34,203.44
1995-01-13 09:19:10+00:00,L5,360.83,305.78,253.54,284.24,297.45,336.16
1995-01-29 09:18:34+00:00,L5,201.76,218.43,235.50,220.23,173.69,192.68
1995-04-19 09:15:18+00:00,L5,235.62,229.20,254.94,228.40,185.96,230.60
1995-05-05 09:14:35+00:00,L5,255.47,226.61,249.52,240.44,200.09,273.85
1995-06-06 09:13:07+00:00,L5,206.74,226.46,249.11,210.12,164.93,188.30
1995-07-08 09:11:41+00:00,L5,221.70,231.37,243.21,220.87,184.95,218.38
1995-07-24 09:10:56+00:00,L5,211.66,223.19,243.01,221.88,188.93,205.07
1995-08-09 09:10:13+00:00,L5,197.40,221.21,239.65,217.28,183.18,191.29
1995-09-10 09:08:43+00:00,L5,221.60,229.36,248.81,219.83,176.82,215.74
1996-03-04 09:13:10+00:00,L5,208.62,221.80,242.11,220.47,174.77,198.98
1996-05-07 09:17:10+00:00,L5,237.25,232.51,255.13,214.39,186.11,234.87
1996-05-23 09:18:04+00:00,L5,214.03,227.62,241.96,220.78,180.30,207.61
1996-07-10 09:20:39+00:00,L5,207.06,220.98,241.39,209.32,171.38,197.49
1996-07-26 09:21:31+00:00,L5,254.02,233.13,243.89,223.42,180.19,241.37
1996-08-11 09:22:21+00:00,L5,261.21,229.25,250.60,220.41,183.68,254.69
1996-08-27 09:23:11+00:00,L5,,,,,,
1996-09-12 09:24:05+00:00,L5,,,,,,
1996-11-15 09:27:20+00:00,L5,200.61,213.58,248.34,483.93,389.87,197.31
1996-12-17 09:28:51+00:00,L5,241.46,224.92,253.80,220.42,193.79,247.43
1997-02-19 09:31:45+00:00,L5,378.46,327.43,302.61,382.59,364.52,188.95
1997-04-08 09:33:36+00:00,L5,206.67,207.18,243.47,217.64,171.82,202.13
1997-04-24 09:34:10+00:00,L5,219.91,224.03,250.09,227.19,180.95,218.17
1997-05-10 09:34:43+00:00,L5,222.04,229.00,251.76,229.42,179.84,216.06
1997-06-11 09:35:50+00:00,L5,216.03,213.17,241.00,217.27,169.88,207.93
1997-07-13 09:36:56+00:00,L5,225.13,224.78,243.55,218.49,184.80,218.62
1997-07-29 09:37:29+00:00,L5,237.88,232.04,246.71,221.60,184.74,246.40
1997-08-14 09:37:59+00:00,L5,237.73,221.57,242.14,226.88,186.87,237.60
1997-08-30 09:38:29+00:00,L5,220.30,226.95,243.08,219.17,171.55,207.41
1997-10-01 09:39:24+00:00,L5,225.95,227.02,254.03,218.69,179.50,218.58
1997-10-17 09:39:49+00:00,L5,216.33,229.66,251.41,226.36,182.52,206.40
1997-11-02 09:40:16+00:00,L5,,,,,,
1997-11-18 09:40:37+00:00,L5,223.77,228.18,255.49,227.14,179.75,215.04
1997-12-20 09:41:24+00:00,L5,367.51,281.26,224.28,128.46,264.91,193.68
1998-03-10 09:43:03+00:00,L5,,,,,,
1998-03-26 09:43:17+00:00,L5,210.89,221.17,249.27,212.66,170.02,196.80
1998-05-13 09:43:56+00:00,L5,226.08,223.55,249.72,220.78,179.13,222.51
1998-06-14 09:44:24+00:00,L5,184.26,212.65,236.34,208.05,167.79,178.49
1998-06-30 09:44:36+00:00,L5,,,,,,
1998-07-16 09:44:47+00:00,L5,212.62,224.44,245.69,204.51,165.25,192.37
1998-08-01 09:44:52+00:00,L5,219.39,227.39,245.73,213.08,168.79,214.15
1998-08-17 09:45:00+00:00,L5,227.43,221.15,246.91,218.19,187.17,227.78
1998-09-02 09:45:12+00:00,L5,,,,,,
1998-09-18 09:45:20+00:00,L5,183.05,214.86,242.37,212.43,170.88,181.22
1998-10-04 09:45:22+00:00,L5,208.90,222.74,247.83,214.65,176.62,199.31
1998-10-20 09:45:22+00:00,L5,,,,,,
1998-11-21 09:45:34+00:00,L5,215.84,226.30,252.67,220.16,187.42,208.27
1998-12-07 09:45:29+00:00,L5,,,,,,
1998-12-23 09:45:35+00:00,L5,246.27,227.04,260.30,232.02,207.41,240.15
1999-01-24 09:45:35+00:00,L5,238.12,225.41,252.83,217.39,198.05,238.04
1999-02-25 09:45:46+00:00,L5,226.68,228.00,245.36,226.35,185.24,223.85
1999-03-13 09:45:34+00:00,L5,221.46,229.13,249.01,219.86,179.04,219.30
1999-04-14 09:45:15+00:00,L5,351.13,313.08,302.57,397.62,379.25,198.63
1999-04-30 09:45:13+00:00,L5,220.13,225.42,248.82,216.12,176.83,214.54
1999-06-17 09:44:29+00:00,L5,213.70,217.44,240.26,211.86,167.93,203.84
1999-07-19 09:44:16+00:00,L5,214.56,220.70,243.99,229.85,184.08,215.49
1999-08-04 09:44:14+00:00,L5,214.08,220.39,246.61,207.99,167.81,205.71
1999-08-12 09:59:25+00:00,L7,216.17,218.60,240.81,210.99,164.85,211.61
1999-08-28 09:59:28+00:00,L7,219.83,229.98,242.85,209.27,172.86,215.11
1999-09-05 09:43:34+00:00,L5,240.08,228.38,252.20,228.97,184.55,239.85
1999-09-13 09:59:23+00:00,L7,231.88,230.46,241.96,224.09,177.40,231.62
1999-10-07 09:43:09+00:00,L5,221.31,225.65,248.91,219.28,185.07,215.35
1999-10-15 09:59:30+00:00,L7,218.73,217.68,241.71,218.46,176.73,214.05
1999-10-31 09:59:25+00:00,L7,214.31,215.68,239.95,215.43,172.99,209.83
1999-11-08 09:42:30+00:00,L5,,,,,,
1999-11-16 09:59:25+00:00,L7,217.51,219.10,244.49,213.96,175.89,212.89
1999-12-18 09:59:28+00:00,L7,229.07,217.70,242.59,221.85,183.12,216.60
1999-12-26 09:41:37+00:00,L5,189.50,222.48,236.00,215.26,171.85,169.90
2000-01-03 09:59:21+00:00,L7,228.75,222.64,244.12,221.44,184.93,220.30
2000-01-11 09:41:31+00:00,L5,202.87,225.83,252.39,220.28,174.61,190.27
2000-01-19 09:59:18+00:00,L7,,209.53,240.40,203.77,161.01,116.54
2000-02-04 09:59:18+00:00,L7,229.12,224.28,242.91,217.49,177.30,216.61
2000-02-20 09:59:11+00:00,L7,,199.48,227.07,208.59,145.87,108.29
2000-03-07 09:59:06+00:00,L7,227.71,233.36,243.50,221.62,189.95,223.28
2000-03-15 09:40:17+00:00,L5,213.43,223.15,252.50,220.67,183.70,207.94
2000-03-23 09:59:08+00:00,L7,212.70,209.67,238.82,211.95,163.17,211.74
2000-04-24 09:58:51+00:00,L7,,212.71,238.13,207.74,162.33,117.18
2000-05-18 09:42:19+00:00,L5,221.92,225.49,244.82,210.72,176.97,217.85
2000-06-11 09:58:23+00:00,L7,360.87,274.44,314.07,357.07,342.60,368.95
2000-06-19 09:42:59+00:00,L5,209.49,221.92,245.02,218.96,176.72,204.11
2000-06-27 09:58:13+00:00,L7,199.85,216.48,239.68,210.97,172.71,192.79
2000-07-13 09:58:00+00:00,L7,329.18,285.88,267.76,349.83,355.46,211.84
2000-07-29 09:57:43+00:00,L7,335.79,289.88,285.53,354.69,359.04,216.55
2000-08-30 09:57:26+00:00,L7,219.04,226.94,242.42,216.23,177.14,214.35
2000-09-15 09:57:07+00:00,L7,227.97,231.00,245.85,222.98,190.59,224.86
2000-10-17 09:56:41+00:00,L7,202.28,218.84,240.59,211.03,167.72,187.52
2000-11-02 09:56:53+00:00,L7,215.87,219.48,241.64,225.81,173.61,210.30
2000-11-18 09:56:51+00:00,L7,,205.57,234.93,208.79,159.95,115.93
2000-12-20 09:56:57+00:00,L7,237.45,228.98,246.36,222.41,182.90,231.06
2000-12-28 09:46:14+00:00,L5,,340.14,380.12,238.99,86.44,79.65
2001-02-06 09:56:56+00:00,L7,225.50,210.69,241.38,221.53,175.23,220.51
2001-02-14 09:46:32+00:00,L5,201.39,222.65,239.04,212.12,182.26,192.09
2001-05-13 09:56:27+00:00,L7,214.83,219.12,240.43,220.48,174.63,210.33
2001-05-21 09:46:43+00:00,L5,,,,,,
2001-05-29 09:56:18+00:00,L7,264.56,234.12,249.41,223.63,196.16,264.42
2001-06-06 09:46:54+00:00,L5,214.85,219.18,243.54,219.46,179.94,211.12
2001-06-14 09:56:07+00:00,L7,206.14,220.94,243.17,220.12,177.35,202.04
2001-06-30 09:55:52+00:00,L7,212.60,219.46,241.41,214.79,172.62,208.20
2001-07-08 09:46:56+00:00,L5,187.54,209.26,236.26,204.69,165.84,173.99
2001-08-01 09:55:40+00:00,L7,244.27,229.80,239.26,220.31,189.64,230.38
2001-08-09 09:46:50+00:00,L5,222.47,227.16,246.33,220.01,174.70,218.91
2001-08-17 09:55:21+00:00,L7,218.18,212.90,243.33,218.53,169.65,213.53
2001-08-25 09:46:46+00:00,L5,231.50,225.21,249.22,233.12,185.69,230.98
2001-09-02 09:55:11+00:00,L7,331.94,257.71,128.18,344.75,339.77,209.78
2001-09-10 09:46:41+00:00,L5,,,,,,
2001-10-04 09:54:47+00:00,L7,212.38,222.89,243.46,220.27,172.60,207.99
2001-11-05 09:54:55+00:00,L7,211.32,218.62,240.13,209.32,168.06,206.98
2001-12-07 09:55:05+00:00,L7,213.30,218.63,241.20,217.48,172.89,208.87
2001-12-15 09:45:59+00:00,L5,,,,,,
2002-01-08 09:55:16+00:00,L7,235.26,229.03,246.15,228.10,195.29,229.10
2002-02-17 09:44:59+00:00,L5,212.70,225.20,242.55,221.00,171.62,200.65
2002-03-21 09:44:35+00:00,L5,201.15,219.43,240.84,209.29,170.54,184.13
2002-04-14 09:55:20+00:00,L7,360.69,338.34,241.52,211.72,410.23,372.02
2002-04-30 09:55:22+00:00,L7,209.80,215.31,242.72,211.70,171.80,205.53
2002-05-16 09:55:15+00:00,L7,227.60,223.23,241.90,229.29,190.07,224.81
2002-05-24 09:43:15+00:00,L5,369.12,288.15,296.86,377.50,365.50,177.93
2002-06-01 09:55:09+00:00,L7,229.49,229.86,257.90,221.68,185.40,221.70
2002-06-17 09:55:02+00:00,L7,259.93,229.35,243.05,221.97,181.66,232.54
2002-06-25 09:42:31+00:00,L5,204.83,222.43,243.11,215.38,172.32,191.24
2002-07-03 09:54:58+00:00,L7,197.24,219.68,241.71,209.63,166.32,182.81
2002-07-19 09:54:50+00:00,L7,209.70,223.90,242.13,212.79,171.55,205.43
2002-08-04 09:54:43+00:00,L7,209.73,212.81,236.83,215.48,174.59,205.46
2002-08-20 09:54:40+00:00,L7,237.48,227.77,241.23,222.14,182.58,229.89
2002-09-05 09:54:31+00:00,L7,206.68,216.80,241.93,212.17,167.84,202.55
2002-10-07 09:54:14+00:00,L7,177.86,215.06,230.06,205.62,167.53,179.95
2002-10-23 09:54:19+00:00,L7,,214.73,237.71,203.75,165.37,118.34
2003-01-27 09:55:01+00:00,L7,220.24,219.51,238.97,211.65,169.35,215.49
2003-02-12 09:55:12+00:00,L7,222.87,229.30,245.46,220.99,188.87,218.00
2003-03-16 09:55:15+00:00,L7,216.62,219.20,241.53,220.01,179.06,212.04
2003-05-19 09:55:12+00:00,L7,237.00,225.71,248.93,218.08,186.04,229.84
2003-06-28 09:42:38+00:00,L5,192.08,225.06,241.55,208.80,168.28,181.94
2003-07-14 09:42:55+00:00,L5,227.31,224.26,248.18,226.72,175.69,223.88
2003-07-30 09:43:13+00:00,L5,,,,,,
2003-08-31 09:43:47+00:00,L5,220.73,228.99,246.46,223.70,183.58,213.24
2003-10-02 09:44:16+00:00,L5,252.83,336.48,376.18,405.07,372.20,376.75
2003-10-10 09:54:34+00:00,L7,,,233.36,208.86,,76.90
2003-10-18 09:44:28+00:00,L5,215.13,227.45,248.96,217.79,170.11,196.95
2003-12-13 09:55:18+00:00,L7,224.07,218.62,242.36,223.53,177.22,219.15
2004-01-22 09:45:21+00:00,L5,,,,,,
2004-01-30 09:55:36+00:00,L7,211.27,212.94,236.07,211.87,175.74,206.70
2004-03-18 09:55:48+00:00,L7,,151.10,242.26,219.58,,109.28
2004-04-27 09:46:34+00:00,L5,258.93,232.58,251.54,219.56,186.60,238.73
2004-06-06 09:55:37+00:00,L7,208.42,225.33,242.46,209.43,169.04,204.22
2004-06-14 09:47:56+00:00,L5,184.59,217.48,243.18,210.55,168.52,187.57
2004-06-30 09:48:25+00:00,L5,208.61,218.81,243.12,210.71,175.30,197.54
2004-07-16 09:48:52+00:00,L5,226.33,231.93,249.86,226.24,185.53,223.44
2004-08-01 09:49:13+00:00,L5,227.30,224.51,248.26,219.67,183.03,227.65
2004-08-17 09:49:36+00:00,L5,210.46,225.04,242.72,219.58,180.40,202.56
2004-09-02 09:50:02+00:00,L5,226.30,220.57,253.41,219.47,184.51,225.04
2004-10-20 09:51:08+00:00,L5,211.71,227.40,264.13,210.35,173.04,199.53
2004-11-21 09:51:42+00:00,L5,,203.82,231.60,215.69,164.29,161.84
2005-01-08 09:52:33+00:00,L5,254.10,222.22,250.35,231.66,205.21,259.69
2005-01-16 09:55:56+00:00,L7,259.50,229.76,250.29,229.53,200.50,246.76
2005-02-09 09:52:58+00:00,L5,343.50,320.25,252.65,309.76,300.90,193.22
2005-03-21 09:56:13+00:00,L7,265.04,233.59,256.71,226.99,190.77,251.47
2005-04-06 09:56:09+00:00,L7,267.29,232.72,262.66,225.34,195.10,263.19
2005-04-22 09:56:04+00:00,L7,224.21,225.03,247.83,219.63,175.91,219.28
2005-07-19 09:54:20+00:00,L5,185.98,212.17,244.65,216.98,168.24,176.09
2005-09-05 09:54:39+00:00,L5,245.13,229.89,251.15,226.36,185.31,238.72
2005-10-31 09:55:52+00:00,L7,225.01,228.95,238.61,222.79,179.35,220.05
2005-11-16 09:56:02+00:00,L7,222.12,227.63,251.65,219.17,176.36,217.28
2006-01-19 09:56:27+00:00,L7,200.98,212.85,237.96,218.61,177.38,194.74
2006-01-27 09:56:37+00:00,L5,217.07,225.60,248.33,220.99,184.83,211.73
2006-02-20 09:56:36+00:00,L7,,449.88,354.93,218.52,409.67,361.72
2006-05-11 09:56:36+00:00,L7,213.54,219.68,243.89,215.90,178.01,209.09
2006-06-12 09:56:32+00:00,L7,,,235.79,207.89,,74.45
2006-07-06 09:59:27+00:00,L5,222.19,215.39,239.94,216.27,179.22,217.67
2006-07-14 09:56:20+00:00,L7,235.41,230.14,244.74,223.06,178.28,231.21
2006-08-23 10:00:03+00:00,L5,214.13,223.27,243.16,220.24,180.65,208.87
2006-10-10 10:00:37+00:00,L5,228.93,230.14,255.36,219.84,180.14,225.58
2006-10-26 10:00:48+00:00,L5,214.03,220.90,248.69,219.93,185.90,211.84
2006-11-03 09:56:19+00:00,L7,,223.54,241.29,208.43,163.64,117.41
2006-11-19 09:56:30+00:00,L7,,330.47,,42.16,29.50,
2006-11-27 10:01:04+00:00,L5,213.42,214.36,246.97,220.50,183.51,203.57
2006-12-05 09:56:39+00:00,L7,263.04,226.91,242.86,227.54,184.77,301.79
2006-12-13 10:01:11+00:00,L5,238.09,233.70,254.42,220.44,186.83,232.98
2006-12-29 10:01:17+00:00,L5,265.94,228.66,263.94,228.72,199.11,255.33
2007-03-27 09:57:04+00:00,L7,246.69,231.40,261.71,221.97,176.93,220.73
2007-04-20 10:01:17+00:00,L5,221.32,230.07,253.65,214.77,180.59,211.50
2007-04-28 09:57:00+00:00,L7,,,243.25,,,-43.76
2007-05-22 10:00:57+00:00,L5,217.12,217.37,239.11,214.72,170.74,213.69
2007-06-23 10:00:26+00:00,L5,,,,,,
2007-07-01 09:56:46+00:00,L7,212.55,223.48,244.76,214.53,164.12,205.52
2007-07-09 10:00:15+00:00,L5,211.92,224.21,242.70,210.73,182.81,205.83
2007-07-25 10:00:07+00:00,L5,337.16,287.64,295.20,362.42,339.13,199.15
2007-08-02 09:56:39+00:00,L7,217.83,228.71,246.00,215.60,168.88,213.20
2007-08-26 09:59:46+00:00,L5,211.80,224.50,247.76,216.58,171.54,199.87
2007-09-11 09:59:39+00:00,L5,211.17,220.36,248.43,220.40,177.09,203.57
2007-12-24 09:56:52+00:00,L7,,230.26,136.02,208.77,159.43,99.00
2008-01-25 09:56:52+00:00,L7,231.32,220.87,250.86,230.64,192.66,219.60
2008-02-10 09:56:50+00:00,L7,229.73,229.73,251.20,229.02,183.31,219.26
2008-02-26 09:56:45+00:00,L7,230.51,230.96,238.32,97.15,190.50,225.86
2008-04-06 09:56:03+00:00,L5,219.22,227.54,248.56,220.33,179.81,209.12
2008-06-09 09:54:23+00:00,L5,185.80,219.66,249.44,200.05,164.84,176.34
2008-07-19 09:55:52+00:00,L7,212.42,228.02,239.29,212.51,174.60,208.03
2008-08-04 09:55:45+00:00,L7,203.10,228.52,241.62,213.00,171.57,187.63
2008-08-12 09:52:31+00:00,L5,225.07,230.14,249.77,220.96,175.31,219.63
2008-09-29 09:51:10+00:00,L5,224.81,227.62,251.03,220.10,184.22,215.43
2008-11-08 09:55:35+00:00,L7,,,231.34,,,3.24
2009-02-28 09:56:34+00:00,L7,226.20,230.71,254.54,225.99,173.91,221.18
2009-03-08 09:52:55+00:00,L5,,,,,,
2009-05-03 09:56:56+00:00,L7,213.01,217.51,238.77,211.66,171.09,201.03
2009-05-11 09:54:13+00:00,L5,224.25,223.34,250.58,216.87,173.17,213.02
2009-05-19 09:56:58+00:00,L7,224.66,223.36,239.93,226.99,181.79,219.71
2009-06-04 09:56:58+00:00,L7,263.37,234.31,249.95,223.46,186.18,232.19
2009-06-12 09:54:48+00:00,L5,201.33,226.67,250.45,210.37,166.26,188.14
2009-06-28 09:55:05+00:00,L5,,,,,,
2009-07-30 09:55:36+00:00,L5,199.63,225.05,240.92,218.65,173.76,193.36
