dates,sar1377-0000,sar1377-0001,sar1377-0002,sar1377-0003,sar1377-0004,sar1377-0005,satname
1984-05-06 09:33:51+00:00,200.05,225.7,240.32,210.38,172.54,188.11,L5
1984-06-07 09:34:42+00:00,204.47,219.82,242.61,208.97,164.95,176.05,L5
1984-09-11 09:36:38+00:00,,,,,,199.04,L5
1984-09-27 09:36:39+00:00,213.7,229.03,244.81,218.71,177.17,211.9,L5
1984-10-29 09:36:32+00:00,224.74,226.64,250.99,217.21,172.69,218.81,L5
1985-06-26 09:36:35+00:00,203.16,223.35,241.94,208.76,171.11,197.19,L5
1985-07-12 09:36:29+00:00,200.44,220.43,242.01,210.89,173.7,191.13,L5
1985-07-28 09:36:22+00:00,234.6,226.6,250.39,221.12,185.76,233.65,L5
1985-08-13 09:36:12+00:00,220.41,224.26,248.56,212.77,180.63,216.93,L5
1985-08-29 09:36:02+00:00,218.89,226.26,251.52,220.35,184.31,218.23,L5
1985-12-03 09:34:43+00:00,230.34,220.97,244.93,220.57,184.51,230.55,L5
1986-01-04 09:34:08+00:00,286.66,,245.14,200.65,185.55,265.08,L5
1986-05-12 09:31:17+00:00,257.38,238.8,249.7,221.88,186.74,260.23,L5
1986-05-28 09:30:50+00:00,218.29,228.79,239.4,208.93,172.26,209.21,L5
1986-06-29 09:29:50+00:00,236.78,225.17,249.19,222.74,184.34,236.7,L5
1986-07-15 09:29:17+00:00,202.15,219.28,236.49,213.58,169.62,190.02,L5
1986-09-01 09:27:32+00:00,205.07,222.45,239.99,212.5,180.53,199.55,L5
1986-09-17 09:27:01+00:00,232.85,225.93,249.83,221.12,180.39,232.95,L5
1987-01-23 09:26:28+00:00,214.22,226.06,249.42,221.29,185.52,209.56,L5
1987-06-16 09:31:07+00:00,,,,,,209.21,L5
1987-07-02 09:31:27+00:00,204.33,221.07,238.82,218.04,173.35,200.08,L5
1987-07-18 09:31:44+00:00,222.8,231.2,249.88,207.22,165.06,217.8,L5
1987-08-03 09:32:13+00:00,214.83,225.23,248.7,219.68,175.91,205.45,L5
1987-08-19 09:32:41+00:00,200.39,223.01,240.88,214.51,169.01,189.53,L5
1987-09-04 09:33:07+00:00,204.7,215.49,239.58,227.85,184.39,202.96,L5
1987-09-20 09:33:30+00:00,233.83,228.23,249.14,221.21,184.99,233.88,L5
1987-11-07 09:34:26+00:00,212.76,228.23,247.35,217.93,175.46,203.27,L5
1987-12-25 09:35:13+00:00,213.42,226.25,244.57,227.19,184.36,214.4,L5
1988-01-10 09:35:29+00:00,218.37,226.57,259.72,219.45,181.51,199.87,L5
1988-02-11 09:36:05+00:00,194.0,210.38,234.83,221.33,180.83,185.15,L5
1988-04-15 09:36:38+00:00,214.21,230.05,248.84,219.12,177.84,204.42,L5
1988-05-17 09:36:55+00:00,235.98,238.0,258.88,219.24,177.24,227.02,L5
1988-07-20 09:37:15+00:00,204.71,224.58,240.09,218.82,183.35,199.19,L5
1988-08-21 09:37:17+00:00,207.56,226.15,255.11,205.48,165.12,195.88,L5
1988-09-06 09:37:19+00:00,209.98,218.69,236.71,218.95,174.89,207.96,L5
1988-09-22 09:37:13+00:00,210.6,223.04,243.71,228.12,183.67,210.09,L5
1988-10-24 09:37:05+00:00,209.66,211.41,243.26,230.66,196.35,207.41,L5
1988-12-11 09:36:57+00:00,201.16,206.82,236.61,217.93,179.79,185.54,L5
1988-12-27 09:36:51+00:00,224.67,226.79,236.63,219.95,196.58,225.14,L5
1989-01-12 09:36:44+00:00,236.86,221.81,251.85,218.73,184.71,232.47,L5
1989-01-28 09:36:31+00:00,211.76,227.89,243.03,220.21,187.08,206.59,L5
1989-02-13 09:36:33+00:00,211.89,226.58,245.85,212.48,179.8,199.57,L5
1989-03-17 09:35:40+00:00,206.48,218.73,239.24,232.85,186.48,203.84,L5
1989-04-02 09:35:35+00:00,222.11,233.28,255.03,219.06,185.53,215.44,L5
1989-04-18 09:35:31+00:00,187.18,224.56,239.57,206.72,165.63,,L5
1989-05-20 09:34:56+00:00,238.08,238.53,261.45,215.75,179.2,231.03,L5
1989-06-21 09:34:19+00:00,219.52,223.83,246.65,209.12,183.48,217.33,L5
1989-07-23 09:33:45+00:00,224.47,227.67,244.99,215.87,180.78,219.03,L5
1989-08-24 09:33:03+00:00,212.28,229.06,252.54,212.03,169.94,200.87,L5
1989-09-09 09:32:39+00:00,,,,,,240.06,L5
1989-09-25 09:32:16+00:00,219.57,222.69,242.85,228.44,188.32,217.06,L5
1989-10-11 09:31:53+00:00,207.68,223.77,241.79,210.56,172.8,195.2,L5
1989-10-27 09:31:15+00:00,210.87,213.27,243.37,233.2,197.95,210.27,L5
1989-11-12 09:30:54+00:00,229.48,220.94,252.64,221.37,195.8,229.73,L5
1989-11-28 09:30:28+00:00,204.5,209.15,235.47,232.24,189.27,204.75,L5
1989-12-14 09:30:02+00:00,,,250.18,217.83,171.33,185.01,L5
1990-02-16 09:27:59+00:00,,,268.35,,,188.14,L5
1990-03-04 09:27:26+00:00,224.53,231.8,252.41,221.18,178.45,213.58,L5
1990-04-21 09:26:46+00:00,210.91,226.66,241.79,221.1,178.47,203.57,L5
1990-05-07 09:26:43+00:00,231.27,218.65,240.81,236.1,196.86,240.92,L5
1990-05-23 09:26:44+00:00,205.72,218.03,236.83,220.25,170.03,196.21,L5
1990-06-08 09:26:43+00:00,197.08,212.75,240.74,219.52,177.42,185.47,L5
1990-07-10 09:26:40+00:00,224.25,226.68,242.28,220.66,189.89,221.78,L5
1990-07-26 09:26:36+00:00,212.08,218.56,243.77,219.05,180.49,211.16,L5
1990-08-11 09:26:31+00:00,211.7,206.94,235.6,231.85,188.31,210.27,L5
1990-09-28 09:26:14+00:00,218.79,214.82,235.39,229.09,189.68,215.39,L5
1990-10-14 09:26:08+00:00,211.55,223.21,243.7,214.32,163.49,193.0,L5
1991-01-18 09:26:53+00:00,219.95,226.45,249.04,218.05,176.91,210.12,L5
1991-04-08 09:28:18+00:00,206.76,231.77,234.41,209.11,175.03,199.01,L5
1991-05-26 09:29:10+00:00,,241.13,258.02,218.34,183.86,,L5
1991-06-27 09:29:37+00:00,,235.07,257.83,220.25,184.69,,L5
1991-07-13 09:29:45+00:00,203.07,217.7,243.66,219.19,186.51,198.56,L5
1991-07-29 09:30:00+00:00,234.42,227.74,240.17,221.33,182.55,234.44,L5
1991-08-14 09:30:03+00:00,232.73,230.15,264.08,211.35,175.45,221.93,L5
1991-08-30 09:30:13+00:00,228.02,227.26,242.33,217.95,173.3,224.94,L5
1991-09-15 09:30:26+00:00,214.55,229.07,258.23,207.65,171.04,199.05,L5
1991-10-17 09:30:42+00:00,231.36,225.44,242.41,220.49,180.8,228.25,L5
1991-11-02 09:30:40+00:00,219.79,226.66,258.16,211.84,179.05,207.69,L5
1992-01-21 09:30:48+00:00,,,,206.93,204.47,246.65,L5
1992-02-22 09:30:41+00:00,211.14,222.81,250.98,218.28,185.74,,L5
1992-03-09 09:30:43+00:00,,,241.8,220.3,195.11,,L5
1992-05-12 09:30:15+00:00,220.95,226.44,243.21,215.22,180.16,211.84,L5
1992-05-28 09:30:06+00:00,235.79,224.75,248.28,227.39,183.49,235.75,L5
1992-06-29 09:29:44+00:00,220.72,224.65,240.33,220.62,183.8,219.3,L5
1992-07-31 09:29:20+00:00,233.28,226.97,244.54,218.5,179.96,232.05,L5
1992-08-16 09:29:05+00:00,208.5,228.72,250.8,212.83,170.52,203.58,L5
1992-09-17 09:28:36+00:00,220.24,217.76,242.42,221.79,189.49,218.12,L5
1993-03-12 09:28:42+00:00,246.19,226.17,250.5,221.06,185.76,240.26,L5
1993-05-15 09:29:01+00:00,188.0,220.56,243.31,204.43,162.16,173.38,L5
1993-05-31 09:29:04+00:00,199.73,219.69,240.75,211.26,178.32,192.09,L5
1993-06-16 09:29:02+00:00,205.96,221.57,240.01,213.65,171.63,197.53,L5
1993-07-18 09:28:56+00:00,235.57,232.9,249.13,220.14,184.44,229.29,L5
1993-08-03 09:28:56+00:00,223.7,227.68,249.82,219.25,177.37,220.72,L5
1993-08-19 09:28:55+00:00,227.4,226.46,253.09,215.49,180.3,227.74,L5
1993-09-20 09:28:50+00:00,206.79,210.73,242.11,213.0,170.7,199.48,L5
1994-02-27 09:27:23+00:00,220.88,228.6,245.31,217.16,171.95,216.18,L5
1994-03-31 09:26:54+00:00,241.89,227.59,244.81,227.96,196.26,243.98,L5
1994-05-02 09:26:17+00:00,230.1,226.92,250.79,221.5,187.55,226.68,L5
1994-05-18 09:25:59+00:00,,218.04,244.39,200.78,158.31,,L5
1994-08-22 09:23:41+00:00,225.29,228.39,246.37,219.51,179.36,217.69,L5
1994-09-07 09:23:17+00:00,213.76,217.93,235.92,229.2,183.89,213.13,L5
1994-09-23 09:22:51+00:00,209.87,,,,,188.46,L5
1994-12-12 09:20:16+00:00,213.29,226.4,257.73,229.66,181.34,203.44,L5
1995-01-13 09:19:10+00:00,,,253.54,,,,L5
1995-01-29 09:18:34+00:00,201.76,218.43,235.5,220.23,173.69,192.68,L5
1995-04-19 09:15:18+00:00,235.62,229.2,254.94,228.4,185.96,230.6,L5
1995-05-05 09:14:35+00:00,255.47,226.61,249.52,240.44,200.09,,L5
1995-06-06 09:13:07+00:00,206.74,226.46,249.11,210.12,164.93,188.3,L5
1995-07-08 09:11:41+00:00,221.7,231.37,243.21,220.87,184.95,218.38,L5
1995-07-24 09:10:56+00:00,211.66,223.19,243.01,221.88,188.93,205.07,L5
1995-08-09 09:10:13+00:00,197.4,221.21,239.65,217.28,183.18,191.29,L5
1995-09-10 09:08:43+00:00,221.6,229.36,248.81,219.83,176.82,215.74,L5
1996-03-04 09:13:10+00:00,208.62,221.8,242.11,220.47,174.77,198.98,L5
1996-05-07 09:17:10+00:00,237.25,232.51,255.13,214.39,186.11,234.87,L5
1996-05-23 09:18:04+00:00,214.03,227.62,241.96,220.78,180.3,207.61,L5
1996-07-10 09:20:39+00:00,207.06,220.98,241.39,209.32,171.38,197.49,L5
1996-07-26 09:21:31+00:00,,233.13,243.89,223.42,180.19,,L5
1996-08-11 09:22:21+00:00,,229.25,250.6,220.41,183.68,,L5
1996-11-15 09:27:20+00:00,200.61,213.58,248.34,,,197.31,L5
1996-12-17 09:28:51+00:00,,224.92,253.8,220.42,193.79,,L5
1997-02-19 09:31:45+00:00,,,,,,188.95,L5
