,dates,usa_HI_0052-0000,usa_HI_0052-0001,usa_HI_0052-0002,usa_HI_0052-0003
0,1991-12-03 20:24:42+00:00,218.79311922007557,168.96940729930014,168.80407187388704,170.4377452734738
1,1999-08-02 20:59:19+00:00,226.66426628697803,168.7446716254089,165.77156632404956,170.5463092813604
2,1999-08-11 20:53:07+00:00,241.77542105653433,176.65711486836815,173.70425948449258,179.28853107577817
3,1999-09-12 20:53:05+00:00,241.71103988151347,171.79046166718268,172.55375738197864,190.34448579147235
4,1999-09-28 20:53:15+00:00,256.8708608129252,177.07472756923843,180.79503990173282,194.32059995130618
5,1999-10-30 20:53:07+00:00,,168.4163773832767,168.8921780626801,173.82315089605117
6,1999-11-15 20:53:07+00:00,,173.78270178458394,173.3206436229611,183.2725092557283
7,2000-01-02 20:53:03+00:00,233.2852479381308,185.67998331878505,172.67800343723667,166.18793152105508
8,2000-01-09 20:59:15+00:00,242.05506000548132,167.52310785905865,169.9924633734812,169.24190268397567
9,2000-01-25 20:59:13+00:00,227.369914062561,182.17597939020658,175.55052614095635,169.75180710797133
10,2000-03-29 20:58:57+00:00,,,160.34192096467115,161.4423468197975
11,2000-04-07 20:52:39+00:00,,,,171.1401130387625
12,2000-05-25 20:52:12+00:00,211.49045913822712,165.28842487582995,167.6518523303317,183.1608568505892
13,2000-06-10 20:52:06+00:00,241.66800827335743,164.7635535376326,166.22881141857084,179.49281296749058
14,2000-06-26 20:51:56+00:00,241.63183623260687,176.53533245541067,174.27691622533428,181.27633733719637
15,2000-07-03 20:58:02+00:00,241.5789541006565,165.9156858457381,169.69325697586982,183.07531598041498
16,2000-07-28 20:51:26+00:00,211.7081892842902,166.7528259064175,159.38337873979117,168.37806676624558
17,2000-08-04 20:57:33+00:00,241.89319237743675,169.93525233064574,171.1461190341764,172.6805210128643
18,2000-08-20 20:57:27+00:00,241.5708301032367,162.73438478344082,164.3132628238358,181.28234553129658
19,2000-09-21 20:56:52+00:00,241.75593220529407,170.91155999661964,168.413891969698,180.86467354750812
20,2000-09-30 20:50:41+00:00,227.14551489383084,174.86942799098253,178.99412721276798,181.8918842026977
21,2000-11-17 20:50:34+00:00,226.86249231573206,163.1290596753052,159.7393967123167,164.2142160096115
22,2000-11-24 20:56:45+00:00,227.02219479755962,159.3636400157127,154.2788990399245,161.39158245669373
23,2000-12-03 20:50:34+00:00,198.07368086213611,177.61027659002866,172.90419196230778,173.9709055153499
24,2000-12-10 20:56:47+00:00,234.18143409753677,181.14456045719913,175.38128923469418,188.92537170793835
25,2000-12-19 20:50:39+00:00,226.41483749636873,179.77728759222066,176.93214778722034,181.96775409500205
26,2001-01-04 20:50:39+00:00,207.63097332754316,184.57632938499438,182.5788262292001,190.110924455465
27,2001-01-11 20:56:53+00:00,231.87430684327518,176.9648005176258,176.0047991960899,180.1161827936699
28,2001-01-20 20:50:45+00:00,226.49219182915644,182.40623588154924,178.11687446172823,177.81777542667191
29,2001-02-12 20:56:50+00:00,211.16637699349133,169.3831748666584,165.55070325704918,166.3206589130445
30,2001-02-21 20:50:38+00:00,226.44840465695214,168.00653419664332,166.79329980680197,172.87762128256372
31,2001-02-28 20:56:44+00:00,226.49631032890014,168.97313571876998,168.68592106368882,
32,2001-03-25 20:50:25+00:00,198.08627850911427,177.6829546576104,178.4602655857438,166.7005784716468
33,2001-06-13 20:49:50+00:00,226.26973743269482,175.47307607633817,172.24996628547842,177.82609607537347
34,2001-07-15 20:49:35+00:00,235.97430755889832,174.89562797352505,173.78193005195277,179.07222763001386
35,2001-07-31 20:49:23+00:00,242.05821958879017,171.74697405647387,169.56708176651415,177.3222449128744
36,2001-08-07 20:55:25+00:00,,,,
37,2001-08-23 20:55:12+00:00,211.11592995196662,165.4905221155887,164.77245181311469,167.5322720367093
38,2001-09-01 20:48:54+00:00,,,,
39,2001-09-08 20:55:00+00:00,227.18714213750582,168.6293278529231,165.36449923284022,166.91634737174252
40,2001-10-19 20:48:32+00:00,229.08284349390442,171.56967744369976,166.1163379413428,177.5307881037728
41,2001-10-26 20:54:43+00:00,183.47399690298477,171.54370923873054,166.82001416413522,167.33515763181157
42,2001-11-04 20:48:37+00:00,193.0025803060159,174.46605799226145,169.81018000947833,168.6122970508921
