,dates,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091
0,1999-12-25 21:58:52+00:00,240.94213773085716,265.8580754529216,,291.299419281557,280.6322390682182,258.5591033171803,,213.95756172121636,211.5695138375792,192.7721140117319,153.26497078134778,150.50769930618696,141.9371922261575,146.35436830799756,147.09402793322639,158.59156746919928,188.94791316662864,238.72755680096284,273.02439646035,303.91881961204865,,313.8951463592513,325.9649694327211,,,310.41068010490034,294.0518356900102,,270.5147814108161,267.9689647669912,268.5785533497834,,255.25599928837224,250.6849232272594,242.919929248401,239.89664598524772,228.62311285850058,,,241.51340578097657,,259.31343013097364,276.546446510568,279.83768491968306,286.1202461510952,,285.2693290160193,,282.61995492662936,284.0773312436202,283.17997714524256,285.51785914697376,,,287.348687923319,291.0265544518461,290.0942198712359,,289.62426468045453,290.07417474505394,291.601626280892,,288.3978614445225,288.3908938469772,279.4423370768617,282.22004654676414,283.73413751465597,278.92708156458707,261.3263465475447,237.9749166876615,231.02915158642242,225.3076721563437,,,,,,,,,,,105.83910885760461,151.7844198887347,162.26029296099813,137.5542260312128,84.06566759120362,,46.610895861293855,59.81228166373434,107.99198550293181,157.91221631994853
1,2000-01-10 21:58:52+00:00,251.85857438808077,,,,281.58135221925863,261.52991803330156,,215.55452629497748,205.1782703770893,185.39418667341977,,147.21920175482234,134.32039364475696,146.76188699908954,135.0029011506392,155.0226128772686,195.02302486522032,242.7745548419459,283.8218197432671,316.73166701419467,,323.9559394966616,339.4242894222667,332.7890887211813,,333.38775654822916,318.74189281880814,,281.27407309043167,276.8439816765406,280.40285465253504,271.5617846769506,266.4124810012974,249.70332069673378,251.72184672798372,254.55208955039092,238.8568566620719,,,262.0995740034974,,272.906320582631,282.14414700279565,293.7224097369368,300.53716239490325,,312.4728057137161,314.5047848666417,310.580482542452,309.8139652347178,302.70754580763884,,306.2634905424617,321.07059594504403,312.0338412569833,313.0387116084184,,,302.9459954135581,300.43380257867085,301.95599377152377,,312.30161724454734,314.4962548034987,298.9112873502554,,294.9922286622387,288.2006342414695,267.93777671027345,251.43312558423233,246.7151184360623,240.57398699155317,,,,,,,,,,,118.73523674494923,156.22220027855485,165.26526828740904,150.9290200908593,103.57113700416343,48.35296025643616,44.586906423099194,73.00003242289837,102.41497663425395,162.89312887430782
2,2000-02-27 21:58:40+00:00,213.9340274221288,245.8043800391566,263.66328434834827,,263.9963432039789,250.82370633759334,,201.51628689810792,172.53982230037514,,,126.70549709054504,132.3170008170415,133.04344187740895,,164.13926639471862,200.6345910860686,265.90439690486477,300.8496451969252,,,,336.1740997893495,310.58345371694253,,313.7789344074542,309.9155127646782,280.4348678629993,285.5302588704356,298.58711288801305,294.02595966160226,,264.06868578452674,,262.8927537497028,254.69786284845986,,242.3937241232187,273.9726345323814,267.040846804921,285.19181334743337,313.60864794611393,296.7543456210769,292.632791102441,286.5319143373514,304.67370918199015,316.82697502453584,320.6153812149065,,313.9251229244008,311.83388896550923,,,292.6969351375602,307.0495633831467,,,303.3350591954238,310.43947158253593,304.09398442692304,293.6834770161368,,313.14788251653073,316.9420142567658,318.57231663525795,293.2903312808128,,270.2537186662374,271.4791688185767,258.5667292576878,,251.83298361340618,,,,320.41949066809326,302.7453719030177,286.03543905672024,,,,,,,,99.03102991794883,,42.598042128133265,32.831867715359316,48.816005692088844,94.1290893328275,167.94525370073978
3,2000-03-14 21:58:35+00:00,209.78977221484953,233.13290968392747,250.57977362674666,,253.4683997499756,245.1045388497835,,203.26458616287704,175.91653829461853,168.21670787465195,,133.99805018061073,142.7274521350677,139.79340332483667,,161.0521207239272,,280.4782133117043,335.77231773574323,,,,305.2031040232215,,,308.9890269424418,293.05172315836217,281.952397595017,299.15124011480503,295.98001818309666,,,282.9530322532346,,264.0879983309504,257.60367033663965,,232.72300512687264,252.48372273892284,271.14622643534454,285.25939940617684,288.1523571377443,284.55612154471606,287.25961481110966,,312.0052028196113,331.333235517206,,,331.81573974009183,323.8412259764421,,,291.2382374760597,313.553992858183,,,313.2032196703967,326.07638026297053,322.3572705643674,,,301.2380095260601,308.6311581426978,322.9191331741678,,,304.4667287757046,305.24591551303183,258.98085850999865,,252.69605808046316,,244.7684213294695,,328.3762567575907,316.29536449957084,305.7261912598284,,,,,,,,137.72051748361707,90.99630869976386,47.4596374041453,26.463709252314246,48.27822709213184,,158.9537844427571
4,2000-03-30 21:58:33+00:00,208.92884755310956,230.6390967172742,250.9009814424821,260.64753380203166,261.71720746864906,249.0036113563683,,204.89318382844283,177.06949762253652,,137.51295038578488,120.06775214566295,129.21647764109744,127.05313395649016,137.130910714912,156.22132637664495,212.79087517579157,277.8128565790232,319.86192798891375,329.6078216384118,,,,366.72360068914554,346.44642366036595,317.19651687682517,301.2464790260471,305.8370710489186,302.53548915221717,290.9901748736697,284.7630719377805,277.016971076754,,257.28392359854,253.05735051294351,249.64586363798585,244.84705640081913,239.7579672640397,257.503274862692,,280.1401318605624,280.4089709401246,277.38542841758965,275.1918803276865,,288.3662265991587,298.72314129951684,311.20881630933314,315.54308627548727,311.32294353253366,306.3140732602112,,292.67914331739996,291.1100008051661,305.6574760584977,312.34990725305806,,312.4326475502814,308.30733819672463,309.3773964546121,306.9064782123019,,304.6038525686188,305.9544471495507,,321.7210693564463,301.77574547072805,284.6110484713272,,253.15450324398037,245.2831190799914,235.66125564740878,,230.47713175043168,,,,,,,,,,,132.83142345371311,156.66280209526207,89.14033161312497,40.327455823161266,30.981040852040103,56.16829670466858,82.33123390349992,142.24611220628395
5,2000-04-15 21:58:19+00:00,223.04597209881135,241.00098814404808,255.8938418297484,276.6526577093131,260.7546023343824,250.5893328795025,,205.86548264731348,192.47103782351311,,137.73231279848926,132.0237937002438,133.9925580522991,132.06356253958236,145.17441962682858,159.15448822936904,218.09043548652187,274.22302138642624,314.2580430190105,,332.3154441390086,357.8822409661974,372.9406225517192,358.79116509133235,,311.22489540616664,296.3748044146018,,291.35935082144067,284.9769073169685,280.65611357943067,268.50796390509515,,253.06299288887487,244.86520724577395,236.02859701976482,233.1661683330639,,255.8057905433146,263.75068340352664,,272.3524366714898,281.7179273862332,280.2086602121341,,281.62733066690265,,303.6939744663214,309.97870244735446,306.303566692594,297.55690910147325,291.11783152672945,,,291.2646570326685,301.61265602819697,,,310.71331733886404,297.97032985765355,295.51146741336754,,,299.54316820763216,292.18677619180255,,,271.21030325434015,,231.32041996498597,229.09251906217276,217.43156667588664,,,,,,,,,,,147.31058223947306,173.0213972869476,160.37944486531023,168.54975747229312,,,45.40818794727513,37.156162728507574,73.34905335766894,133.59512565067632
6,2000-07-04 21:58:02+00:00,172.49501566796928,191.65358846613753,216.7250777094851,234.33224422929487,225.05943093991542,,180.76728642387755,159.1753050959459,146.2466776423693,136.26780095037674,100.37474500339505,107.22501895489516,112.97477952611048,109.62567693754956,141.19986681411564,173.09125625729484,,,363.48627792583284,381.6149062223298,,383.0847201212734,386.44286355405893,365.8510898906231,,321.6960843910164,,318.869774276235,309.6738239983615,301.29149025915376,284.8449560695671,269.56167806023495,,268.3667554226957,243.44881999430226,248.9980001980436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000-08-05 21:57:08+00:00,171.8160102063101,187.25187487110404,201.5465856011095,202.0285233599755,213.495587994115,,185.03019751573328,158.67451365921656,,,114.92553555071777,104.89710454026783,102.67389587637382,107.37076099954467,147.5080975268274,204.9274552538238,,,,,,,,,,336.31267778478417,291.073284251838,282.2978062212327,304.66134808031154,290.1732324659661,280.88367172669587,,267.5917729925468,237.39759264091313,239.74800020344543,235.64884126403518,,235.70158443989695,238.967599075915,229.02732866503433,,275.81975399562253,,,282.9308709286172,,291.218261185388,284.9691722467092,286.99971812692337,287.6537662691291,295.24249987046534,,318.10716759302335,288.2887069158738,301.72145329353435,299.07082028660665,,287.1398164394131,302.4405577551974,,,323.79058708944655,317.19969309895123,,302.522496750538,,264.3468200920474,267.25559603634235,287.61251522030847,260.29177197205445,258.3058747241011,,293.1740003246986,,,,,,,,,,,,,133.00235906516207,49.01016127507896,22.561595389949677,25.0493189338013,51.627731715283346,94.41248993845682,188.46302680570713
8,2000-08-21 21:57:26+00:00,138.29275998407616,166.84933493301784,186.5460127132134,168.9407860439413,183.54443748699282,,148.99086555243233,128.35265476550032,,97.53446174741235,93.3231055422538,81.69050485063309,79.75738114215443,87.73740091330383,113.74635839421316,165.95782296701344,,,323.21473725314456,355.22438171204726,,336.57881826121377,327.33180434567873,330.22121630195545,,300.87285100964675,278.41711768307454,265.2799438719765,287.5054353852636,268.29533984170024,250.89883540748554,,,239.85039271883713,241.3985442883071,232.47846809784448,208.45503790802286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2000-09-22 21:56:53+00:00,,,,,,,,,,,,,,,,,,,,383.75211135194695,,,,,348.4646988092263,294.0514620566453,,285.23523248025987,,,,,,,,,,,,,,,,222.09325549744847,246.7735760515908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
