,dates,chi0402-0000,chi0402-0001,chi0402-0002,chi0402-0003,chi0402-0004,chi0402-0005,chi0402-0006,chi0402-0007,chi0402-0008,chi0402-0009,chi0402-0010,chi0402-0011,chi0402-0012
0,1986-02-04 14:07:35+00:00,215.1244535261294,213.51205570089658,218.53251141943923,,,219.24259778268916,,223.0747670458262,214.77689904938785,216.5246190927192,205.94375895415234,217.50478605582617,216.9312033916015
1,1986-08-15 14:02:17+00:00,215.54629416212208,203.8512539703826,221.9478085522759,,,,155.71350317941346,217.20107669962755,188.80904598621692,181.19433608982345,188.54467429647877,213.1156649735156,197.6257209496842
2,1986-10-18 14:00:08+00:00,193.07168616625813,178.60524655068622,184.09838448765262,201.54076482295352,,182.36435900101515,173.4240827680087,194.42516310219543,182.7234126287229,173.43807149443444,176.36867371065705,197.08149335381847,193.06426322185126
3,1986-12-21 13:59:37+00:00,206.07306275269346,214.16331779421932,214.90354334448216,227.67256341562987,216.85937547177505,216.16841369738364,217.5385984795954,212.42294256527936,198.38405900152753,209.74994423260875,201.08516435199837,218.7285798148602,217.31400637961966
4,1987-01-06 14:00:06+00:00,213.12413204544396,211.99092545350135,216.38186484681978,230.4900927205478,,211.06676493820433,220.1774473240503,214.05992254711714,206.62456946581682,217.8027933116946,199.6277311692517,214.22472356280286,216.46131668559843
5,1987-01-22 14:00:34+00:00,207.8030107282075,211.21167415876943,218.06941462642817,227.71518905072708,,214.39282591983311,207.2750284455471,214.68799804891057,201.56205360587828,199.11108368654683,184.15066108080228,213.38294166140184,213.0463957697625
6,1987-02-07 14:01:09+00:00,212.0709058157378,208.96918679910374,218.07317706771772,226.636668003604,186.1389501902704,217.35038106481664,224.4562625714011,215.09420839381318,212.91748619075457,206.8503783928484,206.11488108306662,220.77823413152169,216.25367983320558
7,1998-03-09 14:17:09+00:00,229.79575640551337,218.39603987894154,218.66939341379583,239.3025489254879,193.1424691251312,213.56993672506744,188.18861860172868,208.3131599647465,203.67110111910014,199.19101544025534,188.73411951314142,223.15648694874014,208.47905718714603
8,1998-03-25 14:17:23+00:00,198.55755178224152,196.30549277527493,196.79336112533827,203.0318111884064,169.2509269273958,201.6936117537278,,,189.9858281293108,174.74578225516422,179.09682118905374,204.6533912444371,187.99524036814194
9,1998-09-17 14:19:26+00:00,223.47923488595717,205.688700869056,213.8261309050299,211.76729334329758,,213.58518291977634,210.25749150314732,230.2454898795276,186.81790226826865,179.42073958037085,180.10282785674337,212.88287237939917,201.7937387658151
10,1998-10-03 14:19:29+00:00,200.23448726076697,194.48477653410635,197.2701402516311,205.97503278697334,184.7889365609993,204.3195505185937,197.25533950540358,209.47983682324107,188.72361872963478,180.40335493950425,180.77231800242456,200.43128025790926,192.79758299254507
11,1998-12-22 14:19:42+00:00,219.86143343949902,211.65285156462028,211.51378208242193,227.65987975916667,212.72308541105713,209.35911171968147,218.32241377261994,221.5959510929863,209.2550646052393,212.41861747535916,206.3095276179015,222.15382139051314,217.89604963255033
12,1999-09-20 14:17:14+00:00,204.75968997039823,183.92771847393817,203.06725246414436,204.52583135029664,193.8946598386769,190.90626564711664,,207.68139346859937,189.9875574263325,203.74986442582704,187.39733720456184,210.93616688869105,209.4920300647259
13,1999-10-14 14:33:38+00:00,228.83304741076813,209.92698861082232,221.94042309570779,245.2383393356597,225.57227742899957,214.74605640332484,208.1749065923011,220.52360428546638,213.0325358608202,221.01489119082774,216.36097534825478,224.83576363212043,217.79150658105883
14,1999-10-30 14:33:32+00:00,233.85111118186586,225.85309653125057,225.7575039353018,252.84875454258335,226.9904157801273,219.90089618170686,219.67539639942026,250.04016004881186,218.3598084396192,231.95942179086106,213.35613851972215,226.80925939827807,229.59212353960734
15,1999-12-01 14:33:26+00:00,216.55617070998107,205.71198326868154,208.4218739817763,227.77381198376946,214.34810513392233,216.02019535208208,212.7765216047563,239.80454804575908,214.26842636788848,215.01266199883804,221.13189803904692,227.57985255168515,218.96142430985597
16,1999-12-25 14:15:44+00:00,228.70924235628036,222.65605070200135,227.75532635341722,258.6207281401802,242.2546008945966,230.94420878163075,225.8977864347395,214.3443454719394,205.63012495543933,215.88128287673126,219.7974161680807,226.43076718784215,222.33515350492098
17,2000-01-18 14:33:25+00:00,212.05556371649394,204.90627979263945,219.07631824166978,258.0849617909887,217.35757840701393,215.01485911642368,229.70195435928255,247.1756437869367,211.3923384359526,212.77441390146237,205.29933291764314,225.9376478130494,221.69193571810015
18,2000-02-03 14:33:25+00:00,220.2286187311182,204.21958923041547,216.16742260179055,213.92688907874287,206.80762596428153,216.73807675082918,222.0748694906418,208.8730243061347,212.33470190952866,201.36447467437466,202.27862244858585,225.92542406471924,214.4931195585125
19,2000-03-06 14:33:14+00:00,201.85362004847644,196.8593830546888,212.68653968883527,208.73967105039392,195.93967488966894,213.51240605930795,197.02839399352166,190.11062141768525,192.4393645318631,185.64477304008204,182.3365730299863,222.76304177183385,213.02694892273323
20,2000-03-22 14:33:15+00:00,206.3678652998516,196.53592995024266,208.99705148341735,193.0931734786561,193.8644616353788,211.91469822687935,206.29170746106126,206.35176128143644,188.9701418148972,188.88262752148805,190.53854166468744,209.638850958737,204.7224682844015
21,2000-04-23 14:32:57+00:00,213.2637724916116,202.81320871606937,208.4226421478692,188.58937227212556,210.3152157999664,,199.6362536175106,221.72476461506838,199.896938311701,202.60251616848075,196.69644555957842,221.53122664511864,211.66053850312628
22,2000-05-09 14:32:46+00:00,233.00851223757834,221.41845272405175,223.72193279819749,,229.33419060083204,,222.25943571669987,237.70691283314375,203.93677808523137,218.02310569061729,212.81962246983926,225.35645960338502,210.8439019215307
23,2000-07-12 14:32:08+00:00,247.92871687743394,210.61378207460518,219.34770902203167,,,,135.36186702244117,255.73126106729924,,176.18007484526245,209.51245155951645,225.12815217827213,207.8157772925786
24,2000-07-28 14:31:50+00:00,204.27906220461838,194.0090632316846,204.36267049559453,,181.29906328585685,,145.19798188761678,202.00945593260923,,179.7876394337176,188.43387251460126,204.23026978464895,193.703432331045
25,2000-09-30 14:31:05+00:00,207.68970619411516,195.8436206897307,205.0519106771084,210.23570653873816,195.20478044975593,204.1789039884055,171.02227810816083,194.64919958324,190.13456991761012,201.51610804306242,197.43020424986716,220.1408334650897,207.64648662615753
26,2000-10-16 14:30:47+00:00,226.85155678498768,211.44314285791705,221.75349486819093,225.20326916670558,,212.13874844996616,191.88584690022842,210.29687319050657,198.05346355425894,208.54013531780663,196.49906794224404,212.48851677418057,211.20208248231387
27,2000-11-01 14:31:01+00:00,214.44154039503007,206.47734494933275,207.94620446865747,218.7441054824505,195.81240606603092,202.35425510542245,187.41107295477383,206.6380490011893,203.1611438595812,211.58556094515671,199.45873725257377,207.08350398877513,210.44741659359846
28,2000-11-17 14:30:59+00:00,234.63892746818127,229.84043191159307,227.9934254595706,253.40848258935873,233.50418375941527,219.21464282995447,228.19355918753033,235.73958228657693,221.03782134472388,234.68699738533743,214.90292392223762,225.6146274992687,220.8167813718202
29,2000-12-03 14:30:59+00:00,212.1523920615736,211.1096413768264,218.934695848721,230.17477816907348,208.2278587215124,214.62273190146993,212.71841391325643,232.48470396765265,208.74607557195375,220.9951149233633,210.0569569724732,218.59592087436002,223.9794690422125
30,2000-12-19 14:31:04+00:00,214.28868178320542,204.85121210222644,212.46733817630678,219.42489382935267,,,,,,,,,
31,2001-01-20 14:31:09+00:00,208.30629376533193,201.35126965818063,211.47435162586692,212.47780346768215,195.01997250096727,214.55925865824366,201.55741538545067,201.81591324726833,202.47750765192632,203.50268515741345,202.20685639090712,220.65963108719225,214.8346552139294
32,2001-01-28 14:20:35+00:00,219.2570684340139,218.77077756712993,217.95315264323352,212.73914366323746,193.64623559605928,205.33411836654193,190.41459364778,196.5804700012838,195.66191422384262,205.17045299908244,193.67747536283412,219.72689313028675,216.0654435179126
33,2001-02-05 14:31:04+00:00,221.72916726590742,224.7199460814756,223.66831610129935,237.0910855952195,223.937226147064,222.93531312122366,214.83330489875394,237.69729641029468,212.91827204356005,217.96915941739053,211.8220268426257,226.6286796351677,222.5659588032071
34,2001-02-13 14:20:39+00:00,215.03662583633658,209.84204763875493,220.07665465547728,226.79445951575798,195.56910998494612,209.1049171267116,206.5385945131156,205.03233884458987,196.43991142970182,203.04615487838888,193.60946887673728,220.7379323135143,221.7644732454609
