,dates,chi0402-0000,chi0402-0001,chi0402-0002,chi0402-0003,chi0402-0004,chi0402-0005,chi0402-0006,chi0402-0007,chi0402-0008,chi0402-0009,chi0402-0010,chi0402-0011,chi0402-0012
0,1986-02-04 14:07:35+00:00,212.54128298817236,210.92888516293954,216.13385306276484,,,217.14377172059906,,220.27633229637274,211.72406114089316,211.72730237937043,203.70501115458958,216.30545687748898,215.06558022529921
1,1986-08-15 14:02:17+00:00,217.1088645374352,205.41382434569573,223.3987667579238,,,,157.2760735547266,218.89386127288344,190.65572006613243,184.09625250111927,189.8989019550835,213.84114407633956,198.75424399852145
2,1986-10-18 14:00:08+00:00,200.39540180715093,185.92896219157902,190.89897758276737,213.44180273940435,,188.31487795924056,180.7477984089015,202.3591883798293,191.37871293159623,187.03925768466394,182.71589393276415,200.48178990137586,198.35361340694053
3,1986-12-21 13:59:37+00:00,200.66944737773102,208.75970241925688,209.88590049630275,218.89168843131588,209.05415326349595,211.77797620522665,212.13498310463297,206.56902590907004,191.99796810384464,199.7146585362499,196.40203102703092,216.2197583907705,213.41139527548012
4,1987-01-06 14:00:06+00:00,205.08068563539118,203.94747904344857,208.91295032319934,217.41949230421204,,204.53146473003645,212.1340009139975,205.34618893622664,197.11867825393625,202.8649642644537,192.65674428053927,210.49026630099266,210.65216094500477
5,1987-01-22 14:00:34+00:00,201.58277545480232,204.99143888536423,212.29348187255192,217.60730673144363,,209.33888476019138,201.0547931721419,207.94940983605494,194.21086646458122,187.5592181787943,178.75979051051777,210.49497528446372,208.55400362785875
6,1987-02-07 14:01:09+00:00,209.77972586911514,206.67800685248108,215.9456528315681,222.91350059034215,182.82946804514876,215.48879735818574,222.16508262477845,212.61209678497195,210.2097280720187,202.59532992054915,204.12919179599365,219.71447201344688,214.59893876064476
7,1998-03-09 14:17:09+00:00,233.07933786907526,221.67962134250342,221.71843334424617,244.638368803776,197.88542012805397,216.23784666421147,191.47220006529056,211.87037321693856,207.55169739421876,205.289095301156,191.57989011489508,224.68100691396532,210.8505326886074
8,1998-03-25 14:17:23+00:00,202.37739436662477,200.12533535965818,200.340357810837,209.23905538802921,174.7684773270605,204.79723385353918,,,194.50018754721827,181.8397756261617,182.40735142885256,206.42688958718648,190.75401556797428
9,1998-09-17 14:19:26+00:00,230.80549746295978,213.0149634460586,220.62908901224662,223.6724700309268,,219.53777126359097,217.58375408014993,238.1822743379471,195.47621258654445,193.02665579480424,186.45225542347896,216.28435143300752,207.08492840476143
10,1998-10-03 14:19:29+00:00,207.21387054136457,201.46415981470395,203.75099615504314,217.31653061794444,194.87026796630695,209.99029943407925,204.23472278600119,217.0408353772218,196.97198078852284,193.36506674632835,186.82111684560914,203.6717082096153,197.8382486951989
11,1998-12-22 14:19:42+00:00,218.1819744580401,209.97339258316134,209.9542844567815,224.93075891429592,210.29720021561644,207.9945512972461,216.642954791161,219.7765371964058,207.2702494453333,209.2996222240783,204.8539965006371,221.3740725776929,216.68310703483
12,1999-09-20 14:17:14+00:00,206.0937999115917,185.26182841513165,204.30606883810972,206.69376000473605,195.82170753151192,191.99022997433633,,209.12667923822565,191.56423281137933,206.2274971737578,188.55356582026286,211.55557507567374,210.4555539111434
13,1999-10-14 14:33:38+00:00,227.38793662257208,208.48187782262627,220.59853450666859,242.8900343048411,223.48489517938305,213.57190388791554,206.72979580410507,218.958067598254,211.32467765658848,218.33111401274934,215.10854599848486,224.16481933760085,216.74781545625055
14,1999-10-30 14:33:32+00:00,226.69962858608443,218.70161393546914,219.11684152493333,241.22759532443854,216.66049647510968,214.09031657263444,212.52391380363883,242.29272057004866,209.90805628096842,218.67809697012413,207.1581869367116,223.48892819309384,224.42716388709854
15,1999-12-01 14:33:26+00:00,211.3894201168799,200.54523267558037,203.62417700246806,219.37784226998008,206.88502094388733,211.8222104951874,207.60977101165514,234.2072349032328,208.16226657604165,205.4172680402216,216.6540475250259,225.18100406203104,215.22988221483845
16,1999-12-25 14:15:44+00:00,227.47239419746646,221.41920254318745,226.60682449166146,256.6108498821076,240.4680424429765,229.93926965259445,224.6609382759256,213.0044266332243,204.1683953132047,213.5842791532197,218.72548109710866,225.85651625696426,221.44187427911095
17,2000-01-18 14:33:25+00:00,212.71505707854422,205.56577315468974,219.6887049350022,259.1566385043204,218.31017992997545,215.55069747308954,230.36144772133284,247.89009492915784,212.17173968201203,213.9991872881272,205.87089383142006,226.2438411597156,222.1682364795809
18,2000-02-03 14:33:25+00:00,223.8256523808181,207.81662288011537,219.5075252765119,219.77206875950523,212.00334123607027,219.66066659121034,225.6719031403417,212.76981075997628,216.58574167735583,208.04468002381734,205.3960516116591,227.5954754020799,217.09097719440686
19,2000-03-06 14:33:14+00:00,208.3448488515997,203.35061185781205,218.7141092917354,219.2879178554692,205.31589427195806,218.7865294618456,203.5196227966449,197.1427859544021,200.11081675373603,197.69991224588236,187.9623046593598,225.77682657328393,217.7150586138778
20,2000-03-22 14:33:15+00:00,212.4114754862507,202.57954013664178,214.6089752279308,202.9140400315547,202.59412079351088,216.82513150332863,212.33531764746039,212.8990056500355,196.11259021700528,200.106475010515,195.77633715956668,212.44481283099375,209.0872978634675
21,2000-04-23 14:32:57+00:00,215.6437355739525,205.19317179841028,210.63260786718575,192.45681228092954,213.7529402522366,,202.0162166998515,224.30305795427103,202.70962195446754,207.02244760711386,198.75908023094055,222.6362095047769,213.37940072926136
22,2000-05-09 14:32:46+00:00,231.33011801615203,219.74005850262543,222.16342387830161,,226.90984339210516,,220.58104149527355,235.88865242659858,201.95322127809118,214.90608785082557,211.36501414460312,224.57720514343708,209.63172831716724
23,2000-07-12 14:32:08+00:00,252.8041064307195,215.48917162789073,223.87485646436824,,,,140.23725657572672,261.0129330833586,,185.2343697299356,213.7377891723639,227.39172589944042,211.33689196995147
24,2000-07-28 14:31:50+00:00,210.21073605827678,199.940737085343,209.87065335970587,,189.86703663003007,,151.12965574127517,208.43543594073915,,190.8036051619403,193.5746565211052,206.98426121670462,197.9874190031316
