,dates,chi0140-0000,chi0140-0001,chi0140-0002,chi0140-0003,chi0140-0004,chi0140-0005,chi0140-0006,chi0140-0007,chi0140-0008,chi0140-0009
0,1986-02-04 14:04:23+00:00,,,,,,,,,,
1,1986-07-30 13:59:40+00:00,,163.74432416256363,183.05237138903308,208.283141754004,201.3278978472136,192.8493321224035,206.61821735129152,199.44640511491446,195.61517604243784,190.94006488032647
2,1986-09-16 13:57:58+00:00,199.56017068258166,173.632404344642,177.11969863749684,190.74364810165736,197.00027209034388,186.9285098068949,197.8804546071077,180.76290580360205,188.32099872575424,192.8929217081152
3,1987-10-21 14:05:01+00:00,,,,,,,,,,
4,1987-12-08 14:05:53+00:00,198.2288707693903,177.97611558308967,184.5324353724043,195.90136217391773,198.63279189694055,195.23841260914696,197.70125202670351,188.478023597082,196.69601658782392,195.1756531904841
5,1988-01-25 14:06:43+00:00,,,,,,,,,,
6,1988-02-26 14:07:12+00:00,211.65617835106605,183.9630951935844,199.71340945707828,203.45283008685897,207.02416303794945,201.10267678660986,211.50751879835906,205.1792217162362,206.71672999861096,202.27870088548917
7,1988-06-17 14:08:03+00:00,,169.92644346752445,174.78881488453538,186.245661985972,192.98547376040491,193.69010444366614,194.16713925505505,192.21001349197354,196.72041523584372,187.83099698099096
8,1988-09-21 14:08:10+00:00,206.23573055598425,174.68882349860178,192.9112516705228,199.99084344599123,210.76509373554177,196.71015223043355,204.83990363894551,195.87862821080364,204.42599430842785,198.32098008553518
9,1988-11-08 14:08:03+00:00,,,,,,,,204.64736720754394,205.17757004195624,197.33419908291256
10,1988-11-24 14:08:03+00:00,,,,,,,198.34462319921224,193.3205667330799,197.02235443494556,188.54992836464834
11,1989-02-28 14:07:14+00:00,202.83762419789193,177.15917719847047,184.51716584438756,197.4366103604258,200.93792897515493,196.37006195676167,199.0575801999266,194.98268033621412,199.60584652941458,190.64179486077072
12,1989-05-03 14:06:13+00:00,212.16707220830014,187.74077180977383,197.35224456697114,199.40037130368054,204.97378891427377,197.8555728356787,201.5562962444839,192.08756272952874,201.69364492503934,205.21502867909547
13,1989-09-24 14:03:11+00:00,211.5859819695981,178.55717321989232,193.7831123686575,201.17241696260464,207.6869338771469,196.66602615782125,206.22662717532464,208.32419166904083,211.37710523575453,199.148319615766
