,dates,per0149-0000,per0149-0001,per0149-0002,per0149-0003,per0149-0004,per0149-0005
0,1984-12-25 14:41:08+00:00,,,194.48873769278933,,182.6390867297419,175.64743488288985
1,1986-04-03 14:36:38+00:00,,,,,,
2,1986-04-19 14:36:16+00:00,,,155.84071630353668,,168.95262992103082,188.44744165095375
3,1986-05-05 14:35:53+00:00,186.65355317344887,171.53060100487392,161.84026787780994,168.6573680573998,191.3969266870976,188.5309041423436
4,1986-08-09 14:32:48+00:00,,,,,,
5,1986-08-25 14:32:12+00:00,,,,,,
6,1986-09-10 14:31:38+00:00,,,,,,
7,1986-09-26 14:31:09+00:00,,,,,,
8,1986-10-12 14:30:38+00:00,,,,,,
9,1986-10-28 14:30:05+00:00,186.43322169789977,165.5711751737166,163.00711943834824,147.10994696348644,168.925580518558,176.17558852497976
10,1986-12-15 14:29:44+00:00,,,,,,
11,1987-02-01 14:31:12+00:00,,,,,,
12,1987-03-05 14:32:27+00:00,194.89256997862762,188.17091079745734,183.2492267661001,169.74034065689108,193.10451747667776,192.47852734587335
13,1987-04-06 14:33:36+00:00,,,,,181.6420539068656,176.67125633165784
14,1987-05-24 14:35:00+00:00,,,,,,
15,1987-06-09 14:35:23+00:00,,,,,,
16,1987-07-27 14:36:25+00:00,,,,,,
17,1988-01-03 14:39:48+00:00,191.75486219144827,186.99326678100874,177.90378365728287,180.13980272489724,180.09297584879727,189.63487573383298
18,1988-03-07 14:40:48+00:00,,,,,,
19,1988-03-23 14:40:56+00:00,186.04793510560967,179.41710933495466,172.34618975811378,150.35072509714004,194.18658752470074,194.79312071924812
20,1988-04-08 14:41:02+00:00,195.2180140923436,189.73070365403,180.1718436084581,184.9662039194748,197.21625073258107,189.3357513572324
21,1988-05-10 14:41:17+00:00,,,,,,
22,1988-06-11 14:41:30+00:00,,,,,,
23,1988-06-27 14:41:35+00:00,,,,,,
24,1988-09-15 14:41:41+00:00,,,,,,
25,1988-11-02 14:41:33+00:00,191.6044460824184,182.2079602599432,177.4004041237039,183.16798175170882,190.1268184206936,189.69719995036363
26,1988-12-20 14:41:16+00:00,,,,,,
27,1989-03-10 14:40:26+00:00,,,,,,
28,1989-04-27 14:39:44+00:00,,,,,,
29,1989-05-13 14:39:30+00:00,,,,,192.55013770903966,187.8427688526798
30,1989-06-14 14:38:51+00:00,,,,,,
31,1989-07-16 14:38:17+00:00,,,,,,
32,1989-10-04 14:36:35+00:00,181.97266095759903,,,,,173.30643623366635
33,1990-01-24 14:33:08+00:00,185.80621773059846,182.93454412285828,173.64610414817756,176.49615123571212,182.1532336424387,176.78781815150268
34,1990-02-09 14:32:37+00:00,172.80580004544535,176.35013406482847,172.38268200184626,166.71711563655631,169.56024507429171,167.9784373492231
35,1990-02-25 14:32:08+00:00,,,136.31328131928245,154.54775836637978,,151.0980842297898
36,1990-03-13 14:31:33+00:00,,187.86928162974834,174.89806349476945,177.32063671587446,191.17725708731808,191.9928169224517
37,1990-03-29 14:31:26+00:00,186.3324992022723,190.92527067496218,185.32331910550698,184.3711871849851,194.9092277360942,187.02751358711936
38,1990-04-14 14:31:10+00:00,185.91905354179553,189.9286170589558,181.7957203334273,181.3893884100985,197.04627291816502,200.06031260243896
39,1990-04-30 14:31:25+00:00,120.53425190147213,176.44711159055956,173.1750148014502,151.68253711564512,183.81279012034975,181.40068361406225
40,1990-05-16 14:31:13+00:00,153.98452957707224,,,,,
41,1990-07-03 14:31:05+00:00,,,,,,
42,1990-08-04 14:30:57+00:00,,,,,,
43,1990-08-20 14:30:53+00:00,,,,,,
44,1991-02-12 14:31:42+00:00,,,,,,
45,1991-02-28 14:31:58+00:00,186.66380738334246,183.80583139060548,178.56730810339297,174.76723182303806,183.07002428699477,194.91540487151585
46,1991-04-01 14:32:59+00:00,189.76189108411148,186.44953285683292,182.88332450431412,177.53988891649558,190.92683649726246,188.53539513227315
47,1991-04-17 14:32:53+00:00,,,,,,
48,1991-05-03 14:33:12+00:00,,,,,,
49,1991-05-19 14:33:26+00:00,,,,,,
50,1991-06-04 14:33:43+00:00,,,,,,
51,1991-07-06 14:34:09+00:00,,224.1690148162833,,,,
52,1991-08-07 14:34:28+00:00,,,,,,
53,1991-12-13 14:35:24+00:00,185.8601188797616,180.68396480050535,174.49302534858003,175.21975045076337,178.23255228659224,179.30639489408344
54,1991-12-29 14:35:16+00:00,,,,,,
55,1992-01-14 14:35:12+00:00,,,,,,
56,1992-01-30 14:35:17+00:00,178.02415753770097,164.67816405169654,167.0235446107036,156.82195239546954,170.12584982138276,175.99663947616165
57,1992-02-15 14:35:04+00:00,,,,,,
58,1992-03-02 14:35:06+00:00,187.67575931909985,160.52515385307478,133.11571595911278,174.36125065459294,184.36473209596892,180.5407385847874
59,1992-03-18 14:35:08+00:00,189.3562614301712,186.13242065667805,,174.13815426919024,187.8843202465448,199.33008318905422
60,1992-05-21 14:34:57+00:00,,,,177.3614439958596,,198.3609225601207
61,1992-06-06 14:34:26+00:00,,,,,,
62,1992-06-22 14:34:13+00:00,,,,,,
63,1992-07-08 14:34:01+00:00,,,,,,
64,1992-08-09 14:33:37+00:00,,,,,,
65,1992-08-25 14:33:20+00:00,,,,,,
66,1992-10-12 14:32:28+00:00,,,,,,
67,1992-10-28 14:32:19+00:00,,,,,,
68,1992-11-13 14:31:59+00:00,187.80311588750106,178.74277602534082,176.2241234189854,168.94103976275383,187.7929067750113,189.70430955845526
69,1992-11-29 14:32:03+00:00,,,,,,
70,1992-12-15 14:32:14+00:00,,,,,,
71,1992-12-31 14:32:23+00:00,191.09355933921393,186.94068084295458,185.27703066419232,180.70490686518795,185.42427348632225,192.05609846678846
72,1993-01-16 14:32:36+00:00,,,,,,
73,1993-02-17 14:32:54+00:00,190.9776818809144,184.57115923199248,184.41259596385146,177.25478762838264,186.95664121849623,198.06105821672227
74,1993-03-05 14:33:03+00:00,,183.19212199448523,172.31480504705388,172.64883627792648,184.24382126587082,187.9567661473142
75,1993-04-22 14:33:20+00:00,,,,,,
76,1993-05-08 14:33:24+00:00,,,,,,
77,1993-05-24 14:33:28+00:00,,228.25269328658382,,,,
78,1993-06-09 14:33:29+00:00,,,,,,
79,1993-07-11 14:33:21+00:00,,,,,,197.09225430805756
80,1993-08-28 14:33:19+00:00,,,,,,
81,1993-12-02 14:33:14+00:00,157.18250773126616,,,,165.07231671314915,171.05166035623319
82,1994-01-19 14:32:15+00:00,,234.43835016743523,212.18741616020242,199.89123263418398,189.56416746152755,172.59782213342353
83,1994-02-04 14:32:07+00:00,,,,,,
84,1994-03-08 14:31:39+00:00,127.8847390440414,,,,,173.18966953112047
85,1994-03-24 14:31:25+00:00,107.19975101181798,,,,,184.13568913405567
86,1994-04-25 14:30:50+00:00,,,,,171.0150780539604,
87,1994-05-11 14:30:55+00:00,,228.60261310316295,252.62746061287504,207.65381038247122,175.86023964055443,
88,1994-06-28 14:29:33+00:00,,,,,,211.82356863717652
89,1994-07-30 14:28:39+00:00,,,,,,
90,1994-08-15 14:28:15+00:00,,,,,,
91,1994-09-16 14:27:28+00:00,,,,,,
92,1994-10-18 14:26:30+00:00,,,,,,
93,1994-11-19 14:25:23+00:00,,,,,,
94,1994-12-05 14:24:54+00:00,,,,,,
95,1994-12-21 14:24:24+00:00,,,,,,
96,1995-02-07 14:22:37+00:00,,,,160.18769985461506,175.16659624042367,
97,1995-03-27 14:21:04+00:00,,244.13982029677615,,164.43559858904493,190.44487271998483,
98,1995-04-28 14:19:19+00:00,,,,,,
99,1995-05-14 14:18:36+00:00,110.14954943930377,,,,186.51081945572423,186.7855096978502
100,1995-05-30 14:17:51+00:00,,,,141.0866687291311,,
101,1995-06-15 14:17:31+00:00,,,,,,
102,1995-07-17 14:15:40+00:00,,182.89191963075922,,187.7441244203649,,
103,1995-08-18 14:14:13+00:00,,,,,,
104,1995-09-03 14:13:28+00:00,,,,,,
105,1995-10-21 14:10:58+00:00,,,,,,
106,1995-11-22 14:10:38+00:00,,,,,,
107,1995-12-08 14:11:54+00:00,118.89587632419297,153.97582921377878,164.29365560872455,152.40164930571243,190.43062420671814,181.75066397425226
108,1996-03-13 14:18:12+00:00,178.21457742827735,187.6410816391383,183.8986744826865,180.61993297333123,187.54456711464837,179.76943867769137
109,1996-03-29 14:19:13+00:00,196.9861305705666,177.79258571874388,176.7300992467738,,187.33230687607426,178.60617031786782
110,1996-04-14 14:20:13+00:00,205.54226223907105,192.8403929719718,195.15300365949838,180.6109265694171,195.8699533570055,186.82451742797488
111,1996-04-30 14:21:34+00:00,190.04609152286397,186.65004997955228,173.6119339300354,,,175.94662461688273
112,1996-06-01 14:23:00+00:00,,,,,,
113,1996-06-17 14:23:53+00:00,,,,178.798931355372,239.47924222121273,
114,1996-07-03 14:24:43+00:00,,,,,,201.04871118870628
115,1996-07-19 14:25:34+00:00,,,,189.3424391822565,226.43397739264546,200.7922964947921
116,1996-08-20 14:27:14+00:00,,,,,,
117,1996-09-21 14:29:01+00:00,,,,,,
118,1996-11-24 14:32:10+00:00,,,145.01517511515794,,,
119,1997-01-27 14:35:35+00:00,181.7719541843171,183.12851573793435,169.7464504919148,180.364067453101,192.07417949605065,182.2745737367012
120,1997-02-12 14:35:53+00:00,204.5013139044846,200.54729343744947,199.3166966414435,191.18256694499763,199.33134740790285,191.23538699463137
121,1997-03-16 14:37:10+00:00,,,,,,
122,1997-04-01 14:37:46+00:00,,,,,,
123,1997-06-04 14:40:02+00:00,,,,,,
124,1997-07-06 14:41:07+00:00,,,,,,
