dates,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0046,nzd0224-0047,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0053,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,satname
1999-08-05 21:46:35+00:00,379.13,358.60,348.48,342.52,338.37,328.95,326.63,325.21,321.40,323.11,325.68,327.73,330.67,330.04,334.00,338.54,347.08,347.13,348.96,359.59,350.56,348.29,354.46,358.08,357.07,354.76,361.89,361.71,364.12,369.37,372.91,376.24,384.73,,,,,,,,,,,,,,,,368.64,358.28,364.75,371.02,,373.95,363.38,332.55,311.82,296.02,275.61,272.26,267.29,262.17,251.96,245.02,242.22,253.17,262.75,258.63,253.07,245.24,248.51,258.16,266.91,273.36,280.95,286.06,294.01,291.46,297.31,301.07,296.20,291.42,284.96,281.88,286.64,288.61,285.89,286.67,288.66,295.90,309.52,319.60,327.49,329.75,336.32,338.31,337.90,335.39,338.24,340.03,335.68,325.92,324.06,336.62,334.98,324.19,310.15,303.83,293.30,298.86,298.39,301.88,297.14,297.46,289.90,283.53,287.92,278.30,284.90,288.58,279.81,275.81,267.71,258.48,255.42,260.00,263.32,246.40,234.49,240.89,242.22,260.43,296.58,L7
1999-08-21 21:46:33+00:00,380.37,361.12,351.69,347.22,342.47,334.35,330.49,330.92,330.55,334.99,335.65,336.26,338.88,339.89,345.81,348.69,356.20,355.25,357.58,363.71,358.06,357.55,358.36,359.00,360.61,359.62,369.05,369.58,371.07,377.44,382.20,385.56,390.75,397.97,405.25,407.83,415.20,417.41,421.48,423.88,421.82,,,,,,,,368.64,358.28,364.75,371.02,,373.95,363.38,334.25,306.84,289.90,274.68,276.24,278.86,270.99,260.36,251.23,250.94,259.13,267.86,264.69,253.63,246.63,253.07,260.88,269.93,275.60,283.27,289.41,295.17,292.84,298.40,302.17,300.41,296.53,291.88,285.15,286.69,288.64,291.47,293.75,296.12,302.94,315.61,322.96,328.54,331.32,337.92,343.40,340.61,336.76,343.57,347.24,343.68,332.86,331.40,341.56,338.94,329.83,316.59,305.10,301.81,307.65,304.98,305.48,300.69,301.16,296.93,292.91,291.25,282.59,287.86,294.62,287.40,280.71,275.42,266.71,261.24,263.58,266.12,257.38,248.55,242.87,247.94,263.70,296.58,L7
1999-09-22 21:46:36+00:00,378.91,362.15,353.33,348.93,343.47,335.92,331.37,332.24,331.19,333.72,335.89,336.51,338.19,340.30,346.67,350.34,355.64,356.37,358.35,361.52,358.46,356.03,356.64,358.40,357.09,357.08,364.05,365.48,367.23,374.24,378.94,380.13,387.08,390.12,401.28,404.36,411.03,414.91,414.06,417.06,414.18,405.81,399.91,399.63,384.15,388.79,392.63,401.66,383.58,374.64,373.32,388.34,391.92,385.02,369.81,339.74,312.56,291.36,273.48,271.07,273.01,266.32,259.35,251.59,253.23,259.12,263.74,259.09,251.75,250.25,257.04,263.83,269.88,274.73,281.93,288.10,292.51,293.13,298.27,301.79,298.63,294.72,289.70,286.75,289.56,291.07,291.39,292.63,295.37,302.69,315.62,324.34,329.75,332.60,339.50,343.12,339.54,335.10,345.78,348.90,344.29,331.76,329.98,340.85,338.96,332.23,321.12,312.21,307.96,310.59,306.06,305.56,298.73,297.99,296.63,294.43,290.38,283.25,286.87,294.32,288.69,281.15,275.31,268.67,266.46,268.50,269.83,257.27,248.95,245.76,250.62,266.46,302.90,L7
1999-10-24 21:46:32+00:00,381.98,364.73,355.37,354.43,349.03,337.46,334.31,335.00,333.20,335.66,335.86,337.88,340.67,342.57,349.46,353.05,358.37,359.48,360.86,364.50,358.91,357.22,356.37,357.82,357.47,358.32,364.18,366.68,366.60,373.57,376.78,377.75,385.89,388.97,399.69,402.60,408.41,411.91,411.90,414.41,410.48,404.06,399.20,406.79,391.13,388.53,391.63,407.63,392.11,385.83,383.69,375.84,388.43,383.50,366.05,342.47,317.26,296.86,278.04,272.06,272.93,267.74,259.45,251.74,253.07,258.28,262.15,257.38,250.85,250.75,257.14,266.11,271.60,276.41,283.83,288.97,290.99,292.08,297.46,299.94,298.12,294.30,289.31,287.50,289.46,290.60,291.28,292.03,294.70,302.37,314.36,323.77,329.27,335.18,340.52,342.14,337.58,335.72,345.49,350.46,346.15,332.22,330.92,339.63,339.23,333.85,324.60,316.72,313.47,313.86,307.64,305.04,300.56,299.94,296.99,291.27,288.29,285.06,288.89,296.09,290.63,283.21,275.84,269.65,268.55,271.11,271.88,258.11,248.56,246.87,252.65,269.12,304.66,L7
2000-04-01 21:46:10+00:00,386.55,366.95,364.78,364.88,358.05,343.37,344.71,347.71,344.91,348.71,346.03,346.86,350.05,348.84,353.36,355.85,360.96,360.19,364.43,368.88,364.12,362.21,356.68,355.62,357.99,359.73,361.98,363.40,361.46,368.56,367.52,369.98,376.10,384.50,389.65,393.26,396.83,399.33,398.68,404.07,401.84,398.22,398.05,405.04,397.31,390.01,389.32,400.80,395.23,392.37,391.69,366.08,378.38,368.93,338.09,342.70,333.79,302.63,291.15,274.33,272.08,276.46,268.30,259.55,259.97,259.28,260.48,257.00,251.41,252.21,253.49,263.71,268.66,276.66,286.79,288.29,286.68,290.29,296.06,296.32,295.32,290.45,284.12,285.62,284.94,285.56,286.69,286.34,291.52,300.35,308.85,321.24,327.67,340.16,334.65,336.23,336.65,339.50,346.20,349.00,346.26,332.28,329.93,329.87,332.53,332.14,329.01,324.87,322.91,319.82,309.96,300.27,299.34,299.98,296.16,285.09,281.95,288.26,291.44,298.10,289.13,281.22,271.92,263.18,266.76,273.87,278.62,260.02,251.37,252.27,261.06,281.65,314.50,L7
2000-05-19 21:45:43+00:00,382.67,366.37,364.02,357.80,352.46,348.71,347.61,346.58,345.88,347.60,348.35,349.48,351.61,351.88,353.81,354.68,360.92,360.86,364.54,368.48,368.93,363.31,359.21,359.60,360.74,361.07,362.09,359.94,361.06,365.38,365.85,372.07,373.40,381.94,384.01,390.13,393.34,395.23,389.79,399.04,400.59,394.14,397.62,396.13,396.52,391.74,388.01,387.98,381.29,376.53,378.97,381.34,371.83,357.40,317.66,334.77,336.24,291.89,290.58,298.38,286.93,285.29,278.50,269.98,268.27,263.25,262.02,261.73,257.27,257.48,256.67,259.86,265.72,277.53,286.44,289.14,287.51,292.14,294.22,296.42,299.25,294.46,288.35,285.93,285.23,284.81,284.98,283.84,289.73,297.24,306.45,321.14,332.86,341.58,334.62,336.39,339.55,343.53,353.82,351.04,340.90,330.64,325.90,325.99,326.37,327.62,321.15,318.38,316.25,315.34,307.99,300.31,297.15,299.19,297.18,289.56,285.65,288.35,294.76,297.86,282.50,270.83,268.52,260.45,266.75,272.62,279.88,264.45,255.02,259.13,266.88,285.22,317.71,L7
2000-06-04 21:45:32+00:00,384.01,368.26,359.41,350.49,346.18,343.95,343.75,341.59,339.82,340.20,341.02,344.47,346.49,346.96,349.25,350.58,355.10,355.40,357.18,363.25,350.46,347.86,351.85,352.77,353.92,355.82,355.04,358.18,356.91,364.21,364.41,369.75,368.92,381.94,384.01,390.13,393.34,395.23,389.79,399.04,400.59,394.14,397.62,396.13,396.52,391.74,388.01,387.98,381.29,376.53,378.97,381.34,371.83,357.40,317.66,334.77,336.24,291.89,290.58,310.15,297.04,290.59,280.14,271.39,265.92,262.06,261.51,258.47,256.50,255.04,256.67,261.01,267.33,275.66,284.39,287.93,287.81,291.14,294.08,298.42,300.28,296.37,290.18,285.69,285.75,284.18,283.97,283.93,289.64,296.47,305.53,321.80,331.57,340.38,336.31,336.52,336.24,342.73,354.08,353.87,340.17,330.02,324.52,326.01,325.52,324.41,316.93,312.93,310.55,310.89,303.80,299.08,296.11,297.48,295.74,290.48,284.93,285.53,292.83,295.03,280.05,270.16,266.21,260.31,263.28,269.93,274.01,259.05,248.60,253.17,259.98,278.87,311.03,L7
2000-08-07 21:44:45+00:00,381.52,366.24,356.00,347.14,339.85,337.11,337.07,334.98,332.29,332.81,334.08,336.99,340.58,343.49,345.82,349.68,353.75,354.94,357.06,361.72,351.07,348.29,351.37,353.31,352.33,352.69,349.19,351.50,351.15,357.14,358.76,363.59,363.51,372.99,381.43,390.13,393.34,395.23,389.79,399.04,400.59,394.14,397.62,396.13,396.52,391.74,388.01,387.98,381.29,376.53,378.97,381.34,371.83,357.40,317.66,334.77,336.24,291.89,290.58,310.15,297.04,290.59,297.72,287.98,276.50,267.86,261.57,259.72,256.69,252.88,252.82,256.85,262.74,270.88,279.72,284.95,286.96,290.84,295.17,299.94,302.69,299.40,292.65,285.79,284.24,281.52,281.19,283.22,288.56,294.25,302.79,319.12,330.01,336.90,334.01,334.59,336.89,343.05,354.03,356.57,345.16,333.45,327.03,327.25,324.57,322.14,314.12,309.22,307.37,309.25,301.38,297.90,297.40,300.01,299.11,290.81,283.98,283.43,289.54,294.48,282.72,274.19,269.53,262.03,264.45,270.34,275.42,262.26,250.44,254.21,260.49,276.89,310.13,L7
2001-01-14 21:44:09+00:00,374.64,361.12,351.40,340.91,333.43,328.64,324.69,322.67,320.47,322.35,325.97,329.50,334.71,344.47,347.27,352.60,354.55,357.54,357.08,364.43,361.11,356.20,354.51,352.60,349.91,345.94,340.56,343.00,346.84,347.18,352.47,351.30,354.51,360.83,373.81,377.16,382.88,382.08,401.81,383.29,,414.05,407.60,407.98,409.75,406.77,405.94,397.67,394.91,381.54,369.71,354.21,358.09,,,,,283.44,293.41,317.24,351.14,371.06,351.02,337.89,316.05,299.39,287.00,284.97,283.94,278.04,271.01,273.04,271.85,273.49,277.23,282.34,290.16,291.70,296.81,298.74,301.00,299.89,299.11,291.76,289.85,289.47,287.75,296.10,299.54,299.03,306.73,319.40,329.83,333.51,338.15,339.56,348.70,348.70,353.50,359.09,353.88,346.01,342.38,335.81,325.95,318.23,312.21,308.41,307.17,314.24,306.12,306.45,308.56,311.37,312.28,302.62,292.99,290.53,298.56,302.25,295.97,287.71,283.63,279.10,277.23,278.65,283.11,269.95,255.20,258.32,262.36,274.56,307.59,L7
2001-04-04 21:43:43+00:00,378.41,364.47,353.85,339.85,344.83,343.09,332.03,328.09,326.25,331.30,337.97,342.30,342.00,349.32,353.37,355.51,358.94,361.20,360.12,362.03,360.09,358.54,351.64,346.44,341.51,343.06,344.23,348.98,351.22,352.53,358.16,360.00,363.02,365.25,371.65,375.87,384.44,387.35,403.09,394.60,401.82,405.73,401.70,405.40,402.22,401.48,397.36,388.49,379.20,371.73,366.08,361.17,357.38,345.99,350.29,322.55,347.07,313.39,314.21,327.93,347.29,353.45,337.18,324.07,315.03,306.06,302.87,301.14,301.79,300.88,296.04,295.22,290.91,289.20,289.40,291.01,292.94,293.69,299.54,300.11,296.10,293.83,297.67,296.51,297.54,301.49,300.60,306.18,308.87,310.51,316.65,327.30,334.26,336.56,343.01,348.77,354.39,345.94,350.50,352.49,345.31,340.42,340.11,336.11,329.93,319.80,316.15,316.44,315.88,321.51,318.39,314.94,312.53,314.75,312.68,308.69,303.92,307.85,314.69,307.66,298.17,290.36,287.59,289.81,291.53,286.08,286.52,267.25,258.38,260.04,265.44,279.94,313.21,L7
2001-04-20 21:43:46+00:00,378.92,362.06,350.48,340.78,343.64,341.25,333.73,331.67,328.84,334.15,338.84,343.30,341.86,349.78,354.74,355.55,360.47,361.72,361.03,359.97,361.58,360.65,353.20,348.54,342.92,344.98,344.76,348.21,350.59,349.77,356.00,356.66,361.68,364.37,372.36,378.86,387.79,390.24,403.03,399.58,402.16,404.56,400.69,403.16,400.32,398.53,394.36,384.55,376.70,370.80,364.62,361.89,358.08,350.96,350.29,330.17,345.12,320.72,318.89,329.81,342.92,348.80,337.36,324.25,313.30,304.33,301.42,300.69,298.96,298.09,293.00,292.56,290.09,289.00,291.09,292.18,292.76,294.78,300.67,301.90,299.25,297.05,297.54,296.97,295.66,298.98,297.48,302.36,305.27,308.83,315.86,326.55,331.58,335.32,342.09,351.64,352.10,343.58,350.68,354.58,345.35,337.18,336.05,335.98,328.92,320.98,318.57,320.37,317.37,321.53,317.36,314.72,313.71,313.91,312.18,309.01,304.70,310.11,315.14,308.26,298.50,291.73,286.81,289.27,289.44,288.18,288.77,266.18,261.89,262.66,269.33,282.12,315.46,L7
2001-05-22 21:43:30+00:00,376.62,358.40,347.69,339.83,341.75,338.11,331.93,329.43,326.84,332.27,336.61,340.97,341.64,348.81,353.98,355.54,360.40,363.58,362.16,360.47,361.95,359.17,351.97,346.92,341.22,341.62,341.97,345.01,347.66,349.66,356.64,359.55,364.35,368.53,375.27,378.86,387.79,390.24,403.03,399.58,402.16,404.56,400.69,403.16,400.32,398.53,394.36,384.55,376.70,370.80,364.62,361.89,358.08,350.96,350.29,330.17,345.12,320.72,318.89,329.81,342.92,348.80,337.36,324.25,313.63,304.62,299.03,296.09,294.01,295.10,292.91,293.15,290.72,290.48,292.84,292.25,293.32,297.03,302.66,304.92,303.29,299.08,296.82,295.63,294.14,295.70,295.27,299.55,302.63,307.44,314.72,326.56,330.10,334.44,340.66,351.24,349.77,342.69,352.56,356.64,347.82,337.42,335.53,334.64,328.80,320.26,316.01,317.75,316.06,319.39,315.86,315.20,313.70,312.69,311.31,307.95,305.08,307.88,317.19,313.20,300.79,291.14,287.56,289.51,288.03,288.12,290.49,271.07,261.20,264.30,269.80,283.35,313.84,L7
