dates,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0046,nzd0224-0047,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0053,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,satname
2001-04-20 21:43:46+00:00,379.92,357.24,343.74,342.65,341.26,337.56,337.11,338.84,334.02,339.83,340.60,345.30,341.56,350.71,357.50,355.63,363.54,362.77,362.85,355.84,364.56,364.86,356.32,352.74,345.73,348.81,345.82,346.67,349.32,344.25,351.68,349.97,359.00,362.60,373.76,384.85,394.51,396.03,402.90,409.56,402.51,402.22,398.68,398.66,396.52,392.63,388.36,376.68,371.71,368.94,361.68,363.32,359.46,355.93,,337.79,343.18,335.38,328.26,333.57,334.17,339.50,337.72,324.59,309.83,300.86,298.53,299.78,293.30,292.50,286.91,287.25,288.45,288.60,294.48,294.51,292.40,296.97,302.93,305.47,305.54,303.51,297.29,297.88,291.91,293.97,291.25,294.74,298.09,305.47,314.27,325.05,326.22,332.84,340.23,357.37,347.51,338.87,351.04,358.76,345.45,330.71,327.93,335.73,326.91,323.36,323.39,328.25,320.34,321.58,315.31,314.26,316.06,312.23,311.17,309.64,306.27,314.62,316.05,309.46,299.17,294.47,285.25,288.19,285.25,292.39,293.26,264.06,268.91,267.91,277.12,286.48,319.95,L7
2001-05-22 21:43:30+00:00,369.71,347.41,339.33,336.97,336.06,328.68,326.52,322.68,320.83,326.63,329.89,334.00,341.00,345.88,351.69,355.49,360.19,369.17,365.54,361.98,363.07,354.75,348.28,342.04,336.13,331.53,333.59,335.41,338.90,349.32,358.56,368.21,372.35,381.02,384.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.65,305.49,291.86,282.32,279.16,286.15,292.67,294.92,292.61,294.93,298.07,292.48,295.00,303.77,308.63,313.97,315.40,305.16,294.65,291.63,289.58,285.87,288.62,291.09,294.70,303.26,311.32,326.59,325.63,331.80,336.36,350.03,342.79,340.02,358.20,362.83,355.22,338.15,333.99,330.63,328.45,318.08,308.34,309.86,312.14,312.96,311.35,316.66,313.69,309.04,308.73,304.78,306.22,301.22,323.32,328.02,307.64,289.40,289.82,290.25,283.79,287.92,295.66,285.75,259.15,269.22,271.18,287.03,309.00,L7
2001-07-25 21:42:54+00:00,366.48,358.12,354.36,348.82,342.13,340.09,328.41,325.37,321.50,317.69,328.81,331.28,335.22,335.07,337.59,343.29,344.44,350.92,352.50,360.69,338.83,343.65,341.70,337.61,332.13,335.56,331.70,326.05,328.02,334.16,342.26,344.73,352.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.81,333.32,327.51,312.59,302.75,299.30,288.73,279.86,276.46,277.96,283.30,285.96,287.79,291.01,291.67,293.31,294.66,298.15,301.16,303.00,300.81,298.77,293.93,292.48,291.85,291.87,293.67,293.75,299.16,307.64,315.07,324.02,331.22,342.38,338.29,342.54,348.90,358.03,355.26,341.38,329.11,332.51,330.55,332.07,336.06,328.23,318.13,318.21,313.84,304.70,306.14,304.86,303.99,301.36,300.94,299.37,302.81,305.94,304.47,290.46,286.52,278.61,274.80,272.94,279.87,282.19,275.19,260.19,269.66,277.96,287.07,314.50,L7
2001-08-10 21:42:36+00:00,393.81,382.06,368.16,364.58,364.04,359.43,353.97,346.82,351.00,342.52,350.81,352.46,348.48,349.46,355.88,351.65,357.80,357.46,370.58,360.33,367.06,363.24,364.47,363.43,355.23,357.46,358.27,348.54,354.81,351.13,356.68,356.22,363.33,372.87,379.71,,,,,,,,,,,,,,,,343.49,338.21,348.31,351.74,361.68,354.02,354.87,347.80,341.16,343.76,344.22,339.29,334.92,328.56,321.39,309.44,306.70,299.84,295.36,288.21,284.23,287.81,287.98,292.35,295.88,300.80,299.15,304.16,307.43,303.88,300.36,303.40,305.38,304.67,301.70,295.16,296.01,295.29,295.88,305.09,313.02,322.56,331.89,340.44,348.98,349.94,345.61,347.52,355.70,358.02,347.31,333.33,334.01,330.51,335.97,335.30,335.98,329.61,321.89,319.10,315.64,307.35,308.79,309.68,309.94,302.71,304.28,307.73,318.04,313.61,298.20,292.26,275.02,270.80,268.73,277.66,285.03,270.08,249.42,264.58,276.12,288.78,310.93,L7
2001-08-26 21:42:25+00:00,374.84,362.23,357.29,356.50,348.43,343.07,337.74,334.69,328.80,329.36,319.82,321.38,326.13,333.48,332.66,337.13,347.03,347.17,363.19,361.21,346.92,335.82,336.89,333.87,336.05,340.40,337.35,337.16,330.55,342.82,344.03,349.30,349.22,361.77,363.30,371.11,376.57,378.12,389.98,382.70,384.58,386.21,,,,,,,,,,,,,,,,,,,331.30,329.29,322.99,315.26,317.28,307.24,309.77,300.20,290.62,286.19,283.70,281.90,281.19,285.79,286.33,292.07,290.47,294.62,298.01,297.85,298.38,293.49,299.12,295.97,296.19,294.14,287.87,286.95,289.31,298.15,306.07,311.04,318.48,327.55,338.24,336.02,338.87,339.12,349.70,348.91,339.98,331.13,322.70,324.92,321.03,324.18,326.39,326.17,319.82,309.81,305.47,305.65,300.33,297.07,293.54,289.45,287.54,291.35,295.64,292.28,278.66,266.06,265.86,257.90,255.51,268.46,277.00,266.43,247.60,253.25,261.56,282.28,306.78,L7
2001-09-27 21:42:05+00:00,397.33,387.92,372.09,368.40,363.84,352.97,350.50,348.25,347.35,350.57,351.23,351.15,353.69,353.53,359.54,360.09,366.82,368.05,378.45,378.46,387.09,382.66,376.15,360.65,356.60,354.50,354.38,351.06,357.73,360.06,366.80,370.36,369.16,376.59,383.35,388.18,392.03,395.53,399.49,402.44,400.00,392.12,404.43,382.31,383.61,406.73,406.68,401.28,387.43,381.15,371.69,361.84,355.08,345.86,346.22,344.36,341.16,345.88,347.14,343.97,336.00,329.55,323.65,320.99,321.65,319.10,319.34,309.79,300.41,293.08,285.86,287.47,287.44,287.80,296.32,301.36,297.37,303.65,311.53,318.05,313.64,306.81,305.94,307.69,302.66,298.92,299.30,301.27,304.15,306.99,313.50,329.56,335.01,342.96,348.53,350.17,349.23,355.91,363.67,358.55,348.30,341.24,343.90,343.36,342.25,361.16,356.67,352.66,332.99,328.22,325.09,317.35,320.70,316.68,311.70,311.20,310.32,310.74,317.89,322.76,298.34,294.01,294.80,290.72,291.99,284.70,296.98,283.52,275.66,269.31,277.27,293.75,324.92,L7
2001-10-13 21:41:51+00:00,,,,,355.39,348.04,338.60,333.62,322.28,,323.06,,331.63,324.48,342.12,343.52,348.62,355.93,362.94,359.91,365.56,360.48,352.51,344.89,341.53,336.48,334.20,337.58,340.92,344.56,348.81,349.52,360.28,363.58,368.04,374.93,382.50,387.80,396.07,404.30,410.65,389.62,373.96,372.45,358.33,376.64,363.65,361.72,363.32,357.88,359.61,364.47,352.02,346.63,338.99,334.61,332.70,329.60,329.16,321.85,321.31,314.90,309.03,308.55,311.63,306.50,306.11,300.64,298.29,283.94,281.82,276.38,281.47,287.16,293.23,299.41,297.14,296.98,298.06,305.44,306.86,297.89,295.57,294.38,295.38,302.08,307.77,303.72,300.49,303.50,310.45,320.21,323.59,327.32,332.03,343.14,342.81,339.19,350.23,352.91,343.88,331.30,330.60,326.59,336.45,338.64,337.02,326.00,314.41,313.40,308.54,306.99,311.14,315.17,305.77,302.86,298.31,302.94,305.21,304.96,295.34,287.94,275.60,269.67,271.04,274.31,276.90,265.72,255.04,257.65,262.01,278.27,306.80,L7
2001-10-29 21:41:57+00:00,395.50,387.60,381.63,368.69,370.62,363.75,360.39,350.35,353.43,354.00,355.08,351.69,354.10,358.54,362.61,369.25,373.35,376.02,383.82,384.69,377.00,368.74,364.84,356.61,350.01,348.90,348.28,349.33,353.29,357.53,361.92,368.29,370.46,373.63,382.31,384.58,388.16,393.39,389.34,426.84,447.32,429.06,372.53,368.23,364.71,366.21,364.44,369.28,363.11,361.99,357.60,362.34,357.53,348.52,346.69,341.19,354.52,349.03,341.32,331.61,330.17,327.18,322.93,319.84,321.74,315.31,312.19,310.24,305.04,299.45,294.29,292.85,295.09,304.02,310.01,304.57,305.44,309.05,313.86,309.75,311.48,310.56,307.15,308.71,311.02,305.59,309.96,311.91,312.32,317.65,321.44,332.24,337.18,345.98,351.47,346.76,350.79,349.78,354.34,356.84,351.40,342.61,341.30,347.30,353.38,350.55,338.03,326.50,326.45,325.04,320.25,315.82,313.87,317.64,318.18,308.34,308.50,306.92,316.37,325.56,312.25,299.63,289.84,284.58,286.95,290.09,292.50,276.26,277.50,279.00,285.88,295.37,327.57,L7
2002-02-02 21:42:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.01,,,,,370.57,371.08,,,,,,,,,,,,,,,,,333.99,328.11,332.70,317.72,323.49,319.45,314.64,307.69,293.57,297.21,290.78,289.91,284.67,279.46,268.62,273.99,274.32,276.29,279.52,283.16,288.18,281.98,281.77,280.97,288.40,293.35,288.10,284.57,284.10,282.46,286.20,285.08,290.13,288.66,293.64,295.33,309.54,312.56,324.41,336.75,334.16,326.86,328.70,342.84,346.35,334.40,332.79,327.90,331.55,324.67,320.76,314.23,312.86,307.56,306.98,300.48,298.05,298.77,298.26,295.01,288.17,290.05,285.35,296.28,292.86,284.91,274.51,264.82,264.44,263.83,269.62,264.43,256.13,230.48,251.08,258.66,275.13,302.03,L7
2002-02-18 21:42:30+00:00,382.63,376.34,362.71,352.92,348.47,343.70,340.98,340.22,337.29,336.84,339.39,340.08,340.29,345.12,341.82,338.67,344.32,351.43,352.46,358.59,358.79,347.92,344.99,340.37,341.75,340.60,342.64,338.76,338.51,341.04,343.75,340.09,346.33,350.39,355.38,380.17,407.32,,397.56,411.71,394.82,,333.18,333.48,334.69,326.39,,333.79,336.90,345.31,346.45,350.11,344.33,351.01,353.30,352.75,337.49,334.18,325.59,322.75,316.12,318.10,308.56,311.57,308.29,301.21,299.25,298.68,294.12,288.38,288.67,292.36,293.32,296.96,295.31,293.96,293.00,290.79,298.36,296.48,298.14,292.80,291.16,293.12,293.15,294.54,294.38,294.55,296.10,300.30,306.05,319.37,329.12,334.54,340.76,338.41,338.81,342.55,352.25,348.46,340.57,335.61,333.56,337.34,337.50,331.55,328.15,322.25,322.78,319.92,312.98,307.57,305.46,304.11,299.11,293.62,293.90,297.99,303.43,305.50,290.37,286.54,277.78,274.26,273.47,282.01,281.21,273.22,259.96,265.18,274.13,286.04,315.72,L7
2002-08-29 21:41:39+00:00,391.62,384.19,372.94,369.94,363.02,353.20,346.83,334.34,330.73,326.65,328.72,333.61,335.19,332.59,335.45,338.44,347.82,355.15,365.36,372.17,366.82,357.64,349.86,340.10,346.56,338.39,336.14,332.01,338.50,342.32,341.06,339.50,349.10,348.73,359.84,363.02,363.07,,,,,,,,,,,,,,,,,,,,,,,,,283.42,288.68,284.28,284.00,284.67,290.44,297.61,291.66,285.73,280.64,286.02,289.71,291.58,293.24,292.25,287.68,285.90,290.22,289.97,295.71,289.13,289.32,286.77,283.06,283.54,282.94,284.23,284.37,291.75,298.49,312.27,324.97,331.05,331.99,323.00,320.73,331.17,343.49,342.50,322.13,318.93,323.91,332.60,334.70,330.20,317.12,319.05,319.84,317.06,302.75,294.17,289.83,295.95,289.84,283.91,274.60,274.70,285.25,290.86,276.22,270.07,262.56,254.10,255.50,264.11,269.69,262.34,252.34,257.18,263.05,278.14,310.60,L7
2002-09-14 21:41:31+00:00,406.02,392.84,380.58,373.97,367.95,362.85,358.37,349.09,342.25,339.70,338.61,340.49,344.00,349.68,353.07,357.55,362.21,375.18,373.08,365.95,361.39,357.12,356.95,349.45,339.63,340.69,338.23,343.49,342.42,346.10,349.65,351.58,350.96,347.85,361.58,360.16,363.87,362.62,367.31,361.92,356.38,352.45,365.21,,411.45,399.40,389.79,378.13,390.33,391.85,370.90,355.70,332.20,,,,285.07,272.27,266.31,270.50,278.73,280.32,283.82,284.36,284.26,288.08,295.30,293.64,288.16,282.23,283.82,288.70,289.49,295.46,303.67,298.31,293.87,293.87,296.97,297.17,297.73,300.44,298.01,294.54,293.87,296.88,296.39,296.22,292.81,296.49,308.91,321.13,331.39,339.50,338.49,336.49,335.23,343.09,348.89,344.64,328.24,324.93,324.18,338.37,334.30,327.43,326.01,326.88,327.41,325.27,310.05,304.11,301.07,302.63,303.07,291.91,291.42,290.42,290.11,297.71,280.30,271.21,267.07,260.74,256.35,267.94,276.56,269.20,265.49,268.97,271.08,287.42,321.26,L7
