dates,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0046,nzd0224-0047,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0053,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132,satname
1999-08-05 21:46:35+00:00,379.13,358.60,348.48,342.52,338.37,328.95,326.63,325.21,321.40,323.11,325.68,327.73,330.67,330.04,334.00,338.54,347.08,347.13,348.96,359.59,350.56,348.29,354.46,358.08,357.07,354.76,361.89,361.71,364.12,369.37,372.91,376.24,384.73,,,,,,,,,,,,,,,,368.64,358.28,364.75,371.02,,373.95,363.38,332.55,311.82,296.02,275.61,272.26,267.29,262.17,251.96,245.02,242.22,253.17,262.75,258.63,253.07,245.24,248.51,258.16,266.91,273.36,280.95,286.06,294.01,291.46,297.31,301.07,296.20,291.42,284.96,281.88,286.64,288.61,285.89,286.67,288.66,295.90,309.52,319.60,327.49,329.75,336.32,338.31,337.90,335.39,338.24,340.03,335.68,325.92,324.06,336.62,334.98,324.19,310.15,303.83,293.30,298.86,298.39,301.88,297.14,297.46,289.90,283.53,287.92,278.30,284.90,288.58,279.81,275.81,267.71,258.48,255.42,260.00,263.32,246.40,234.49,240.89,242.22,260.43,296.58,L7
1999-08-21 21:46:33+00:00,381.60,363.64,354.89,351.92,346.56,339.75,334.34,336.64,339.70,346.86,345.62,344.80,347.08,349.75,357.61,358.84,365.32,363.36,366.21,367.83,365.57,366.81,362.25,359.93,364.14,364.49,376.21,377.46,378.02,385.51,391.48,394.89,396.78,397.97,405.25,407.83,415.20,417.41,421.48,423.88,421.82,,,,,,,,,,,,,,,335.94,301.85,283.78,273.75,280.21,290.42,279.80,268.75,257.43,259.65,265.10,272.97,270.74,254.20,248.02,257.64,263.59,272.95,277.83,285.59,292.77,296.33,294.22,299.50,303.28,304.62,301.65,298.79,288.42,286.73,288.68,297.04,300.83,303.57,309.97,321.70,326.31,329.59,332.89,339.53,348.49,343.31,338.13,348.90,354.44,351.67,339.79,338.75,346.50,342.89,335.47,323.03,306.36,310.33,316.45,311.57,309.08,304.25,304.86,303.96,302.29,294.58,286.88,290.81,300.67,295.00,285.60,283.13,274.94,267.06,267.16,268.91,268.36,262.61,244.84,253.66,266.97,,L7
1999-09-22 21:46:36+00:00,376.00,364.21,356.63,352.36,345.47,339.07,333.13,334.86,332.46,331.19,336.36,337.01,336.82,341.12,348.39,353.64,354.53,358.62,359.89,357.13,359.25,353.00,353.21,357.18,350.05,351.98,354.06,357.26,359.55,367.83,372.42,369.25,379.73,382.28,397.31,400.89,406.86,412.41,406.65,410.25,406.54,405.81,399.91,399.63,384.15,388.79,392.63,401.66,398.52,391.01,381.90,405.66,391.92,396.10,376.25,350.73,324.02,294.28,271.08,260.73,261.33,256.99,257.33,252.32,257.81,259.10,255.51,247.89,247.97,257.49,264.98,269.73,269.78,272.99,279.26,285.46,287.20,293.70,298.00,301.02,295.08,291.09,285.35,289.94,295.30,295.93,291.23,290.38,293.89,302.21,315.65,327.12,332.17,335.17,342.64,342.56,337.42,331.79,350.21,352.23,345.51,329.57,327.14,339.43,339.02,337.02,330.18,326.44,320.24,316.46,308.22,305.71,294.79,291.66,296.03,297.47,288.65,284.57,284.89,293.72,291.27,282.03,275.08,272.60,276.89,278.35,277.27,257.06,249.74,251.54,255.98,271.97,309.23,L7
1999-10-24 21:46:32+00:00,391.19,372.48,361.49,370.91,365.72,342.07,343.16,343.28,339.26,341.48,335.76,341.98,348.11,349.37,357.84,361.16,366.54,368.81,368.38,373.44,360.27,360.79,355.54,356.08,358.61,362.07,364.57,370.29,364.69,371.56,370.30,370.60,382.31,386.65,396.51,399.07,403.16,405.90,407.57,409.10,403.09,402.30,398.48,413.95,398.11,388.28,390.63,413.61,409.16,408.21,404.41,350.83,384.93,380.46,358.51,350.64,331.34,313.37,291.72,275.04,272.68,272.00,259.77,252.19,252.61,255.74,257.38,252.26,248.16,252.23,257.43,272.97,276.76,281.46,289.51,291.58,286.43,288.95,295.02,294.38,296.57,293.04,288.15,289.77,289.17,289.17,290.96,290.23,292.69,301.39,310.57,322.04,327.85,342.89,343.58,339.22,331.71,337.56,344.62,355.13,351.76,333.61,333.73,335.97,340.04,338.70,335.05,330.25,329.99,323.68,312.38,303.48,306.06,305.77,298.06,281.81,282.03,290.47,294.96,301.37,296.45,289.39,277.44,272.58,274.82,278.94,278.03,260.60,247.42,250.21,258.74,277.11,308.17,L7
2000-04-01 21:46:10+00:00,381.91,361.41,368.08,358.84,350.37,344.66,346.26,352.14,350.57,355.93,356.31,351.73,351.98,348.31,348.88,350.54,355.38,351.56,360.48,364.31,367.96,363.62,357.82,355.17,357.37,357.39,359.38,356.52,358.22,365.56,364.74,369.35,369.89,382.36,382.79,387.46,390.49,392.76,389.79,399.04,400.59,394.14,397.62,396.13,396.52,391.74,388.01,387.98,381.29,376.53,378.97,381.34,371.83,357.40,317.66,334.77,336.24,291.89,290.58,273.61,271.47,280.91,276.84,266.91,267.33,262.83,263.58,261.75,254.67,252.20,249.54,254.45,260.56,271.86,284.07,285.00,286.93,291.63,297.10,298.27,294.08,287.86,280.09,281.48,280.71,281.94,282.42,282.45,290.36,299.30,307.12,320.44,327.48,337.43,325.72,333.24,341.60,341.43,347.78,342.88,340.76,330.95,326.13,323.76,325.03,325.58,322.98,319.49,315.83,315.96,307.54,297.07,292.62,294.18,294.26,288.36,281.87,286.05,287.93,294.82,281.81,273.04,266.40,253.77,258.71,268.79,279.21,259.45,255.31,254.33,263.38,286.19,320.84,L7
2000-05-19 21:45:43+00:00,383.43,371.33,359.96,356.77,354.55,352.76,348.95,341.02,341.20,339.26,340.38,347.23,351.24,355.45,358.73,358.82,366.46,370.15,368.60,372.65,369.90,362.99,360.60,364.02,364.11,364.75,364.80,363.35,363.90,365.20,366.95,374.79,376.92,381.52,385.23,392.81,396.19,397.69,,,,,,,,,,,,,,,,,,,,,,323.14,302.39,289.66,280.16,273.05,269.22,263.68,260.46,261.71,259.88,262.77,263.80,265.26,270.87,283.21,288.81,293.28,288.09,292.65,291.34,294.58,304.42,301.05,296.61,290.37,289.74,287.68,287.54,285.23,289.09,295.18,305.78,321.84,338.24,345.72,343.53,339.55,337.50,345.63,359.87,359.20,341.05,330.33,325.67,328.21,327.71,329.67,319.32,317.28,316.68,314.72,308.44,303.55,301.69,304.19,300.10,290.77,289.43,290.64,301.59,300.90,283.18,268.61,270.64,267.12,274.79,276.44,280.56,269.46,254.73,263.93,270.37,284.24,314.58,L7
2000-06-04 21:45:32+00:00,386.68,372.05,350.18,335.87,333.62,334.42,336.04,331.61,327.68,325.42,326.37,334.46,336.25,337.11,340.14,342.38,343.46,344.50,342.45,352.79,313.51,316.96,337.13,339.13,340.27,345.33,340.93,354.68,348.61,361.86,361.55,365.12,359.95,,,,,,,,,,,,,,,,,,,,,,,,,,,333.70,317.27,301.19,283.43,274.21,261.20,259.68,260.49,251.94,254.94,250.16,256.67,263.32,270.57,271.92,280.29,285.52,288.42,289.15,293.81,302.42,302.33,300.20,293.83,285.21,286.80,282.91,281.95,284.10,289.46,294.92,303.70,323.13,328.98,337.99,339.67,336.78,329.62,341.12,354.58,359.52,338.69,328.78,321.76,326.07,323.83,317.99,308.48,302.01,299.13,302.00,295.43,296.63,294.01,294.08,292.86,292.31,283.49,279.90,288.98,289.36,275.15,268.82,261.60,260.05,256.34,264.55,262.27,248.24,235.76,241.24,246.19,266.17,297.67,L7
2000-08-07 21:44:45+00:00,374.05,360.16,345.79,337.09,320.86,316.58,317.05,315.14,309.70,310.62,313.26,314.54,322.85,333.08,335.53,346.97,349.70,353.56,356.72,357.14,352.92,349.58,349.93,354.92,347.59,343.31,331.64,331.43,333.86,335.93,341.81,345.11,347.28,355.08,376.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.45,337.75,308.23,285.23,261.77,263.48,257.27,246.39,241.27,244.38,248.96,256.55,265.70,276.01,284.39,289.95,298.42,304.47,309.95,308.49,300.06,286.10,279.70,273.55,272.87,281.09,285.35,287.59,294.55,311.08,325.35,326.47,327.13,328.80,338.83,344.02,353.91,364.69,360.15,343.75,334.56,330.95,321.73,315.34,305.70,298.10,297.84,304.33,294.13,294.34,301.30,307.60,309.23,291.80,281.12,277.13,279.65,292.85,290.75,286.31,279.50,267.19,267.96,271.58,279.65,271.91,255.97,257.33,262.01,270.98,307.42,L7
2001-01-14 21:44:09+00:00,375.24,362.08,357.01,344.74,345.99,340.70,332.33,330.20,331.23,334.08,338.67,344.47,346.57,355.85,359.01,358.22,359.40,361.53,357.44,371.72,369.30,362.82,359.10,350.28,352.23,348.57,349.48,354.58,359.82,358.42,363.13,357.49,361.75,366.59,371.35,377.16,382.88,382.08,401.81,383.29,,414.05,407.60,407.98,409.75,406.77,405.94,397.67,394.91,381.54,369.71,354.21,358.09,,,,,283.44,293.41,317.24,351.14,371.06,351.59,338.03,323.86,313.56,312.24,306.45,310.60,309.69,300.75,301.70,294.73,290.42,288.75,288.66,295.93,293.46,295.21,293.00,292.04,291.29,298.16,297.42,300.00,305.38,302.64,311.10,313.73,310.47,318.90,327.72,334.30,340.56,349.17,350.33,358.58,353.38,353.09,353.48,347.60,348.27,350.21,340.66,330.17,321.11,318.72,318.72,316.50,324.15,318.12,318.56,315.82,315.13,315.34,313.44,304.86,303.93,317.48,311.65,301.18,289.10,287.76,291.01,286.50,285.73,286.56,267.99,254.44,259.31,262.70,278.14,307.75,L7
2001-04-04 21:43:43+00:00,381.59,366.86,350.69,334.95,343.67,345.48,331.74,325.98,321.27,328.53,337.26,340.12,337.44,342.79,347.72,352.81,358.47,360.87,362.80,352.34,350.88,354.26,344.19,342.60,330.79,337.56,338.97,343.38,342.62,346.65,353.20,362.52,364.29,363.92,371.96,374.58,385.99,392.61,404.37,405.90,401.82,397.41,395.80,402.83,394.69,396.18,388.78,379.30,363.48,361.92,362.46,368.13,356.68,345.99,350.29,322.55,347.07,343.34,335.01,338.61,343.44,335.84,322.77,310.12,306.20,298.57,293.50,295.83,292.98,292.08,291.33,288.73,287.09,287.98,290.05,293.37,289.95,293.92,303.88,307.22,300.16,296.36,297.18,295.61,295.08,297.59,298.56,301.25,304.00,310.55,314.40,326.88,334.23,332.55,336.86,347.21,350.20,338.49,347.90,351.50,343.01,332.57,330.00,331.55,329.68,318.48,313.59,314.15,315.26,318.87,318.66,311.33,309.24,314.37,310.02,303.94,302.98,311.77,311.89,303.67,295.16,291.61,287.41,288.61,296.57,286.42,286.48,266.50,262.31,260.76,268.18,281.75,318.67,L7
