dates,satname,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0046,nzd0224-0047,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0053,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132
1999-08-05 21:46:35+00:00,L7,379.40,358.89,348.79,342.79,338.68,329.28,326.92,325.48,321.69,323.35,325.92,327.98,330.92,330.31,334.27,338.78,347.30,347.44,349.27,360.03,350.96,348.58,354.73,358.37,357.36,355.05,362.11,361.93,364.39,369.62,373.16,376.48,384.94,,,,,,,,,,,,,,,73.77,369.08,358.64,365.08,371.12,,374.28,363.88,333.12,312.32,296.59,276.11,272.83,267.73,262.61,252.36,245.42,242.51,253.42,263.06,258.90,253.38,245.53,248.82,258.49,267.24,273.63,281.20,286.35,294.30,291.75,297.60,301.34,296.49,291.69,285.20,282.13,286.91,288.90,286.14,286.98,288.97,296.17,309.81,319.91,327.82,330.11,336.76,338.64,338.26,335.75,338.64,340.47,336.08,326.32,324.50,337.06,335.38,324.59,310.59,304.27,293.74,299.30,298.83,302.38,297.64,297.96,290.40,284.03,288.42,278.80,285.47,289.08,280.31,276.31,268.21,259.05,255.99,260.57,263.89,246.97,235.06,241.46,242.72,260.93,297.25
1999-08-21 21:46:33+00:00,L7,386.40,368.78,360.43,356.72,352.10,345.75,339.48,341.44,344.84,351.10,349.86,349.30,351.58,354.55,362.41,363.08,369.32,368.90,371.75,375.83,372.77,371.95,367.05,365.07,369.28,369.63,380.21,381.46,382.82,390.01,395.98,399.13,400.57,401.97,410.05,412.63,420.00,421.20,425.27,425.83,426.06,,,,,,,,,,,,,,,346.23,310.85,294.07,282.75,290.50,298.42,287.80,275.95,264.63,264.79,269.60,278.51,275.54,259.74,253.16,263.18,269.59,278.95,282.63,290.09,297.91,301.47,299.36,304.64,308.08,309.76,306.45,303.03,292.92,291.53,293.82,301.54,306.37,309.11,314.77,326.84,331.85,335.59,339.44,347.53,354.49,349.86,344.68,356.10,362.44,358.87,346.99,346.75,354.50,350.09,342.67,331.03,314.36,318.33,324.45,319.57,318.08,313.25,313.86,312.96,311.29,303.58,295.88,301.10,309.67,304.00,294.60,292.13,285.23,277.35,277.45,279.20,278.65,272.90,255.13,262.66,275.97,
1999-09-22 21:46:36+00:00,L7,383.47,372.21,365.25,359.83,354.09,348.40,341.13,342.33,340.46,337.78,342.95,344.01,343.82,348.59,355.86,360.23,360.75,367.24,368.51,369.57,370.45,361.00,360.68,365.18,358.05,359.98,360.28,363.48,367.02,374.83,379.42,375.84,385.62,388.50,404.78,408.36,414.33,418.30,412.54,413.28,413.13,415.99,410.09,409.81,396.59,401.23,405.07,414.10,410.96,401.19,391.23,408.53,398.92,405.43,390.25,366.73,338.02,310.28,285.08,276.73,273.77,269.43,268.53,263.52,265.81,266.10,264.13,255.36,256.59,265.49,273.60,279.06,279.11,280.46,286.26,293.46,295.20,301.70,306.00,308.49,303.08,298.56,291.94,296.94,302.77,303.93,298.23,299.00,302.51,309.68,323.65,335.74,341.50,345.35,355.08,351.89,347.60,341.97,361.41,364.67,356.71,340.77,339.58,351.87,350.22,348.22,342.62,338.88,332.68,328.90,320.66,319.71,308.79,305.66,310.03,311.47,302.65,298.57,300.89,307.72,305.27,296.03,289.08,288.60,292.89,294.35,293.27,273.06,265.74,267.54,269.98,285.97,327.90
1999-10-24 21:46:32+00:00,L7,395.99,377.62,367.03,375.71,371.26,348.07,348.30,348.08,344.40,345.72,340.00,346.48,352.61,354.17,362.64,365.40,370.54,374.35,373.92,381.44,367.47,365.93,360.34,361.22,363.75,367.21,368.57,374.29,369.49,376.06,374.80,374.84,386.10,390.65,401.31,403.87,407.96,409.69,411.36,411.05,407.33,408.85,405.03,420.50,406.11,396.28,398.63,421.61,417.16,414.76,410.41,352.68,389.43,386.46,367.51,360.93,340.34,323.66,300.72,285.33,280.68,280.00,266.97,259.39,257.75,260.24,262.92,257.06,253.70,257.37,262.97,278.97,282.76,286.26,294.01,296.72,291.57,294.09,300.16,299.18,301.71,297.84,292.39,294.27,293.97,294.31,295.46,295.77,298.23,306.19,315.71,327.58,333.85,349.44,351.58,345.22,338.26,344.11,351.82,363.13,358.96,340.81,341.73,343.97,347.24,345.90,343.05,338.25,337.99,331.68,320.38,312.48,315.06,314.77,307.06,290.81,291.03,299.47,305.25,310.37,305.45,298.39,286.44,282.87,285.11,289.23,288.32,270.89,257.71,260.50,267.74,286.11,320.17
2000-04-01 21:46:10+00:00,L7,389.24,369.27,376.54,366.17,358.83,353.83,354.12,359.47,358.43,362.40,362.78,358.60,358.85,355.64,356.21,357.01,361.49,360.02,368.94,376.53,378.96,371.48,365.15,363.03,365.23,365.25,365.49,362.63,365.55,372.44,371.61,375.82,375.68,388.47,390.12,394.79,397.82,398.55,395.58,402.01,407.06,404.14,407.62,406.13,408.74,403.96,400.23,400.20,393.51,386.53,388.14,384.16,378.71,366.57,331.41,350.48,349.99,307.60,304.33,289.32,283.69,293.13,287.84,277.91,275.19,269.71,272.04,269.08,263.13,260.06,258.00,263.62,269.73,279.19,290.95,292.86,294.79,299.49,304.96,305.60,301.94,295.19,286.56,288.35,288.04,289.80,289.29,290.91,298.82,306.63,314.98,328.90,336.65,347.43,337.94,342.41,351.60,351.43,358.78,355.10,351.76,341.95,338.35,335.98,336.03,336.58,335.20,331.71,328.05,328.18,319.76,310.82,306.37,307.93,308.01,302.11,295.62,299.80,303.64,308.57,295.56,286.79,280.15,269.48,274.42,284.50,294.92,275.16,271.02,270.04,277.13,299.94,339.17
2000-05-19 21:45:43+00:00,L7,380.90,368.62,357.04,354.24,351.63,349.59,346.24,338.49,338.49,337.02,338.14,344.85,348.86,352.92,356.20,356.58,364.35,367.23,365.68,368.43,366.10,360.28,358.07,361.31,361.40,362.04,362.69,361.24,361.37,362.83,364.58,372.55,374.92,379.41,382.70,390.28,393.66,395.69,,,,,,,,,,,,,,,,,,,,,330.68,317.71,298.17,285.44,276.36,269.25,266.51,261.30,257.54,259.18,256.96,260.06,260.88,262.09,267.70,280.68,286.44,290.57,285.38,289.94,288.63,292.05,301.71,298.52,294.37,287.99,287.21,284.97,285.16,282.31,286.17,292.65,303.07,318.92,335.07,342.27,339.31,336.38,334.05,342.18,356.07,354.98,337.25,326.53,321.45,323.99,323.91,325.87,315.10,313.06,312.46,310.50,304.22,298.80,296.94,299.44,295.35,286.02,284.68,285.89,296.16,296.15,278.43,263.86,265.89,261.69,269.36,271.01,275.13,264.03,249.30,258.50,265.62,279.49,308.25
2000-06-04 21:45:32+00:00,L7,379.88,364.76,342.33,329.07,325.77,325.92,328.75,324.81,320.39,319.42,320.37,328.09,329.87,330.31,333.34,336.38,337.79,336.65,334.60,341.46,303.31,309.67,330.33,331.84,332.98,338.04,335.26,349.01,341.81,355.48,355.17,359.12,354.58,,,,,,,,,,,,,,,,,,,,,,,,,,339.80,319.13,305.94,289.86,273.23,264.01,253.91,253.30,252.64,245.14,247.09,242.87,248.82,254.82,262.07,265.12,273.91,278.23,281.13,281.86,286.52,295.62,295.04,293.40,287.83,278.84,280.00,275.62,275.58,276.25,281.61,288.12,296.41,315.28,320.48,328.72,328.34,328.28,320.35,331.85,344.38,348.19,328.49,318.58,310.43,314.74,313.63,307.79,297.15,290.68,287.80,290.67,284.10,283.88,281.26,281.33,280.11,279.56,270.74,267.15,274.41,276.61,262.40,256.07,248.85,245.48,241.77,249.98,247.70,233.67,221.19,226.67,233.44,253.42,280.67
2000-08-07 21:44:45+00:00,L7,374.45,360.59,346.25,337.49,321.32,317.08,317.48,315.54,310.13,310.97,313.61,314.91,323.22,333.48,335.93,347.32,350.03,354.02,357.18,357.81,353.52,350.01,350.33,355.35,348.02,343.74,331.97,331.76,334.26,336.30,342.19,345.46,347.60,355.41,376.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.05,338.35,308.66,285.60,262.23,263.88,257.73,246.82,241.73,244.88,249.46,256.95,266.08,276.44,284.82,290.38,298.85,304.87,310.38,308.89,300.41,286.47,280.10,273.98,273.24,281.55,285.81,287.99,294.98,311.54,325.85,327.02,327.80,329.30,339.38,344.57,354.51,365.36,360.75,344.35,335.23,331.62,322.33,315.94,306.37,298.77,298.51,305.00,294.80,295.09,302.05,308.35,309.98,292.55,281.87,277.88,280.51,293.60,291.50,287.06,280.25,268.05,268.82,272.44,280.51,272.77,256.83,258.19,262.76,271.73,308.42
2001-01-14 21:44:09+00:00,L7,363.51,349.51,343.47,333.01,332.45,326.03,319.76,318.47,318.66,323.73,328.32,333.47,335.57,344.12,347.28,347.87,349.62,347.99,343.90,352.16,351.70,350.25,347.37,337.71,339.66,336.00,339.70,344.80,348.09,347.42,352.13,347.14,352.49,356.81,359.62,365.43,371.15,372.82,392.55,378.53,301.99,398.05,391.60,391.98,390.19,387.21,386.38,378.11,375.35,365.54,355.04,349.70,347.09,,,118.46,221.83,258.30,271.41,292.10,331.58,351.50,333.99,320.43,311.29,302.56,298.70,294.72,297.06,297.12,287.21,287.03,280.06,278.69,277.75,276.09,283.36,280.89,282.64,281.27,279.47,279.56,287.81,286.42,288.27,292.81,291.64,297.56,300.19,298.74,306.33,314.18,319.63,324.56,329.61,335.66,342.58,337.38,335.49,333.92,330.00,330.67,330.65,321.10,312.57,303.51,299.16,299.16,296.94,304.59,298.56,296.56,293.82,293.13,293.34,291.44,282.86,281.93,292.34,289.65,279.18,267.10,265.76,265.87,261.36,260.59,261.42,242.85,229.30,234.17,240.70,256.14,278.42
2001-04-04 21:43:43+00:00,L7,391.32,377.29,361.92,344.68,354.90,357.65,342.17,335.71,331.70,337.12,345.85,349.24,346.56,352.52,357.45,361.40,366.58,372.10,374.03,368.56,365.48,364.69,353.92,353.03,341.22,347.99,347.08,351.49,352.35,355.78,362.33,371.11,371.97,372.03,381.69,384.31,395.72,400.29,412.05,409.85,410.41,410.68,409.07,416.10,410.91,412.40,405.00,395.52,379.70,375.19,374.63,371.87,365.80,358.16,368.54,343.41,365.32,364.20,353.26,359.47,359.66,352.06,337.37,324.72,316.63,307.70,304.73,305.56,304.21,302.51,302.56,300.90,299.26,297.71,299.17,303.80,300.38,304.35,314.31,316.95,310.59,306.09,305.77,304.73,304.81,308.02,307.69,312.48,315.23,320.28,324.83,338.11,346.40,345.82,353.08,359.38,363.47,351.76,362.50,367.72,357.61,347.17,346.22,347.77,344.28,333.08,329.81,330.37,331.48,335.09,334.88,329.58,327.49,332.62,328.27,322.19,321.23,330.02,332.75,321.92,313.41,309.86,305.66,309.47,317.43,307.28,307.34,287.36,283.17,281.62,286.43,300.00,343.00
