dates,satname,nzd0224-0000,nzd0224-0001,nzd0224-0002,nzd0224-0003,nzd0224-0004,nzd0224-0005,nzd0224-0006,nzd0224-0007,nzd0224-0008,nzd0224-0009,nzd0224-0010,nzd0224-0011,nzd0224-0012,nzd0224-0013,nzd0224-0014,nzd0224-0015,nzd0224-0016,nzd0224-0017,nzd0224-0018,nzd0224-0019,nzd0224-0020,nzd0224-0021,nzd0224-0022,nzd0224-0023,nzd0224-0024,nzd0224-0025,nzd0224-0026,nzd0224-0027,nzd0224-0028,nzd0224-0029,nzd0224-0030,nzd0224-0031,nzd0224-0032,nzd0224-0033,nzd0224-0034,nzd0224-0035,nzd0224-0036,nzd0224-0037,nzd0224-0038,nzd0224-0039,nzd0224-0040,nzd0224-0041,nzd0224-0042,nzd0224-0043,nzd0224-0044,nzd0224-0045,nzd0224-0046,nzd0224-0047,nzd0224-0048,nzd0224-0049,nzd0224-0050,nzd0224-0051,nzd0224-0052,nzd0224-0053,nzd0224-0054,nzd0224-0055,nzd0224-0056,nzd0224-0057,nzd0224-0058,nzd0224-0059,nzd0224-0060,nzd0224-0061,nzd0224-0062,nzd0224-0063,nzd0224-0064,nzd0224-0065,nzd0224-0066,nzd0224-0067,nzd0224-0068,nzd0224-0069,nzd0224-0070,nzd0224-0071,nzd0224-0072,nzd0224-0073,nzd0224-0074,nzd0224-0075,nzd0224-0076,nzd0224-0077,nzd0224-0078,nzd0224-0079,nzd0224-0080,nzd0224-0081,nzd0224-0082,nzd0224-0083,nzd0224-0084,nzd0224-0085,nzd0224-0086,nzd0224-0087,nzd0224-0088,nzd0224-0089,nzd0224-0090,nzd0224-0091,nzd0224-0092,nzd0224-0093,nzd0224-0094,nzd0224-0095,nzd0224-0096,nzd0224-0097,nzd0224-0098,nzd0224-0099,nzd0224-0100,nzd0224-0101,nzd0224-0102,nzd0224-0103,nzd0224-0104,nzd0224-0105,nzd0224-0106,nzd0224-0107,nzd0224-0108,nzd0224-0109,nzd0224-0110,nzd0224-0111,nzd0224-0112,nzd0224-0113,nzd0224-0114,nzd0224-0115,nzd0224-0116,nzd0224-0117,nzd0224-0118,nzd0224-0119,nzd0224-0120,nzd0224-0121,nzd0224-0122,nzd0224-0123,nzd0224-0124,nzd0224-0125,nzd0224-0126,nzd0224-0127,nzd0224-0128,nzd0224-0129,nzd0224-0130,nzd0224-0131,nzd0224-0132
2001-04-20 21:43:46+00:00,L7,386.72,364.53,351.59,349.45,349.11,346.06,344.40,345.64,341.31,345.83,346.60,351.67,347.93,357.51,364.30,361.63,369.21,370.62,370.70,367.17,374.76,372.15,363.12,360.03,353.02,356.10,351.49,352.34,356.12,350.63,358.05,355.97,364.37,368.27,380.56,391.65,401.31,401.40,408.27,412.32,408.51,411.49,407.95,407.93,407.85,403.96,399.69,388.01,383.04,378.21,370.18,365.94,365.84,364.43,161.22,352.36,355.93,349.95,341.01,348.14,345.50,350.83,347.92,334.79,317.12,307.23,306.38,306.58,301.15,299.79,294.76,295.75,296.95,295.40,300.85,301.80,299.69,304.26,310.22,312.27,312.83,310.31,303.29,304.26,298.71,301.26,297.62,302.59,305.94,312.27,321.56,332.90,334.72,342.11,351.56,365.87,356.78,348.14,361.24,370.09,355.65,340.91,339.26,347.06,337.11,333.56,334.72,339.58,331.67,332.91,326.64,327.01,328.81,324.98,323.92,322.39,319.02,327.37,330.62,322.21,311.92,307.22,298.00,302.76,299.82,306.96,307.83,278.63,283.48,282.48,289.87,299.23,336.95
2001-05-22 21:43:30+00:00,L7,373.31,351.27,343.48,340.57,340.21,333.18,330.38,326.28,324.69,329.81,333.07,337.37,344.37,349.48,355.29,358.67,363.19,373.32,369.69,367.98,368.47,358.61,351.88,345.90,339.99,335.39,336.59,338.41,342.50,352.70,361.93,371.39,375.19,384.02,387.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.51,308.86,296.01,285.92,283.31,290.01,296.82,299.42,297.11,298.53,301.45,296.34,298.86,307.63,312.49,317.57,319.26,308.76,297.83,295.01,293.18,289.73,292.00,295.24,298.85,306.86,315.18,330.74,330.13,336.71,342.36,354.53,347.70,344.93,363.60,368.83,360.62,343.55,339.99,336.63,333.85,323.48,314.34,315.86,318.14,318.96,317.35,323.41,320.44,315.79,315.48,311.53,312.97,307.97,331.03,334.77,314.39,296.15,296.57,297.96,291.50,295.63,303.37,293.46,266.86,276.93,277.93,293.78,318.00
2001-07-25 21:42:54+00:00,L7,357.15,348.12,343.59,339.49,331.36,328.42,318.41,316.04,311.50,309.45,320.57,322.53,326.47,325.74,328.26,335.05,336.66,340.15,341.73,345.13,324.83,333.65,332.37,327.61,322.13,325.56,323.92,318.27,318.69,325.41,333.51,336.49,345.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.25,319.32,313.51,302.59,294.00,288.53,279.40,269.09,266.46,267.19,271.63,274.29,278.46,282.26,281.67,283.31,284.66,288.15,291.83,293.00,291.48,290.53,285.18,283.15,281.85,283.12,282.90,282.98,289.83,297.64,304.30,312.35,318.49,326.82,326.62,329.81,336.17,344.03,339.70,327.38,315.11,316.95,314.99,318.07,322.06,312.67,302.57,302.65,298.28,289.14,288.64,287.36,286.49,283.86,283.44,281.87,285.31,285.94,286.97,272.96,269.02,261.11,254.80,252.94,259.87,262.19,255.19,240.19,249.66,260.46,269.57,291.17
2001-08-10 21:42:36+00:00,L7,388.61,376.49,362.16,359.38,358.04,352.93,348.40,341.62,345.43,337.93,346.22,347.59,343.60,344.26,350.68,347.06,353.47,351.46,364.58,351.66,359.26,357.67,359.27,357.86,349.66,351.89,353.94,344.21,349.61,346.26,351.80,351.63,359.22,368.54,374.51,,,,,,,,,,,,,,,151.16,336.99,336.21,343.44,345.24,351.93,342.88,345.12,336.66,331.41,332.62,335.55,330.62,327.12,320.76,315.82,304.57,300.70,294.64,289.36,282.64,278.23,281.31,281.48,287.15,291.00,295.23,293.58,298.59,301.86,298.68,294.79,298.20,300.79,299.79,296.50,289.59,291.14,289.29,289.88,299.89,307.45,316.56,325.39,333.35,340.31,343.44,338.52,340.43,347.90,349.35,339.51,325.53,325.34,321.84,328.17,327.50,327.31,320.94,313.22,310.43,306.97,297.60,299.04,299.93,300.19,292.96,294.53,297.98,306.90,303.86,288.45,282.51,265.27,259.66,257.59,266.52,273.89,258.94,238.28,253.44,266.37,279.03,297.93
2001-08-26 21:42:25+00:00,L7,375.37,362.80,357.91,357.03,349.05,343.74,338.31,335.22,329.37,329.83,320.29,321.88,326.63,334.01,333.19,337.60,347.47,347.79,363.81,362.10,347.72,336.39,337.42,334.44,336.62,340.97,337.79,337.60,331.08,343.32,344.53,349.77,349.64,362.21,363.83,371.64,377.10,378.54,390.40,382.92,385.05,386.94,,,,,,,,,,,,,,,,,,,332.19,330.18,323.79,316.06,317.85,307.74,310.39,300.73,291.24,286.76,284.32,282.57,281.86,286.32,286.83,292.64,291.04,295.19,298.58,298.38,298.95,294.02,299.59,296.47,296.72,294.71,288.37,287.57,289.93,298.68,306.64,311.66,319.15,328.28,339.13,336.69,339.60,339.85,350.50,349.80,340.78,331.93,323.59,325.81,321.83,324.98,327.28,327.06,320.71,310.70,306.36,306.65,301.33,298.07,294.54,290.45,288.54,292.35,296.78,293.28,279.66,267.06,266.86,259.04,256.65,269.60,278.14,267.57,248.74,254.39,262.56,283.28,308.11
2001-09-27 21:42:05+00:00,L7,403.33,394.35,379.01,374.40,370.76,360.47,356.93,354.25,353.78,355.86,356.52,356.78,359.31,359.53,365.54,365.38,371.82,374.97,385.37,388.46,396.09,389.09,382.15,367.08,363.03,360.93,359.38,356.06,363.73,365.69,372.42,375.65,373.90,381.59,389.35,394.18,398.03,400.27,404.23,404.87,405.29,400.30,412.61,390.49,393.61,416.73,416.68,411.28,397.43,389.33,379.19,364.15,360.71,353.36,357.47,357.22,352.41,358.74,358.39,356.83,346.00,339.55,332.65,329.99,328.08,324.72,326.26,315.79,307.33,299.51,292.78,294.97,294.94,293.80,301.95,307.79,303.80,310.08,317.96,324.05,320.07,312.81,311.23,313.32,308.66,305.35,304.92,308.19,311.07,312.99,319.93,336.48,342.51,351.14,358.53,357.67,357.41,364.09,372.67,368.55,357.30,350.24,353.90,353.36,351.25,370.16,366.67,362.66,342.99,338.22,335.09,328.60,331.95,327.93,322.95,322.45,321.57,321.99,330.75,334.01,309.59,305.26,306.05,303.58,304.85,297.56,309.84,296.38,288.52,282.17,288.52,305.00,339.92
2001-10-13 21:41:51+00:00,L7,,,,,366.01,359.54,348.46,342.82,332.14,318.16,331.18,313.16,340.26,333.68,351.32,351.64,356.29,366.55,373.56,375.24,379.36,370.34,361.71,354.75,351.39,346.34,341.87,345.25,350.12,353.18,357.44,357.64,367.54,371.25,377.24,384.13,391.70,395.06,403.33,408.03,418.77,402.17,386.51,385.00,373.66,391.97,378.98,377.05,378.65,370.43,371.11,368.01,360.65,358.13,356.24,354.32,349.95,349.31,346.41,341.56,336.64,330.23,322.83,322.35,321.49,315.12,316.73,309.84,308.91,293.80,292.44,287.88,292.97,296.36,301.85,309.27,307.00,306.84,307.92,314.64,316.72,307.09,303.69,303.00,304.58,311.94,316.40,314.34,311.11,312.70,320.31,330.83,335.09,339.87,347.36,354.64,355.36,351.74,364.03,368.24,357.68,345.10,345.93,341.92,350.25,352.44,352.35,341.33,329.74,328.73,323.87,324.24,328.39,332.42,323.02,320.11,315.56,320.19,324.92,322.21,312.59,305.19,292.85,289.38,290.75,294.02,296.61,285.43,274.75,277.36,279.26,295.52,329.80
2001-10-29 21:41:57+00:00,L7,401.37,393.89,388.40,374.56,377.39,371.08,366.68,356.22,359.72,359.18,360.26,357.19,359.60,364.41,368.48,374.43,378.24,382.79,390.59,394.47,385.80,375.03,370.71,362.90,356.30,355.19,353.17,354.22,359.16,363.03,367.42,373.47,375.09,378.52,388.18,390.45,394.03,398.02,393.97,429.22,452.50,437.06,380.53,376.23,374.49,375.99,374.22,379.06,372.89,369.99,364.93,364.60,363.03,355.85,357.69,353.76,365.52,361.60,352.32,344.18,339.95,336.96,331.73,328.64,328.03,320.81,318.96,316.11,311.81,305.74,301.06,300.18,302.42,309.89,315.51,310.86,311.73,315.34,320.15,315.62,317.77,316.43,312.33,314.21,316.89,311.88,315.46,318.68,319.09,323.52,327.73,339.01,344.51,353.98,361.25,354.09,358.79,357.78,363.14,366.62,360.20,351.41,351.08,357.08,362.18,359.35,347.81,336.28,336.23,334.82,330.03,326.82,324.87,328.64,329.18,319.34,319.50,317.92,328.94,336.56,323.25,310.63,300.84,297.15,299.52,302.66,305.07,288.83,290.07,291.57,296.88,306.37,342.24
2002-02-02 21:42:30+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.75,,260.45,279.43,,361.31,361.82,331.11,303.31,274.65,235.21,,,,,,,,,,,,,308.85,306.11,307.56,295.72,298.35,299.89,295.08,290.09,275.97,284.64,279.78,276.37,272.94,265.92,256.05,260.45,259.65,261.62,267.79,272.16,275.61,269.41,269.20,268.40,276.67,280.78,276.37,274.22,273.10,270.73,273.63,274.08,276.59,275.12,281.91,282.76,296.00,297.89,308.41,317.19,319.49,310.86,312.70,325.24,326.79,316.80,315.19,308.34,311.99,307.07,303.16,294.67,293.30,288.00,287.42,280.92,276.05,276.77,276.26,273.01,266.17,268.05,263.35,271.14,270.86,262.91,252.51,242.82,239.30,238.69,244.48,239.29,230.99,205.34,225.94,236.66,253.13,272.70
2002-02-18 21:42:30+00:00,L7,376.36,369.63,355.48,346.65,341.24,335.87,334.27,333.95,330.58,331.31,333.86,334.21,334.41,338.85,335.55,333.14,339.10,344.20,345.23,348.15,349.39,341.21,338.72,333.66,335.04,333.89,337.42,333.54,332.24,335.16,337.88,334.56,341.38,345.17,349.11,373.90,401.05,409.52,392.61,409.17,389.29,266.91,324.63,324.93,324.25,315.95,309.25,323.35,326.46,336.76,338.62,347.70,338.46,343.18,341.55,339.32,325.74,320.75,313.84,309.32,305.68,307.66,299.16,302.17,301.58,295.34,292.02,292.41,286.89,281.67,281.44,284.53,285.49,290.69,289.44,287.25,286.29,284.08,291.65,290.21,291.43,286.53,285.63,287.25,286.88,287.83,288.51,287.32,288.87,294.03,299.34,312.14,321.29,325.99,330.32,330.58,330.26,334.00,342.85,338.02,331.17,326.21,323.12,326.90,328.10,322.15,317.71,311.81,312.34,309.48,302.54,295.82,293.71,292.36,287.36,281.87,282.15,286.24,290.00,293.75,278.62,274.79,266.03,260.83,260.04,268.58,267.78,259.79,246.53,251.75,262.38,274.29,300.05
2002-08-29 21:41:39+00:00,L7,386.69,378.90,367.25,365.01,357.33,347.03,341.54,329.41,325.44,322.30,324.37,328.98,330.57,327.66,330.52,334.09,343.71,349.46,359.67,363.95,359.42,352.35,344.93,334.81,341.27,333.10,332.03,327.90,333.57,337.70,336.43,335.15,345.21,344.62,354.91,358.09,358.14,,,,,,,,,,,,,,,,,,,,,,,,,275.20,281.28,276.88,278.71,280.04,284.75,292.68,285.97,280.44,274.95,279.85,283.54,286.65,288.61,286.96,282.39,280.61,284.93,285.04,290.42,284.20,284.97,282.15,278.13,278.25,278.32,278.54,278.68,286.82,293.20,306.58,318.80,324.32,323.77,316.83,314.00,324.44,336.09,334.28,314.73,311.53,315.69,324.38,327.30,322.80,308.90,310.83,311.62,308.84,294.53,284.92,280.58,286.70,280.59,274.66,265.35,265.45,274.68,281.61,266.97,260.82,253.31,243.53,244.93,253.54,259.12,251.77,241.77,246.61,253.80,268.89,298.27
2002-09-14 21:41:31+00:00,L7,406.15,392.98,380.73,374.10,368.10,363.02,358.51,349.22,342.39,339.82,338.73,340.61,344.12,349.81,353.20,357.67,362.32,375.33,373.23,366.17,361.59,357.26,357.08,349.59,339.77,340.83,338.34,343.60,342.55,346.22,349.78,351.70,351.07,347.96,361.71,360.29,364.00,362.73,367.42,361.97,356.50,352.63,365.39,407.44,411.67,399.62,390.01,378.35,390.55,392.03,371.07,355.75,332.33,,,,285.32,272.56,266.56,270.79,278.95,280.54,284.02,284.56,284.40,288.21,295.45,293.77,288.31,282.37,283.97,288.87,289.66,295.59,303.79,298.45,294.01,294.01,297.11,297.30,297.87,300.57,298.13,294.66,294.00,297.02,296.52,296.37,292.96,296.62,309.05,321.28,331.56,339.68,338.71,336.66,335.41,343.27,349.09,344.86,328.44,325.13,324.40,338.59,334.50,327.63,326.23,327.10,327.63,325.49,310.27,304.36,301.32,302.88,303.32,292.16,291.67,290.67,290.40,297.96,280.55,271.46,267.32,261.03,256.64,268.23,276.85,269.49,265.78,269.26,271.33,287.67,321.59
