dates,satname,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057
2007-05-12 22:03:47+00:00,L7,407.68,,253.91,242.12,225.34,,,,406.39,395.39,387.72,384.61,380.31,375.38,372.73,364.21,362.18,360.01,361.21,360.07,354.66,352.29,353.22,,,,,,367.27,366.92,365.14,362.45,358.38,353.69,351.36,343.41,346.47,346.07,346.78,349.42,354.56,363.69,,,,,,396.59,403.79,407.67,410.36,419.33,416.26,413.03,416.75,420.39,418.81,449.66
2007-05-28 22:03:40+00:00,L7,412.68,417.05,422.09,426.50,425.31,422.61,418.81,409.40,403.78,389.57,377.77,364.32,358.67,,,,,,361.08,359.36,356.66,351.39,347.45,353.92,353.97,355.19,355.20,356.35,351.41,357.10,353.24,347.10,,,,,,,341.71,346.72,353.54,355.79,361.37,362.97,362.82,370.65,376.70,377.52,387.80,393.60,396.31,,,195.88,66.31,,414.31,436.30
2007-07-06 22:09:49+00:00,L7,,,,,,447.86,454.49,,411.64,,,,,,,,,,,371.92,366.03,371.18,378.30,366.35,367.11,365.74,365.62,373.45,371.75,364.79,361.32,366.12,,,,,,,,,390.73,380.57,376.65,,450.19,414.41,403.64,438.24,436.15,410.92,,,,,,,436.29,488.87
2007-09-08 22:09:26+00:00,L7,,269.57,266.06,174.91,,,,,360.16,364.54,363.93,360.94,357.23,351.65,344.48,346.15,342.80,337.24,334.96,333.57,334.69,346.86,,,,,,,,336.24,336.69,344.04,346.06,334.17,334.65,333.78,332.21,332.65,329.63,330.58,339.96,,,,,,,365.04,363.04,366.98,370.28,373.33,371.05,379.33,380.91,390.56,391.94,409.82
2007-09-09 22:06:33+00:00,L5,411.73,410.53,410.71,404.93,399.18,391.46,382.93,369.67,363.22,365.45,364.92,361.21,357.23,350.02,342.61,347.70,342.26,335.58,332.20,329.32,331.34,335.13,337.36,339.33,342.96,343.02,340.92,333.70,331.41,331.80,341.17,341.45,344.09,336.14,331.42,331.08,326.99,326.92,329.57,327.33,334.60,341.52,349.13,357.58,365.13,364.29,363.66,362.12,365.20,367.63,372.21,374.37,374.36,377.86,377.32,384.48,389.56,414.60
2007-09-17 22:03:12+00:00,L7,445.58,437.19,429.98,423.18,420.63,410.42,408.18,397.66,387.52,,,,,,,375.80,382.60,380.61,374.37,362.51,360.59,360.79,363.20,371.92,370.14,372.39,375.63,374.21,371.98,,,,,,,369.12,365.36,366.83,370.82,369.32,369.57,371.61,381.96,391.50,401.51,406.53,407.26,417.68,,,,,,424.16,433.55,431.79,436.45,452.86
2007-10-02 22:12:30+00:00,L5,429.84,427.76,422.33,418.80,413.79,407.61,403.76,398.77,392.91,383.39,377.94,360.46,357.54,354.63,355.25,354.99,346.86,352.78,354.36,351.18,350.57,346.52,350.68,360.28,364.04,363.37,364.22,365.03,364.55,367.01,369.46,353.46,354.47,360.46,366.35,377.64,368.83,350.22,347.89,354.24,370.25,374.32,378.14,386.03,397.46,398.21,402.46,406.22,407.41,406.80,392.43,390.12,395.20,395.04,415.29,419.30,416.03,429.38
2007-10-26 22:09:31+00:00,L7,394.46,390.81,384.67,381.19,380.58,,,,,,,,,,319.80,319.97,320.06,317.60,322.66,322.46,326.06,326.05,329.91,329.99,328.44,325.22,,,,,,,,,312.08,311.53,309.10,306.34,309.40,315.63,325.91,331.80,333.42,342.23,347.46,,,,,,,,369.77,364.62,370.44,377.55,375.24,384.69
2007-11-27 22:09:48+00:00,L7,425.95,415.02,405.57,405.80,397.55,,,,,,,,,,341.68,341.83,353.75,365.43,367.32,372.76,378.75,381.46,386.79,362.76,355.58,366.02,,,,,,,,,345.79,346.75,358.33,342.89,337.15,341.44,356.84,374.44,372.74,368.08,383.02,,,,,,,,411.11,414.86,417.80,421.81,427.55,431.45
2007-12-06 22:03:40+00:00,L7,,251.73,235.46,168.80,,,387.43,386.40,380.31,370.64,359.19,346.70,341.58,338.92,332.17,341.55,350.93,361.25,359.92,366.63,,,,,,,346.30,339.36,338.87,343.84,345.53,348.65,350.07,347.09,340.71,340.89,347.53,338.66,340.28,346.74,,,,,,376.06,382.28,391.16,391.18,390.36,393.61,398.38,404.78,410.40,421.34,420.88,417.06,434.07
2007-12-22 22:03:44+00:00,L7,405.13,398.61,394.25,391.54,389.75,386.06,385.16,,,,,,,337.83,339.62,342.12,348.51,356.38,361.94,371.23,364.80,382.57,372.85,337.69,336.77,339.70,333.56,,,,,,335.24,335.50,334.29,332.69,330.69,342.16,345.54,347.29,350.38,361.67,368.55,360.35,366.98,380.02,,,,,402.33,400.49,404.76,411.15,423.23,420.64,407.26,414.16
2008-01-14 22:09:56+00:00,L7,510.45,477.80,434.61,452.10,416.84,,,,,,,,,,348.39,356.72,362.70,364.86,368.34,382.45,397.68,407.39,411.06,422.73,445.83,,,,,,,,,389.46,377.31,371.05,368.95,345.49,355.12,346.82,369.46,381.87,376.84,382.27,392.11,,,,,,,,413.76,431.15,433.21,424.84,436.42,477.15
2008-01-23 22:03:45+00:00,L7,398.89,258.10,231.88,241.69,175.29,,,,362.65,360.15,348.99,344.46,334.08,334.81,332.47,329.85,330.54,333.72,340.50,345.57,348.31,359.62,,,,,,,335.73,336.62,336.76,336.99,336.46,336.28,334.39,329.60,328.64,323.89,327.37,330.16,335.26,342.85,,,,,372.59,376.02,375.09,374.00,378.36,384.12,387.74,392.20,393.29,395.93,397.53,411.12
2008-01-30 22:09:55+00:00,L7,283.37,,,,,,,375.68,368.39,362.68,354.44,349.77,340.23,340.46,339.35,337.64,338.75,343.75,346.51,354.88,,,,,,,,339.98,337.20,336.86,339.49,337.69,338.75,350.79,344.89,341.31,342.44,336.39,336.05,342.39,,,,,,,,378.57,375.07,376.47,384.80,397.69,399.04,403.79,406.19,411.44,409.90,447.23
2008-03-11 22:03:32+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.72,358.84,359.10,367.20,368.27,373.07,379.41,385.98,392.36,398.01,400.30,402.47,410.41,,,,,,447.78,444.60,477.17
2008-03-18 22:09:43+00:00,L7,402.69,399.41,399.09,397.53,395.99,391.06,387.95,387.09,374.04,389.99,,,,,,,,,339.28,345.70,348.19,350.33,352.00,366.25,369.13,372.47,375.26,370.44,371.48,360.20,,,,,,,,329.61,330.75,332.69,336.72,346.78,354.95,369.25,373.82,379.63,391.12,393.34,397.90,,,,,,,420.63,408.19,417.03
2008-04-12 22:03:32+00:00,L7,,,,439.47,421.35,402.87,401.72,413.46,406.10,392.06,389.90,371.71,373.21,362.63,359.60,370.23,359.82,353.46,,,,,,408.51,404.87,392.86,404.11,400.74,407.50,397.06,410.67,425.63,415.00,391.96,406.23,397.27,384.57,386.52,,,,,,385.68,406.58,415.75,420.25,418.95,412.80,399.53,402.47,416.52,428.55,435.35,452.07,,,
2008-04-19 22:09:42+00:00,L7,391.82,392.76,390.65,386.92,385.92,377.20,373.47,,,,,,,,,325.94,325.41,329.44,332.04,336.16,338.19,344.27,345.02,346.89,349.33,345.77,345.40,,,,,,,,326.46,324.67,323.47,315.03,315.97,320.36,324.66,331.99,338.33,347.54,354.64,359.74,367.73,,,,,,,393.52,408.44,414.77,411.11,415.01
2008-05-05 22:09:38+00:00,L7,394.73,392.15,284.23,269.26,225.01,,,,,,349.33,341.54,330.79,323.69,323.60,331.50,328.29,331.60,334.18,335.57,340.08,338.52,342.82,,,,,,,,334.08,331.72,330.99,323.60,319.46,315.64,317.15,314.59,314.02,319.12,327.75,333.97,344.08,,,,,,,364.35,367.71,378.05,393.29,406.60,422.92,433.37,422.03,424.63
2008-06-15 22:03:08+00:00,L7,428.66,417.86,408.26,397.74,386.18,,388.82,,,,,,,,337.34,335.77,342.70,342.38,348.33,349.48,355.56,357.52,362.69,363.76,359.35,357.74,358.85,,,,,,,338.55,338.17,333.10,327.35,324.65,322.47,329.22,335.06,338.81,345.33,353.62,364.53,371.89,377.00,,,,,390.70,396.07,402.23,410.51,422.24,432.35,449.85
2008-07-08 22:09:04+00:00,L7,,,,,,,399.00,,442.10,440.70,,,,,,,,,334.90,,,,,,,,381.91,376.01,377.23,377.58,,,,,,,,355.12,367.82,374.09,393.98,400.18,373.17,385.28,419.96,413.13,413.14,414.70,414.66,,,,,,,457.08,458.17,481.38
2008-07-17 22:02:46+00:00,L7,411.92,422.14,421.92,406.20,395.66,378.31,375.13,370.36,,,,,,,338.45,331.95,327.56,325.74,326.42,324.12,336.47,336.11,345.46,350.64,359.40,361.14,354.62,351.00,,,,,,,335.02,332.78,329.85,330.21,326.55,326.01,326.44,331.30,338.83,345.83,354.16,362.77,373.56,,,,,,384.46,388.29,389.26,396.12,396.51,410.63
2008-07-24 22:08:52+00:00,L7,,,,,,,,,,,,,363.46,351.86,341.65,339.66,334.83,329.62,334.10,338.43,344.38,348.65,348.83,360.21,370.76,,,,,,,,378.34,377.40,358.13,357.52,352.17,349.91,350.75,356.81,376.15,377.72,364.54,375.33,391.31,,,,,,,,,,,,,
2008-08-18 22:02:32+00:00,L7,395.88,411.64,236.98,207.00,,,,,,356.02,342.42,335.91,329.31,325.93,325.76,326.00,321.29,318.95,321.87,323.88,323.36,322.95,328.21,,,,,,355.94,353.98,352.61,345.16,340.13,331.75,325.14,321.36,318.93,323.46,324.51,320.95,318.53,323.91,,,,,,370.40,374.03,377.92,381.76,382.92,384.11,,,,,
2008-10-05 22:02:06+00:00,L7,450.98,452.89,434.84,437.56,422.63,414.04,409.75,387.41,382.28,373.52,360.49,351.98,356.60,,,,,,,362.76,363.13,361.43,359.80,381.60,402.88,419.09,423.53,385.28,390.36,395.72,384.59,381.42,,,,,,,345.61,347.80,348.63,354.00,363.36,371.83,389.26,397.90,403.34,418.71,412.99,407.73,,,,,,,407.98,418.72
2008-10-12 22:08:13+00:00,L7,260.73,267.51,172.13,160.68,,,,,351.10,344.35,322.34,311.56,313.48,311.50,307.34,309.20,311.59,313.36,314.75,319.15,331.85,,,,,,,,346.39,344.81,344.20,340.87,333.97,329.24,327.48,323.06,314.59,310.69,306.69,310.24,313.16,,,,,,,359.18,365.39,370.18,370.89,368.52,372.42,376.91,373.03,371.01,368.10,377.84
2008-11-29 22:08:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.79,369.23,376.88,381.44,383.00,382.96,384.28,383.50,382.82,377.63,389.25
2009-01-09 22:03:04+00:00,L7,377.63,388.64,386.31,380.98,368.16,356.01,353.25,349.29,344.05,,,,,,,300.52,301.59,301.63,304.45,307.91,316.47,321.67,324.96,322.77,325.18,335.09,337.68,338.50,335.40,,,,,,326.62,321.25,314.01,307.26,305.48,302.53,307.36,307.93,319.08,321.11,328.23,340.14,348.68,351.94,,,,,,367.72,364.81,362.15,361.09,371.26
2009-01-24 22:04:54+00:00,L5,393.38,408.87,406.92,405.14,393.56,369.28,358.84,355.24,347.74,347.54,331.94,313.93,304.03,302.43,297.28,299.76,295.28,302.95,303.81,309.59,314.16,327.52,331.29,335.62,343.22,350.66,357.67,357.82,354.06,359.86,350.29,359.78,366.63,369.62,364.79,361.39,352.60,334.25,315.41,313.32,315.69,319.81,322.11,332.79,342.09,351.74,357.26,364.45,371.76,365.76,361.34,362.51,369.65,370.29,368.65,366.27,366.00,378.53
2009-01-25 22:03:09+00:00,L7,382.06,265.70,268.88,160.29,128.33,,,360.37,356.59,352.98,339.53,318.34,316.74,317.29,313.20,310.75,308.05,309.96,311.98,319.65,327.84,,,,,,,361.19,356.43,354.49,358.52,366.57,375.71,384.37,379.36,371.39,363.44,347.97,336.29,326.81,333.44,,,,,,365.87,367.46,370.56,374.53,369.49,371.91,378.85,382.25,381.22,375.35,376.07,384.09
2009-02-01 22:09:22+00:00,L7,,,577.19,563.49,453.17,424.40,411.16,408.89,412.90,420.04,424.81,404.43,363.76,392.60,350.24,357.46,345.33,340.30,353.02,,,,,,,379.01,388.75,423.07,,373.99,387.94,399.29,403.55,409.73,429.34,407.59,417.71,410.05,,,,,,,424.94,446.62,462.19,479.27,465.10,424.92,422.74,412.73,424.57,447.68,469.41,453.40,,
2009-02-17 22:09:31+00:00,L7,430.83,454.24,471.73,445.03,421.22,402.54,392.35,390.45,391.90,395.41,398.62,401.76,,,,,,,,,347.48,354.47,362.65,375.56,371.66,370.09,376.40,390.88,387.21,373.83,378.54,387.36,,,,,,,,367.18,371.11,372.26,371.87,380.50,385.36,410.65,421.11,442.40,428.94,414.95,405.66,,,,,,,452.18
2009-03-21 22:09:47+00:00,L7,,,,,,399.71,385.82,384.94,383.98,383.10,383.98,382.30,374.43,348.72,342.50,337.22,336.36,338.52,340.03,342.73,,,,,,,371.42,370.88,375.06,379.46,380.99,378.61,377.42,378.05,373.08,382.66,387.66,389.37,373.18,,,,,,,,385.71,386.96,394.45,397.13,397.57,396.20,396.55,396.71,399.71,403.91,410.33,
2009-04-22 22:09:58+00:00,L7,385.73,406.20,422.68,424.09,402.49,388.32,364.00,354.18,357.77,,,,,,,,321.55,316.67,317.06,323.83,327.52,329.89,337.37,339.52,341.61,346.36,347.58,349.65,363.57,,,,,,,,343.44,348.23,347.19,349.47,349.74,341.51,338.21,351.71,353.38,359.09,365.21,374.07,,,,,,,,377.46,378.25,396.85
2009-05-01 22:03:49+00:00,L7,456.92,487.55,500.55,528.81,,,,,,,,,398.05,407.06,404.85,391.23,385.54,,342.72,340.16,347.60,358.40,366.83,367.52,369.79,369.50,377.93,,,,,411.26,412.46,421.77,427.18,421.71,415.09,407.87,407.79,415.60,417.66,414.80,419.25,431.41,443.28,,,,,,408.21,409.16,405.46,,,,,
2009-06-02 22:03:51+00:00,L7,,,,,505.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.80,339.39,,,,,,,490.16,,,,422.07,,,,,,433.14,445.92,409.66,418.04
2009-06-18 22:03:49+00:00,L7,387.29,401.33,416.62,421.34,421.13,,,,,,,,,,,347.38,344.48,334.13,330.56,328.60,334.70,,,,,347.21,,,,207.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-11 22:09:55+00:00,L7,,,,,,,,,,,,,352.16,356.60,361.41,366.53,365.02,,,,,,,,361.11,361.78,366.82,368.21,372.08,376.48,376.41,380.63,366.15,381.75,377.42,373.09,,,,,,,,363.60,377.36,386.07,391.34,407.28,411.23,416.92,422.82,436.60,438.76,450.78,,,,
2009-08-05 22:03:37+00:00,L7,367.99,382.85,395.70,405.84,400.73,,376.56,367.51,353.03,336.02,319.68,314.21,316.84,315.27,312.86,,,,,,319.54,322.13,322.17,326.99,329.68,334.66,335.32,339.92,345.00,346.25,346.36,341.63,331.83,332.60,,,,,,,321.94,330.19,335.74,339.44,348.70,348.84,357.07,360.98,364.43,369.66,375.67,381.53,,234.83,121.18,110.39,,
2009-12-03 22:03:55+00:00,L5,,,384.22,382.84,386.04,381.41,373.41,370.37,363.98,348.95,334.49,325.78,333.39,319.07,318.53,312.90,308.84,308.69,313.67,316.85,320.95,325.90,329.26,323.18,326.09,328.02,334.32,338.98,347.05,350.63,350.69,349.95,331.86,328.98,327.25,325.44,320.95,320.91,318.17,315.00,321.40,322.30,324.78,327.83,334.28,342.47,352.86,361.98,363.59,368.92,375.09,374.53,376.94,377.20,382.80,377.15,368.10,377.77
2010-02-04 22:11:23+00:00,L7,,,,,,,,394.17,381.84,389.92,379.46,366.42,360.27,340.48,335.68,333.68,336.22,333.26,328.29,333.48,346.65,,,,,,,385.04,380.14,383.90,383.89,376.01,374.66,379.39,391.07,420.21,428.67,425.36,,355.41,,,,,,,,408.32,420.38,430.64,421.97,427.35,414.15,417.57,415.77,453.73,427.10,446.89
2010-02-20 22:11:33+00:00,L7,,,,,,,,,404.87,404.50,,,,,,,,,344.79,341.24,344.76,356.88,359.34,366.92,374.91,393.06,412.52,428.26,421.34,425.67,,,,,,,,424.68,418.03,408.36,399.85,409.09,385.84,409.38,423.77,425.65,435.37,435.41,,,,,,,,469.01,483.30,500.96
2010-03-08 22:11:41+00:00,L7,417.65,436.56,463.78,461.23,451.06,421.56,410.96,405.77,,,,,,,,,,352.89,343.71,342.48,350.82,361.94,369.54,373.92,384.23,399.04,405.49,423.62,,,,,,,,,404.21,406.62,403.49,402.03,392.98,383.89,388.72,404.23,411.82,417.87,422.58,424.70,,,,,,,455.45,456.53,455.18,477.23
2010-04-09 22:11:48+00:00,L7,396.06,409.08,421.13,423.71,420.41,,,,,,,,,,355.60,357.93,353.20,350.29,345.61,342.00,345.17,343.54,353.35,357.46,363.69,374.69,,,,,,,,370.21,369.41,367.62,366.17,363.44,362.75,362.18,358.31,360.76,366.21,367.33,375.42,,,,,,,,414.50,416.55,418.15,420.50,420.54,434.57
2010-07-07 22:05:37+00:00,L7,365.76,382.96,402.46,291.73,257.83,,,,,,350.98,349.83,345.26,336.88,332.74,331.79,330.33,334.10,336.46,331.37,338.68,341.96,345.45,363.07,,,,,,361.58,356.54,358.78,357.10,346.93,346.70,340.17,342.97,339.59,338.90,334.34,333.03,340.75,346.34,,,,,,384.62,382.54,383.36,392.26,390.32,390.05,399.89,396.99,395.17,402.58
2010-07-14 22:11:48+00:00,L7,,,401.98,422.60,423.63,415.09,391.49,386.88,372.20,360.51,360.20,352.66,349.38,338.26,337.67,335.39,,,,,,,,349.98,352.76,361.02,370.49,373.16,371.71,365.99,365.58,361.37,357.79,355.65,355.03,367.56,,,,,,,362.75,364.89,369.92,376.56,386.43,396.51,400.84,390.39,385.76,394.22,401.19,409.70,65.49,,,
2010-08-08 22:05:37+00:00,L7,330.64,349.67,365.37,386.44,385.02,370.23,360.16,354.38,345.86,329.43,316.62,320.99,323.87,316.57,304.99,300.03,,,,,,306.27,308.94,316.57,317.66,324.69,330.30,332.35,337.31,337.69,333.60,330.17,322.17,316.61,316.22,,,,,,315.83,317.84,324.06,328.94,335.88,345.96,349.68,352.12,358.03,363.72,362.09,364.21,372.84,221.15,233.70,119.57,120.65,
2010-08-15 22:11:49+00:00,L7,,235.89,281.20,161.72,195.40,,,,384.83,381.28,383.34,376.48,376.15,390.83,394.59,387.29,376.74,393.75,412.52,401.50,381.71,,,,,,,,,367.72,369.34,356.76,355.42,370.60,367.73,361.09,369.45,376.43,365.47,374.11,390.08,,,,,,,459.41,450.89,404.63,403.35,419.77,417.31,415.61,408.97,415.03,389.81,467.67
2010-10-02 22:11:49+00:00,L7,525.78,483.73,447.45,458.73,436.04,428.28,423.92,421.27,424.41,422.47,417.12,420.53,359.03,336.75,332.16,,,,,,,,361.54,364.78,362.08,376.13,380.15,384.07,384.52,388.70,390.46,399.95,400.23,393.01,,,,,,,,384.33,370.57,376.46,400.62,405.78,400.76,408.63,406.56,405.35,403.29,411.08,404.83,,,,,
2010-10-11 22:05:45+00:00,L7,469.59,415.94,419.99,422.33,415.76,,,,,,,,354.40,327.35,318.30,318.22,319.54,316.56,320.98,328.75,334.78,347.96,352.71,353.18,351.24,361.65,,,,,,378.31,377.50,363.18,356.75,354.05,354.63,352.49,352.02,344.23,351.63,355.50,361.43,363.62,365.64,,,,,,385.13,388.16,391.34,393.15,395.15,393.60,385.47,390.49
2010-11-27 22:09:23+00:00,L5,515.81,524.67,433.89,414.23,405.59,399.02,395.74,380.68,382.17,381.11,373.30,365.22,361.13,369.94,393.03,378.72,347.37,328.10,357.54,363.43,379.71,403.64,425.78,444.53,439.26,422.25,391.51,386.16,391.07,416.43,416.87,420.34,427.67,422.26,414.62,408.21,405.56,407.24,412.03,417.05,433.48,436.66,434.20,450.74,467.64,468.74,465.05,465.64,451.73,437.38,446.17,442.40,440.56,425.04,429.39,448.74,444.58,518.32
2010-11-28 22:06:17+00:00,L7,,,190.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.83,409.36,411.90,402.07,
2010-12-06 22:03:12+00:00,L5,,,,,,,366.76,360.03,366.47,368.55,366.41,355.73,352.20,350.38,349.07,326.25,313.04,307.00,310.47,313.46,319.99,324.51,333.80,335.09,337.60,340.19,344.04,341.40,342.45,350.60,350.93,349.62,344.82,340.23,329.42,326.25,326.55,334.41,359.50,370.96,367.07,368.35,346.10,345.64,351.95,361.84,365.17,364.28,368.32,372.06,372.95,369.71,369.07,376.07,377.97,377.95,371.74,377.23
2010-12-29 22:09:29+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,368.82,388.45,408.01,397.99,384.57,373.16,368.18,369.84,380.93,394.05,395.68,385.49,370.53,370.22,368.28,358.23,358.02,368.73,382.91,387.56,374.04,380.88,392.28,403.69,413.07,407.53,399.94,389.77,392.07,393.59,392.25,395.92,395.36,401.51,401.84,431.99
2011-01-07 22:03:20+00:00,L5,438.89,420.92,410.03,388.00,383.57,378.58,365.78,366.08,375.91,374.59,370.74,367.92,365.83,353.64,348.18,354.80,354.43,337.35,331.89,330.66,336.93,355.39,366.38,374.50,385.00,399.01,405.29,387.58,373.80,371.44,380.63,392.24,379.94,374.23,362.52,360.10,358.52,351.64,352.33,367.64,382.57,378.07,381.22,383.51,389.30,397.93,413.26,418.59,397.94,388.78,391.41,392.69,391.86,394.23,400.03,406.28,408.36,431.02
2011-01-23 22:03:20+00:00,L5,475.98,431.38,440.17,403.14,395.49,391.77,386.27,382.76,383.46,385.34,383.63,380.14,382.93,380.14,368.09,347.96,354.49,353.89,338.49,338.05,345.40,365.56,362.56,390.09,388.18,399.07,412.78,408.48,393.12,372.29,385.99,400.74,404.40,385.91,377.21,375.55,371.29,368.65,371.81,381.88,394.80,398.68,386.21,399.42,408.61,413.88,417.36,426.08,409.69,396.76,397.19,396.61,396.32,401.75,407.32,419.15,425.63,444.30
2011-01-31 22:06:48+00:00,L7,,,197.74,157.08,217.35,341.53,340.68,333.27,332.83,329.84,326.22,322.81,320.74,317.98,311.56,,,,,,309.32,314.12,318.54,323.66,338.47,348.70,343.59,345.62,341.05,339.65,339.83,342.74,340.51,333.89,,,,,,,321.71,326.25,330.42,339.43,344.33,352.57,360.60,359.68,357.99,356.64,355.44,355.19,,165.52,107.68,,,
2011-02-07 22:13:00+00:00,L7,,,,,,,,,365.15,365.73,365.30,372.54,356.60,360.09,344.36,335.27,332.97,339.95,342.42,331.95,334.60,341.19,,,,,,,394.04,367.25,365.49,371.46,383.21,375.34,359.99,350.33,344.98,346.93,346.01,356.81,367.92,,,,,,,408.33,413.51,393.92,389.03,389.74,390.83,395.44,394.08,397.19,399.30,426.78
2011-02-08 22:03:23+00:00,L5,527.86,470.61,448.35,413.03,371.20,373.99,377.08,363.71,368.18,362.48,363.43,370.35,356.56,356.69,344.11,339.35,332.28,339.71,341.96,336.06,335.89,345.37,352.66,353.84,369.42,389.16,392.70,401.77,385.26,371.56,365.66,372.50,384.38,388.58,365.35,355.97,348.68,353.08,351.95,360.03,373.19,393.70,378.30,378.57,383.97,391.38,396.58,405.10,409.16,392.16,395.15,396.45,396.93,404.14,398.93,400.23,403.50,420.46
2011-02-16 22:06:51+00:00,L7,380.72,383.35,382.69,367.29,364.34,356.36,357.24,353.01,349.43,342.90,335.10,334.57,328.74,321.40,309.70,302.64,,,,,,,321.03,328.34,351.51,354.78,354.00,353.15,345.44,342.84,338.70,338.16,331.48,326.61,323.77,,,,,,,333.83,337.06,346.26,351.44,358.33,360.04,356.45,359.70,359.41,356.21,353.96,353.41,366.19,112.47,99.56,95.83,92.84
2011-02-23 22:13:05+00:00,L7,567.12,409.89,415.24,398.31,375.41,367.48,363.30,369.65,368.14,372.89,376.57,378.02,363.39,365.04,362.35,348.29,,,,,,,,353.78,365.04,383.54,409.48,417.12,407.70,394.97,381.29,379.61,394.58,391.14,386.45,386.80,,,,,,,,404.31,405.82,408.05,407.27,410.11,410.23,407.99,407.32,404.46,404.40,403.92,405.74,,,
2011-03-04 22:06:57+00:00,L7,,,,360.50,352.88,341.73,338.95,338.00,336.55,332.44,329.98,323.09,321.16,307.83,301.99,303.44,299.97,299.95,,,,,,,328.30,333.94,341.28,344.33,341.07,342.45,338.37,335.51,331.56,326.28,323.30,320.67,317.63,320.72,,,,,,331.65,337.61,342.67,352.40,354.51,353.35,354.73,353.24,354.30,352.04,354.32,353.33,356.44,107.88,106.14
2011-03-11 22:13:09+00:00,L7,,,,,,,,391.20,396.45,398.56,407.86,403.46,391.40,378.41,384.80,375.78,369.85,358.68,361.90,357.09,370.65,,,,,,,440.92,449.07,457.91,449.49,445.67,446.36,448.29,446.62,445.31,425.67,426.37,412.39,413.14,,,,,,,442.72,444.59,454.71,439.74,442.10,439.36,440.10,437.29,442.99,449.64,458.45,478.33
2011-03-12 22:03:19+00:00,L5,589.45,540.89,452.75,439.12,410.18,391.48,381.89,388.80,401.10,399.82,404.00,407.31,391.09,380.95,380.40,370.02,368.07,366.07,361.38,358.68,365.22,382.83,389.96,388.32,400.35,399.19,416.02,438.67,447.13,453.92,447.58,441.21,447.97,448.08,443.19,442.29,428.20,431.02,401.87,402.94,400.01,408.26,408.50,423.63,428.52,430.43,432.11,438.71,442.73,436.78,434.40,432.77,432.68,435.10,440.98,445.85,453.70,472.69
2011-04-28 22:13:12+00:00,L7,403.06,396.40,394.86,388.06,379.07,371.11,364.07,360.56,356.55,353.71,353.18,355.77,357.81,353.84,350.57,,,,,,,,342.55,351.04,355.50,360.09,368.91,373.10,375.94,381.58,390.53,390.54,375.10,362.89,371.97,,,,,,,354.82,365.49,368.62,377.36,381.97,383.91,385.37,386.62,385.42,391.23,393.85,393.96,,,,,
2011-05-30 22:13:11+00:00,L7,401.07,398.67,384.31,376.53,368.50,355.86,352.06,346.42,346.08,345.40,334.84,351.07,,,,,,,,318.46,319.73,322.88,328.31,332.80,337.02,345.54,350.03,348.12,352.12,348.97,352.41,,,,,,,,,326.60,328.79,331.29,335.67,339.05,347.78,356.16,364.33,367.01,365.28,371.02,,,,,,,,364.70
2011-06-15 22:13:10+00:00,L7,,264.65,269.20,154.88,110.50,,,,,326.04,325.73,328.43,322.98,318.31,310.81,309.81,305.57,304.57,306.36,300.58,305.55,313.34,,,,,,,345.56,345.40,346.58,344.33,333.73,331.68,326.04,317.43,310.74,309.54,308.98,316.92,312.21,320.94,,,,,,,358.50,362.54,362.08,361.44,364.92,360.77,358.37,354.50,349.51,355.41
2011-06-24 22:06:57+00:00,L7,393.18,348.30,379.50,379.17,359.95,,340.29,347.87,,,,,,,,,323.29,321.52,324.57,340.39,337.18,345.24,351.34,344.28,,,,411.32,,,,,,,387.95,377.53,365.04,372.54,386.56,368.68,357.33,390.35,371.99,367.28,379.61,394.80,398.15,,,,,,422.23,495.40,424.27,480.75,479.23,479.31
