dates,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057,satname
2008-01-30 22:09:55+00:00,,,,,,,,,356.57,,338.19,331.20,325.79,324.21,323.10,324.64,325.75,330.75,335.68,344.88,,,,,,,,326.98,322.76,322.42,325.05,323.25,324.31,337.79,331.89,326.87,326.19,320.14,323.05,329.39,,,,,,,,360.00,356.50,357.90,366.23,381.44,382.79,387.54,387.62,392.87,391.33,425.56,L7
2008-03-11 22:03:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.47,349.04,349.30,354.95,356.02,362.18,368.52,373.73,378.36,384.01,386.30,388.47,396.41,,,,,,433.78,430.60,460.84,L7
2008-03-18 22:09:43+00:00,453.19,439.81,408.71,411.00,418.43,416.31,410.39,409.53,392.40,418.85,,,,,,,,,356.11,361.24,365.02,370.53,372.20,384.61,391.57,394.91,397.70,390.64,393.92,382.64,,,,,,,,354.86,350.95,352.89,361.97,372.03,377.39,391.69,399.07,408.49,419.98,422.20,426.76,,,,,,,449.49,437.05,450.70,L7
2008-04-12 22:03:32+00:00,,,,428.40,402.91,382.12,383.28,395.02,391.01,,369.15,348.00,354.77,341.88,338.85,353.63,343.22,336.86,,,,,,393.42,386.43,374.42,385.67,384.14,389.06,378.62,392.23,407.19,396.56,375.36,389.63,378.83,363.82,365.77,,,,,,367.24,385.83,392.04,396.54,395.24,389.09,375.82,378.76,395.77,407.80,414.60,428.36,,,,L7
2008-04-19 22:09:42+00:00,460.32,447.56,403.70,405.19,416.36,411.45,403.91,,,,,,,,,353.34,352.81,356.84,354.87,357.24,361.02,371.67,372.42,371.80,379.77,376.21,375.84,,,,,,,,353.86,355.11,357.72,349.28,343.37,347.76,358.91,366.24,368.77,377.98,388.89,398.88,406.87,,,,,,,427.77,447.58,453.91,450.25,460.68,L7
2008-05-05 22:09:38+00:00,478.73,459.35,,,,,,,,,391.33,389.54,368.12,365.69,365.60,365.10,361.89,365.20,362.18,361.42,368.08,372.12,376.42,,,,,,,,371.41,369.05,368.32,357.20,353.06,352.97,359.15,356.59,347.62,352.72,369.75,375.97,381.41,,,,,,,412.35,415.71,420.05,435.29,448.60,470.92,481.37,470.03,480.63,L7
2008-06-15 22:03:08+00:00,472.16,452.66,416.55,409.34,405.51,,408.15,,,,,,,,359.09,353.17,360.10,359.78,362.83,362.86,370.06,374.92,380.09,379.58,378.68,377.07,378.18,,,,,,,355.95,355.57,352.43,349.10,346.40,339.87,346.62,356.81,360.56,364.66,372.95,386.28,396.75,401.86,,,,,412.45,417.82,423.98,435.37,447.10,457.21,478.85,L7
2008-07-08 22:09:04+00:00,,,,,,,377.67,,424.65,413.27,,,,,,,,,318.90,,,,,,,,360.58,356.81,355.90,356.25,,,,,,,,331.12,348.62,354.89,369.98,376.18,351.84,363.95,395.96,385.70,385.71,387.27,387.23,,,,,,,429.65,430.74,449.38,L7
2008-07-17 22:02:46+00:00,469.42,468.14,432.87,421.53,421.22,407.06,400.69,395.92,,,,,,,367.20,354.95,350.56,348.74,345.59,341.81,355.64,359.11,368.46,371.55,384.96,386.70,380.18,374.00,,,,,,,358.02,358.34,358.60,358.96,349.55,349.01,355.19,360.05,364.39,371.39,382.91,395.63,406.42,,,,,,413.21,417.04,422.12,428.98,429.37,448.96,L7
2008-07-24 22:08:52+00:00,,,,,,,,,,,,,341.24,326.86,316.65,319.66,314.83,309.62,317.43,323.05,327.71,328.65,328.83,342.03,348.54,,,,,,,,356.12,357.40,338.13,335.30,327.17,324.91,330.75,336.81,351.15,352.72,342.32,353.11,366.31,,,,,,,,,,,,,,L7
2008-08-18 22:02:32+00:00,435.88,443.64,,,,,,,,378.88,362.42,358.77,347.09,345.93,345.76,342.00,337.29,334.95,335.20,336.19,336.69,338.95,344.21,,,,,,373.72,371.76,370.39,362.94,357.91,347.75,341.14,339.14,338.93,343.46,340.51,336.95,338.53,343.91,,,,,,393.26,396.89,400.78,404.62,402.92,404.11,,,,,,L7
2008-10-05 22:02:06+00:00,417.48,426.09,428.46,428.63,407.74,397.29,394.86,372.52,370.10,354.38,343.74,332.84,341.71,,,,,,,352.45,351.96,348.03,346.40,369.42,387.99,404.20,408.64,371.88,375.47,380.83,369.70,366.53,,,,,,,332.21,334.40,331.88,337.25,348.47,356.94,372.51,378.76,384.20,399.57,393.85,388.59,,,,,,,388.84,396.39,L7
2008-10-12 22:08:13+00:00,,,,,,,,,371.10,375.78,349.84,342.99,337.92,339.00,334.84,331.20,333.59,335.36,333.08,336.07,350.18,,,,,,,,370.83,369.25,368.64,365.31,358.41,351.24,349.48,347.50,342.09,338.19,328.69,332.24,340.66,,,,,,,390.61,396.82,401.61,402.32,396.02,399.92,404.41,404.46,402.44,399.53,414.51,L7
2008-11-29 22:08:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.22,386.66,394.31,398.87,398.25,398.21,399.53,400.93,400.25,395.06,409.58,L7
2009-01-09 22:03:04+00:00,447.13,444.24,399.55,399.51,399.05,390.76,384.14,380.18,369.32,,,,,,,328.32,329.39,329.43,327.62,329.29,339.64,349.47,352.76,348.04,356.07,365.98,368.57,366.30,366.29,,,,,,354.42,352.14,348.76,342.01,333.28,330.33,342.11,342.68,349.97,352.00,362.98,379.85,388.39,391.65,,,,,,402.47,404.52,401.86,400.80,417.59,L7
2009-01-24 22:04:54+00:00,445.88,450.87,416.92,419.14,416.89,395.53,382.17,378.57,366.83,377.54,358.19,343.93,327.36,328.68,323.53,320.76,316.28,323.95,321.31,325.74,331.66,348.52,352.29,354.71,366.55,373.99,381.00,378.82,377.39,383.19,373.62,383.11,389.96,390.62,385.79,384.72,378.85,360.50,336.41,334.32,341.94,346.06,345.44,356.12,368.34,381.74,387.26,394.45,401.76,395.76,391.34,388.76,395.90,396.54,398.65,396.27,396.00,413.53,L5
2009-01-25 22:03:09+00:00,435.06,,,,,,,383.93,375.86,383.27,366.03,348.63,340.30,343.79,339.70,331.95,329.25,331.16,329.65,335.96,345.51,,,,,,,382.39,379.99,378.05,382.08,390.13,399.27,405.57,400.56,394.95,389.94,374.47,357.49,348.01,359.94,,,,,,396.16,397.75,400.85,404.82,399.78,398.41,405.35,408.75,411.51,405.64,406.36,419.42,L7
2009-02-01 22:09:22+00:00,,,,,433.39,402.15,391.38,389.11,396.72,394.61,402.56,379.00,343.98,370.35,327.99,339.66,327.53,322.50,338.19,,,,,,,359.23,368.97,405.27,,354.21,368.16,379.51,383.77,391.93,411.54,387.81,395.46,387.80,,,,,,,402.69,421.19,436.76,453.84,439.67,399.49,397.31,390.48,402.32,425.43,443.98,427.97,,,L7
2009-02-17 22:09:31+00:00,403.83,432.64,466.59,437.83,409.22,389.04,380.35,378.45,382.08,379.98,385.12,386.33,,,,,,,,,338.48,343.67,351.85,365.74,359.66,358.09,364.40,380.08,375.21,361.83,366.54,375.36,,,,,,,,356.38,357.61,358.76,359.87,368.50,371.86,395.22,405.68,426.97,413.51,399.52,390.23,,,,,,,434.18,L7
2009-03-21 22:09:47+00:00,,,,,,405.71,391.15,390.27,388.34,389.96,389.98,389.16,379.76,354.72,348.50,342.02,341.16,343.32,344.03,346.42,,,,,,,376.75,375.68,380.39,384.79,386.32,383.94,382.75,382.85,377.88,387.99,393.66,395.37,377.98,,,,,,,,392.57,393.82,401.31,403.99,404.43,402.20,402.55,402.71,406.57,410.77,417.19,,L7
2009-04-22 22:09:58+00:00,441.23,450.60,433.25,438.89,427.16,416.07,388.67,378.85,377.95,,,,,,,,343.75,338.87,335.56,340.91,346.02,352.09,359.57,359.70,366.28,371.03,372.25,371.85,388.24,,,,,,,,371.19,375.98,369.39,371.67,377.49,369.26,362.88,376.38,381.13,390.80,396.92,405.78,,,,,,,,409.17,409.96,433.85,L7
2009-05-01 22:03:49+00:00,409.42,449.55,,,,,,,,,,,376.94,383.31,381.10,372.23,366.54,,326.89,325.54,331.77,339.40,347.83,350.25,348.68,348.39,356.82,,,,,390.15,391.35,402.77,408.18,400.60,391.34,384.12,388.79,396.60,393.91,391.05,398.14,410.30,419.53,,,,,,381.07,385.41,381.71,,,,,,L7
2009-06-02 22:03:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.05,,,,,,,,,,,,424.64,,,,,,435.71,448.49,412.23,421.04,L7
2009-06-18 22:03:49+00:00,389.79,403.33,417.10,422.01,422.24,,,,,,,,,,,348.38,345.48,335.13,331.39,329.37,335.53,,,,,348.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-07-11 22:09:55+00:00,,,,,,,,,,,,,348.38,352.35,357.16,363.13,361.62,,,,,,,,357.33,358.00,363.04,364.81,368.30,372.70,372.63,376.85,362.37,378.35,374.02,369.31,,,,,,,,359.82,373.11,381.21,386.48,402.42,406.37,412.06,417.96,432.35,434.51,,,,,,L7
2009-08-05 22:03:37+00:00,425.99,429.25,406.75,421.31,426.51,,402.34,393.29,374.12,369.16,348.68,347.35,342.62,344.27,341.86,,,,,,338.87,345.33,345.37,348.08,355.46,360.44,361.10,363.12,370.78,372.03,372.14,367.41,357.61,355.80,,,,,,,350.94,359.19,361.52,365.22,377.70,381.98,390.21,394.12,397.57,402.80,408.81,410.53,,,,,,,L7
2009-12-03 22:03:55+00:00,,,393.27,395.51,407.15,405.16,394.52,391.48,381.25,376.09,358.24,352.92,354.50,342.82,342.28,331.90,327.84,327.69,329.50,331.47,336.78,344.90,348.26,340.45,347.20,349.13,355.43,357.98,368.16,371.74,371.80,371.06,352.97,347.98,346.25,346.55,344.70,344.66,,,345.15,346.05,345.89,348.94,358.03,369.61,380.00,389.12,390.73,396.06,402.23,398.28,400.69,400.95,409.94,404.29,395.24,409.44,L5
2010-02-04 22:11:23+00:00,,,,,,,,371.50,363.29,360.78,353.96,337.28,337.60,314.98,310.18,313.28,315.82,312.86,311.29,317.79,329.65,,,,,,,364.64,357.47,361.23,361.22,353.34,351.99,358.99,370.67,397.54,403.17,399.86,,,,,,,,,,379.18,391.24,401.50,392.83,401.85,388.65,392.07,386.63,424.59,397.96,412.89,L7
2010-02-20 22:11:33+00:00,,,,,,,,,391.42,383.36,,,,,,,,,332.46,329.86,332.43,342.08,344.54,353.47,358.47,376.62,396.08,413.46,404.90,,,,,,,,,406.18,403.23,393.56,381.35,390.59,369.40,392.94,405.27,404.51,414.23,414.27,,,,,,,,447.87,462.16,476.29,L7
2010-03-08 22:11:41+00:00,394.65,418.16,459.40,,440.84,410.06,400.74,395.55,,,,,,,,,,343.69,336.04,335.40,343.15,352.74,360.34,365.56,374.01,388.82,395.27,414.42,,,,,,,,,392.71,395.12,394.29,392.83,381.48,372.39,378.50,394.01,400.32,404.73,409.44,411.56,,,,,,,442.31,443.39,442.04,461.90,L7
2010-04-09 22:11:48+00:00,414.06,423.48,424.56,428.51,428.41,,,,,,,,,,364.60,365.13,360.40,357.49,351.61,347.54,351.17,350.74,360.55,364.01,371.69,382.69,,,,,,,,377.41,376.61,375.62,375.17,372.44,369.95,369.38,367.31,369.76,374.21,375.33,384.42,,,,,,,,423.50,425.55,428.44,430.79,430.83,446.57,L7
2010-07-07 22:05:37+00:00,,384.96,402.94,,,,,,,,352.23,351.26,346.37,338.13,333.99,332.79,331.33,335.10,337.29,332.14,339.51,342.96,346.45,363.98,,,,,,362.69,357.65,359.89,358.21,347.93,347.70,341.28,344.22,340.84,339.90,335.34,334.28,342.00,347.45,,,,,,386.05,383.97,384.79,393.51,391.57,391.30,401.32,398.42,396.60,,L7
2010-07-14 22:11:48+00:00,,,403.31,424.47,426.74,418.59,394.60,389.99,374.75,364.51,363.70,356.66,352.49,341.76,341.17,338.19,,,,,,,,352.53,355.87,364.13,373.60,375.96,374.82,369.10,368.69,364.48,360.90,358.45,357.83,370.67,,,,,,,365.86,368.00,373.42,380.56,390.43,400.51,404.84,394.39,389.76,397.72,404.69,413.20,,,,,L7
2010-08-08 22:05:37+00:00,404.14,408.47,379.37,406.04,417.69,406.98,392.83,387.05,372.59,371.43,353.37,362.99,356.54,353.32,341.74,329.43,,,,,,335.67,338.34,343.30,350.33,357.36,362.97,361.75,369.98,370.36,366.27,362.84,354.84,346.01,345.62,,,,,,352.58,354.59,356.73,361.61,372.63,387.96,391.68,394.12,400.03,405.72,404.09,400.96,409.59,,,,,,L7
2010-08-15 22:11:49+00:00,,,,,,,,,365.38,350.71,356.59,345.91,352.37,364.08,367.84,365.89,355.34,372.35,,,363.88,,,,,,,,,343.94,345.56,332.98,331.64,349.20,346.33,337.31,342.70,349.68,344.07,352.71,363.33,,,,,,,428.84,420.32,374.06,372.78,393.02,390.56,388.86,378.40,384.46,359.24,432.00,L7
2010-10-02 22:11:49+00:00,,,,451.13,423.37,414.03,411.25,408.60,,,,,346.36,322.50,,,,,,,,,350.14,354.42,349.41,363.46,367.48,372.67,371.85,376.03,377.79,387.28,387.56,381.61,,,,,,,,370.08,357.90,363.79,386.37,389.49,384.47,392.34,390.27,389.06,387.00,396.83,390.58,,,,,,L7
2010-10-11 22:05:45+00:00,456.59,405.54,,418.86,409.98,,,,,,,,348.62,320.85,,,314.34,311.36,316.65,324.75,330.45,342.76,347.51,348.45,345.46,355.87,,,,,,372.53,371.72,357.98,351.55,348.27,348.13,345.99,346.82,339.03,345.13,349.00,355.65,357.84,359.14,,,,,,377.70,381.66,384.84,386.65,387.72,386.17,378.04,,L7
2010-11-27 22:09:23+00:00,461.81,,,399.83,381.59,372.02,371.74,356.68,362.53,350.25,346.30,334.36,337.13,342.94,366.03,357.12,325.77,306.50,339.54,346.81,361.71,382.04,,,,398.25,367.51,364.56,367.07,392.43,392.87,396.34,403.67,400.66,,384.21,378.56,380.24,390.43,395.45,406.48,409.66,,,,,434.19,,420.87,406.52,415.31,415.40,413.56,398.04,398.53,417.88,413.72,,L5
2010-11-28 22:06:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.83,376.22,378.76,368.93,,L7
2010-12-06 22:03:12+00:00,,,,,,,389.87,383.14,385.38,398.26,392.41,385.44,375.31,376.38,375.07,347.05,333.84,327.80,327.80,329.46,337.32,345.31,354.60,354.00,360.71,363.30,367.15,362.20,365.56,373.71,374.04,372.73,367.93,361.03,350.22,349.36,352.55,360.41,380.30,391.76,393.07,394.35,369.21,368.75,377.95,391.55,394.88,393.99,398.03,401.77,402.66,395.71,395.07,402.07,407.68,407.66,401.45,411.90,L5
2010-12-29 22:09:29+00:00,,,,,,,,,,,,,,,,,,,,,,,355.42,376.27,393.12,383.10,369.68,359.76,353.29,354.95,366.04,379.16,380.79,372.09,357.13,355.33,351.53,341.48,344.62,355.33,366.16,370.81,359.15,365.99,375.53,384.55,393.93,388.39,380.80,370.63,372.93,376.84,375.50,379.17,376.22,382.37,382.70,409.66,L5
2011-01-07 22:03:20+00:00,436.89,419.32,409.65,387.47,382.68,377.58,364.89,365.19,375.18,373.45,369.74,366.78,364.94,352.64,347.18,354.00,353.63,336.55,331.22,330.04,336.26,354.59,365.58,373.77,384.11,398.12,404.40,386.78,372.91,370.55,379.74,391.35,379.05,373.43,361.72,359.21,357.52,350.64,351.53,366.84,381.57,377.07,380.33,382.62,388.30,396.79,412.12,417.45,396.80,387.64,390.27,391.69,390.86,393.23,398.89,405.14,407.22,429.69,L5
2011-01-23 22:03:20+00:00,445.98,407.38,434.46,395.14,382.16,376.77,372.94,369.43,372.55,368.20,368.63,363.00,369.60,365.14,353.09,335.96,342.49,341.89,328.49,328.82,335.40,353.56,350.56,379.18,374.85,385.74,399.45,396.48,379.79,358.96,372.66,387.41,391.07,373.91,365.21,362.22,356.29,353.65,359.81,369.88,379.80,383.68,372.88,386.09,393.61,396.74,400.22,408.94,392.55,379.62,380.05,381.61,381.32,386.75,390.18,402.01,408.49,424.30,L5
2011-01-31 22:06:48+00:00,,,,,,367.78,364.01,356.60,351.92,359.84,352.47,352.81,344.07,344.23,337.81,,,,,,326.82,335.12,339.54,342.75,361.80,372.03,366.92,366.62,364.38,362.98,363.16,366.07,363.84,354.89,,,,,,,347.96,352.50,353.75,362.76,370.58,382.57,390.60,389.68,387.99,386.64,385.44,381.44,,,,,,,L7
2011-02-07 22:13:00+00:00,,,,,,,,,360.24,358.02,358.55,364.83,350.60,353.34,337.61,329.87,327.57,334.55,337.92,327.80,330.10,335.79,,,,,,,388.04,361.25,359.49,365.46,377.21,369.94,354.59,344.33,338.23,340.18,340.61,351.41,361.17,,,,,,,400.62,405.80,386.21,381.32,382.99,384.08,388.69,386.37,389.48,391.59,417.78,L7
2011-02-08 22:03:23+00:00,,447.01,442.73,405.16,358.09,359.24,363.97,350.60,357.45,345.62,348.68,353.49,343.45,341.94,329.36,327.55,320.48,327.91,332.13,326.98,326.06,333.57,340.86,343.11,356.31,376.05,379.59,389.97,372.15,358.45,352.55,359.39,371.27,376.78,353.55,342.86,333.93,338.33,340.15,348.23,358.44,378.95,365.19,365.46,369.22,374.52,379.72,388.24,392.30,375.30,378.29,381.70,382.18,389.39,382.07,383.37,386.64,400.79,L5
2011-02-16 22:06:51+00:00,452.22,440.55,,386.36,396.12,392.11,389.02,384.79,375.43,383.76,370.85,375.43,360.52,357.15,345.45,331.24,,,,,,,349.63,354.34,383.29,386.56,385.78,381.75,377.22,374.62,370.48,369.94,363.26,355.21,352.37,,,,,,,369.58,368.84,378.04,387.19,399.19,400.90,397.31,400.56,400.27,397.07,389.71,389.16,401.94,,,,,L7
2011-02-23 22:13:05+00:00,,,405.62,384.84,352.97,342.23,340.86,347.21,349.78,344.03,351.32,349.16,340.95,339.79,337.10,328.09,,,,,,,,335.42,342.60,361.10,387.04,396.92,385.26,372.53,358.85,357.17,372.14,370.94,366.25,364.36,,,,,,,,381.87,380.57,379.19,378.41,381.25,381.37,379.13,378.46,379.21,379.15,378.67,376.88,,,,L7
2011-03-04 22:06:57+00:00,,,,377.30,380.88,373.23,366.95,366.00,359.46,368.44,361.48,359.09,349.16,339.33,333.49,328.64,325.17,325.15,,,,,,,356.30,361.94,369.28,369.53,369.07,370.45,366.37,363.51,359.56,351.48,348.50,348.67,349.13,352.22,,,,,,359.65,369.11,378.67,388.40,390.51,389.35,390.73,389.24,385.80,383.54,385.82,389.33,392.44,,,L7
2011-03-11 22:13:09+00:00,,,,,,,,376.53,384.45,379.70,391.36,384.60,376.73,361.91,368.30,362.58,356.65,345.48,350.90,346.94,359.65,,,,,,,,,,434.82,431.00,,,,,,,,399.94,,,,,,,423.86,425.73,435.85,420.88,423.24,422.86,423.60,420.79,424.13,430.78,,,L7
2011-03-12 22:03:19+00:00,,,,429.25,393.74,372.98,365.45,372.36,387.65,378.68,385.50,386.17,374.65,362.45,361.90,355.22,353.27,351.27,349.05,347.30,352.89,368.03,375.16,374.87,383.91,382.75,399.58,,,,431.14,424.77,,,,,,,,388.14,381.51,389.76,392.06,407.19,410.02,409.29,410.97,417.57,421.59,415.64,413.26,414.27,414.18,416.60,419.84,424.71,,,L5
2011-04-28 22:13:12+00:00,425.56,414.40,399.15,394.06,389.07,382.36,374.07,370.56,364.73,366.57,364.43,368.63,367.81,365.09,361.82,,,,,,,,351.55,359.22,365.50,370.09,378.91,382.10,385.94,391.58,400.53,400.54,385.10,371.89,380.97,,,,,,,366.07,375.49,378.62,388.61,394.83,396.77,398.23,399.48,398.28,404.09,405.10,405.21,,,,,,L7
2011-05-30 22:13:11+00:00,455.07,441.87,394.60,390.93,392.50,382.86,376.06,370.42,365.72,376.26,361.84,381.93,,,,,,,,335.08,337.73,344.48,349.91,352.44,361.02,369.54,374.03,369.72,376.12,372.97,376.41,,,,,,,,,348.20,355.79,358.29,359.67,363.05,374.78,387.02,395.19,397.87,396.14,401.88,,,,,,,,400.70,L7
2011-06-15 22:13:10+00:00,,,,,,,,,,368.90,363.23,371.29,356.31,355.81,348.31,339.81,335.57,334.57,331.36,323.66,330.55,343.34,,,,,,,378.89,378.73,379.91,377.66,367.06,361.68,356.04,350.76,348.24,347.04,338.98,346.92,349.71,358.44,,,,,,,401.36,405.40,404.94,398.94,402.42,398.27,401.23,397.36,392.37,405.41,L7
2011-06-24 22:06:57+00:00,,,374.17,371.70,,,,335.43,,,,,,,,,312.09,310.32,315.24,331.77,327.85,334.04,340.14,334.10,,,,400.12,,,,,,,376.75,365.09,351.04,358.54,375.36,357.48,343.33,376.35,359.55,354.84,365.61,378.80,382.15,,,,,,408.23,,408.27,,,460.64,L7
2011-08-02 22:13:02+00:00,,,,,404.46,396.53,390.81,,376.08,360.99,354.64,356.32,346.02,337.11,337.85,334.77,333.05,,,,,,,,357.32,363.36,369.93,375.26,377.06,378.80,379.55,382.28,385.55,382.22,381.67,373.90,382.47,,,,,,,,377.73,385.81,392.52,399.60,398.99,396.22,401.66,402.76,404.03,403.47,409.69,,,,L7
2011-08-18 22:12:59+00:00,,,,,,,,,372.99,370.00,372.06,,,,,,,,,331.50,332.83,338.25,340.06,350.13,356.33,375.18,381.91,395.49,411.03,412.98,,,,,,,,,394.90,381.14,370.61,362.97,372.41,378.22,380.91,387.87,399.19,401.73,400.20,402.42,,,,,,,,,L7
2011-09-03 22:12:56+00:00,492.98,,,,,429.10,426.25,,387.60,364.27,371.72,372.50,387.53,379.05,351.01,,,,,,,,337.40,344.33,321.91,339.95,353.51,396.35,413.31,404.43,420.80,,,,,,,,,,,,,,,367.69,399.12,408.23,438.75,440.13,424.29,,,,,,,,L7
2011-09-19 22:12:51+00:00,,427.25,,,418.85,399.58,,,,,,,,,,331.58,318.54,343.14,365.12,316.66,319.38,326.02,330.18,332.03,342.68,341.17,344.45,,,,,,,388.01,389.90,384.58,384.98,372.49,369.79,369.81,378.97,365.94,360.04,363.02,371.28,374.39,382.19,,,,,,,392.19,385.11,394.96,419.90,427.24,L7
2011-09-28 22:06:39+00:00,,,,,,,,374.52,369.42,370.28,357.58,360.39,351.88,345.86,343.33,333.60,334.99,334.80,328.08,325.71,326.12,,,,,,,362.51,369.01,379.71,385.96,379.62,372.45,369.64,366.45,360.60,364.47,357.90,349.35,346.55,358.72,,,,,,393.48,394.50,394.96,399.41,402.10,395.38,393.19,395.12,401.53,396.15,389.84,396.00,L7
2012-02-19 22:07:33+00:00,,427.63,397.53,403.44,413.25,410.80,401.61,380.70,366.27,375.81,364.03,363.47,347.36,342.96,332.04,329.98,,,,,,,348.52,343.03,356.79,365.10,372.39,375.28,373.46,377.64,379.03,377.38,378.02,373.86,374.28,,,,,,,362.16,364.61,368.81,374.75,386.15,386.19,387.12,388.04,393.30,396.79,393.83,393.79,396.95,,,,,L7
2012-03-29 22:13:42+00:00,523.88,,,438.34,428.07,428.53,433.65,,,366.35,368.65,,,,,,,,325.73,331.43,330.26,340.56,342.81,345.73,350.30,352.65,358.23,373.70,380.16,383.11,,,,,,,390.80,388.95,382.20,374.93,378.44,378.60,370.67,384.47,389.21,397.34,393.53,401.76,399.00,,,,,,,406.80,414.90,,L7
2012-04-07 22:07:28+00:00,435.75,438.73,389.35,391.39,,,,,,,364.42,364.22,356.76,349.31,342.11,331.70,329.84,330.51,322.42,321.36,328.48,338.18,343.32,346.26,,,,,,,378.53,379.02,376.78,369.47,365.97,368.51,365.75,360.68,350.98,346.79,355.88,357.23,360.71,,,,,,396.57,400.46,408.11,402.92,402.28,404.94,404.46,403.01,394.29,405.11,L7
2012-04-30 22:14:02+00:00,392.53,403.83,410.78,396.69,387.02,378.60,387.51,377.54,373.72,361.68,352.65,,,,,,,,,321.03,323.39,326.85,332.23,338.24,339.89,343.13,344.97,351.98,358.09,362.36,364.79,,,,,,,,355.91,350.16,342.90,337.70,351.19,350.41,357.55,364.60,369.70,372.00,375.31,383.00,,,,,,,,383.18,L7
2012-08-13 22:08:32+00:00,,,397.22,386.26,378.92,376.42,369.25,363.80,362.15,359.59,352.26,346.10,337.52,328.33,323.12,321.10,324.35,331.53,,,,,,330.68,336.63,338.97,343.83,348.83,354.38,360.13,358.49,359.97,354.80,353.27,352.32,350.59,,,,,,,347.17,347.97,354.23,365.37,365.51,372.01,373.55,374.30,381.27,381.16,382.33,384.23,384.55,,,,L7
2012-08-20 22:14:47+00:00,412.07,413.64,395.82,381.35,376.26,366.94,,,,,,,,,319.40,314.81,320.00,319.18,314.84,318.65,323.51,321.54,325.55,333.49,334.74,342.95,347.12,,,,,,,,351.31,349.93,342.14,330.56,326.91,324.47,335.64,340.66,349.95,349.82,357.69,363.62,,,,,,,,375.36,376.64,376.14,375.30,383.01,L7
2012-08-29 22:08:40+00:00,423.58,426.86,382.79,387.17,,,,,,,,351.71,339.08,334.19,322.51,318.59,321.73,321.57,322.27,320.81,322.76,328.62,332.37,334.22,342.88,,,,,,361.27,361.81,358.40,350.89,351.53,353.11,353.37,349.21,340.15,339.23,348.09,351.64,352.94,356.32,,,,,,382.74,386.27,389.11,387.40,388.24,393.69,398.39,389.73,393.34,L7
2012-09-21 22:15:05+00:00,,,,,,,403.99,390.87,405.71,399.55,,,335.28,313.88,316.78,322.48,317.82,300.85,303.55,314.62,,,,,,,,339.65,347.17,348.33,358.74,354.55,363.95,372.69,366.07,363.85,345.48,337.14,365.84,,,,,,,,391.52,388.59,400.07,390.45,376.34,385.27,386.69,400.65,388.98,381.46,,,L7
2012-11-08 22:15:27+00:00,390.80,406.91,,,,,,,,,,,,374.75,,,,,,,,,,,,,,,,,,,,374.80,386.94,391.49,379.83,362.41,376.16,368.21,,375.03,382.13,,427.75,,,,,,,,404.62,405.21,406.89,398.14,401.02,,L7
2012-12-03 22:09:22+00:00,371.67,389.13,411.68,414.11,400.67,,,,,,,,344.01,341.52,333.05,333.15,340.19,326.96,320.97,310.43,315.55,324.97,326.79,330.45,346.29,,,,,,,356.24,363.12,370.37,378.95,356.87,349.12,338.79,335.17,339.23,349.41,345.80,351.99,359.98,,,,,,,381.00,389.15,399.09,406.50,386.25,386.23,383.10,400.30,L7
2012-12-19 22:09:32+00:00,,,,,398.53,403.65,422.25,,,,,,,,360.66,359.87,366.11,,,,,,372.08,374.27,369.69,379.01,,413.21,,,,,,,,,352.23,334.81,370.58,,380.76,379.22,382.35,,410.29,411.82,420.01,,,,,,,445.18,,,,,L7
2013-01-04 22:09:34+00:00,,,,401.91,394.70,388.53,402.91,,414.50,375.50,346.17,352.28,,,,,,,,,,,366.93,361.00,356.19,364.67,386.23,412.04,408.68,405.68,,340.98,,,,,,329.91,334.01,367.79,375.03,373.39,353.53,399.69,397.16,399.09,412.79,421.32,413.76,,,,,,,,,,L7
