dates,nzd0366-0000,nzd0366-0001,nzd0366-0002,nzd0366-0003,nzd0366-0004,nzd0366-0005,nzd0366-0006,nzd0366-0007,nzd0366-0008,nzd0366-0009,nzd0366-0010,nzd0366-0011,nzd0366-0012,nzd0366-0013,nzd0366-0014,nzd0366-0015,nzd0366-0016,nzd0366-0017,nzd0366-0018,nzd0366-0019,nzd0366-0020,nzd0366-0021,nzd0366-0022,nzd0366-0023,nzd0366-0024,nzd0366-0025,nzd0366-0026,nzd0366-0027,nzd0366-0028,nzd0366-0029,nzd0366-0030,nzd0366-0031,nzd0366-0032,nzd0366-0033,nzd0366-0034,nzd0366-0035,nzd0366-0036,nzd0366-0037,nzd0366-0038,nzd0366-0039,nzd0366-0040,nzd0366-0041,nzd0366-0042,nzd0366-0043,nzd0366-0044,nzd0366-0045,nzd0366-0046,nzd0366-0047,nzd0366-0048,nzd0366-0049,nzd0366-0050,nzd0366-0051,nzd0366-0052,nzd0366-0053,nzd0366-0054,nzd0366-0055,nzd0366-0056,nzd0366-0057,satname
2000-05-24 22:05:22+00:00,392.27,416.12,388.24,445.78,410.18,424.90,452.56,463.96,452.31,459.17,451.80,442.71,433.42,419.83,411.57,401.95,398.61,399.00,402.11,392.77,391.31,393.48,401.11,405.43,404.33,402.79,403.41,398.88,394.13,390.48,389.24,383.96,383.17,381.02,377.02,373.89,373.05,373.01,374.32,378.45,383.79,386.91,389.65,392.21,399.75,402.23,408.45,408.67,412.99,413.99,420.15,421.18,421.68,421.31,419.58,416.54,411.95,403.92,L7
2000-05-31 22:11:30+00:00,396.54,416.12,374.51,445.78,410.18,425.57,448.63,462.16,454.22,458.91,450.36,440.15,431.20,417.86,409.55,401.10,397.63,396.81,398.29,390.41,391.28,392.82,399.08,403.04,402.15,401.04,400.21,396.04,392.16,390.35,388.26,383.59,382.40,379.40,376.14,373.29,373.04,371.94,373.01,378.72,385.39,386.91,392.01,391.41,400.53,400.57,408.23,405.45,409.86,410.55,416.27,418.08,418.84,418.94,419.58,416.54,411.95,403.92,L7
2000-08-03 22:10:43+00:00,408.48,434.14,358.48,465.42,401.41,422.34,444.49,462.12,449.33,454.65,447.03,436.63,429.89,422.93,414.56,403.45,396.07,393.80,396.28,389.53,390.08,389.95,397.49,406.19,401.67,398.63,401.80,397.08,393.73,395.34,395.56,390.85,388.70,383.89,381.59,380.60,379.78,378.16,381.20,388.83,392.68,394.38,395.28,392.84,401.76,403.36,409.81,407.88,413.63,414.67,418.40,419.34,418.84,418.94,419.58,416.54,411.95,403.92,L7
2000-08-19 22:10:38+00:00,408.48,434.14,358.48,465.42,397.96,422.76,439.14,459.47,447.84,450.94,443.64,432.05,430.75,424.52,414.25,401.06,392.73,388.33,386.39,385.18,387.78,388.43,392.02,399.48,398.18,397.12,398.12,392.27,391.50,392.66,393.37,390.47,387.86,383.83,380.77,379.36,378.69,377.52,380.08,387.77,393.94,395.26,395.35,392.53,401.52,401.68,407.92,406.69,411.96,413.54,415.66,415.88,416.15,417.17,419.39,412.73,408.45,403.92,L7
2000-09-13 22:04:02+00:00,397.00,434.14,346.16,451.56,397.96,426.54,438.42,447.83,450.98,448.58,444.60,432.96,427.85,424.54,413.54,400.01,390.77,385.12,380.84,378.79,381.16,381.55,384.36,390.36,388.49,389.61,390.82,387.02,386.40,388.66,387.57,385.74,382.45,378.94,376.19,375.70,374.26,371.56,374.79,380.98,387.05,388.06,388.26,386.26,395.84,397.14,402.79,402.24,405.86,408.01,408.81,409.11,408.22,408.12,400.21,396.25,388.97,403.92,L7
2000-09-20 22:10:03+00:00,389.58,440.73,346.16,445.89,382.57,422.71,444.69,443.26,448.23,446.18,440.65,425.22,425.30,422.48,412.59,398.99,388.40,382.22,376.91,374.00,375.83,376.58,377.86,385.58,386.12,388.89,391.58,387.96,387.43,389.92,389.49,387.58,383.17,378.65,374.31,374.71,373.09,369.61,374.30,378.98,385.72,385.82,385.86,384.93,397.43,398.73,403.11,401.17,403.83,406.59,405.75,407.60,405.62,404.61,394.39,390.31,375.31,406.19,L7
2000-11-07 22:09:53+00:00,389.58,440.73,330.00,445.89,376.20,415.64,440.09,441.53,449.98,449.02,444.09,428.36,426.32,422.11,412.91,400.48,389.73,381.95,374.55,370.41,371.76,372.04,371.93,377.83,378.90,382.02,384.10,384.05,384.07,387.11,387.92,387.53,382.55,377.89,372.90,372.76,371.09,367.58,370.63,375.06,381.65,381.36,382.83,382.12,394.30,396.23,400.40,398.63,401.55,404.79,402.73,403.01,399.71,396.75,384.46,378.58,360.60,403.13,L7
2000-12-25 22:10:02+00:00,360.33,440.73,341.70,438.93,388.30,407.66,433.29,436.94,447.19,447.55,448.44,431.12,429.02,424.42,416.17,401.97,389.43,380.53,372.16,368.48,367.54,367.88,367.06,371.96,372.48,376.21,379.93,381.82,381.23,385.36,386.42,385.42,378.98,374.75,368.17,368.15,366.59,363.74,366.05,369.46,374.13,374.83,373.17,377.94,387.36,390.86,394.02,395.02,398.09,400.40,399.77,399.95,395.94,390.92,383.37,377.96,355.35,403.13,L7
2001-01-10 22:10:03+00:00,364.58,440.73,353.62,442.59,398.91,407.50,432.35,439.87,450.92,451.53,452.44,437.89,434.50,428.60,420.12,407.08,394.91,386.07,376.64,371.96,370.75,370.06,369.65,373.24,373.83,377.50,380.48,383.00,382.33,386.27,386.92,386.01,380.66,376.64,370.42,370.78,368.34,365.11,366.30,369.04,373.10,374.36,373.25,379.03,387.75,390.78,394.83,396.72,398.56,400.59,400.99,401.36,398.61,394.55,387.73,381.92,361.72,394.59,L7
2001-01-19 22:03:55+00:00,364.58,440.73,353.62,442.59,398.91,407.50,428.90,439.34,452.12,452.39,452.33,439.45,436.30,430.46,422.32,409.07,398.19,389.12,380.76,376.72,374.76,373.32,372.94,374.74,375.54,379.72,382.06,384.31,383.73,387.65,388.58,388.12,383.59,380.30,370.42,370.78,368.34,365.11,366.30,369.04,373.10,374.36,373.25,381.02,389.34,391.32,395.38,397.06,399.18,401.92,403.18,403.64,401.18,397.76,390.83,384.85,366.99,396.44,L7
2001-02-20 22:03:48+00:00,362.19,440.73,360.21,440.87,407.69,403.86,428.16,441.31,455.63,456.64,457.16,443.45,436.66,428.66,421.99,413.62,406.13,397.32,389.11,385.13,381.63,378.45,377.20,373.37,375.89,381.60,381.96,387.27,386.22,388.10,386.61,386.61,383.71,381.67,373.03,372.41,368.12,363.50,361.75,361.84,363.53,365.21,367.37,379.02,386.20,388.27,393.95,394.56,394.32,395.96,399.96,401.98,402.70,401.61,395.08,390.04,370.39,394.81,L7
2001-03-08 22:03:44+00:00,362.19,440.73,359.39,447.57,416.30,405.29,427.50,441.49,456.96,457.83,459.19,445.92,439.17,430.90,421.89,415.18,409.27,399.66,390.50,387.09,383.37,379.71,378.54,374.08,376.36,382.00,382.19,388.72,387.35,390.17,387.37,387.44,384.72,382.41,374.74,373.95,369.81,366.11,363.99,364.11,365.74,367.08,368.64,380.23,387.03,389.55,395.81,396.02,396.11,396.71,400.84,403.07,404.04,403.10,396.75,391.68,372.04,387.46,L7
2001-03-15 22:09:51+00:00,358.24,440.73,366.96,450.81,416.30,400.75,425.06,439.73,458.66,460.79,462.93,445.72,441.04,431.67,422.14,417.82,412.18,402.14,394.25,391.48,388.54,387.00,385.39,377.48,378.83,382.95,385.93,390.75,392.50,395.70,394.92,389.62,392.92,387.61,378.54,377.52,374.89,372.93,365.34,364.83,371.37,369.84,370.23,381.09,389.96,392.56,397.64,398.30,397.25,397.38,400.42,403.70,406.42,407.28,403.34,396.08,372.28,387.46,L7
2001-03-31 22:09:43+00:00,358.24,,366.96,456.42,429.20,399.61,418.18,439.73,458.66,460.79,462.93,451.16,444.25,432.06,423.36,420.38,416.94,405.31,400.49,398.67,396.40,396.29,396.11,380.18,386.13,386.35,388.57,394.43,396.97,400.78,401.28,389.82,401.10,396.84,381.77,379.67,377.37,385.50,365.85,365.62,371.95,370.56,371.14,381.84,393.04,393.28,399.54,401.54,401.31,400.09,401.98,405.71,410.35,414.81,413.24,397.95,375.18,383.54,L7
2001-04-16 22:09:42+00:00,358.24,,366.96,456.42,429.20,397.48,416.57,438.65,458.83,461.70,463.28,452.09,445.00,432.41,423.24,420.06,417.00,406.54,401.27,399.02,395.81,396.29,395.40,381.48,387.52,387.46,388.97,394.44,396.68,400.78,399.87,389.18,399.42,395.76,382.48,380.91,378.48,384.58,368.64,368.68,374.83,373.74,373.93,382.81,392.93,393.31,398.71,400.37,400.47,399.96,401.63,405.07,409.00,413.25,412.29,399.22,378.46,386.93,L7
2001-05-27 22:03:12+00:00,358.24,,378.35,456.42,439.84,397.95,415.84,438.98,459.43,462.40,464.19,453.23,446.93,433.98,424.29,421.38,419.40,408.30,404.19,405.30,399.16,404.70,398.49,379.87,390.40,394.04,396.78,396.89,399.40,404.60,402.90,390.49,398.66,394.93,382.27,382.51,381.46,389.15,372.68,373.39,378.97,376.98,376.15,385.18,395.65,395.22,400.58,401.88,401.65,400.64,402.51,407.37,411.92,416.56,416.09,403.19,382.11,386.93,L7
2001-06-03 22:09:16+00:00,358.24,,378.35,456.42,439.84,397.95,415.84,438.98,459.43,462.40,464.19,453.23,446.93,433.98,424.29,422.45,419.40,408.30,407.19,405.30,399.16,404.70,398.49,379.87,390.40,394.04,396.78,396.89,399.87,404.60,402.90,390.49,398.66,394.93,382.27,383.01,381.89,387.98,373.37,374.30,378.72,376.06,376.15,385.18,395.65,395.22,400.58,401.88,401.65,400.64,402.51,407.96,411.68,415.81,414.85,403.53,384.16,390.77,L7
2001-06-19 22:09:05+00:00,358.24,,370.34,456.42,440.80,400.08,416.62,440.11,460.55,464.42,466.86,457.12,450.24,436.76,426.61,423.62,419.88,408.39,406.21,405.01,399.44,404.59,399.12,381.48,390.39,394.30,397.07,397.88,400.62,405.61,403.18,392.31,398.56,394.71,382.88,383.91,383.07,387.75,374.19,376.08,379.28,377.16,377.63,386.98,395.98,396.28,402.03,403.40,403.78,402.28,404.48,409.24,412.41,416.51,415.44,404.81,387.51,395.00,L7
2001-07-05 22:08:57+00:00,370.20,,357.34,462.70,442.00,401.17,418.39,441.94,463.33,468.14,470.54,461.73,454.09,440.84,429.89,426.45,423.08,411.47,408.99,406.79,401.88,407.40,401.97,385.02,393.52,397.52,400.03,400.65,403.83,409.17,406.79,396.19,401.68,397.81,386.98,387.90,386.38,391.21,378.79,380.26,383.01,380.87,381.09,389.26,397.67,399.32,404.79,405.78,406.53,405.62,407.16,411.68,415.05,419.88,419.37,408.40,394.36,395.00,L7
2001-07-14 22:02:45+00:00,368.75,,349.32,464.98,442.17,400.36,417.07,440.56,462.91,468.08,471.72,464.12,458.86,443.21,431.45,428.25,422.79,412.24,411.95,410.44,403.10,409.94,401.80,386.14,395.86,398.73,401.82,401.79,404.46,409.39,407.86,397.34,402.90,398.90,388.55,388.62,386.91,391.01,378.89,382.08,385.92,381.99,382.06,387.97,397.19,400.15,404.50,404.85,405.88,405.37,408.13,414.11,415.43,421.24,421.14,409.92,395.56,396.49,L7
2001-08-15 22:02:14+00:00,368.75,,349.32,464.98,442.17,398.65,415.99,439.60,463.22,470.94,474.15,465.58,459.59,443.24,431.12,427.78,421.24,410.23,409.42,407.88,402.43,410.76,403.29,388.67,397.45,398.51,400.83,400.51,403.74,409.22,407.12,396.02,401.37,397.53,388.86,388.70,386.67,390.22,378.56,380.56,383.75,381.21,381.78,386.84,395.39,399.07,403.00,403.78,404.91,403.81,405.56,411.69,413.25,420.15,420.82,411.05,396.52,396.71,L7
2001-08-31 22:02:05+00:00,380.46,,331.45,475.31,439.50,396.91,414.51,439.60,465.33,472.69,476.54,467.13,459.74,441.03,428.92,425.15,417.41,406.97,406.16,404.77,399.53,408.39,402.65,388.68,397.87,398.17,399.99,398.68,401.68,406.53,404.88,394.21,399.24,395.20,386.97,387.02,385.25,388.85,376.44,378.84,382.88,380.12,379.79,385.63,394.68,398.06,401.91,402.21,403.66,402.74,404.60,410.44,411.26,417.52,418.05,408.42,398.09,400.39,L7
2001-09-23 22:08:02+00:00,380.46,,323.51,481.31,432.89,395.22,408.88,436.87,463.51,474.28,476.50,472.68,463.79,445.17,428.46,422.97,415.65,406.64,405.55,400.67,395.09,403.51,398.96,389.23,401.33,401.49,403.34,400.76,400.38,402.84,401.28,394.44,395.16,394.31,386.89,386.77,384.07,386.84,375.97,378.03,380.40,380.39,379.44,384.29,392.37,393.91,397.94,400.50,403.78,402.88,403.28,407.99,406.36,412.84,413.60,404.52,399.74,413.60,L7
2001-10-02 22:01:40+00:00,379.85,,320.94,474.87,431.16,397.10,410.28,438.16,464.81,475.09,477.93,473.40,463.00,448.48,427.47,421.66,412.86,406.54,401.97,396.62,390.82,397.77,393.68,389.61,397.22,401.34,402.79,398.88,397.48,397.91,395.36,394.32,388.72,387.63,387.04,386.61,383.67,379.92,375.79,377.95,380.47,380.76,379.89,384.82,387.81,391.09,396.26,399.51,403.13,402.45,404.55,407.01,403.12,406.31,405.82,405.56,400.95,414.26,L7
2001-11-03 22:01:46+00:00,379.85,,320.94,474.87,431.16,398.44,410.55,436.23,460.95,472.75,476.94,474.20,463.40,447.98,427.09,420.20,409.54,401.76,397.84,392.89,388.49,394.50,391.39,388.11,394.11,399.13,401.69,397.54,396.51,396.38,394.06,392.98,386.44,384.79,384.63,384.25,381.85,377.96,372.85,374.86,376.92,377.92,377.36,382.24,385.03,388.64,394.47,398.05,401.59,400.54,402.97,405.47,401.50,404.06,402.40,401.41,397.22,412.37,L7
2001-12-21 22:02:05+00:00,379.85,,315.15,478.07,426.67,395.68,406.91,431.93,456.29,471.88,476.81,474.89,465.57,451.32,429.84,422.50,411.72,405.15,396.75,390.04,387.92,389.26,391.28,394.44,396.96,397.71,401.63,402.97,401.77,402.13,399.93,397.67,387.67,386.66,392.42,388.91,384.19,380.15,376.15,377.34,378.83,382.31,376.05,385.41,387.59,389.28,394.04,396.60,400.23,400.31,399.15,402.69,396.37,399.16,404.61,403.02,394.63,411.26,L7
2002-02-14 22:08:29+00:00,378.54,449.17,314.15,478.07,413.23,393.03,403.51,425.43,448.31,467.10,473.51,470.74,461.98,450.80,426.84,420.54,413.91,403.39,393.10,386.50,385.75,384.66,389.86,394.27,397.68,399.98,407.22,410.78,408.08,408.70,404.35,398.71,385.18,382.79,390.36,387.02,382.18,380.78,377.36,378.56,379.89,384.28,375.29,388.16,389.54,387.83,393.73,395.83,399.74,398.49,395.99,397.18,395.38,398.32,404.44,401.72,393.37,408.31,L7
2002-05-30 22:02:01+00:00,,449.17,,481.28,390.28,383.49,395.47,414.10,430.31,459.44,469.44,475.95,479.83,461.01,454.61,447.05,432.18,418.33,409.70,405.11,406.10,408.05,401.30,407.93,410.87,407.96,414.01,423.76,428.36,430.51,428.05,420.48,403.01,399.05,404.41,398.42,390.42,390.96,392.36,395.70,397.70,401.88,380.20,398.05,404.09,403.93,403.68,401.31,403.59,404.80,395.43,401.16,394.21,400.92,419.65,414.40,392.84,386.68,L7
2002-07-17 22:01:44+00:00,,449.17,,,390.28,383.49,394.40,410.24,417.03,439.61,452.64,468.95,479.85,448.61,442.23,432.52,419.29,405.80,401.33,394.90,395.21,396.10,407.82,415.86,419.12,418.59,403.59,411.04,414.25,416.43,415.88,412.23,403.01,399.05,392.32,377.77,374.47,374.53,377.68,381.45,392.74,383.86,380.20,384.61,396.60,400.95,400.43,399.94,415.88,400.42,396.38,397.47,394.21,400.92,402.78,399.58,392.84,386.68,L7
2002-07-24 22:07:50+00:00,378.82,449.17,315.90,,401.12,390.74,405.85,417.47,426.73,443.41,457.92,468.96,473.51,449.95,443.89,432.64,420.94,408.87,403.13,396.27,394.91,394.65,405.10,410.00,413.19,414.99,403.17,408.49,410.28,414.52,413.01,411.17,400.60,394.05,389.52,378.61,375.35,373.89,375.60,378.76,387.29,381.20,377.68,384.34,392.29,398.22,400.77,399.18,412.18,399.40,399.45,400.43,399.70,402.22,400.16,394.89,382.20,374.81,L7
2002-08-18 22:01:33+00:00,378.82,,315.90,,411.97,394.04,405.34,416.72,425.67,439.06,453.44,464.30,466.27,443.23,440.57,427.90,414.99,408.71,400.21,390.78,389.54,389.62,401.02,404.27,407.96,410.78,396.86,401.99,404.25,405.34,404.99,412.77,408.02,401.34,393.21,377.74,374.10,368.62,368.08,370.19,378.92,373.63,369.01,374.49,383.33,393.09,396.91,396.66,410.87,396.66,396.00,395.86,391.22,391.00,385.79,380.15,365.80,355.20,L7
2002-08-25 22:07:36+00:00,378.82,,315.90,,402.22,392.95,403.11,413.94,426.02,439.35,451.36,459.98,461.45,444.33,441.21,428.86,416.56,409.63,398.19,389.24,387.86,388.36,398.08,400.81,405.12,407.71,395.35,400.01,401.01,404.40,403.91,412.13,408.49,401.80,395.47,381.30,376.09,369.93,368.23,368.34,374.54,370.59,367.43,371.82,381.59,390.10,394.07,394.34,405.67,394.58,395.25,395.86,391.22,391.00,385.79,380.15,365.80,355.20,L7
2002-10-05 22:01:07+00:00,401.15,,332.40,,402.22,395.86,404.71,417.22,428.62,441.34,452.58,459.56,458.65,443.95,441.02,428.23,416.38,410.21,397.78,389.14,387.02,386.96,396.04,397.86,402.37,406.06,395.99,400.88,400.65,404.71,402.45,409.12,406.21,399.88,394.71,383.62,378.30,373.36,371.09,371.86,376.89,373.62,370.78,375.67,383.38,389.78,394.93,395.17,404.37,395.59,397.08,398.33,396.27,395.91,389.87,383.70,366.59,357.40,L7
2002-12-31 22:07:56+00:00,401.15,,332.40,,402.22,395.86,404.71,417.22,428.62,441.34,452.58,459.56,458.65,446.07,439.00,426.80,417.47,410.54,398.06,390.76,386.65,384.38,395.47,395.36,399.66,403.96,395.04,399.62,398.72,404.03,401.93,407.52,405.39,400.20,398.39,387.54,382.41,376.28,372.86,372.19,375.55,372.15,374.25,379.05,383.02,388.29,395.70,395.67,405.28,395.46,399.32,400.85,399.71,399.41,393.67,388.35,372.86,362.85,L7
2003-02-26 22:02:04+00:00,434.02,443.50,348.91,,392.68,397.18,399.48,414.58,432.25,449.15,455.04,450.22,436.64,432.84,432.13,424.50,418.25,408.53,396.92,395.85,394.73,394.62,396.07,393.02,397.09,400.36,402.19,406.06,405.32,407.72,404.53,409.08,410.21,404.46,406.48,408.56,403.93,402.93,402.71,406.85,407.75,410.35,406.55,412.59,413.73,409.92,406.61,404.43,406.95,404.89,407.22,408.67,407.37,406.02,399.37,395.27,383.66,381.43,L7
2003-03-05 22:08:19+00:00,473.09,443.50,348.91,484.64,393.60,395.16,396.96,409.77,429.97,446.54,455.57,448.85,433.73,428.32,428.73,424.05,418.38,409.11,394.37,393.74,394.26,394.83,396.30,393.95,398.36,401.89,403.67,406.83,406.92,408.49,405.80,410.46,410.60,406.05,408.42,410.92,407.25,405.40,407.00,413.15,413.71,416.16,413.52,417.96,421.34,417.67,412.79,408.62,410.10,407.74,409.98,410.22,408.76,407.07,400.95,397.46,388.68,390.67,L7
2003-03-21 22:08:15+00:00,494.78,443.50,348.91,492.23,393.60,392.30,394.22,406.62,427.97,448.56,455.29,448.98,430.48,424.44,426.34,422.61,416.51,408.80,392.48,392.06,391.02,392.79,396.00,393.70,398.42,401.97,403.80,405.97,406.09,407.26,404.60,409.22,408.85,405.53,408.82,410.74,408.04,408.18,410.67,417.26,419.86,421.26,422.78,420.56,424.68,422.63,418.81,412.49,413.07,410.71,412.83,411.81,409.67,407.90,403.22,400.60,394.52,403.42,L7
2003-05-24 22:08:16+00:00,518.55,443.50,,492.23,393.60,388.20,389.13,399.81,424.29,446.30,451.60,445.12,426.41,421.88,422.87,417.40,412.90,406.80,395.46,394.07,392.94,394.15,396.12,395.13,399.43,402.82,406.29,407.88,410.20,408.43,408.90,412.67,408.20,406.04,409.23,411.53,411.59,412.64,415.68,422.36,425.44,429.40,431.80,428.83,433.82,433.30,428.11,421.35,422.05,416.12,420.83,418.74,415.11,414.50,404.52,403.05,401.11,413.83,L7
2003-07-20 22:01:56+00:00,518.55,443.50,,492.23,393.60,388.20,389.13,399.81,424.29,446.30,451.60,439.82,427.93,423.37,420.23,415.84,410.45,404.71,392.72,391.30,390.65,388.00,392.62,394.28,398.18,400.12,403.94,403.42,404.85,402.33,401.45,406.37,401.49,399.88,408.19,411.93,411.64,414.90,419.73,428.83,424.27,428.83,431.59,429.58,434.63,435.38,429.00,421.45,418.75,413.96,418.93,416.04,413.36,412.96,404.33,403.31,404.25,425.37,L7
2003-07-28 21:50:04+00:00,534.43,443.50,321.96,458.80,402.55,388.95,390.86,404.64,425.85,444.78,450.99,441.18,430.31,425.76,421.52,416.10,409.79,403.93,393.39,391.49,388.55,386.29,391.83,393.45,397.32,399.24,401.48,401.96,402.97,401.89,398.43,403.42,400.01,398.03,405.02,408.11,407.78,411.67,416.05,424.62,421.94,426.38,428.87,428.34,432.08,431.02,426.82,420.49,418.84,412.86,417.84,415.11,411.77,411.91,404.65,403.47,402.47,419.69,L5
2003-08-28 22:07:57+00:00,558.91,,316.17,444.44,405.17,388.68,391.32,405.48,425.97,443.72,450.58,440.91,433.74,428.70,423.70,416.76,409.48,404.76,393.80,390.78,385.38,382.98,388.74,389.30,393.09,396.54,398.75,398.83,399.90,398.93,395.88,400.71,396.07,393.85,398.73,400.46,401.82,405.81,407.80,415.99,416.28,420.91,424.02,421.81,425.27,426.58,429.59,423.58,420.77,414.16,419.56,416.32,413.71,414.05,407.25,406.06,404.94,418.55,L7
2003-08-29 21:50:38+00:00,548.75,,301.86,444.44,396.13,385.38,392.75,406.88,426.11,443.94,449.44,441.46,435.50,431.35,427.47,419.89,410.92,403.75,392.71,390.09,385.01,382.16,387.67,387.39,391.39,395.03,397.55,399.56,399.78,398.56,395.23,398.88,393.48,391.72,396.00,397.54,399.03,402.64,403.42,410.41,413.61,418.44,421.74,420.27,423.21,424.42,427.51,421.50,418.91,413.42,418.59,416.61,413.76,413.56,407.96,405.83,403.61,416.29,L5
