dates,nzd0390-0000,nzd0390-0001,nzd0390-0002,nzd0390-0003,nzd0390-0004,nzd0390-0005,nzd0390-0006,nzd0390-0007,nzd0390-0008,nzd0390-0009,nzd0390-0010,nzd0390-0011,nzd0390-0012,nzd0390-0013,nzd0390-0014,nzd0390-0015,nzd0390-0016,nzd0390-0017,nzd0390-0018,nzd0390-0019,nzd0390-0020,nzd0390-0021,nzd0390-0022,nzd0390-0023,nzd0390-0024,nzd0390-0025,nzd0390-0026,nzd0390-0027,nzd0390-0028,nzd0390-0029,nzd0390-0030,nzd0390-0031,nzd0390-0032,nzd0390-0033,nzd0390-0034,nzd0390-0035,nzd0390-0036,nzd0390-0037,nzd0390-0038,nzd0390-0039,nzd0390-0040,nzd0390-0041,nzd0390-0042,nzd0390-0043,nzd0390-0044,nzd0390-0045,nzd0390-0046,nzd0390-0047,nzd0390-0048,nzd0390-0049,nzd0390-0050,nzd0390-0051,nzd0390-0052,nzd0390-0053,nzd0390-0054,nzd0390-0055,nzd0390-0056,nzd0390-0057,nzd0390-0058,nzd0390-0059,nzd0390-0060,nzd0390-0061,nzd0390-0062,nzd0390-0063,nzd0390-0064,nzd0390-0065,nzd0390-0066,nzd0390-0067,nzd0390-0068,nzd0390-0069,nzd0390-0070,nzd0390-0071,nzd0390-0072,nzd0390-0073,nzd0390-0074,nzd0390-0075,nzd0390-0076,nzd0390-0077,nzd0390-0078,nzd0390-0079,nzd0390-0080,nzd0390-0081,nzd0390-0082,nzd0390-0083,nzd0390-0084,nzd0390-0085,nzd0390-0086,nzd0390-0087,nzd0390-0088,nzd0390-0089,nzd0390-0090,nzd0390-0091,nzd0390-0092,nzd0390-0093,nzd0390-0094,nzd0390-0095,nzd0390-0096,nzd0390-0097,nzd0390-0098,nzd0390-0099,nzd0390-0100,nzd0390-0101,nzd0390-0102,nzd0390-0103,nzd0390-0104,nzd0390-0105,nzd0390-0106,nzd0390-0107,nzd0390-0108,nzd0390-0109,nzd0390-0110,nzd0390-0111,nzd0390-0112,nzd0390-0113,nzd0390-0114,nzd0390-0115,nzd0390-0116,nzd0390-0117,nzd0390-0118,nzd0390-0119,nzd0390-0120,nzd0390-0121,nzd0390-0122,nzd0390-0123,nzd0390-0124,nzd0390-0125,nzd0390-0126,nzd0390-0127,nzd0390-0128,nzd0390-0129,nzd0390-0130,nzd0390-0131,nzd0390-0132,nzd0390-0133,nzd0390-0134,nzd0390-0135,nzd0390-0136,nzd0390-0137,nzd0390-0138,nzd0390-0139,nzd0390-0140,nzd0390-0141,nzd0390-0142,satname
2004-09-25 21:51:19+00:00,325.07,319.36,339.75,342.77,338.88,336.35,342.05,343.70,349.80,351.20,346.25,340.30,337.55,336.06,333.07,335.78,340.28,337.70,335.61,336.16,334.10,337.34,342.07,347.82,349.24,352.87,358.78,361.31,365.19,368.18,369.84,366.28,364.12,363.72,365.04,361.61,363.56,363.54,368.94,372.94,376.53,372.69,368.84,370.43,370.39,366.11,365.53,365.28,363.72,367.83,370.14,369.74,369.17,371.92,371.94,370.13,375.10,374.66,376.39,378.21,382.85,388.83,384.98,384.00,383.37,388.16,388.66,385.01,382.33,383.59,386.20,385.61,386.99,390.39,389.10,387.58,387.22,383.39,376.04,375.88,368.02,372.05,373.69,372.03,370.59,369.93,365.80,367.23,369.12,371.98,374.70,373.26,372.00,367.75,362.47,362.99,365.61,360.56,364.82,367.51,367.48,367.64,367.69,368.31,357.94,349.81,361.43,356.54,351.15,361.97,357.21,357.95,352.29,351.45,342.27,349.57,344.73,354.54,344.85,343.17,341.48,342.46,340.97,347.25,344.11,339.41,335.24,335.07,337.61,338.75,340.86,338.82,341.35,340.83,346.45,346.27,355.75,361.33,362.62,368.87,374.04,357.30,357.67,L5
2004-10-19 21:55:55+00:00,331.17,316.62,338.24,343.43,333.67,333.87,338.04,339.06,345.47,344.90,344.35,336.95,333.24,331.91,329.36,331.72,336.59,337.98,333.23,335.88,336.26,338.96,341.37,346.33,350.69,354.80,356.53,359.50,365.35,369.10,371.09,370.56,365.18,365.60,364.54,363.28,360.49,363.66,368.28,375.11,375.38,375.18,370.02,368.46,369.32,362.87,365.55,366.15,365.05,364.69,366.14,366.44,364.63,369.35,374.93,373.79,373.46,371.65,376.47,379.90,383.34,390.48,385.73,390.21,386.26,388.72,393.81,382.79,380.80,384.48,385.63,385.31,393.36,392.50,386.86,383.69,384.46,382.18,377.26,379.43,372.11,375.06,379.50,376.74,367.90,370.71,370.44,361.51,371.28,375.48,376.31,377.25,371.68,369.20,368.25,366.16,365.18,359.94,367.49,367.77,366.81,365.68,363.84,367.70,360.81,343.64,356.83,353.44,345.93,354.91,350.57,351.54,346.40,350.37,339.95,346.03,338.28,351.33,340.93,335.43,336.60,340.16,337.46,344.09,342.06,337.39,332.59,333.20,330.02,333.06,337.88,335.96,334.86,334.18,346.47,342.83,355.25,362.41,362.37,370.40,375.44,360.34,356.94,L7
2004-10-27 21:51:59+00:00,331.17,316.62,338.24,343.43,333.67,333.87,338.04,339.06,345.47,344.90,344.35,336.95,333.24,329.61,328.63,329.13,333.16,334.59,331.04,331.88,333.66,336.78,338.70,340.78,345.25,350.23,353.28,357.66,363.38,367.20,369.00,369.28,365.46,366.11,364.88,364.30,362.23,364.31,366.40,370.09,367.58,367.08,363.22,364.22,365.65,360.85,360.52,359.20,360.65,362.22,362.85,365.28,364.99,370.22,371.54,370.99,363.35,354.92,368.79,377.76,383.04,388.18,384.23,389.34,386.72,388.82,393.41,386.67,386.39,386.16,381.84,380.93,386.76,389.19,383.97,380.95,381.30,380.95,379.66,377.34,372.11,375.06,379.50,376.74,367.90,370.71,370.44,361.51,371.28,375.48,376.31,377.25,371.68,369.20,368.25,366.16,365.18,359.94,367.49,367.77,365.70,365.18,363.37,366.58,367.37,351.24,362.19,357.21,349.63,357.87,352.88,349.84,343.96,345.32,340.82,342.30,336.90,348.69,341.39,337.18,338.24,341.94,338.19,342.93,338.09,334.49,330.28,329.18,323.83,326.98,332.49,334.76,336.54,334.71,344.17,346.42,355.85,359.68,362.37,370.40,375.44,360.34,360.15,L5
2004-11-04 21:56:07+00:00,328.83,310.84,336.30,342.22,333.45,324.43,335.73,337.72,344.56,342.72,342.07,334.71,331.25,327.88,326.79,327.03,331.23,333.09,329.18,330.32,331.90,335.06,337.41,339.76,343.64,348.13,352.26,357.01,362.26,365.21,365.47,365.66,362.22,362.86,361.61,363.05,360.61,363.44,364.90,368.09,365.82,365.09,361.66,361.29,361.05,357.84,357.70,355.16,359.28,361.25,363.13,364.24,363.93,367.73,368.92,367.24,363.21,352.89,367.52,375.94,379.44,385.19,382.47,386.44,382.43,385.38,389.52,383.15,383.30,383.10,380.45,376.06,381.75,386.40,380.50,377.09,377.46,377.16,376.59,375.55,366.56,371.88,374.36,373.33,364.66,370.71,370.44,351.61,359.47,368.62,364.54,370.65,365.46,361.84,362.09,361.46,358.53,354.84,361.51,361.47,362.01,361.90,358.95,359.56,359.07,349.68,356.99,354.75,348.37,353.22,348.60,346.41,340.14,341.12,338.27,336.98,333.04,340.02,335.47,334.69,334.02,336.64,334.33,338.95,334.23,330.81,326.98,326.02,319.65,320.54,325.72,326.21,329.55,327.59,338.42,339.90,349.84,351.81,352.56,363.51,367.20,351.70,354.89,L7
2004-11-12 21:52:15+00:00,326.69,315.23,336.30,342.22,333.45,325.01,334.69,337.93,344.65,343.50,342.10,334.61,331.56,328.24,327.21,328.00,331.96,332.12,328.56,329.85,331.34,333.52,337.23,339.66,343.83,347.56,353.82,358.15,363.00,366.10,366.25,366.26,363.92,363.82,361.89,361.63,360.41,363.40,364.80,367.43,365.33,363.26,361.26,361.97,361.20,358.25,359.11,356.82,361.61,363.62,366.00,364.33,364.47,366.91,367.71,366.23,363.97,356.70,370.16,378.46,381.39,385.91,383.69,388.31,384.69,387.91,387.37,383.28,379.11,380.49,378.87,374.30,379.97,386.87,381.58,379.43,379.42,378.25,378.72,375.08,364.97,368.24,370.16,370.53,363.82,358.65,364.63,352.59,359.02,366.65,365.88,371.62,366.29,361.03,360.52,359.16,356.49,352.91,358.71,359.39,362.98,363.44,359.88,359.89,360.24,351.18,357.18,353.35,347.27,350.77,344.85,343.79,339.20,342.69,338.71,337.79,335.22,340.22,336.55,335.24,333.44,334.44,332.36,337.03,332.19,329.69,328.12,326.34,322.30,322.39,327.22,327.61,330.56,326.68,335.31,337.25,348.24,350.46,350.44,360.73,364.95,351.85,355.00,L5
2004-11-20 21:56:13+00:00,326.69,315.23,336.30,342.22,328.85,316.57,334.69,333.99,340.83,340.75,338.89,331.62,327.70,325.30,323.85,324.13,327.86,328.51,324.81,326.00,328.23,329.85,334.41,337.10,341.62,345.38,350.85,355.49,359.54,362.54,362.55,362.34,359.51,359.20,357.74,357.98,357.11,359.07,359.93,363.33,360.52,358.61,355.04,354.81,351.94,358.25,359.11,356.82,361.61,363.62,366.00,356.93,364.47,366.91,367.71,356.34,363.97,356.70,370.16,378.46,381.39,385.91,383.69,388.31,384.69,387.91,387.37,383.28,379.11,380.49,378.87,374.30,379.97,386.87,381.58,369.92,368.56,378.25,378.72,375.08,356.51,359.64,359.88,362.10,363.82,358.65,364.63,352.59,359.02,366.65,365.88,371.62,366.29,361.03,360.52,359.16,356.49,339.88,358.71,348.47,355.69,355.05,350.87,353.02,360.24,346.94,351.21,349.29,342.72,347.19,339.54,338.96,334.28,338.80,335.55,332.43,330.84,333.71,336.55,331.32,328.48,328.76,328.27,337.03,332.19,326.26,324.16,323.01,322.30,322.39,327.22,327.61,321.74,319.43,331.02,337.25,348.24,350.46,350.44,360.73,356.77,344.46,351.33,L7
2004-12-06 21:56:23+00:00,322.42,315.23,336.30,337.21,327.08,315.39,334.69,331.24,338.56,339.16,336.94,330.03,324.97,323.10,321.12,321.64,323.99,324.52,321.29,323.54,325.56,327.56,331.12,334.18,339.43,342.66,346.83,351.95,356.81,359.79,359.95,358.66,355.83,355.71,354.57,354.28,352.76,355.69,356.02,359.60,356.68,354.94,351.62,351.98,348.50,358.25,359.11,356.82,361.61,363.62,366.00,354.73,360.07,360.86,362.30,353.13,360.04,355.23,366.45,373.16,376.50,385.91,379.37,383.23,380.99,383.28,382.93,377.93,374.22,376.08,373.39,370.44,379.97,386.87,376.45,366.63,366.07,378.25,378.72,368.95,353.42,356.39,356.68,357.42,356.59,358.65,364.63,352.59,359.02,366.65,365.88,371.62,366.29,355.81,353.56,351.41,351.86,337.50,350.66,345.74,352.36,351.70,349.71,350.74,355.91,345.97,348.83,348.08,341.43,344.85,337.94,336.40,331.73,336.28,334.96,331.11,330.28,331.18,333.85,330.24,328.72,327.63,327.03,334.47,329.72,324.58,322.92,321.77,320.69,321.03,325.68,325.03,320.49,318.52,330.13,335.21,345.95,348.60,346.15,358.69,355.56,340.55,349.00,L7
2005-01-15 21:53:21+00:00,325.81,321.82,340.96,339.88,329.22,318.24,335.71,332.89,339.96,340.62,336.47,330.34,325.21,322.94,322.08,321.96,323.85,325.94,323.51,324.61,326.36,328.74,330.41,333.80,339.19,342.89,346.14,352.49,356.22,359.97,359.82,360.03,357.77,357.22,356.09,356.13,354.10,357.46,358.96,360.79,358.21,357.06,353.76,353.72,350.09,358.69,359.21,359.66,364.45,366.04,368.97,358.05,362.74,363.42,364.69,355.07,360.97,357.42,367.56,373.43,377.16,386.04,381.38,384.98,383.44,385.27,385.95,381.38,378.17,378.94,373.35,372.49,380.90,387.46,378.65,368.89,368.93,380.84,380.92,372.01,358.42,361.10,361.39,360.60,358.64,359.04,364.43,355.50,362.78,368.53,370.66,375.67,369.84,355.81,353.56,351.41,351.86,340.01,352.73,348.29,353.46,353.26,351.84,353.70,359.46,353.87,352.26,352.92,348.22,348.78,340.81,339.36,334.67,337.25,339.18,334.40,334.51,335.94,339.99,336.67,335.16,332.26,331.61,335.15,329.35,326.14,323.67,321.84,322.97,324.14,330.05,329.60,324.18,322.47,328.43,334.38,344.85,345.56,343.42,354.10,350.88,337.18,347.68,L5
2005-02-24 21:56:53+00:00,324.82,321.05,340.45,340.00,329.26,319.51,334.88,333.45,339.90,340.73,336.45,330.07,325.14,323.30,322.56,323.56,325.06,326.43,324.63,324.84,327.02,329.50,330.80,334.19,339.47,343.04,346.63,352.62,356.63,360.06,359.97,359.81,358.01,358.12,357.01,357.08,355.29,358.17,359.70,362.60,360.16,358.86,355.47,355.63,351.99,358.71,358.00,358.82,364.61,366.35,370.27,359.70,362.82,363.33,365.11,356.19,362.60,358.50,368.00,372.96,377.17,385.33,381.62,384.58,383.31,384.91,385.68,381.68,379.44,379.96,374.99,374.10,382.05,386.29,379.51,370.11,370.46,380.13,380.07,371.64,359.33,362.05,361.82,360.94,358.90,358.95,361.99,355.38,359.99,364.54,370.66,375.67,369.84,348.88,346.75,344.18,342.18,340.01,352.73,347.67,353.71,352.95,351.83,353.97,358.77,353.06,351.83,352.20,348.40,349.68,341.62,340.99,336.29,338.29,339.13,335.86,335.94,336.36,341.45,338.28,337.13,334.82,333.15,336.26,331.57,327.51,325.77,323.79,324.68,325.95,331.01,330.71,325.50,324.21,329.77,335.47,345.52,346.81,344.55,354.94,352.59,338.45,348.19,L7
2005-03-04 21:54:04+00:00,325.78,322.08,341.83,341.22,330.06,321.39,335.91,334.96,341.26,341.67,337.62,331.71,327.01,325.30,324.82,325.77,327.39,328.90,327.42,327.07,328.69,331.68,332.53,335.17,340.20,344.15,348.01,353.56,357.64,361.65,361.21,361.40,359.48,359.41,358.00,358.55,357.13,359.75,361.51,364.37,361.47,360.96,357.41,357.27,353.94,359.61,359.86,360.39,364.81,367.16,371.13,360.95,363.89,364.16,366.72,357.97,363.31,360.06,369.37,374.14,377.93,385.61,382.36,384.60,384.08,386.22,386.77,383.24,381.16,381.32,376.27,375.22,383.05,386.93,380.52,371.70,371.96,380.66,381.04,372.68,361.54,364.22,363.49,362.84,360.43,361.69,362.82,357.06,361.26,365.94,372.03,376.23,371.04,351.58,349.54,347.44,344.83,342.76,353.96,349.33,355.37,354.41,352.99,354.93,359.73,354.44,353.29,353.91,349.99,351.60,343.74,342.70,338.31,340.22,339.99,337.31,337.19,337.73,343.00,339.60,338.25,336.34,335.23,338.07,333.06,328.80,327.30,325.60,325.98,327.11,331.69,331.85,327.50,325.81,330.78,336.22,346.16,347.66,345.33,356.06,355.03,340.27,349.02,L5
2005-03-12 21:56:56+00:00,325.65,321.25,339.65,339.74,330.23,321.97,335.33,334.67,340.97,341.14,337.32,331.80,327.13,325.80,325.12,326.40,328.74,330.01,328.60,328.30,329.73,332.63,332.98,335.82,340.55,344.76,348.01,353.69,357.35,361.36,361.27,361.58,359.68,359.56,358.35,358.50,357.53,359.76,361.86,364.62,361.98,361.22,356.93,356.98,354.21,359.49,359.48,360.29,364.60,367.13,370.73,361.56,363.95,364.44,366.81,358.73,363.35,360.66,369.34,374.29,377.53,384.85,382.06,383.94,383.30,385.34,386.11,383.12,380.86,380.84,376.74,375.64,382.83,386.72,380.80,372.43,372.99,380.22,380.08,372.26,362.26,364.83,363.56,363.50,360.67,361.80,361.54,357.37,361.29,365.58,371.79,375.14,369.89,353.31,351.15,349.05,346.46,344.22,353.80,349.60,355.78,354.68,353.05,355.47,359.77,354.95,353.69,354.82,350.71,352.51,344.95,342.70,338.31,340.22,339.99,337.31,337.19,337.73,343.00,339.60,338.25,336.34,335.23,338.07,333.06,328.80,327.30,325.60,325.98,327.11,331.69,331.85,327.50,325.81,330.78,336.22,346.16,347.66,345.33,356.06,355.03,340.27,349.02,L7
2005-04-05 21:54:19+00:00,328.00,324.62,341.63,340.38,330.90,322.36,335.74,335.55,341.28,341.04,336.91,331.22,325.77,324.50,323.18,325.21,328.40,329.42,327.98,327.80,329.56,332.26,332.03,334.35,339.24,343.59,347.97,353.69,357.71,360.96,360.46,361.10,360.09,359.86,357.87,358.83,357.92,359.96,362.43,365.11,361.99,361.28,357.90,357.67,354.28,360.11,359.60,360.26,364.01,366.84,370.98,361.71,363.89,363.84,366.09,358.52,362.83,359.70,368.21,374.35,377.09,384.33,381.73,382.83,382.96,385.65,386.15,383.75,382.32,381.71,377.31,376.19,382.56,386.51,379.99,371.90,372.17,378.85,379.87,371.65,362.66,365.41,363.12,363.75,361.13,362.59,360.67,357.54,361.28,365.33,371.37,375.68,370.44,354.12,351.28,349.56,346.24,344.48,353.43,348.96,355.81,354.65,353.09,355.43,360.73,356.42,355.14,355.70,352.57,353.75,346.80,344.14,339.25,341.05,340.65,338.22,337.26,337.84,344.00,340.47,339.19,337.11,336.11,338.31,334.34,329.67,328.68,327.17,327.30,328.35,332.27,332.89,327.69,326.28,331.30,336.80,346.80,348.23,344.21,355.49,354.58,340.31,348.16,L5
2005-04-13 21:56:48+00:00,328.34,321.62,341.46,340.57,331.13,322.69,335.20,335.61,341.03,340.72,336.85,331.23,325.18,323.77,322.16,324.11,327.41,328.66,326.72,327.34,328.94,331.17,331.40,334.53,339.16,343.54,347.29,352.78,356.82,359.55,359.99,360.23,359.64,359.24,356.77,358.31,356.69,358.71,361.51,364.21,361.85,361.27,358.09,357.18,354.21,359.28,358.57,359.50,362.70,365.53,370.72,361.26,362.93,362.94,365.09,357.35,362.28,359.36,366.90,372.62,376.07,383.51,380.22,380.49,380.80,384.84,385.35,382.78,381.28,381.37,377.79,375.85,380.38,385.41,379.96,371.92,371.98,378.47,379.75,371.68,363.25,365.02,363.70,362.95,360.31,360.60,357.67,355.04,359.65,363.96,369.94,373.92,368.23,355.10,351.04,349.52,346.43,344.58,353.01,348.88,356.13,354.94,352.97,354.86,360.50,355.90,355.44,355.95,352.97,353.86,347.48,345.26,339.97,342.00,340.70,338.37,337.22,338.62,344.53,341.04,339.72,338.60,336.76,339.10,334.55,330.02,329.29,327.43,327.69,328.18,332.15,333.67,328.68,327.35,332.26,337.63,346.84,348.57,344.64,355.44,355.31,339.71,347.61,L7
2005-04-21 21:54:22+00:00,327.33,321.67,340.58,339.68,331.14,322.13,334.76,335.58,340.51,340.79,336.87,331.29,325.05,323.25,320.91,322.95,326.06,327.35,325.98,326.74,327.87,330.24,331.57,334.38,338.25,342.83,347.42,352.39,356.56,359.45,359.89,360.37,359.69,359.46,356.90,358.27,357.14,358.72,362.16,364.35,362.19,360.94,358.14,357.40,354.61,360.15,358.63,359.84,363.81,367.39,372.38,362.69,364.10,363.79,365.24,357.00,362.53,360.56,367.48,372.03,376.50,383.64,381.40,381.35,382.35,386.14,386.40,383.68,381.64,381.51,378.30,376.98,380.56,385.93,380.98,373.04,373.30,380.30,380.64,372.44,364.44,364.30,362.85,362.81,360.59,362.27,357.04,356.38,360.08,364.13,371.70,375.46,369.70,356.55,351.63,349.24,346.66,345.05,353.08,349.29,356.17,355.57,354.78,356.36,361.66,357.53,357.12,358.09,354.17,355.73,348.88,346.84,341.82,343.11,342.42,340.14,339.21,339.77,345.60,342.67,341.26,339.44,338.05,339.99,335.85,330.92,329.94,328.10,329.04,329.49,333.49,334.79,330.01,329.35,333.53,339.42,347.51,349.00,345.23,355.29,354.52,338.80,348.07,L5
2005-05-31 21:56:47+00:00,328.61,323.90,341.75,339.67,332.93,328.54,335.74,337.45,341.55,341.74,337.60,332.21,325.34,323.75,320.57,323.78,327.04,328.37,328.30,329.27,329.60,333.24,332.11,335.76,339.50,344.49,347.65,351.78,356.38,359.50,360.37,360.89,360.97,360.79,357.76,358.81,357.34,360.20,364.80,367.43,366.30,365.81,362.67,361.06,360.04,361.82,359.63,362.49,364.23,367.89,373.37,366.93,364.00,363.23,366.12,361.69,364.37,365.75,368.06,369.99,375.16,383.98,381.06,379.21,381.86,385.68,387.64,383.70,383.01,382.88,379.77,380.74,384.64,386.85,381.86,378.59,379.39,382.83,379.64,372.02,371.01,370.42,370.07,367.88,362.30,363.95,357.62,361.17,365.14,366.06,377.12,377.69,371.80,358.82,352.38,349.14,347.79,354.14,354.36,356.23,360.15,359.10,360.75,362.30,362.47,362.58,362.02,364.33,360.83,361.93,356.30,354.94,351.31,350.52,348.23,348.44,347.17,348.27,351.36,350.91,352.04,350.43,347.58,344.28,341.65,338.36,336.85,335.37,334.14,335.57,339.22,340.25,338.49,339.24,341.59,342.74,350.20,353.50,348.85,359.26,364.22,343.18,349.41,L7
2005-06-08 21:54:44+00:00,331.93,323.90,341.75,342.16,334.77,331.27,335.74,340.30,343.60,342.53,338.39,332.63,326.68,324.32,321.54,325.62,331.02,331.50,331.16,330.65,331.14,334.54,335.01,338.51,340.65,347.04,351.20,355.70,358.49,361.73,362.65,362.50,363.59,363.75,361.06,361.75,360.16,362.42,368.67,371.58,370.42,369.33,366.23,363.69,362.74,361.51,359.84,362.87,364.30,367.61,372.76,369.79,367.64,366.90,370.12,365.96,367.80,368.30,370.93,373.32,378.46,383.98,384.38,382.26,384.63,389.33,391.49,388.35,387.76,387.01,384.60,384.97,384.64,386.85,385.74,382.55,382.92,382.83,379.64,376.50,375.35,374.84,374.10,373.72,366.63,363.95,357.62,361.17,365.14,366.06,377.12,377.69,371.80,362.23,356.19,353.24,349.86,358.22,359.49,359.25,363.62,362.53,363.00,365.45,366.00,365.49,365.45,367.41,364.38,366.37,360.30,360.59,357.55,355.85,351.12,352.64,350.64,353.64,356.66,355.63,355.85,355.60,352.72,348.49,346.11,342.61,340.62,339.09,337.73,339.13,342.77,344.94,342.74,343.59,344.54,346.03,353.19,356.17,352.88,361.40,367.06,347.52,352.51,L5
2005-07-10 21:54:55+00:00,331.06,323.71,341.91,341.86,333.80,331.00,335.44,339.56,342.94,342.30,338.45,332.66,326.24,323.97,321.40,324.92,330.10,330.93,331.30,330.81,331.01,334.51,334.70,337.96,340.40,346.49,350.78,356.04,358.07,361.12,362.20,363.18,364.11,363.71,361.32,361.68,360.82,363.40,369.34,372.13,370.59,368.77,366.87,363.91,362.42,361.22,359.84,363.02,364.12,367.80,372.67,369.25,367.07,367.24,369.53,365.00,367.16,366.96,369.54,371.31,376.60,382.28,381.64,381.11,384.24,387.72,389.13,388.35,386.30,385.42,382.44,384.97,384.64,384.21,383.55,382.46,382.68,382.51,379.45,376.55,374.04,374.46,374.45,373.33,365.66,363.40,357.71,361.89,365.73,367.12,378.54,378.45,373.77,364.66,358.41,356.11,352.27,358.01,359.05,359.39,363.35,363.07,363.84,367.16,367.47,366.77,366.92,368.64,365.85,367.57,360.31,360.91,357.17,355.46,352.48,353.00,351.61,354.38,357.37,357.28,358.29,356.94,353.52,350.91,345.98,339.71,336.89,336.68,336.83,337.68,342.08,344.73,342.98,342.69,342.76,343.61,351.39,354.53,352.88,360.80,365.40,345.71,349.99,L5
2005-08-03 21:56:37+00:00,329.38,320.22,340.05,340.62,332.93,330.38,334.82,339.09,342.17,341.51,337.90,331.55,324.23,321.33,317.88,321.35,327.14,327.64,328.78,327.96,329.01,332.89,334.73,338.69,341.25,346.68,351.02,356.16,358.16,361.04,362.40,362.09,363.23,363.29,360.87,360.82,360.46,362.93,369.22,373.62,371.82,369.98,367.90,364.90,363.60,362.00,361.08,362.49,363.28,367.47,372.29,369.09,366.85,367.38,369.53,366.37,369.32,368.96,371.13,372.78,377.74,383.11,380.89,380.52,384.11,387.04,388.27,387.43,385.67,385.52,385.38,386.80,386.22,385.20,384.01,383.85,383.00,382.14,379.52,376.08,373.49,374.19,374.45,373.94,367.39,365.64,359.31,362.56,366.11,366.96,377.39,377.18,372.97,365.45,360.16,358.02,354.38,359.45,359.97,360.22,364.94,364.60,363.76,367.22,366.99,365.91,365.88,367.80,365.69,367.28,361.68,361.93,359.30,356.76,354.24,353.56,353.19,353.84,356.05,356.68,357.11,357.09,352.89,352.57,348.42,341.77,339.37,337.91,338.45,338.54,340.79,343.18,342.35,342.35,343.35,343.59,351.74,356.16,354.25,360.94,364.66,347.18,349.93,L7
2005-08-27 21:55:20+00:00,330.82,320.72,339.94,341.21,334.38,331.54,335.74,339.73,343.00,341.46,337.92,331.94,324.19,320.41,316.27,318.46,324.14,325.36,326.47,326.02,327.23,330.25,333.66,337.79,340.46,346.13,350.66,355.25,357.34,360.07,361.97,361.40,362.37,361.90,360.10,359.89,359.62,362.00,369.06,372.79,371.47,369.63,367.32,363.06,361.77,360.94,360.16,361.83,361.66,366.37,370.24,367.32,366.49,366.12,367.62,366.14,368.09,368.77,369.45,371.53,376.12,381.38,378.81,379.82,383.44,385.94,388.06,387.84,384.88,385.32,385.66,386.32,385.21,384.64,382.39,383.63,381.75,382.13,379.63,375.86,375.10,375.08,376.14,375.64,369.24,366.09,359.26,362.42,368.11,369.61,376.24,375.08,371.88,371.43,366.49,364.75,361.10,358.46,359.79,360.94,364.79,365.02,364.10,366.57,367.64,366.70,367.45,370.25,366.78,367.15,361.84,362.44,359.77,356.11,353.87,351.50,350.72,353.51,354.31,356.85,356.08,355.36,353.07,351.88,347.89,341.23,337.51,336.39,337.22,336.07,338.76,341.03,340.38,341.50,343.23,344.00,351.45,355.60,353.44,360.31,363.62,344.96,349.00,L5
2005-09-20 21:56:18+00:00,328.10,311.90,340.85,340.03,332.81,329.65,333.49,337.00,339.96,339.77,335.69,329.36,320.41,315.44,310.17,310.67,315.76,317.22,318.53,318.24,320.36,322.45,326.99,333.48,336.67,340.58,345.84,350.38,352.65,354.78,357.30,356.33,358.53,358.64,356.30,355.99,355.14,357.91,364.79,368.91,368.32,366.31,364.73,358.36,358.01,358.15,354.80,355.38,356.61,362.92,367.21,364.06,363.39,362.27,362.69,361.55,364.43,368.60,367.69,368.83,370.41,375.42,372.26,373.97,378.44,380.52,383.96,387.41,384.32,380.33,381.36,388.13,385.06,378.47,377.50,379.09,375.34,377.92,374.54,373.53,372.56,371.46,374.68,373.89,366.76,365.68,353.94,358.83,365.86,366.46,373.63,372.16,367.60,367.92,362.73,360.59,358.20,355.48,357.37,358.76,360.81,361.40,361.81,364.34,365.99,364.38,365.68,368.36,365.45,364.99,360.36,360.79,357.53,353.18,352.40,349.71,348.68,352.05,352.00,354.43,353.89,353.87,350.35,347.30,344.73,339.35,334.84,333.73,335.05,334.14,337.83,339.05,338.57,340.93,342.57,343.10,350.75,355.09,352.55,358.74,360.81,340.97,346.07,L7
2005-09-28 21:55:20+00:00,327.29,311.90,338.75,339.87,332.59,329.63,333.50,336.38,339.18,339.41,335.23,329.05,320.20,315.39,310.45,310.58,315.62,316.94,318.23,318.39,320.57,322.58,326.24,332.64,335.96,340.16,345.15,349.92,352.24,354.28,357.49,356.65,358.50,358.37,356.23,356.26,355.45,357.71,364.90,369.70,369.32,366.71,365.11,359.05,358.18,357.86,354.71,355.38,356.95,362.81,367.27,364.47,363.80,362.51,362.88,362.65,364.52,367.97,367.35,369.12,370.79,375.60,373.53,375.49,379.35,381.42,384.37,388.39,385.21,381.52,382.44,388.03,385.57,379.60,378.86,380.22,376.74,379.18,375.28,374.26,373.34,372.45,375.02,375.09,367.82,366.97,356.03,359.57,366.33,367.32,374.46,372.98,368.27,369.02,363.78,361.20,359.26,357.22,358.55,360.19,362.10,362.81,363.09,365.43,366.37,365.11,366.76,369.17,367.00,366.22,362.34,361.50,358.13,354.18,353.24,350.67,349.43,352.80,352.77,355.24,354.81,354.48,352.15,349.08,346.02,339.87,335.47,334.17,335.04,334.56,338.24,338.57,338.88,341.68,344.09,344.16,351.73,355.41,353.18,359.32,362.14,342.43,346.93,L5
