dates,satname,nzd0390-0000,nzd0390-0001,nzd0390-0002,nzd0390-0003,nzd0390-0004,nzd0390-0005,nzd0390-0006,nzd0390-0007,nzd0390-0008,nzd0390-0009,nzd0390-0010,nzd0390-0011,nzd0390-0012,nzd0390-0013,nzd0390-0014,nzd0390-0015,nzd0390-0016,nzd0390-0017,nzd0390-0018,nzd0390-0019,nzd0390-0020,nzd0390-0021,nzd0390-0022,nzd0390-0023,nzd0390-0024,nzd0390-0025,nzd0390-0026,nzd0390-0027,nzd0390-0028,nzd0390-0029,nzd0390-0030,nzd0390-0031,nzd0390-0032,nzd0390-0033,nzd0390-0034,nzd0390-0035,nzd0390-0036,nzd0390-0037,nzd0390-0038,nzd0390-0039,nzd0390-0040,nzd0390-0041,nzd0390-0042,nzd0390-0043,nzd0390-0044,nzd0390-0045,nzd0390-0046,nzd0390-0047,nzd0390-0048,nzd0390-0049,nzd0390-0050,nzd0390-0051,nzd0390-0052,nzd0390-0053,nzd0390-0054,nzd0390-0055,nzd0390-0056,nzd0390-0057,nzd0390-0058,nzd0390-0059,nzd0390-0060,nzd0390-0061,nzd0390-0062,nzd0390-0063,nzd0390-0064,nzd0390-0065,nzd0390-0066,nzd0390-0067,nzd0390-0068,nzd0390-0069,nzd0390-0070,nzd0390-0071,nzd0390-0072,nzd0390-0073,nzd0390-0074,nzd0390-0075,nzd0390-0076,nzd0390-0077,nzd0390-0078,nzd0390-0079,nzd0390-0080,nzd0390-0081,nzd0390-0082,nzd0390-0083,nzd0390-0084,nzd0390-0085,nzd0390-0086,nzd0390-0087,nzd0390-0088,nzd0390-0089,nzd0390-0090,nzd0390-0091,nzd0390-0092,nzd0390-0093,nzd0390-0094,nzd0390-0095,nzd0390-0096,nzd0390-0097,nzd0390-0098,nzd0390-0099,nzd0390-0100,nzd0390-0101,nzd0390-0102,nzd0390-0103,nzd0390-0104,nzd0390-0105,nzd0390-0106,nzd0390-0107,nzd0390-0108,nzd0390-0109,nzd0390-0110,nzd0390-0111,nzd0390-0112,nzd0390-0113,nzd0390-0114,nzd0390-0115,nzd0390-0116,nzd0390-0117,nzd0390-0118,nzd0390-0119,nzd0390-0120,nzd0390-0121,nzd0390-0122,nzd0390-0123,nzd0390-0124,nzd0390-0125,nzd0390-0126,nzd0390-0127,nzd0390-0128,nzd0390-0129,nzd0390-0130,nzd0390-0131,nzd0390-0132,nzd0390-0133,nzd0390-0134,nzd0390-0135,nzd0390-0136,nzd0390-0137,nzd0390-0138,nzd0390-0139,nzd0390-0140,nzd0390-0141,nzd0390-0142
2007-09-10 21:57:03+00:00,L7,321.58,306.70,335.41,337.04,332.71,336.22,332.19,335.18,342.68,342.36,337.47,326.65,327.32,326.43,326.14,331.96,330.21,330.80,331.83,330.38,339.15,339.09,329.63,327.96,334.68,335.16,339.84,337.88,339.74,344.85,343.33,351.21,351.00,352.50,348.62,349.60,346.63,356.40,354.41,353.20,348.15,346.45,341.96,345.55,342.39,344.99,344.50,350.00,348.45,348.02,347.87,353.92,353.50,342.46,353.76,349.98,350.26,348.28,358.72,354.15,356.23,362.59,365.70,365.56,370.27,377.64,379.82,378.78,377.63,375.36,378.61,374.08,373.42,375.81,380.31,373.11,375.03,377.67,376.84,379.17,379.20,376.89,373.67,374.56,364.34,365.81,361.85,353.86,364.04,364.53,373.89,381.33,371.22,368.69,361.28,358.23,366.71,363.37,364.88,363.12,364.50,364.62,363.95,365.63,359.89,362.12,359.31,363.87,354.81,354.43,351.72,357.78,344.60,344.70,340.84,343.71,340.73,351.00,347.16,351.94,345.39,348.16,346.62,342.94,330.27,334.56,328.90,328.47,324.37,331.32,339.30,340.86,335.90,335.14,336.62,335.80,346.42,351.47,345.89,352.37,363.36,356.89,347.95
2007-09-26 21:56:59+00:00,L7,,,,,,,,,,,,,,,336.89,337.38,347.85,345.53,342.93,344.74,347.87,341.82,337.90,340.21,338.88,349.69,353.27,358.10,359.64,360.71,355.16,348.91,344.24,336.82,345.58,347.37,356.01,353.84,347.24,361.04,365.41,356.65,354.03,349.53,350.48,333.45,327.21,335.86,348.08,352.47,359.59,355.50,365.11,359.29,353.73,353.33,356.12,356.64,362.11,359.81,357.05,365.30,378.55,376.57,379.74,377.49,381.31,376.68,379.70,373.54,378.29,379.53,377.37,378.93,379.36,387.09,385.73,373.19,369.78,378.67,375.02,379.71,381.09,375.15,370.72,365.50,364.61,363.38,368.71,371.17,376.51,386.41,376.89,372.14,372.15,379.71,371.67,372.68,369.71,374.21,372.11,365.65,374.36,378.80,379.21,376.01,375.17,371.06,372.33,,,371.98,364.32,358.90,364.44,363.60,361.97,372.48,367.01,361.62,360.08,349.80,349.50,351.50,349.04,345.98,340.99,343.43,340.11,345.62,351.17,348.28,345.72,346.67,345.85,345.66,358.44,355.70,356.26,357.28,372.98,365.49,367.99
2007-10-12 21:56:59+00:00,L7,328.33,331.44,338.76,336.77,334.69,332.47,332.25,336.24,343.87,345.48,336.67,337.50,337.76,339.16,333.96,339.16,345.86,346.93,343.85,350.49,354.88,352.44,350.55,352.07,356.61,362.37,360.61,354.61,355.31,352.63,353.15,351.58,352.50,357.55,352.81,353.56,352.07,352.65,358.46,358.03,361.21,352.03,358.99,355.43,346.98,346.05,349.00,347.08,349.41,354.52,358.60,356.93,359.81,360.61,354.82,358.40,360.60,360.79,362.89,367.26,354.71,367.69,367.64,369.99,373.56,374.37,373.67,373.08,372.95,372.88,377.24,368.26,372.91,378.13,373.07,369.75,360.93,376.04,371.07,363.73,366.90,367.27,371.41,372.97,367.21,367.83,366.22,360.28,355.19,361.27,369.94,366.39,357.09,364.07,363.65,361.95,363.28,361.49,365.07,367.71,363.42,360.27,353.97,355.39,354.43,346.66,349.42,345.05,355.84,348.87,353.26,356.55,357.48,354.52,338.92,347.11,333.12,335.42,342.28,339.82,337.12,345.55,346.35,342.92,346.19,339.09,334.75,336.97,328.31,326.44,326.40,328.52,332.98,334.24,334.89,333.91,344.70,352.42,344.69,348.05,357.53,340.76,346.96
2007-10-28 21:57:10+00:00,L7,311.03,315.81,326.41,330.06,321.95,321.20,324.87,331.07,341.30,336.10,330.06,326.75,319.41,324.34,328.59,333.24,336.96,344.52,344.04,342.15,339.68,339.58,343.53,344.50,344.29,347.38,344.35,347.67,341.24,338.14,338.03,341.15,341.29,336.75,337.59,348.45,338.81,341.48,343.57,346.92,340.77,335.47,336.87,338.49,341.63,343.25,344.82,341.63,337.90,345.18,351.07,343.63,344.05,344.02,335.42,343.26,344.80,348.24,345.76,349.34,350.73,347.02,338.25,337.05,348.70,353.62,357.76,355.55,361.75,366.93,374.35,369.06,365.05,360.48,365.09,360.88,360.39,368.51,366.20,357.53,366.86,368.73,369.49,363.73,357.58,,353.48,358.70,362.12,361.99,370.29,379.67,367.36,366.57,355.40,346.80,347.78,360.20,355.24,356.94,363.18,362.55,365.98,363.92,363.25,359.96,363.00,368.03,356.39,359.72,352.08,355.01,347.51,349.88,343.87,341.38,326.93,333.20,337.59,341.44,337.14,337.37,340.30,336.25,336.34,334.70,326.67,327.57,323.76,324.22,327.01,322.86,330.80,334.24,330.80,330.73,342.26,343.90,343.00,352.70,355.16,340.31,339.75
2007-12-15 21:57:32+00:00,L7,297.28,,,312.61,279.40,271.05,,311.94,320.41,321.62,319.67,310.72,299.69,305.93,301.15,294.37,299.51,304.47,304.99,299.06,305.07,301.28,311.69,321.59,328.72,332.41,337.71,340.24,340.86,344.11,338.07,337.06,338.81,340.93,336.64,339.39,339.92,340.95,342.69,345.89,337.00,337.21,330.08,327.22,319.41,319.25,317.86,330.20,333.25,339.72,342.05,338.11,337.40,337.55,333.11,337.56,330.81,335.21,340.69,333.53,332.66,336.28,345.48,342.64,352.81,359.02,349.48,355.79,352.56,354.87,345.50,,356.44,354.88,351.09,348.85,345.95,347.87,,306.27,307.47,318.07,314.97,315.56,311.35,,,239.75,218.78,228.05,245.06,271.53,264.83,276.52,281.13,284.98,276.01,267.59,272.80,280.98,290.95,296.91,293.89,304.30,302.81,299.82,302.14,303.89,307.75,318.80,308.38,310.56,304.80,306.18,299.34,298.03,293.41,306.15,303.01,309.55,311.66,299.15,313.55,308.09,310.56,306.89,303.72,301.13,299.49,288.70,278.11,271.41,283.38,290.39,306.06,299.42,315.62,311.84,319.70,329.90,,310.65,316.84
2007-12-31 21:57:34+00:00,L7,,,321.41,323.46,317.14,313.19,318.08,324.58,332.97,335.94,333.30,328.15,324.99,330.01,332.48,337.22,345.68,345.22,340.60,338.55,336.24,338.23,336.11,337.98,341.51,342.36,342.02,345.90,345.93,347.52,346.83,343.97,341.08,342.94,339.26,338.85,337.66,343.74,347.34,349.46,349.36,345.24,339.88,340.94,339.45,338.67,334.55,334.75,342.76,346.66,351.74,346.07,348.54,343.58,347.39,347.26,348.27,352.76,348.75,358.73,356.89,362.52,359.60,360.06,366.16,368.67,368.66,369.23,367.00,363.28,366.81,362.78,368.96,370.97,369.26,369.06,367.26,368.61,368.80,366.13,357.24,360.31,359.70,363.79,358.52,353.36,343.89,354.90,349.78,360.52,364.12,362.76,358.77,361.69,352.70,350.16,351.31,345.64,350.19,347.10,353.19,352.45,348.39,347.05,347.94,342.98,340.71,344.51,340.00,334.17,333.77,330.44,327.77,322.33,325.45,,317.58,317.64,311.04,315.74,318.82,316.41,320.59,319.13,325.20,321.91,322.89,317.40,309.96,309.64,308.21,302.44,310.73,309.02,316.95,316.31,330.65,326.43,329.66,340.59,339.00,325.69,332.55
2008-01-16 21:57:35+00:00,L7,322.12,327.03,334.11,337.62,326.28,322.34,332.07,338.60,344.62,345.05,343.99,342.11,342.15,343.28,344.74,350.04,357.73,359.85,349.36,350.52,356.26,350.80,348.42,348.98,349.82,349.95,351.01,351.56,353.08,351.03,346.43,352.55,355.08,350.96,345.54,349.00,346.77,353.38,354.14,354.92,352.05,346.35,345.54,345.35,348.37,346.00,346.62,348.94,351.23,356.47,358.31,354.33,350.28,352.48,349.69,352.48,353.71,356.12,351.16,352.84,353.80,362.87,367.38,372.36,375.10,376.92,377.93,374.51,375.84,372.26,358.42,364.38,366.98,367.46,369.28,371.39,368.17,371.68,368.71,371.85,366.42,362.16,364.64,361.02,356.69,358.19,346.81,355.86,361.42,361.00,367.43,366.10,364.29,364.48,358.32,359.73,355.62,353.43,353.31,356.50,354.86,354.31,347.42,352.05,358.61,357.29,356.54,359.90,354.44,359.88,342.81,338.19,341.44,346.47,338.17,326.51,327.12,337.95,345.11,351.03,337.87,336.25,339.76,326.90,329.45,328.41,326.79,324.30,321.25,321.98,330.44,338.35,336.09,332.88,332.48,330.44,341.70,342.92,339.45,344.44,348.78,328.25,328.31
2008-02-25 21:57:37+00:00,L5,312.86,289.25,,331.11,323.03,330.99,330.75,333.25,340.40,340.40,335.83,328.06,324.51,325.25,325.59,327.17,333.10,335.52,331.66,334.89,332.94,331.73,330.98,336.49,334.41,341.88,349.06,347.97,354.74,357.15,356.44,347.67,349.63,346.10,343.76,338.70,345.61,351.11,347.41,354.70,350.27,346.88,340.18,340.19,346.80,347.60,347.24,338.59,338.19,333.65,341.05,345.20,342.39,339.37,342.34,341.40,344.11,352.66,355.94,349.77,352.47,359.25,357.57,362.72,363.55,363.58,365.66,362.49,352.81,363.85,362.62,362.90,371.96,373.29,361.20,358.90,365.57,368.05,362.70,364.19,355.14,354.68,351.89,350.15,355.45,357.66,351.15,353.66,355.58,364.08,366.24,368.41,367.35,356.46,354.22,354.25,359.43,360.94,358.14,354.56,358.00,357.56,362.56,363.69,364.05,357.77,353.35,355.32,354.83,348.01,340.54,339.88,339.43,339.12,337.32,338.67,340.03,331.72,334.94,343.26,340.31,331.68,326.23,331.09,340.04,337.47,332.56,330.12,320.92,318.10,323.18,322.40,330.32,323.92,332.13,336.42,344.28,346.17,344.72,346.68,349.69,334.04,338.71
2008-03-04 21:57:24+00:00,L7,313.44,261.51,,331.99,330.84,329.98,330.11,337.74,343.76,343.30,338.38,334.91,326.82,330.12,330.03,328.65,337.82,332.54,335.77,334.19,336.21,337.97,335.18,338.80,345.71,348.99,354.29,352.76,348.00,353.57,353.06,358.06,348.90,350.09,348.75,350.64,344.52,341.90,350.75,350.86,351.90,351.77,352.45,347.25,343.31,344.39,343.80,348.97,348.46,351.21,352.83,351.67,347.52,342.89,344.09,347.45,350.94,350.15,358.68,363.58,361.77,367.46,372.59,374.81,377.85,374.04,374.79,369.67,363.08,368.32,371.45,370.94,377.62,383.80,383.84,377.99,375.32,365.13,372.04,371.57,362.36,359.41,369.17,369.81,367.61,360.10,367.35,363.79,365.53,368.98,371.26,375.87,367.85,361.52,357.57,355.64,357.48,356.25,349.21,362.44,365.17,362.21,368.72,367.42,373.51,359.40,356.22,353.70,351.69,342.14,344.74,336.86,348.49,346.67,345.58,345.94,335.67,339.48,340.52,330.14,334.61,335.48,338.53,330.27,324.80,334.47,336.83,330.59,335.35,323.74,327.20,327.40,320.44,318.19,324.62,325.09,338.13,339.14,337.30,350.01,356.08,349.97,338.23
2008-06-08 21:57:01+00:00,L7,296.61,291.00,316.66,321.69,317.29,314.47,322.59,326.41,334.29,335.71,332.22,326.32,317.62,310.90,305.41,307.71,299.38,303.27,299.67,298.80,308.02,312.04,321.68,327.83,332.19,334.59,335.15,340.26,347.55,342.05,340.05,338.34,344.33,333.47,333.12,335.40,330.81,333.47,338.09,342.19,346.00,344.45,338.58,333.72,323.06,332.29,334.32,328.12,323.83,323.05,328.50,331.59,334.49,,,,,,,,,,,,,,,,,,,,,,,,,359.76,356.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.61,349.26
2008-07-10 21:56:40+00:00,L7,,,,,,,,,,319.30,,311.09,270.87,286.80,,,,,,,,,,,,,,,,,,,,,,,,,,,332.06,,,,,,308.38,,,,,,,,,,,,,,285.92,,,316.24,303.32,,,,,,,,,303.78,305.02,,,289.61,,,,,303.11,324.50,339.62,,,281.90,,274.57,306.10,,,294.96,315.25,334.54,,306.06,,,,,,,304.61,322.51,,,,,,,,,,,,331.46,322.42,,,,,,337.24,364.23,332.82,338.73,331.60,,354.41,348.27,325.38,,,337.14,,377.64,,374.46,391.20,380.39,386.02
2008-08-27 21:56:17+00:00,L7,,296.38,,387.15,,356.61,355.93,349.34,351.64,352.54,343.38,334.06,328.89,321.87,314.14,312.93,313.51,317.80,315.88,319.38,321.05,325.55,326.05,330.91,331.66,341.99,346.07,350.20,355.01,358.92,356.10,356.28,355.98,356.41,353.03,351.60,347.86,347.87,358.09,355.94,356.18,354.49,356.01,352.21,355.78,353.58,350.22,351.11,360.04,360.07,365.64,366.76,358.79,361.87,364.60,363.23,367.53,367.34,377.91,374.14,376.36,369.01,381.43,379.13,386.82,387.09,389.45,388.55,389.90,381.65,384.95,382.10,,,383.42,366.31,371.51,381.05,388.18,370.37,369.87,373.05,375.77,372.42,358.23,,358.83,,360.65,360.27,365.17,379.80,379.74,369.13,355.41,361.35,365.15,358.23,356.37,357.88,356.70,362.48,366.09,357.27,357.35,359.48,355.06,350.05,354.94,353.87,347.89,335.59,343.86,343.76,344.27,342.76,339.24,341.89,338.60,350.28,342.09,337.88,332.25,328.72,333.10,329.44,332.33,330.03,328.04,323.00,333.51,336.22,334.19,336.23,338.07,338.08,352.06,354.29,346.43,355.01,361.92,354.28,365.19
2008-10-14 21:55:54+00:00,L7,371.95,394.89,399.51,397.56,387.85,383.13,379.02,369.93,367.33,362.90,350.76,349.49,339.55,331.28,324.04,326.44,328.40,327.45,324.75,322.89,322.12,326.45,328.87,342.05,337.65,344.46,344.95,352.26,359.11,364.75,360.56,352.31,352.64,354.04,350.59,349.73,348.61,358.81,366.78,373.67,370.68,370.15,366.45,364.34,364.16,363.83,358.40,360.30,362.83,362.34,371.64,366.16,365.25,364.43,367.64,367.52,371.28,363.89,369.57,371.39,379.65,385.67,382.00,387.18,395.68,397.03,396.37,387.83,389.71,385.09,383.78,376.75,377.72,381.21,383.90,390.17,384.32,383.39,389.78,378.93,380.04,374.45,378.28,377.65,378.39,375.31,378.65,370.86,375.16,381.53,382.15,383.28,388.40,376.89,372.03,359.04,368.25,368.13,374.86,374.41,367.05,368.41,374.77,373.48,371.52,365.64,357.08,359.33,362.18,361.94,356.03,362.73,359.43,356.81,350.91,344.30,350.48,347.76,353.72,355.45,352.80,343.05,343.99,346.86,337.34,334.33,334.31,333.17,327.79,328.37,328.56,324.99,328.29,333.79,328.08,336.51,346.25,347.81,348.74,360.42,371.09,365.96,363.71
2008-11-15 21:56:23+00:00,L7,,364.87,378.56,379.66,367.49,369.14,365.37,363.44,365.34,361.23,354.70,341.67,338.34,337.56,331.28,330.51,336.48,336.11,328.17,329.78,326.33,331.69,336.49,342.24,343.48,344.77,345.09,351.63,353.67,356.07,354.14,359.86,361.22,358.25,354.97,360.41,359.87,359.38,362.54,366.68,366.68,366.58,359.49,359.27,357.41,361.59,356.30,362.60,356.88,362.34,372.28,372.26,368.33,367.76,365.21,365.74,366.80,370.18,366.47,379.21,380.83,383.74,376.12,381.53,392.10,397.25,394.56,388.07,385.64,383.26,386.09,381.04,381.50,388.86,385.90,378.24,380.15,379.66,384.29,380.39,383.55,380.77,376.69,379.22,372.35,369.23,368.42,365.51,366.33,376.66,379.80,379.45,375.04,376.73,372.20,368.83,373.51,367.98,367.17,374.55,370.80,373.86,373.27,370.41,368.34,367.01,363.19,358.38,359.54,357.15,355.56,359.09,356.29,354.63,351.48,347.56,344.58,343.90,345.10,347.80,343.13,345.89,345.28,342.93,334.72,341.14,335.89,336.25,328.41,326.03,327.52,332.53,336.04,335.84,332.55,330.44,341.10,343.58,344.29,354.24,362.03,346.03,
2008-12-01 21:56:35+00:00,L7,,,351.21,322.15,,,365.68,366.84,356.63,353.23,346.44,344.18,338.13,340.90,335.72,327.61,331.04,329.53,322.68,324.21,318.81,317.09,323.48,327.47,333.16,331.21,340.28,346.94,350.08,349.16,347.66,343.29,342.53,344.22,348.83,353.13,352.27,352.80,356.15,357.80,357.42,357.80,355.31,352.64,349.61,347.97,351.06,348.30,348.59,351.40,359.50,356.40,358.02,356.97,354.25,355.72,353.70,362.27,362.60,358.88,374.04,375.14,377.78,376.52,380.78,375.72,374.30,380.30,371.51,373.05,373.00,368.51,368.19,375.58,375.72,374.07,365.82,369.68,368.60,376.09,372.49,368.07,359.93,360.31,362.58,355.18,363.68,357.67,345.35,359.71,359.59,358.99,362.11,358.84,357.23,350.74,348.04,356.96,355.53,356.39,345.50,358.54,364.48,362.28,355.64,344.76,354.89,360.13,357.92,354.33,351.13,348.25,346.78,340.47,340.54,342.39,341.52,340.35,333.89,328.81,342.34,346.03,340.31,333.36,344.10,339.24,328.19,322.93,323.52,336.37,327.57,325.19,333.03,327.95,328.15,330.66,344.71,345.34,343.35,348.77,354.20,328.18,
2008-12-25 21:51:46+00:00,L5,339.63,355.77,365.13,361.31,359.07,357.31,353.93,355.48,345.56,340.33,335.14,328.48,321.03,319.48,321.18,319.88,320.03,319.29,316.63,320.09,318.01,314.75,323.32,325.12,321.20,335.04,331.77,334.06,336.15,338.02,336.33,338.50,337.19,338.78,335.92,345.40,342.83,351.62,348.38,351.67,353.48,356.15,348.69,348.19,338.31,341.92,341.31,331.11,333.60,341.96,346.72,346.64,353.83,352.33,352.63,353.85,357.18,355.34,356.36,347.80,355.99,365.04,357.92,362.12,364.56,369.52,373.97,374.31,376.27,373.71,374.70,369.32,369.05,363.04,368.91,365.87,355.76,356.47,362.08,360.09,364.50,359.21,363.95,362.54,364.37,353.06,357.14,349.55,352.88,355.04,356.64,364.71,360.90,361.90,357.80,352.73,360.73,355.16,352.20,353.65,348.13,348.38,352.87,345.29,346.67,347.73,349.28,365.82,364.30,361.47,349.79,354.22,346.07,327.40,332.27,328.24,334.68,335.97,334.80,329.47,345.60,341.63,337.65,339.57,340.87,334.02,320.43,315.50,317.15,318.43,318.15,317.77,320.74,332.35,332.49,333.10,342.57,345.68,347.82,355.74,360.82,,340.38
2009-03-07 21:57:19+00:00,L7,,371.55,374.64,374.96,370.86,368.09,366.55,360.35,357.22,360.76,353.70,345.38,343.45,340.86,340.64,335.11,338.87,336.53,327.76,321.05,322.68,326.65,335.07,342.77,340.33,347.83,352.62,354.40,359.64,357.40,355.43,359.38,362.79,356.42,354.67,358.69,354.56,356.22,366.72,367.39,370.49,369.36,366.12,361.21,365.23,364.74,358.01,356.53,361.96,359.14,364.58,363.85,364.38,357.23,367.76,371.49,373.25,375.69,372.00,377.13,381.15,378.20,378.79,380.55,385.87,392.26,390.91,389.65,391.68,391.67,389.74,386.49,375.67,381.09,385.20,387.59,382.52,376.83,367.70,369.89,369.08,375.99,380.50,390.02,382.62,375.09,369.32,367.00,367.98,368.64,381.12,379.88,372.52,361.62,359.36,360.34,360.86,365.62,369.39,374.36,366.17,363.65,359.38,365.06,359.58,359.35,357.03,362.65,357.59,363.32,367.46,364.87,364.56,358.56,357.75,349.89,353.07,344.18,345.02,347.82,354.48,346.50,348.80,350.86,352.91,343.38,344.56,343.47,337.52,334.87,334.28,331.07,337.04,338.26,338.28,342.31,359.73,364.19,358.74,359.82,364.15,348.55,348.61
2009-03-23 21:57:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.59,359.63,361.84,359.11,353.42,352.26,358.27,358.73,355.18,353.85,350.24,350.29,349.66,348.99,349.26,349.42,346.35,351.31,353.86,364.65,363.22,362.14,363.94,374.56,368.54,365.01
2009-05-10 21:57:39+00:00,L7,,,,,,,,,,,335.74,332.70,320.71,320.54,315.86,316.00,319.85,319.80,318.10,308.99,310.44,311.35,311.81,318.52,324.43,326.03,329.14,331.94,333.90,337.27,340.68,336.19,344.59,338.61,337.82,338.32,340.47,336.52,345.40,350.97,355.49,352.36,349.22,346.67,345.95,343.22,340.12,340.02,335.09,338.75,336.31,332.18,337.08,336.59,331.71,339.72,341.62,343.53,336.88,337.04,346.26,352.95,366.28,361.32,372.35,363.19,366.39,361.12,357.31,363.36,360.39,360.26,370.13,369.59,368.88,368.60,372.90,380.90,376.32,366.23,370.34,373.02,382.01,378.26,371.96,,,,,,,,,,,,,,,,,,,,358.65,360.10,359.50,361.25,357.82,354.50,345.74,345.10,345.32,345.17,344.43,349.73,335.86,338.58,,,,,,,,,,,,,267.26,303.98,278.26,296.18,328.99,333.86,336.85,331.40,,264.46,,327.37,
2009-07-13 21:57:33+00:00,L7,,,,,,,,,,,332.73,328.18,319.95,315.76,303.28,303.58,303.76,309.56,304.82,295.63,300.16,301.64,312.90,322.88,325.31,326.50,333.06,333.68,332.70,338.30,341.46,342.29,342.30,343.88,339.67,339.70,335.98,339.34,342.25,349.02,346.08,344.56,342.96,333.22,343.06,340.92,340.17,339.56,338.01,340.19,343.41,339.20,329.97,331.93,,,,,,,,,,,,,,,,366.80,368.61,375.27,378.10,378.83,367.98,368.77,373.45,374.55,373.70,375.93,375.55,372.28,370.40,374.63,373.55,,,,,,,,,,,,,,,,368.30,374.78,377.53,372.71,372.52,373.67,367.39,372.91,363.08,369.57,362.07,360.39,353.70,358.59,356.50,350.16,351.82,350.33,347.84,337.25,335.56,339.95,341.66,344.31,344.52,340.36,341.30,337.59,334.90,332.68,338.70,339.31,338.97,347.77,341.41,339.45,356.32,356.79,348.35,350.16,357.66,334.16,341.75
2009-07-29 21:57:28+00:00,L7,316.17,331.06,329.69,339.09,330.37,332.42,335.15,336.29,341.86,345.53,340.07,333.33,327.63,319.62,316.92,319.43,321.42,321.71,311.35,315.13,316.55,315.52,318.78,321.65,326.84,329.06,336.59,338.92,340.41,343.18,338.31,336.04,342.38,339.72,335.08,338.72,332.83,334.54,343.24,345.84,341.26,347.98,349.53,343.11,338.17,338.76,344.23,340.13,338.28,344.35,344.03,337.98,333.19,332.21,334.36,333.46,340.78,337.91,343.66,349.53,352.46,355.24,365.83,360.80,360.92,364.17,368.15,364.71,364.91,369.47,370.74,373.47,370.38,372.32,367.64,368.38,366.81,367.82,364.24,366.34,355.33,360.47,368.19,366.57,360.68,359.21,358.67,334.14,341.56,361.69,368.15,365.88,368.41,364.33,354.17,349.49,351.08,357.13,367.65,370.99,372.16,365.01,360.49,363.30,359.50,359.80,357.20,364.06,356.31,342.44,350.19,356.11,358.63,351.29,340.60,341.13,345.79,338.98,345.61,335.84,336.85,338.31,342.81,335.62,341.53,339.02,337.86,336.64,326.08,329.82,327.02,332.16,335.09,339.32,341.25,338.96,349.97,353.09,348.51,351.50,352.64,323.66,327.14
2009-10-01 21:57:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.15,339.40,337.62,341.36,348.96,337.43,335.25,329.37,322.07,320.67,319.56,323.32,328.56,335.15,336.98,341.01,342.20,343.00,346.34,341.10,356.66,360.87,340.46,344.83
2009-11-18 21:57:53+00:00,L7,302.84,318.26,323.89,329.98,320.27,323.21,328.93,328.84,335.23,332.16,329.32,325.54,320.80,314.50,314.48,315.29,317.06,312.23,308.48,303.31,302.43,309.49,312.80,315.63,319.82,324.99,327.21,332.22,337.55,338.37,341.63,336.69,340.97,341.95,339.65,344.74,342.58,340.68,350.57,350.48,345.86,344.06,340.79,334.70,334.18,328.65,331.37,337.71,339.23,342.67,340.01,336.58,334.64,337.66,341.41,346.24,339.36,345.73,348.26,348.80,350.78,361.35,359.83,360.85,363.67,374.74,374.73,372.90,365.19,369.43,370.29,376.34,374.21,378.57,360.96,376.74,372.17,370.88,376.37,378.70,371.40,367.37,364.00,374.21,371.43,368.66,368.93,366.50,369.95,367.67,366.10,386.03,375.11,369.24,366.25,375.26,362.46,362.56,364.83,371.17,365.98,377.37,374.88,371.44,375.25,372.96,366.20,369.30,368.57,367.66,358.76,362.13,349.95,351.04,347.95,348.05,350.47,340.93,347.77,353.32,342.02,333.54,329.33,339.65,330.11,330.03,328.51,324.89,328.40,322.31,322.88,329.83,325.31,333.18,332.91,326.79,340.68,343.90,342.19,349.53,352.80,332.28,340.97
2009-12-04 21:58:04+00:00,L7,290.74,318.99,326.62,325.98,320.98,320.23,322.45,327.29,330.53,332.02,325.51,319.11,309.86,310.10,312.18,313.38,309.21,304.38,303.91,300.38,303.15,305.72,309.54,313.77,321.05,323.77,329.19,329.56,339.85,338.39,333.27,341.47,343.63,345.01,334.85,331.92,337.08,345.08,345.31,351.16,344.39,343.23,346.34,341.16,337.56,333.30,330.07,332.25,330.87,335.93,339.10,337.80,339.22,339.16,332.48,336.60,343.86,342.61,340.87,347.26,350.67,364.25,358.61,359.20,363.30,374.86,377.09,378.47,371.64,371.97,370.47,376.82,375.73,364.43,373.80,380.66,374.04,375.85,377.19,372.66,368.12,366.51,377.72,372.61,371.23,367.09,369.76,361.43,362.64,380.58,380.87,377.85,380.85,370.04,371.94,372.00,372.88,370.17,370.14,374.63,370.25,375.10,374.42,374.77,374.21,369.82,368.77,371.79,365.30,365.72,361.44,353.37,349.63,353.71,357.20,353.17,355.16,347.85,346.16,352.68,346.02,345.55,344.61,344.71,343.28,335.06,333.29,326.18,326.56,330.26,329.73,327.33,328.53,336.09,331.61,333.94,341.09,350.45,348.47,355.68,362.00,342.14,353.37
