dates,nzd0425-0000,nzd0425-0001,nzd0425-0002,nzd0425-0003,nzd0425-0004,nzd0425-0005,nzd0425-0006,nzd0425-0007,nzd0425-0008,nzd0425-0009,nzd0425-0010,nzd0425-0011,nzd0425-0012,nzd0425-0013,nzd0425-0014,nzd0425-0015,nzd0425-0016,nzd0425-0017,nzd0425-0018,nzd0425-0019,nzd0425-0020,nzd0425-0021,nzd0425-0022,nzd0425-0023,nzd0425-0024,nzd0425-0025,nzd0425-0026,satname
1999-11-21 22:12:47+00:00,370.31,372.89,382.87,394.12,389.46,384.55,381.18,388.24,394.11,387.56,382.00,388.56,375.25,369.19,318.41,,343.89,360.67,361.75,349.66,362.28,320.05,319.29,303.42,276.00,266.15,253.82,L7
1999-12-07 22:12:53+00:00,363.21,371.08,382.71,397.37,390.71,387.00,389.13,386.65,391.74,382.14,380.67,383.81,387.30,377.97,331.63,,346.30,348.10,346.06,332.78,344.48,315.56,305.65,288.89,279.02,271.32,276.53,L7
2000-01-24 22:12:47+00:00,365.12,368.12,389.42,407.83,406.68,414.33,419.38,,427.17,,410.46,405.85,413.53,389.53,,,308.71,289.84,287.87,299.40,284.63,304.17,305.70,296.32,281.63,274.42,265.62,L7
2000-04-13 22:12:18+00:00,383.95,379.26,380.99,391.66,391.52,400.79,414.43,426.20,437.15,,434.87,442.65,445.40,,,,276.71,304.65,307.58,301.29,307.70,314.49,318.52,309.64,290.34,277.68,258.30,L7
2000-05-31 22:11:54+00:00,,,364.33,375.68,367.33,,383.50,383.08,391.04,379.81,371.15,,,389.84,,366.39,316.02,272.05,,,333.59,289.96,293.44,288.01,269.23,254.09,240.00,L7
2000-08-19 22:11:01+00:00,388.16,393.50,413.60,429.55,430.71,435.85,436.28,419.38,413.54,417.04,410.02,,,,,,,,,,,,,,,,279.35,L7
2000-09-20 22:10:27+00:00,387.38,375.03,404.16,426.28,419.34,415.97,423.29,431.44,430.94,411.06,393.56,,,393.76,,370.89,368.61,333.26,319.67,320.72,300.10,314.74,323.68,313.28,301.31,277.96,279.92,L7
2001-01-10 22:10:27+00:00,371.35,377.11,380.18,390.68,394.82,400.34,409.62,417.32,436.81,429.47,431.51,437.54,442.70,448.85,,,343.72,348.04,358.65,348.29,358.85,343.41,342.62,329.37,297.69,287.92,287.67,L7
2001-01-26 22:10:30+00:00,350.68,354.27,366.68,379.31,375.05,381.35,393.08,404.30,413.31,414.33,407.79,420.13,432.39,433.34,424.00,,328.84,328.99,323.24,324.99,319.05,314.83,326.25,309.72,290.97,273.18,268.51,L7
2001-02-27 22:10:18+00:00,373.71,374.56,378.23,385.02,382.18,391.63,404.62,412.12,420.30,427.17,426.52,426.72,437.38,435.55,424.55,402.06,378.00,362.68,349.68,347.91,329.37,340.88,343.66,335.29,310.40,291.39,283.26,L7
2001-03-15 22:10:15+00:00,367.50,356.79,369.93,371.76,371.23,375.48,379.33,393.61,401.66,420.79,411.90,412.93,424.28,424.28,417.39,391.72,380.00,358.66,337.57,335.94,310.83,331.63,333.06,317.31,309.44,292.50,284.59,L7
2001-03-31 22:10:07+00:00,376.12,377.46,385.69,385.32,387.38,395.01,390.06,406.12,411.50,418.34,417.37,424.23,427.11,426.20,412.15,387.13,341.81,353.90,348.12,352.53,333.93,339.85,339.00,329.96,310.75,305.00,291.26,L7
2001-05-02 22:10:03+00:00,382.99,370.94,368.68,380.69,373.96,368.94,375.39,380.93,391.89,384.84,380.95,390.11,387.79,402.26,402.16,393.63,,381.25,388.05,387.35,377.87,366.64,359.99,330.59,302.30,282.92,267.54,L7
2001-09-07 22:08:34+00:00,,,,,,,,,,,,421.75,387.40,354.38,315.30,424.48,,411.98,399.71,403.37,348.94,338.76,336.42,324.02,310.37,294.05,280.26,L7
2001-09-23 22:08:26+00:00,400.17,387.00,380.68,378.94,377.37,383.89,386.38,382.82,378.48,377.42,375.61,377.41,371.79,352.67,339.84,,342.50,343.83,334.58,343.39,323.45,334.60,338.84,323.30,313.88,304.50,273.22,L7
2001-12-12 22:08:38+00:00,365.60,371.74,375.37,380.47,375.24,374.32,365.69,361.57,365.50,356.00,358.45,347.41,316.03,,,,327.77,344.05,369.18,363.50,371.13,347.44,344.53,321.69,299.46,292.54,285.33,L7
2002-01-29 22:08:45+00:00,365.32,378.71,392.55,403.32,392.13,378.80,381.86,391.49,409.54,411.47,384.54,354.46,310.66,,,,317.37,342.23,363.44,356.00,367.37,350.64,349.39,338.09,323.77,310.64,303.39,L7
2002-02-14 22:08:53+00:00,362.99,366.56,385.19,395.51,390.12,383.18,385.70,393.24,400.29,404.12,402.04,356.57,325.28,,,,,307.40,,332.82,334.23,337.22,341.16,330.83,316.60,306.37,290.88,L7
2002-04-03 22:08:45+00:00,374.11,361.03,380.84,400.47,404.81,407.57,403.17,392.84,393.11,399.51,401.87,399.85,399.77,384.72,360.48,369.08,,356.11,,299.50,302.02,325.35,340.51,334.29,316.35,300.90,287.68,L7
2002-07-24 22:08:14+00:00,409.33,395.76,386.99,391.92,377.52,373.88,375.55,377.72,,,,,,,,,,,,,,,,,,,,L7
2002-09-10 22:07:55+00:00,402.00,400.46,400.33,397.85,381.93,390.51,390.62,384.34,391.39,383.24,375.38,374.72,374.83,370.51,366.01,349.69,,344.84,345.52,346.25,337.89,333.21,339.10,318.59,310.23,301.08,283.82,L7
2002-12-31 22:08:20+00:00,370.15,371.37,385.09,398.27,400.70,396.81,394.33,392.78,392.51,373.41,376.75,381.69,382.05,377.19,337.17,,347.80,362.60,374.52,362.47,363.76,333.85,330.27,310.01,292.86,281.90,282.18,L7
2003-02-01 22:08:33+00:00,355.46,364.61,369.35,380.05,382.81,384.80,385.75,390.27,396.24,378.76,376.84,386.30,383.51,372.50,330.09,,,,333.13,334.54,345.69,319.67,318.74,301.60,274.82,265.71,261.88,L7
2003-08-28 22:08:21+00:00,390.56,399.31,404.06,420.66,408.53,396.39,397.62,395.18,403.98,396.25,396.20,399.84,403.87,419.32,403.43,382.88,,,,,341.59,324.54,321.02,299.51,272.65,259.88,254.82,L7
2003-11-24 21:58:27+00:00,368.78,368.63,372.29,385.58,381.75,379.88,373.58,365.63,380.43,376.84,384.29,402.68,405.04,413.05,407.22,394.81,344.04,,367.37,368.64,385.98,347.04,335.22,309.66,287.17,269.65,264.73,L5
2003-12-02 22:08:38+00:00,364.41,361.23,377.43,388.21,380.59,373.97,381.63,378.11,384.05,391.57,393.77,396.10,395.26,401.66,395.53,384.15,371.74,249.32,,347.59,352.82,346.30,340.94,304.74,279.89,270.33,264.13,L7
2003-12-10 21:58:29+00:00,368.41,367.12,374.92,389.91,384.13,389.85,390.38,385.50,397.06,396.80,400.12,408.12,407.42,400.12,391.86,385.46,380.02,274.88,357.24,377.72,388.39,372.14,352.23,319.92,293.43,277.97,280.94,L5
2003-12-26 21:58:42+00:00,366.02,360.96,366.96,369.25,363.82,368.31,366.15,363.92,367.10,382.20,381.51,384.22,396.14,393.44,384.96,368.82,346.22,,301.11,360.64,377.36,368.94,364.46,294.71,275.99,275.00,265.93,L5
2004-01-19 22:08:59+00:00,360.17,364.50,371.46,380.79,382.14,379.97,389.16,394.38,406.91,394.70,394.81,398.03,394.81,399.79,398.13,385.29,363.60,,329.79,396.17,,391.14,378.03,339.40,299.05,287.32,280.88,L7
2004-01-27 21:58:50+00:00,374.13,370.15,377.44,383.99,375.09,384.77,391.50,398.52,400.88,401.86,399.06,396.54,402.42,394.17,385.62,371.82,342.01,306.28,328.64,353.20,363.26,380.42,378.63,355.47,288.39,,,L5
2004-03-23 22:09:16+00:00,364.78,357.98,353.67,366.03,365.75,366.50,370.70,379.80,373.81,378.88,374.47,376.48,381.85,400.15,,,,,,,,,,,,,,L7
2004-04-08 22:09:12+00:00,379.18,365.36,362.73,366.71,360.88,363.97,,,377.92,370.45,364.50,,,,,,,,,,,,,,,,,L7
2004-04-24 22:09:07+00:00,384.62,385.51,386.98,378.66,369.36,369.69,366.38,379.49,399.08,389.08,,,386.99,392.43,388.21,370.59,356.35,343.59,333.02,340.27,367.33,389.59,374.72,352.18,316.50,292.09,282.56,L7
2004-05-18 22:00:38+00:00,398.52,393.27,392.31,409.59,398.20,388.79,392.01,393.64,405.88,397.58,385.23,380.86,384.12,396.81,401.52,,,,,,,,,,,,,L5
2004-06-19 22:01:34+00:00,,,,,,,,,,,,,,,396.03,,,,,,,,,,,,,L5
2004-07-29 22:08:50+00:00,425.17,411.65,387.04,388.48,379.56,362.48,,,,,,,,,,,,,,,,,,,,,,L7
2004-10-01 22:08:33+00:00,415.86,,,459.00,426.82,380.78,,,337.17,334.67,337.21,344.02,348.41,355.03,353.10,342.31,346.58,,,371.36,,364.71,341.60,324.67,302.99,286.10,283.48,L7
2004-10-17 22:08:38+00:00,402.04,408.93,,457.19,448.01,416.40,382.10,,340.92,342.59,341.91,342.16,346.35,355.45,346.10,336.52,346.94,314.43,,391.04,373.10,359.04,333.85,320.84,302.47,299.06,280.21,L7
2004-11-02 22:08:52+00:00,412.91,416.62,,451.22,451.63,441.60,,397.94,369.36,351.60,351.63,350.28,361.44,360.81,353.89,344.34,351.73,,,387.18,,,,,,,,L7
2004-11-26 22:05:17+00:00,387.18,395.61,391.18,415.71,424.12,415.05,382.49,355.88,352.05,349.14,342.82,334.34,343.26,348.33,352.72,328.65,318.47,,,389.26,395.94,356.15,328.39,306.43,274.90,269.67,272.22,L5
2004-12-12 22:05:37+00:00,379.25,389.12,401.38,423.71,430.83,432.87,426.84,388.47,355.08,338.39,338.11,349.61,349.33,351.52,336.71,311.55,295.58,,,395.51,402.69,353.19,347.32,326.72,290.23,266.33,266.31,L5
2005-01-05 22:09:22+00:00,373.19,376.29,387.62,397.82,396.10,393.97,397.83,400.26,391.13,374.68,364.73,367.17,370.89,378.25,354.88,313.70,284.92,,339.81,,,334.30,329.85,313.71,297.16,285.99,272.26,L7
2005-01-29 22:06:17+00:00,,,,372.72,,383.73,,,,,,,341.04,378.34,,,,,,,,,,,,,233.31,L5
2005-02-14 22:06:33+00:00,366.66,358.98,370.01,395.77,397.35,387.26,388.86,393.34,396.47,399.94,400.24,395.97,394.67,402.59,381.65,325.20,,334.73,323.35,,,351.46,346.30,337.13,311.08,296.44,286.45,L5
2005-03-02 22:06:47+00:00,366.56,355.63,365.03,377.76,381.19,383.81,378.89,377.93,385.63,396.90,410.27,410.24,419.50,433.06,435.00,,262.63,,295.52,,,333.67,334.00,323.28,302.87,288.88,283.63,L5
2005-03-26 22:09:40+00:00,374.19,368.70,363.00,381.13,377.00,374.62,379.75,384.29,389.57,393.58,404.60,406.18,410.67,420.89,408.84,356.62,256.52,,,,,344.38,340.70,326.44,297.75,289.50,283.56,L7
2005-05-21 22:07:20+00:00,,,,,,,,390.12,402.00,406.14,404.84,408.77,408.27,424.06,416.82,,,,,396.98,413.29,314.16,312.12,310.47,300.25,272.01,259.37,L5
2005-07-24 22:07:50+00:00,,,,,,368.89,,,374.13,393.89,381.25,408.20,412.66,,,,,336.76,334.44,347.63,,,,,344.41,317.33,249.45,L5
2005-09-10 22:08:07+00:00,392.35,389.08,397.37,402.50,400.31,387.27,374.90,367.69,365.16,370.71,367.06,378.29,394.94,410.14,,331.26,,,381.99,334.74,,348.05,346.69,342.66,324.91,309.82,,L5
2005-09-18 22:09:03+00:00,386.23,389.15,391.18,403.47,393.70,368.83,357.24,358.58,371.26,361.36,352.12,362.41,380.39,394.57,,,,,375.82,372.07,381.20,358.61,353.40,350.64,320.65,295.86,286.01,L7
2005-09-26 22:08:06+00:00,,,,,,,,,,,,,,,,313.03,,,,,,,,,,,,L5
2005-10-20 22:09:11+00:00,386.17,399.66,407.72,414.58,410.06,411.76,397.88,397.91,401.58,400.29,396.26,404.75,410.16,412.63,410.62,,,,402.51,389.73,389.85,381.38,355.69,340.59,324.89,311.33,304.83,L7
2005-11-13 22:08:20+00:00,371.39,372.92,381.89,391.64,388.64,380.31,373.59,370.66,390.24,378.16,381.62,385.65,386.74,399.57,381.16,338.96,231.37,344.85,410.62,419.08,426.63,372.37,347.37,319.22,306.31,302.82,293.18,L5
2005-12-23 22:09:39+00:00,378.43,382.88,384.23,391.39,383.80,381.51,,,384.72,388.62,384.25,385.47,392.04,398.85,388.28,387.79,,,390.28,369.33,356.71,367.05,359.82,341.39,,299.77,286.70,L7
