dates,satname,nzd0425-0000,nzd0425-0001,nzd0425-0002,nzd0425-0003,nzd0425-0004,nzd0425-0005,nzd0425-0006,nzd0425-0007,nzd0425-0008,nzd0425-0009,nzd0425-0010,nzd0425-0011,nzd0425-0012,nzd0425-0013,nzd0425-0014,nzd0425-0015,nzd0425-0016,nzd0425-0017,nzd0425-0018,nzd0425-0019,nzd0425-0020,nzd0425-0021,nzd0425-0022,nzd0425-0023,nzd0425-0024,nzd0425-0025,nzd0425-0026
1999-11-21 22:12:47+00:00,L7,358.58,356.77,372.12,378.94,374.28,373.80,369.45,377.49,378.93,381.11,374.41,375.66,363.52,347.69,294.96,189.96,307.03,309.07,297.25,298.06,297.78,287.80,293.49,283.57,263.71,255.83,237.70
1999-12-07 22:12:53+00:00,L7,355.03,359.83,375.21,386.78,380.12,379.50,380.95,379.15,381.15,377.64,375.38,374.81,379.12,362.97,315.27,307.02,320.59,312.10,301.06,296.78,299.48,293.06,287.65,275.04,270.45,264.12,265.28
2000-01-24 22:12:47+00:00,L7,369.94,374.75,393.84,414.07,412.92,418.75,424.20,434.43,433.41,427.53,413.58,411.15,418.35,398.36,421.79,404.37,323.85,311.04,314.37,320.60,311.13,317.42,316.30,304.47,286.68,278.66,272.25
2000-04-13 22:12:18+00:00,L7,382.31,377.01,379.49,389.54,389.40,399.29,412.79,424.70,435.03,435.25,433.81,440.85,443.76,452.53,270.90,205.83,271.57,297.45,298.58,294.09,298.70,309.99,314.92,306.87,288.63,276.24,256.05
2000-05-31 22:11:54+00:00,L7,,,353.83,360.86,352.51,349.06,372.05,372.58,376.22,373.51,363.74,,,368.84,360.79,338.39,280.02,221.65,131.99,113.40,270.59,258.46,268.24,268.63,257.23,244.01,224.25
2000-08-19 22:11:01+00:00,L7,392.25,399.12,417.35,434.84,436.00,439.60,440.37,423.13,418.83,419.29,412.67,,,,,,,,,,,,,,,,284.97
2000-09-20 22:10:27+00:00,L7,395.02,385.53,411.16,436.16,429.22,422.97,430.93,438.44,440.82,415.26,398.50,398.13,409.93,407.76,407.46,389.56,392.61,366.86,361.67,354.32,342.10,335.74,340.48,326.20,309.31,284.68,290.42
2001-01-10 22:10:27+00:00,L7,363.53,366.36,373.01,380.56,384.70,393.17,401.80,410.15,426.69,425.17,426.45,428.94,434.88,434.52,256.00,283.81,319.15,313.64,315.65,313.89,315.85,321.91,325.42,316.14,289.50,281.04,276.92
2001-01-26 22:10:30+00:00,L7,348.86,351.77,365.01,376.96,372.70,379.68,391.26,402.63,410.96,413.33,406.61,418.13,430.57,430.01,420.36,310.00,323.13,320.99,313.24,316.99,309.05,309.83,322.25,306.64,289.07,271.58,266.01
2001-02-27 22:10:18+00:00,L7,377.44,379.69,381.65,389.84,387.00,395.05,408.35,415.54,425.12,429.22,428.93,430.82,441.11,442.38,432.00,411.17,389.71,379.08,370.18,364.31,349.87,351.13,351.86,341.60,314.30,294.67,288.39
2001-03-15 22:10:15+00:00,L7,374.59,366.54,376.43,380.94,380.41,381.98,386.42,400.11,410.84,424.69,416.49,420.73,431.37,437.28,431.57,409.05,402.29,389.86,376.57,367.14,349.83,351.13,348.66,329.31,316.87,298.74,294.34
