dates,satname,ber0001-0000,ber0001-0001,ber0001-0002,ber0001-0003,ber0001-0004,ber0001-0005,ber0001-0006,ber0001-0007,ber0001-0008,ber0001-0009
2001-09-20 14:41:16+00:00,L7,162.94699337421827,151.36823274451325,151.2587051955436,150.589074985317,152.1418691763223,152.87041398689618,153.61352247077122,158.15801463139263,166.8323667227246,168.8752376212821
2001-12-09 14:41:25+00:00,L7,164.09524027545507,159.90086463745973,160.86647173865447,163.68397292586232,166.3717150881283,164.68485090918392,156.6622715589891,158.93706959630174,167.87577594699377,169.4200110996174
2002-03-15 14:41:40+00:00,L7,171.7248097585398,162.88927217610438,162.75286498469325,163.89166380087482,165.34039325361542,160.84181773497073,157.99560283094573,162.66658700536942,165.55401129935962,164.97569673869162
2002-05-02 14:41:40+00:00,L7,170.03731963122954,162.5811154575833,162.04819464797026,159.0668350046124,158.77535389025627,151.02413612724325,152.82221976380484,158.13919730253082,165.44227100426298,165.73548226867325
2002-05-18 14:41:31+00:00,L7,173.43363714335896,161.82578031297936,161.15145379576222,161.53892896061313,162.05055653079438,159.605053682823,154.9830560115033,158.1968474203621,165.66342663366396,166.41677426057547
2002-07-21 14:41:05+00:00,L7,180.04858926627958,166.91234898774064,165.66664873263514,165.53725906770646,165.73079620284216,164.84127694666103,160.42516099514947,162.63681662578642,169.9168077161815,167.42352805716192
2002-08-06 14:40:58+00:00,L7,177.5088754045945,170.3070163530084,169.73515879517365,167.5364876763091,167.54702631010377,165.9580497697825,160.45909103020512,161.86372694315293,169.35042446204343,176.38764639888683
2002-08-22 14:40:54+00:00,L7,173.37815196113752,158.7586220008394,156.9733793598499,157.01511718696497,159.11413362334372,159.00016921722184,149.58044242810018,150.65859089583708,143.15914397590558,140.8263070162331
2002-09-23 14:40:35+00:00,L7,156.48664735328026,142.59466398221898,142.02160638008863,142.58619269751028,141.6198356342058,138.82320243543597,136.77929142578358,146.02501831367005,155.47346120045387,155.83942965453028
2002-11-26 14:41:01+00:00,L7,174.4407593384552,164.1516655787662,164.08163327024027,162.08339739149457,161.91369010508862,159.41458795129378,144.8382607322081,141.1510884897165,153.2999125757397,153.04588681712804
2003-04-03 14:41:33+00:00,L7,164.70219998001477,159.35855157481694,158.22010957164406,161.15251528103707,162.466063605145,159.09347042328585,157.1908780298331,161.87778558434047,163.5499063078775,160.93519796787118
2003-04-19 14:41:33+00:00,L7,163.68954752233873,149.23802518987964,149.13666265180595,151.13200487420656,150.91190112327476,153.9660470380052,154.4705218760385,157.6038349051858,158.62184598503313,155.72242815972314
2003-05-05 14:41:34+00:00,L7,156.35848605916055,151.22710558939792,151.0670767867942,151.14511723035645,151.47679876201613,151.7277789148886,151.98750855473892,155.26111290293102,158.14600241352346,158.8832570943051
2003-08-01 14:29:32+00:00,L5,170.96005198353268,159.31183748886883,159.9676735015962,162.83784501033506,164.1308286561164,165.67889515077673,165.81934569702523,168.80516543913612,170.17310692262282,171.60862806637783
2003-08-17 14:29:50+00:00,L5,176.5776282523157,159.36741424835074,158.14454311156703,159.69751847821695,163.879515058092,161.50729589631692,162.72728605091157,166.99062196127812,170.73535640177823,170.40202167419648
2003-08-25 14:41:12+00:00,L7,170.47593077332868,165.04411625438073,165.53433274745169,166.5720737222711,165.6994077971525,163.5499221742476,159.9294991020946,160.28551716281146,165.86301502130473,165.00429657197367
2003-09-02 14:30:06+00:00,L5,166.84076215000914,164.9134692831734,165.6505103315344,165.67189020198086,168.18511054052723,160.84780228711895,159.32316248946185,163.8447484279965,166.05286112036626,164.66752959262362
2003-09-18 14:30:22+00:00,L5,169.08887877241114,164.13987014914193,164.09024086607633,165.67578244503238,170.4843989547751,163.3225861280282,164.26727646516048,168.0477342006499,169.40130424605712,169.1133733156447
2003-10-20 14:30:47+00:00,L5,175.55522481225148,164.55231633210082,164.62365491494114,164.8831154254527,168.1962900483892,161.1016726984219,158.45177889251661,161.50981962992643,164.73842078013993,166.093309290164
2003-10-28 14:41:13+00:00,L7,170.33211273901813,154.58278069674822,153.63113906730686,156.31615094595134,156.32180961521732,152.16236491674954,150.92512476033312,157.68707901759618,167.68942555717337,169.95408116400233
2003-11-13 14:41:22+00:00,L7,170.12156968835905,157.03126969120314,154.9195935606224,154.3104762776828,153.8358068035334,152.24170162425,149.26970836669514,156.4198884761334,169.38287435812111,172.7741581282431
2003-12-31 14:41:43+00:00,L7,171.06325520392468,165.64487278022295,165.45883071003408,166.3201012104457,166.96338252787154,165.25896754698317,158.94579568041206,159.85412104231315,166.9645936703308,170.30902908546918
2004-03-04 14:41:59+00:00,L7,170.4932995749662,167.65112497434586,166.13869358610305,168.14250976554848,170.60566722169176,170.83573540183903,171.63460813785588,172.75164377476003,173.07882818379647,168.17219669153218
2004-04-21 14:41:55+00:00,L7,162.18653394317454,154.33075328377683,152.1650400124673,157.89302118417368,162.51140749975082,159.99371870493218,154.27947308244683,155.46075009660223,159.23274408024344,158.928264832077
2004-05-07 14:42:00+00:00,L7,162.17532463182624,159.67870596967362,159.15677775308208,158.3229455790251,154.51193930921485,152.9450183610076,153.50384340041882,157.25498199147603,162.38931086303222,163.1336470669971
2004-09-28 14:41:24+00:00,L7,161.60560984052597,156.5051443033693,156.32222070298815,156.89112539040997,156.7463109603689,156.51636229718594,156.49073739207395,158.5531070998021,166.4211389431623,167.1612739204987
2005-04-08 14:42:25+00:00,L7,172.17319008668449,168.9691649041022,169.6614703543428,171.22047503662418,171.0068212841801,166.23139636351007,165.63996667821553,166.41631311063327,169.85251892873015,167.92710372123685
2005-04-24 14:42:22+00:00,L7,162.9197849619105,144.1408705853972,137.38408690086095,135.29316949777996,131.84016378277246,134.7323781354744,139.19092206149287,154.4472351694986,158.86990877790888,153.22608561097996
2005-08-14 14:42:08+00:00,L7,376.44784027449873,371.2788198522196,380.8130819470002,383.29054669906463,384.03708341484406,,,,,
2005-10-09 14:40:51+00:00,L5,,,,,148.24788973232057,141.3561109020537,140.9858109391192,147.7335327676757,,151.07225991776264
2005-11-18 14:42:19+00:00,L7,166.37078734659298,158.28803833986512,158.69269292405872,159.00681210991834,157.82758013260946,154.94633786189905,154.94252111676246,159.0731633235216,168.47103279742532,170.6500189951476
2006-04-19 14:44:34+00:00,L5,151.24925064179848,147.78785745712653,146.59721051481384,151.31365002422055,151.3194197930627,147.69500892379077,145.96581559881866,151.04341430895693,155.0313502651743,153.66738026904872
2006-04-27 14:42:50+00:00,L7,163.5377870345624,159.5992185341139,158.84658729643084,161.55487564363722,162.44208540892924,160.61133787481663,160.34362475216057,162.3797970841341,164.6656691911741,160.36740481771997
2006-05-21 14:44:59+00:00,L5,162.13393074666533,160.5809261302897,156.5554387803718,156.37224030530962,155.4450345505154,153.99830436305356,155.50077488944655,157.44214976049062,155.50261142502018,152.71313702118155
2006-09-18 14:42:19+00:00,L7,170.27899740739048,167.92727966455197,166.30587594202976,166.47539911522608,167.37502878589808,167.37951220025883,166.67566995707818,166.72487982822742,169.0192212176642,168.38550588995957
2006-09-26 14:46:44+00:00,L5,165.22803597144537,159.55730356965555,159.80329706574997,161.4987015367362,162.53826123976881,162.39972942895406,163.25025364662594,167.10395001703543,170.74019457607227,172.67980397538196
2006-11-05 14:42:37+00:00,L7,161.37548524205795,153.89552836605228,154.15247798043043,154.53160099650788,152.62448047244953,151.92140815422812,152.75693674164364,157.3395174730275,166.173892154,167.1151432405587
2007-04-30 14:43:16+00:00,L7,164.94085447089358,161.9942770666302,161.5609294260175,162.7146207422103,163.34748449126468,162.71267926972058,163.65218413362055,164.93950189575656,167.11812344546252,166.99453080013382
2007-05-24 14:47:12+00:00,L5,167.39687422563813,164.84253037802534,161.9156253836188,160.59739554600023,160.60336831448714,158.11002548884417,159.55852284530567,161.45359152445693,161.1790033118954,159.5715823637286
2007-06-25 14:46:40+00:00,L5,172.0857072825313,171.135392807064,166.02494486547147,164.34777564215432,166.4501108243919,160.67509141739268,160.0891082362707,161.07040583485116,161.659789243056,160.14054171313322
2007-11-08 14:42:52+00:00,L7,166.60195211426708,160.05525339891705,159.38472524084744,159.28294882039046,159.2892684885594,158.26915303344694,155.75193154144165,158.7763545872697,167.98133876641668,170.67496728330616
2007-12-10 14:43:06+00:00,L7,171.730520917463,165.1459167547034,165.19984643309107,164.26190920706122,163.63034267889174,161.31992105666086,156.19820598006962,157.41938239177097,166.39549800844617,167.9011862639033
2008-06-03 14:42:39+00:00,L7,175.891520770892,173.14423014341543,167.35470715443415,163.6488839914739,163.16888553637517,160.4974452299261,158.47361030719858,160.52250520193795,164.9355687411147,164.2182521651569
2008-10-09 14:41:23+00:00,L7,177.5222305903705,174.12302741193122,173.5821802370752,169.3411491509617,168.82072658442564,165.6228804918094,158.72655117557306,159.4215179271741,166.22348183927764,166.72782319443527
2009-04-19 14:43:10+00:00,L7,177.73261933161012,168.9752163580225,168.2232187221606,162.06448360154837,157.77793806702684,155.77514209067803,154.13259469716084,156.66312631214905,155.77063034889363,153.69794738926842
2009-05-21 14:43:15+00:00,L7,180.50512019277613,169.52332526386817,168.78593903388312,166.1702937302029,164.52942100301124,161.24249336514256,159.094637058652,159.6393636140432,165.1837398338302,165.84578321610357
2009-08-09 14:42:59+00:00,L7,168.92529229767953,153.79893749457364,150.54102423329007,148.72271922176236,150.36839148108507,151.33504017586324,147.40792723717757,154.18479248776495,157.6225757574519,157.36422480340167
2009-08-25 14:42:59+00:00,L7,162.79387095472163,159.78889741730814,152.84518232681438,155.88990736635128,156.30400784790208,155.5356113176852,147.39857201351225,154.03561760024056,159.04589929540361,159.94236705527018
2009-10-12 14:42:54+00:00,L7,171.14022126022974,169.5846589565953,169.91107688702667,171.69683101122075,172.36519699205425,166.4039366595212,164.90306138045048,166.3600937647759,172.43498238291113,173.28641674705824
2009-12-15 14:43:48+00:00,L7,157.12486490815505,148.72544695130142,152.67318721366004,153.0620145353725,155.28845163504351,158.3767315609743,158.50550148025536,160.34257334166495,168.19358987984378,174.23230624925841
2010-03-21 14:44:58+00:00,L7,162.02236228808428,161.3292928759263,161.79874397492958,161.94987036183025,163.13622101513053,166.32273895191332,168.0382153064562,169.66128818295175,168.0935860626175,162.11285864799535
2010-04-06 14:45:01+00:00,L7,164.3733167000942,159.88263531060375,157.5127842742151,157.25459067452283,159.92459374479014,162.3387594475118,165.04233511394065,165.29906844733907,162.51229807232647,158.19593868057376
2010-06-25 14:44:59+00:00,L7,170.4865832394702,162.46376773978926,162.58749052452566,163.571836484377,165.59566568289364,165.72324086032214,164.159906505339,164.15600362598187,162.56585077833597,159.58897901417077
2010-11-16 14:45:33+00:00,L7,174.75111381661543,168.3090027808068,167.17396517674922,169.69470140710064,170.5416104889809,166.5086519082248,161.11352087590961,161.3302538501611,164.57457857924476,163.26031297520478
2010-12-18 14:45:51+00:00,L7,165.7548884198637,162.7049997689173,163.3830619061909,165.61313930230156,167.0645853213212,165.24088642571544,162.5225743926293,163.2288645452664,162.0612462922649,158.4814025585207
2011-01-19 14:46:08+00:00,L7,161.63311144645408,154.96383985267792,154.96083184282662,159.16284832953897,160.53489319634136,162.66608520198787,162.38164908121882,163.26080394660653,166.26711179533328,164.42295524636026
2011-03-24 14:46:23+00:00,L7,162.5582003194489,157.25365968393515,155.08567635053475,155.42052265708816,158.60946174443583,156.5477012516511,155.99310801296753,156.77377553003407,154.42144528712876,153.55855878583796
2011-04-25 14:46:25+00:00,L7,172.32530238761206,166.8134138773874,165.6286941326219,166.40173028492546,166.36948369231334,165.32612517299285,166.07056142467744,168.38586684872266,165.95584988291824,165.78665362541426
2011-11-03 14:46:12+00:00,L7,165.02986094762815,153.91937562959123,151.52056286512126,157.07944741760133,157.08510691795232,150.65124108036875,149.40755708860888,150.48961322511465,150.47578428219833,150.4753823622683
2012-01-06 14:46:50+00:00,L7,162.24950429931974,160.60012747135616,161.33892994145128,161.95200621487584,162.39350001633593,160.2423695396684,155.9200410430915,157.91206561185842,164.7860478685238,166.13150911658425
2012-02-07 14:46:55+00:00,L7,169.6152116860463,167.72532436814436,167.7882475810353,167.76170299078444,167.76518108821074,164.2724859058754,160.496784483941,164.5926231302773,169.89115386887065,170.1998986343966
2012-08-01 14:47:45+00:00,L7,175.1038030158893,161.32660823847743,161.0718586269914,160.75713285853965,158.97844006534768,156.74726700130304,152.07424132645536,155.25621635101848,157.06124167613976,156.85292025283002
2012-10-20 14:48:36+00:00,L7,171.42989540710428,163.29757096179853,165.07569639901487,167.56832414927771,168.27383792239988,160.8122741845161,157.19182198630588,164.44730637635763,167.2543404735567,160.36130693642204
2012-11-05 14:48:39+00:00,L7,173.3285526208083,166.7603575825476,167.6534930667284,166.16524760687605,165.40043274725932,161.995300214567,159.53826971639657,161.6504863476522,168.781063154338,168.78066123442508
2013-01-24 14:49:00+00:00,L7,170.85748320495009,162.3570663872158,161.7864951394909,162.35815067001153,163.2061596732123,160.37664678536112,155.64271795917503,157.3674865196782,158.94550475516425,158.27478757394562
2013-02-09 14:49:01+00:00,L7,173.62720667358843,163.0204847937069,163.97338985897883,165.3348215273625,166.31069366190093,164.74304319806726,159.6944501161929,162.22595912932698,169.08439835308508,169.08399643317242
2013-03-29 14:48:51+00:00,L7,160.06010799780373,150.27908027514036,150.3168131669233,156.22434049216832,156.33860152131246,153.57375023202073,153.56976428726315,157.1299428213171,158.96458966321717,157.5032290341953
2013-05-16 14:48:41+00:00,L7,181.5040989132523,168.3135384798532,167.2695006091041,168.38199943605056,170.01733708256478,169.03349041481044,167.10629510782758,167.10239222846621,166.34369070110597,165.1271043396601
2013-06-01 14:48:33+00:00,L7,169.36690526204333,162.97770889137428,162.17129748737574,162.9938649437202,164.0197661132207,163.5809364110284,159.13293653105092,159.8624357358323,161.5354838888316,160.07120350203957
2013-06-09 14:54:50+00:00,L8,163.82769157667795,155.05721098673297,157.884651061648,165.68200586240093,166.4837887035596,163.8536198994046,151.6821642681693,151.39118548708157,155.75747215904684,157.3743164339969
2013-06-17 14:48:28+00:00,L7,173.09432176938557,163.12298008542456,163.94534566782923,165.07039571244783,165.89699698250305,164.04186876176746,159.7484204512357,160.2528491349864,162.6226911059108,160.23077867381366
2013-07-03 14:48:18+00:00,L7,169.9901383409682,165.58650417382745,165.36069269805503,163.75897479332355,,,,,,
2013-07-11 14:54:48+00:00,L8,173.24580873309665,163.7644060211802,165.21764606439316,165.15776984441445,164.14125755754512,157.57182978702073,157.56877245476704,161.086154630904,160.85211338480184,160.27766579030003
2013-07-19 14:48:10+00:00,L7,164.27857133004665,161.23165653955172,157.35088222153237,157.84363832134306,159.04263115958202,157.04327430841565,,,,
2013-07-27 14:54:48+00:00,L8,127.96677094598189,129.72494230531998,132.17327305693016,133.2126194501931,130.94606828908098,131.96428621781934,,,,
2013-09-13 14:54:48+00:00,L8,179.90342701093044,174.23781074560782,173.7972682098001,174.42877074278508,173.18550560869957,159.46490694748903,152.81464752044036,154.83976240902325,159.4799141079968,164.24060264248902
2013-10-23 14:48:52+00:00,L7,298.6167835322201,305.3841371218963,314.7673592471275,314.2431165683543,312.53657423120234,,,,,
2013-10-31 14:54:32+00:00,L8,176.71274882766178,169.437345116582,168.65685128720347,173.8782983022431,176.9667720442971,167.3989909271985,162.21757717480983,163.3044498354,167.58593530865124,165.05802616672736
2013-11-08 14:48:58+00:00,L7,169.4628589213345,163.11413459515236,163.82390519905175,164.6302314087283,164.35674542350515,156.79648077038408,154.8348283070585,158.68573837262772,167.89420406096775,168.6480382644417
2013-12-18 14:54:17+00:00,L8,172.50763328553944,163.70274235405088,166.23784643247194,168.77955168020344,168.32108444623205,160.37707596135175,152.25932452692138,157.17771468871422,165.36650326642666,168.4892635346913
2014-01-03 14:54:11+00:00,L8,,151.97180609335453,151.0541088765267,154.48430941312947,153.33951668963905,150.33324772907278,146.39188648478188,154.23211134069288,158.53415888071817,162.26214637765503
2014-02-04 14:53:50+00:00,L8,146.35724509702754,142.64626925514594,142.64247432072915,145.6328705686635,142.94770360470076,142.8444718290959,139.64546158249942,141.57434081198727,148.42505207120283,147.53293279646562
2014-03-08 14:53:22+00:00,L8,,154.75209533532313,155.06195672080193,157.58189819365583,149.5912755677091,149.57246416180348,144.99119359739873,150.90448793846426,156.7122273713966,157.34344422029022
2014-04-09 14:52:55+00:00,L8,173.4967996871783,174.9830636099578,174.4526952323272,164.12884380765175,159.389961533681,145.58511318420096,142.43435886088523,141.5911588439372,149.66280275814523,150.0520480752239
2014-05-27 14:52:21+00:00,L8,173.2458791896403,157.5352301370429,165.47570194217795,162.4682041815542,162.47444570242152,160.16745511160553,149.41471731517538,150.78799634415208,154.03232433064724,155.31554405447633
2014-06-12 14:52:30+00:00,L8,174.80899296450474,157.21718708407002,159.4542739837076,162.79688987505133,160.1727549275227,154.76786713910244,153.9101118696517,156.85008400964642,157.17668127680457,155.96282094999964
2014-06-28 14:52:33+00:00,L8,,160.94027716091836,161.019584688714,161.3206928234539,152.4071613623758,151.71455306928596,152.55091285522008,155.80758523256034,158.9668974241917,158.58434601537556
2014-07-14 14:52:41+00:00,L8,178.2703191963957,170.03538724773875,170.2799867039498,172.08744698144048,171.9310616730058,148.93645070586518,145.9815699222193,148.16204413239973,156.8271769467731,155.6407963864672
2014-07-30 14:52:46+00:00,L8,166.46967496418773,158.9303272101273,159.5231851235975,164.1441407364061,162.1887017148917,145.95877816972757,141.04732285684474,146.50067230512542,151.63909393102628,152.17505604260975
2014-08-15 14:52:52+00:00,L8,156.56377084797998,145.69073020517507,147.87202262040887,153.15245197131148,147.04272062194843,145.73468082306405,143.59589433436366,148.64822262892946,154.60571782143032,158.75687480567507
2014-08-31 14:52:54+00:00,L8,,,,157.52453593579781,152.5321581494623,,113.4311463966521,,,
2014-09-16 14:52:57+00:00,L8,,143.39367312038218,144.71995833333722,154.5835899056243,152.55036583629777,151.75794397552684,152.4875251075067,155.88647345447944,160.92840122210183,160.98709526389638
2014-10-02 14:52:59+00:00,L8,169.74226275984688,154.83903387194457,158.29152118726174,161.63865536085527,161.6449172339376,160.3168870907311,157.1444016172901,160.36162027414682,162.04129762920726,160.18527759036647
2014-10-18 14:53:03+00:00,L8,162.07058084738833,159.31804108229554,162.59681557389956,163.1008959637391,161.84426438758433,156.69332460302735,154.47260623902162,157.14704401792832,160.27102973011637,161.46073342421673
2014-11-03 14:53:01+00:00,L8,164.8862105609693,159.06299840010195,161.8978843302113,164.76347068420475,166.08585948963864,163.36411599386344,159.143140701407,160.68875843449962,160.98524750706375,160.68301216201777
2014-12-05 14:52:58+00:00,L8,,,148.50945567798277,146.1403810932154,145.1437778661508,143.6690915416896,142.35755490421036,148.74288184889124,152.79982244157435,155.86415083583938
2014-12-21 14:52:56+00:00,L8,,173.471165158848,168.62506618250177,165.64828372941028,165.0528152104992,160.86327042186267,146.1008199676357,154.74196019644074,160.46119144229692,165.22708262024412
2015-01-22 14:52:46+00:00,L8,,149.9609239259225,148.634635596285,149.5107543886459,149.6483490399949,149.56837009054158,148.19929931607604,157.22074991171317,162.6294594058463,161.59277524529423
2015-03-27 14:52:18+00:00,L8,182.09265860210655,168.9629573411838,168.0041626210117,167.02955646652487,167.16349617677002,160.58273962931327,157.13483312021833,162.16902150136428,160.44297462232717,160.4900944034993
2015-06-15 14:52:06+00:00,L8,178.80505657865834,156.62845072728499,158.11065074966348,168.06869312055068,170.24862160799228,165.1068277586909,153.81632153708983,153.75459106646184,154.11953968972654,154.5559084290071
2015-07-01 14:52:12+00:00,L8,,157.43166776305281,158.03119756662474,168.40804936942766,169.53059545263315,163.4541371735479,154.53853022150264,154.18045206767593,156.95610754466634,157.85577318736978
2015-07-17 14:52:22+00:00,L8,,144.7073553041785,143.61054896410673,148.5781076754891,148.36522557888173,149.9103830029505,147.93514749235464,150.19657059579976,155.5509778255476,156.13461859979324
2015-08-02 14:52:26+00:00,L8,186.77055138157436,,,319.3132582848846,327.7508431052228,331.19407414916617,332.87108733916415,,344.1997539239492,
2015-11-06 14:52:55+00:00,L8,174.624215153588,165.38208250954204,162.71460504506683,158.95860795865335,158.96430216069092,158.09556017130458,156.89725021125759,158.4310053212624,162.91822980052117,162.46570783837103
2016-01-09 14:52:53+00:00,L8,,153.75850597596718,151.25407114732758,151.25853161778736,148.56848740972208,148.37925296128728,143.7336658209535,150.64960634952922,155.0649279772694,155.7202894983782
2016-04-30 14:52:25+00:00,L8,166.10780425373687,164.54009066938272,161.15503997441033,158.99720294270543,160.11698192387064,147.89066940085462,146.40166606765797,152.3234702398514,155.69989252549468,159.98451644797922
2016-08-04 14:52:50+00:00,L8,154.27942620892006,142.9332131075047,145.9467198500367,146.90649800645912,146.31174893053864,145.5007915749084,142.1672015537604,149.72077848815024,155.92441567057563,156.80885429286462
2016-10-07 14:53:06+00:00,L8,165.49104402148464,147.31957709086902,147.3158966943936,149.12667544205578,148.69361132702036,148.33524147330607,143.23359289049876,150.00548710381435,154.06376204091697,154.49844934413122
2016-10-23 14:53:09+00:00,L8,164.8416819562746,161.45426328691127,159.51787137319158,157.02604031834284,154.64426802199364,153.5603122889996,148.73624568115804,156.3025577909497,161.04239158651518,159.69193708374888
2017-04-17 14:52:14+00:00,L8,164.4220763116729,147.67314944193024,147.66947771114744,153.61523497402098,155.71019961676555,156.7372145383536,150.51627551263786,153.11652655874,154.3727175672917,154.37231564739548
2017-05-19 14:52:17+00:00,L8,169.6241827422524,160.3692678573821,158.1039373671331,160.63362642895478,162.38728130483642,159.37621618813165,154.8060802166405,156.05687377903632,159.87369249062115,161.34940646869666
2017-06-04 14:52:26+00:00,L8,169.21143358588844,158.94036555702488,154.85921993246797,155.66667001435445,156.85761817469267,155.85112403751995,156.158085460271,160.3567931621626,163.1940393458802,162.21471065834703
2017-07-22 14:52:42+00:00,L8,162.34624367240107,152.2206131280224,154.37262328883554,155.61660035751456,160.23414731478033,149.11020901711998,150.4085033357217,155.03719185347535,161.6343448487783,164.76060719784468
2017-08-07 14:52:49+00:00,L8,162.53249973335977,151.63657812306383,154.23588200900548,154.28351953241713,154.7357964974577,157.24545302745213,158.49321356796744,162.74938394780236,161.52513538744395,159.68610962201487
2017-08-23 14:52:54+00:00,L8,164.33521681177717,152.82618293813033,151.27193633053056,152.91705983747232,156.16512547320536,155.86288122278563,153.42215185461862,153.97683984943058,157.01256408249952,159.19057399399165
2017-09-08 14:52:55+00:00,L8,165.60065642285517,150.9301453734799,148.6486445653306,154.68928548360043,156.78699675366065,157.87491612315722,158.74030665944602,160.81192334046366,160.81952966955564,160.46820904785721
2017-10-10 14:53:05+00:00,L8,,144.13494758905853,144.28194966224805,148.4255961849282,148.02090535178877,147.89597835801356,143.2737605967158,155.39453075660248,160.40346479302258,161.85703848675223
2017-11-27 14:52:58+00:00,L8,162.9162028652646,157.22537612166244,155.67323192829284,156.20743282506436,150.1494181174377,148.97211885271358,145.0766085102641,151.45380422112308,155.84094967576596,161.40628758516885
2017-12-29 14:52:59+00:00,L8,168.3735136133651,154.38507397002525,152.77947490594767,151.59133860742824,151.03539561283344,150.90478183467232,148.70212273810924,152.28619256166655,155.34674404026924,155.96886007877998
2018-04-04 14:52:14+00:00,L8,164.30153965842038,156.52933733456206,159.61123214633125,160.90006511093128,160.95124212697857,164.33617345021872,167.5176390524838,167.78691963260133,160.86760466185186,154.97276781345494
2018-04-20 14:52:04+00:00,L8,163.31626323383296,154.50194239983622,154.95083097639164,159.66971113618652,163.29787251887367,163.06740604535455,162.81489044244566,162.89885969413947,159.43865801830265,158.38049729375552
2018-05-22 14:51:44+00:00,L8,166.15965971136515,160.31792995597402,160.90185181182005,162.0473703596556,165.56840753822001,168.94685217884125,169.98708522875484,170.02816417026662,165.06119332387965,161.7184095277806
2018-06-07 14:51:36+00:00,L8,166.4643808456389,156.98695590827646,159.37842132472264,160.04978223062673,160.11443183298886,157.31866175166647,157.18376951006755,158.35063720356942,158.95631124548106,162.84290617726202
2018-06-23 14:51:48+00:00,L8,162.36071787258027,158.35038607826306,160.40223173574066,161.78914661453825,166.94174281399106,168.129951653608,168.3307700715058,168.32686719213888,163.80494317257262,163.99234307926025
2018-08-26 14:52:20+00:00,L8,160.9807024020654,153.9314721657101,156.87646040572113,162.09905546448113,163.05297215010515,161.97473821301696,160.42731658061288,160.63467937611685,164.84680103560277,164.4863618955671
2018-09-11 14:52:25+00:00,L8,,143.72321598502614,143.7194474454598,151.00975648367074,153.15747664214675,157.71173359427206,159.2331090967096,159.22920621735955,156.04890565915738,157.00891776174024
2018-09-27 14:52:31+00:00,L8,162.70979677171226,153.2079545296697,155.80689322030938,157.93578286707887,158.97193179956716,160.72367273959077,159.90370489807282,160.01544680235034,160.03211885020428,159.53092066415462
2018-10-29 14:52:43+00:00,L8,167.4820886745661,150.84748101629611,153.89199390000684,154.05714927657544,149.9117653169841,148.7767336027571,141.98821168038114,144.7503866530264,153.64824824025962,160.58132868709936
2019-01-17 14:52:38+00:00,L8,165.83555994686625,155.87149963598824,157.5318864190181,158.2076914864256,158.71228863115275,157.89824616914012,158.4335063707899,160.10648321098955,162.8127053152818,161.53456311323248
2019-03-22 14:52:23+00:00,L8,162.0040567983428,152.38161880536654,154.36355444425408,154.48320803630386,155.29791294181496,154.20811889587554,155.09411069020274,158.00350941583983,157.64653724905773,157.85107842411026
