,dates,chi0357-0000,chi0357-0001,chi0357-0002,chi0357-0003,chi0357-0004,chi0357-0005,chi0357-0006,chi0357-0007,chi0357-0008,chi0357-0009,chi0357-0010,chi0357-0011,chi0357-0012,chi0357-0013,chi0357-0014,chi0357-0015,chi0357-0016,chi0357-0017,chi0357-0018,chi0357-0019,chi0357-0020,chi0357-0021,chi0357-0022,chi0357-0023,chi0357-0024,chi0357-0025,chi0357-0026,chi0357-0027,chi0357-0028,chi0357-0029,chi0357-0030,chi0357-0031,chi0357-0032,chi0357-0033,chi0357-0034,chi0357-0035,chi0357-0036,chi0357-0037,chi0357-0038,chi0357-0039,chi0357-0040,chi0357-0041,chi0357-0042,chi0357-0043,chi0357-0044,chi0357-0045,chi0357-0046,chi0357-0047,chi0357-0048,chi0357-0049,chi0357-0050,chi0357-0051,chi0357-0052,chi0357-0053,chi0357-0054,chi0357-0055,chi0357-0056,chi0357-0057,chi0357-0058,chi0357-0059,chi0357-0060,chi0357-0061,chi0357-0062,chi0357-0063,chi0357-0064,chi0357-0065,chi0357-0066,chi0357-0067,chi0357-0068,chi0357-0069,chi0357-0070,chi0357-0071,chi0357-0072,chi0357-0073,chi0357-0074,chi0357-0075,chi0357-0076,chi0357-0077,chi0357-0078,chi0357-0079,chi0357-0080,chi0357-0081,chi0357-0082,chi0357-0083,chi0357-0084,chi0357-0085,chi0357-0086,chi0357-0087,chi0357-0088,chi0357-0089
0,1985-01-25 14:04:27+00:00,257.0820685735672,164.55116702877018,144.25486091334145,146.28369574344157,151.3622052871891,167.035833752955,171.64617643053185,169.4483134031505,169.03130141126383,174.32844551493469,189.10671914130216,166.59068267404578,188.94789739010852,185.13663687982154,202.579131531663,202.52960165598412,205.41614732966713,246.18454395424143,212.85915737362498,226.57796586185793,219.4225431864818,208.60583681320975,209.85645271948997,211.1005101309331,208.74763209588468,202.09194041375977,204.20383888434014,196.9883355472898,201.75492870310097,219.73887430421334,226.70426358271294,216.11308158304797,193.95182248160458,,207.42199865555585,209.0820370655091,,214.36812843831387,209.32025984350904,220.97598345665278,,210.72528892192594,209.96934624218466,234.30906411637994,203.04027544428783,218.05363084810793,224.14458130124598,237.97002181380861,226.5956023527616,222.87186744961835,234.50395107930893,218.09517607000492,230.91400254029486,216.24121401577503,214.98442410247293,220.4069273881072,220.9838685612273,208.89376084217002,219.7068672316667,218.79299248194354,205.4379779587888,,204.4678107780271,212.34137044918555,207.88579730392271,198.13236986590988,179.6330148260668,197.6550261749999,224.3411289476028,232.83024531273372,205.59153855463495,201.9608437197232,208.95127431593926,,201.23015376001675,196.27192033523875,177.28999692231926,172.270674089915,188.75149788434288,212.02766108504534,206.67960660464058,213.00984667761745,202.60651523611304,203.09104881977885,213.06067406504758,225.7289380519827,215.89216448121866,217.50934037308497,206.25619004082267,206.7648997176119
1,1986-01-28 14:01:10+00:00,255.36418767675968,162.8093027693201,130.64861691531868,135.0224577010348,153.56576711407328,161.8684086805231,154.29895035577312,145.4052650149076,129.75269555726064,145.3151212728974,177.25884824961128,161.15900630610895,172.73423210785825,180.00491822112286,202.27138465263226,190.81506796560606,171.6378870870345,234.5578489740427,189.92773060974804,208.08063029875706,211.35452268310002,202.8011706195589,197.47062736354295,208.32164918799816,208.38210313104514,194.16227129031378,192.6817509085193,200.39716030824707,195.15903983548566,209.73457972231756,208.6534154465739,219.8504790834805,223.1483663890109,237.29766991925874,235.40784538519773,221.34711509184362,220.28531398710058,214.07610515877371,206.75766456643444,198.34836630241688,183.04593713525065,194.06618205816673,210.91182664189552,213.83989013063578,212.5668741028955,206.2513571513306,198.48590016846182,200.7213274187695,207.29592367001055,198.2075391508057,209.70496275438077,205.92187470389635,209.41623313757555,189.9046002647748,194.42367066553385,197.48350416548215,201.63948238053365,196.3060207115764,196.0592789956863,191.59989499743352,182.73807302478838,171.49052328021702,169.32659163087268,180.8819623889446,176.58226139701668,188.10644909417329,191.05622190697622,183.57632895860897,186.1972764959192,193.17939169748945,190.8071386774074,184.3945001277816,184.64290853132638,180.27553535266446,181.79366826672845,174.8573342913461,173.9200443329479,182.127873291806,186.93853352238935,185.94263617813382,188.5198896651869,191.44461552957478,195.45483691904124,188.76059846569353,197.3705478305338,198.7466304388123,185.69306030348565,181.46680901149244,189.20663594945054,209.02291473706504
2,1986-05-04 13:59:02+00:00,246.94870860266454,168.9046365596601,153.46745400557467,146.017256643893,132.44707487344522,126.64092433299031,130.1962273874188,129.02535858953854,136.7733913789058,141.4658113885518,175.09854250140523,136.0309806347287,161.03770623190013,155.9531314056901,177.07248177324675,175.38088648385963,175.89487270673996,206.4022552390865,195.0347298768084,202.74838829280145,212.12120039196222,192.11371395335212,178.7259627855088,205.60958646173438,198.09399958563495,183.4166939517794,173.05202398170206,192.60978990153833,194.70460592071595,219.37713109522198,215.10574866106916,207.16963965581243,200.31177615916653,209.82434043856847,202.81670174450824,207.1509697364036,219.94938794569237,223.48979163385602,222.5621383772104,212.38809149829854,208.00858072728488,198.1130278563778,199.74087416742447,199.68706937331888,197.88818885474302,196.61653020536346,196.6201258327692,191.58160661222357,190.34666760711053,180.27520695813712,189.56313559445346,186.8752589424158,190.68002547942717,197.099871720118,199.96466087630344,197.02618400135856,188.81332270633678,193.95488853845995,189.90731260486916,184.42795975469988,181.5150103438971,174.70325287380425,176.07714664052884,175.3359195249846,176.27180252351968,185.01476131418752,188.30543135375297,181.2754698430915,172.88238858493762,177.03362820554585,184.43280538128585,187.09971592512852,189.91759857723625,184.84479208170634,182.1535157557995,183.1476827669787,174.00718426403864,165.056479455544,172.58375043225914,173.8028532995881,194.23587700382177,188.75859190215698,186.99238929256424,186.44819610156247,187.90089182434713,190.45985301093953,183.04573696536133,174.75185849388578,169.51654736330704,177.78895877552714
3,1986-08-15 14:01:53+00:00,243.28300052554016,170.49423447977233,162.4991332238499,147.21543582344475,153.85422208603887,159.62055462237475,144.97379507547905,136.74735388658772,,,200.05037555251957,,,173.98786062053253,211.7637243247905,199.26593554468855,168.5232906420782,231.8492663740978,185.42611625864893,209.43999930597602,212.36154425253108,,,191.43176388180777,206.48522365126436,194.22372637609203,,192.3815604398756,204.97341889205524,213.98166982445355,219.43979141341472,228.9838687668816,208.59890106816513,196.42288473726774,171.7098800341919,,,152.00743334279332,177.7762553377235,179.54454625798817,171.95807352175825,191.83278785604185,198.74881009385493,202.62652571551945,196.35871046818755,194.6239741365325,178.3392286067285,187.31322679052164,208.86121038220128,201.82597467382124,211.8458737871886,217.84487143408535,215.4118925358905,211.60507314522488,198.8220021493447,175.80543569761636,166.36917795442602,174.43059789114878,186.58742556634013,200.48032569259567,181.65928582017003,171.55828671115262,172.65842833389775,179.2926880127847,171.13020348492913,157.49341417686225,182.49255310057623,199.343384540123,182.09074155817828,168.9756159710036,170.72454626664023,194.80821431268356,196.73136216327458,189.0403016890359,191.63168847440383,175.19654370926727,183.95813343004028,193.08838381068261,174.62476758634222,179.9511690550431,180.5841282090242,175.44362251262604,176.97728964312103,164.01145933108432,141.82879739579954,155.65969947587817,199.65109094452933,196.12726503648287,157.63571895501175,137.22138529627168
4,1986-09-16 14:00:46+00:00,220.4359271827542,144.73899878915233,140.1441721988816,129.5049623059936,,,114.5460478261946,107.96186420785344,107.67547809997421,124.61231439133986,165.16621246990331,137.7410172038155,158.99028330944475,150.69393422282607,,177.83633543805956,152.15756110776817,,185.28168335155829,189.1136981499331,194.0939462110872,185.1576031565757,181.35554093418887,188.54856593655262,191.13354710403712,189.44096519742538,171.6070370177253,170.71653422466773,193.5400581215699,199.62892196867688,197.93818587298603,194.0640289465566,179.55985112870445,168.28120511648882,,,,134.0426103645591,164.57590410967728,150.53152238802218,150.77711686438272,163.5490724962124,182.5704332430788,189.8827840031818,188.75928863348997,176.51386234531478,179.31651778596336,179.6228916794126,171.42253805583482,167.53369942900548,179.81244356102104,,200.46272823808218,186.1494890738971,173.92448049093053,174.3876330714184,164.46401063074586,150.29312193952956,153.2833227899454,165.98488606204995,171.30084581649186,160.1055480410159,145.7982011613314,,151.1564322910466,153.46591594379723,164.85288481139352,161.58166900548775,156.23800779767112,159.25514832781187,154.5904038981466,175.42400802453318,172.80399718428203,168.66204785193446,157.92758524026152,170.25964641103255,162.08268465525674,154.91363757923946,163.65985989207664,167.1168211386561,152.5181797507882,153.93008902363226,144.63704454202548,144.44581782662067,138.30565054841117,154.16021120955168,,,143.13870649871546,126.07265982798044
5,1986-09-25 13:54:18+00:00,243.84793771421369,155.46907151662813,181.65550478406294,,168.0233614752193,183.46053415456413,127.57040782013375,112.78024281689406,81.54868052960339,134.17891618889053,,105.52142987366638,149.57969755458527,161.70965655872882,,173.69225618555978,165.52533592335948,,189.58837984079238,192.77319011311153,196.3677696242483,201.85743600067437,207.30842122827218,,258.4270469359967,,,139.93179287687155,196.87738741641343,220.76254102667025,219.14480554251378,,,,139.81488116436003,,114.25039630218177,157.7144291474724,171.45885874156193,161.23468396018285,149.50854563074498,159.68685232437923,156.42828195519252,178.90625707149962,186.9431657787773,175.1765415915497,165.2871316326048,166.1751177515157,160.0006934439953,158.92171797654944,,,,,146.21599198138642,,138.02409805616298,139.8293916436026,142.39152454537984,158.07886719287816,158.68959333664205,149.0427341784232,,,,,148.96975592020488,,,147.13078067442254,156.8439005745618,,,164.1459708481381,137.30609126958666,,148.54114200482545,119.37281378783918,,133.1774663007794,,,114.79605769879717,,,,,,102.19323530978359,119.41302887511752
6,1986-10-11 13:53:47+00:00,242.26770464342854,166.7701560275625,158.0199209536816,155.76032755894295,156.99888379790946,153.635939238447,147.64895981964895,136.20976719195286,139.67621191627097,156.21066601040405,198.97754129124388,174.66828919337394,189.1098472212259,171.0113187980183,,197.56977305848343,170.57026038970304,243.67440630589704,203.38824939493733,203.8485284009842,212.52527192690172,205.77426396441672,200.68041570716608,209.560590263559,219.91547173645486,212.08311986453884,203.494673114413,197.8839433400331,210.6792577428908,218.3180553818052,216.55009478091472,205.02191341590787,164.18358019257911,168.5239198675815,194.15897850183143,185.74396858586178,115.79165659058144,195.3028933255914,205.6569845926988,185.7203190694044,169.14606877018088,173.13167541141706,187.25733536773672,192.59224982713462,207.38357346968655,214.4488072648544,209.63982594414182,201.3012211426378,201.538090310349,191.83895159734823,201.95499075487615,211.77986706921882,223.35577431868313,217.88379078248445,182.3798668520937,189.45089526951753,207.45438269290977,179.95499115001178,166.13206665225852,176.03941940383527,197.25837889344942,179.58223094191604,180.41067048065008,175.5825517306871,166.8540884420818,162.80274924924953,193.72607719660056,199.86399904831094,187.61339869634497,175.63138987767826,182.11192891342344,207.29012879709876,197.05065917482844,196.10982183899625,175.21033885557426,173.34260643304378,185.66490471889153,187.6669075754902,200.45266651294105,188.23381962245423,164.44902536000708,181.01400519039615,178.80516327518257,177.66105520594186,164.3834406716038,171.06622762635448,164.7024822597715,162.22901221081133,141.16910871017697,156.75860135828015
7,1986-11-03 13:59:10+00:00,251.16288110855348,161.9812843553877,154.57074596481942,140.4937750775739,141.1464982710738,148.0117898268889,143.58306457005668,141.37761349684598,141.56265293623943,158.93819102929555,187.3608819098677,169.56469167935035,180.4918925653382,172.6097936085213,186.75157440998188,198.98514855748203,165.49132465725603,232.54764909212392,193.01510201548456,211.4780797941565,213.0128918945932,201.8460587288203,202.37700472898848,206.25103584661926,203.93163422282242,196.797761166296,197.93158118989624,191.84694201677453,201.38798977618245,219.45701327156013,210.6021085457002,194.45027884463659,172.84507072379768,165.4434210249876,173.766816647995,172.8675213672065,,178.6246754924245,187.54059815279996,193.82073831092453,169.7720605723379,163.1860519535378,188.49931635982836,194.95040035488404,196.92980200330788,206.0551677840959,198.51514464998985,186.2574357912774,179.1446045821038,173.75641968930228,192.9566238970976,212.10160200736306,215.1221782823738,208.93212626179562,189.96525450383885,182.3203366005015,181.10128313707378,174.30119471079502,174.23501522059277,160.18542996448323,175.61891741736477,176.38245471469628,177.73024459880585,167.02231881997227,169.22747526421253,167.89158052434885,192.0683639227673,182.17794390052347,165.2339044499825,167.39294842555265,172.37143301411643,176.13903505048205,199.80642580837898,201.95774905807036,177.33465962497115,171.69387397173,175.31674885504924,167.49357319529872,180.73828825372786,187.35197469296685,180.55351522091178,170.7969387530598,163.3455188466623,160.01459690411411,166.55726149198273,163.27005897708213,174.76681441671178,166.04405842948523,143.51350134672185,157.08474154249336
8,1986-11-12 13:52:38+00:00,244.14999307897114,160.9177513456354,150.73509612218106,149.20003514977336,148.89414208449543,132.8326086784759,134.73461118410714,134.31769238961388,136.0561286199227,151.78296908580378,190.18739131172316,167.05853114787516,179.5179736776746,172.44542598637256,194.4071664445297,182.82721679694785,162.21238884245543,199.21047574368626,188.65375726738665,204.00598388929512,216.42966734704027,206.39485169543522,197.48603801348867,205.56969522991935,208.68788789273523,190.5574296179836,193.0919866446243,188.55743853586745,194.05655678724196,216.6831958258077,213.9409860462831,208.9667559455641,182.1717678237686,176.48940017011387,178.97389965955375,158.62268796645813,,177.67860243798873,180.3604734661518,174.68307887599963,185.1931435044495,186.4425540890208,204.39957779896292,202.17514766079103,197.58745238805642,207.70830188196854,197.07428647516326,183.53711194818257,182.1121350929489,178.05265120941579,188.14920769787966,202.75685892503006,213.3135952265689,204.81157606181728,200.1688906449035,191.58941427255542,187.47555701925194,174.75017608809628,168.6752038826437,176.3484850810474,176.85616803234228,175.9204070745742,181.9513577583778,186.39599122870885,182.20433211258845,179.96128725162208,192.28791817598776,195.38332034508795,165.1501799954687,168.76480203730702,166.93302604794897,181.8928333871996,197.44830306159182,196.65653714209998,186.89319171300406,175.3392731535114,177.75930522467917,174.32030205317915,185.06810543872388,184.30222923947804,170.03776601722973,168.1459420167127,162.10143495231867,154.33963512214342,162.35956934494232,181.1750133194374,174.7168439843964,176.0283634487629,162.7510625040205,162.97926937586712
9,1986-12-21 13:59:13+00:00,255.17986510760522,158.67297454055452,153.85874084943978,149.6833701294204,154.21722379627033,164.9941190190263,160.40095792257745,144.2247871829137,146.84454181725283,153.5467151471294,184.0928959797013,172.73905563328282,185.24726909363034,176.2583045035654,194.51247794590793,190.50225480738925,187.38880711275738,247.8106559027193,207.63320153961507,232.11828271388057,231.23906175553762,211.2130288433678,215.53143305056295,214.24129062990755,212.4843796036744,203.1539430849104,207.58068875314072,198.22239407369455,195.56774434831772,218.32444878946998,229.77126133417272,234.59637929444625,231.1980611183613,192.08374039270072,154.75671021038113,162.45064674926306,,201.84637146791346,200.03863172511785,180.0106721460266,190.6324260314578,197.5690544406159,211.22006128042858,216.64956115941374,224.42207539490565,208.38136206945734,213.95249938929956,203.58593028127052,197.6008965815317,192.92111989294924,217.05113612935844,225.01490253716904,208.71402595530537,215.2081098182617,214.7261281896653,215.82925347500236,203.66729939376313,209.2315947178926,199.89246489589243,199.53888485540466,184.0134220226223,182.99652582101322,191.22912969922845,187.48953981039463,192.32136632614754,178.91570201543772,204.53912682078314,189.9451215129995,193.15833572222897,200.98129790557834,205.86943427833774,199.64809203089285,206.3991589231511,198.39292697235615,204.86349039155124,179.66899841717446,178.13873377916048,190.4173918684166,192.23984421089284,183.62134427202864,177.69066710896158,179.78146112528484,187.24674418014024,187.96845488675018,179.55232291132972,183.7782243173259,179.67083203979905,182.92837473740204,176.38204962766466,174.4792913825889
