,dates,per0116-0000,per0116-0001,per0116-0002,per0116-0003,per0116-0004
0,1984-05-06 14:44:27+00:00,,,,,
1,1985-03-22 14:47:32+00:00,,,,,
2,1986-04-10 14:42:40+00:00,,,,,
3,1987-07-02 14:42:03+00:00,,,,,
4,1988-03-30 14:47:10+00:00,194.65390766162267,196.81570504453947,226.6605314404274,221.09879479814992,204.38774576852182
5,1988-05-01 14:47:21+00:00,221.60756328845568,217.41945221508485,201.70728888255667,208.9813687015303,210.39946675578375
6,1988-10-08 14:47:44+00:00,168.5758680245539,174.94081625082754,194.0736466648996,209.2099592667423,206.7196771582068
7,1988-11-25 14:47:44+00:00,182.4411247521137,184.36329619429526,199.9336079009242,214.73103955012638,212.38612455135487
8,1989-03-01 14:46:53+00:00,,,,,
9,1989-05-04 14:45:53+00:00,,,,,
10,1989-05-20 14:45:33+00:00,199.25773428252748,186.5272232564432,217.4832328734008,227.42134711450294,223.70462229817275
11,1990-02-16 14:38:35+00:00,180.8378633307653,180.94371682466357,204.07886053901657,213.46523784251548,212.2756086307217
12,1990-04-21 14:37:22+00:00,174.51235207167406,173.63434588836193,195.62722991215304,210.39223342570867,206.631236844517
13,1991-05-26 14:39:45+00:00,177.16897231530632,176.52937287531887,201.6855277665104,207.8514592425325,211.6404449915474
14,1991-08-30 14:40:48+00:00,,,,,
15,1991-09-15 14:41:02+00:00,,,,,
16,1991-11-18 14:41:20+00:00,154.43887063696707,162.18926818400402,188.3003344731559,194.11071360996866,204.9656837373588
17,1993-03-12 14:39:18+00:00,,,,,
18,1993-04-29 14:39:33+00:00,208.41809206679642,207.34719984565083,206.33983973520844,233.5544318182215,237.91424560669913
19,1993-09-20 14:39:26+00:00,171.89118065751393,172.26026454841232,193.29844160539005,203.8502167086415,204.83673245551742
20,1993-10-22 14:39:16+00:00,167.11082611818546,172.69884593423654,192.80281591684636,208.5017716548166,208.417132978716
