,dates,nzd0369-0000,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0025,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0030,nzd0369-0031,nzd0369-0032,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0037,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0042,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0053,nzd0369-0054,nzd0369-0055,nzd0369-0056,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0062,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0066,nzd0369-0067,nzd0369-0068,nzd0369-0069,nzd0369-0070,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0074,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0079,nzd0369-0080,nzd0369-0081,nzd0369-0082,nzd0369-0083,nzd0369-0084,nzd0369-0085,nzd0369-0086,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0090,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0099,nzd0369-0100,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0118,nzd0369-0119,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0130,nzd0369-0131,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152
0,1999-08-03 22:00:08+00:00,206.93904736420436,198.49955844343663,192.60772452098203,,,,215.86338713076393,220.54153962531328,,,,,,,,,,,,,,,,,217.58160316391593,207.15473399700141,184.46718850465737,,,,,,,,157.75654623879385,127.69199460792481,143.35147043536315,148.80468995980445,158.5324243021232,190.06854059402423,191.52881493956232,197.55319075303356,216.5613420082521,199.2978960089974,185.5779686432075,190.5443331894589,211.16433690656982,203.5635683268965,195.13499016540405,172.7416228480153,167.56435051028063,209.0370036826622,214.35003045085062,212.87404557668685,197.59358513573545,169.80495139995688,182.66235166449667,207.60198651493732,236.6365505660259,212.71439135653597,191.47374522600455,,,,145.8415216753529,,135.92727178743093,143.4530139420804,153.79503340887132,163.79756008233232,170.16276043376334,186.37083887624954,189.33493430379528,,201.28503433763916,185.66245226665865,177.12778429119058,170.16341503945225,158.44193029635142,146.4232791422445,147.2097668009632,155.94227627411715,174.70864794376317,174.6084148298526,183.87966617367462,185.1486505949876,180.66097512905205,183.72902330397832,187.5298371392315,196.818233607563,202.37653896118925,212.0972713910941,194.07976634583997,202.17026196220817,181.0740547737227,181.98940384900868,195.3634455949935,172.004155918002,174.39263073619702,187.77586823322204,206.42225755233795,199.7971837264931,201.64919339821697,199.42428912000955,198.93793415564332,197.65888383228267,202.55977868160335,201.55484962163217,189.0769225122862,188.99974958748376,192.72028998855566,203.38318364357104,200.44885167184358,185.68913638202338,194.61576778539225,174.28193396034263,,178.59534785347248,190.9311270469171,190.23187909856904,193.64879372077095,180.55104923410292,177.50175351251477,173.85086342943072,175.503289534864,182.86566445954563,180.40732960249977,182.92290991257124,181.2055017616254,182.77757121722345,189.43655315793862,199.11477261293604,196.17577277939668,,195.83594882080263,189.67883478025033,197.04302431162316,193.96248802268195,198.33914963538504,192.90067162254553,,,184.7193848656113,,197.10129684056963,194.13951846955015,188.11832786517874,197.36270360360706,196.5602890912025,209.25308267883926,215.62098764795067,224.4673856199125,232.71731195834272
1,1999-08-12 21:53:56+00:00,,,,224.44359883597912,,236.21437822124855,,,247.08295516308885,255.89486279671488,253.7906425006759,242.4433732827465,251.7366278749181,247.11416931251202,237.30600347999024,235.2308869516022,218.10151577594982,228.12379421216497,236.7154263256755,,,,,230.4307747482709,229.89420923596182,219.43331040341877,206.9615154518417,207.1831519698923,212.12831411262553,,209.1156027853537,198.3121581141977,208.3542401043288,197.32825198730734,,152.40388889565227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1999-09-04 22:00:09+00:00,209.5947606977921,203.61737073068778,,209.86831929138214,,,215.60305785778868,220.44763498287466,220.5905255817528,232.16510384920875,226.6280527208459,210.44496774482337,221.17147259453031,,,,202.46081811011803,,,225.81884330632727,,,,206.91345646974352,206.01977219553012,,183.92822144394495,184.84505716799583,206.0963944092547,186.41103906727943,186.31987824196582,179.0733151531764,192.2492063633564,182.59398155566336,,130.8784628737628,,145.18362511851774,147.63190747791816,185.07896907733692,181.7161287358755,185.39186317137197,200.79267758853265,185.214184723263,,203.55382591713948,217.9334565965915,213.44426997075468,207.60782567441134,194.0731315026058,183.15491425960286,201.34609631606628,204.3028958976853,193.60997443451427,189.2271280949243,170.50841685722907,179.45204741984537,198.88376246375088,222.58767414920564,212.79771233886817,195.41223519387216,174.4312959769779,,166.2608644478429,147.56841894146513,146.81039093703026,152.12008800372837,155.29194397468063,164.9318398277401,154.83542830544638,165.85510274050398,173.90703618024452,185.09603556097736,198.1013929650994,185.55130273822957,180.8164690981852,187.39747350557028,,161.54815218028926,157.73202930095448,155.30955092832565,161.3184161517991,181.6705256821339,184.72976439972828,,184.4477364121752,183.14896221572832,183.99354301169038,191.55913022297705,188.42468868144374,196.28166797760417,205.10546693872467,195.63788947369662,203.48166215058743,191.62244943762468,187.37268245684112,199.91412098481862,182.6045676707393,184.24176308783467,189.9344402062524,199.6643013960798,203.05750384756882,,204.77964328151648,201.19422890592014,206.52248332643202,212.70583223417844,210.7349831459776,198.51533994508205,195.10539110886947,204.9122202839331,211.1975912251866,193.305222178858,,198.79966265152856,188.14326889940128,174.92459571883398,181.67187051044218,181.91593157511664,189.0770785826087,190.25112070560687,192.6632037760508,191.4263628502064,197.0088547293454,192.60275456050684,194.39153509211818,194.04485836667976,197.12517856690488,198.53528749401758,200.07817322923586,199.84720940519162,206.6093897879142,209.4782930008902,209.0898193576682,209.2042175772303,205.57973950781022,209.75237773254705,214.57316706915555,203.07652450139233,194.11878364401096,197.45431546289677,,,,194.60627613828407,191.60789587101186,195.32871038173164,202.46876473714246,199.1073287491694,209.88863477961627,,233.155955195775,242.67379535111994
3,1999-09-20 22:00:08+00:00,193.78482696850935,191.94596380318507,,,188.61931545252918,199.8139114530511,205.39916874188037,210.45538688858215,212.6529496917397,223.18758587011428,222.21208881396646,215.66598428817855,,,,210.8055941073367,193.03778606644562,,,,,,,194.14070262654235,,191.42284943034542,180.7668462532568,179.74806280324486,189.31209537489022,185.00876312069198,186.3290382990112,172.13693064550844,178.06801040204346,168.69696646573266,146.20038596027442,119.3755172013815,,135.7315104006568,139.4527702122562,170.80210913378033,166.99821328652263,173.09442607919712,186.34122709215015,169.10798500361395,175.0238477931202,183.9548428929276,199.7941005996291,196.5358661701658,188.68400462646576,175.23146953974015,162.41921004597023,183.4086282781794,185.9314039038551,172.43851291295704,170.2964176846108,158.50253051931347,165.70495536900572,195.73210227770167,205.90576136068094,193.0661624509789,173.16743541203957,156.83898668295654,,,137.11914162503092,131.66194620361068,145.2675338615344,140.58580981057776,152.40216752788183,135.87365740925,138.49967649287223,163.27344605158288,166.8831343360555,174.41162829898354,169.65105227080986,167.3167973177337,164.57551874202414,157.41789418169702,149.49693649113186,142.72930061331488,137.7452817525647,139.76831661139687,157.51270355872265,164.47411003531218,168.34118975159947,171.57186982339553,164.07710257049504,167.06700092854294,177.35518217487825,179.9962691029205,187.23378514809596,192.4570495432809,192.45431233163723,190.35630892895009,174.5000906661431,177.0542223362117,,,,,184.00597057395564,,192.69420524735264,195.97337700744694,192.66763782554978,192.14502877064152,,196.95069675813193,179.33515415687162,176.4513141241708,180.23282659136675,194.67850441500082,176.36568297367918,169.27629240766527,,170.50364441912674,151.33870929056724,165.99262521942148,158.05346719258475,162.77310487446715,184.6566321140306,180.6036312762709,175.93569591093953,184.99985530993303,190.66056463921453,185.9180886682994,172.4585617751307,172.55924240060475,176.22625976561548,183.1068267249238,178.8177784140703,193.12017268763475,190.95488922626413,188.7744052155265,189.31964094044037,189.31324276876674,182.25698080778275,191.08092720977893,186.18142712840046,181.6683147614736,,,203.3918213834353,,186.3729453065072,181.28373197990544,186.0225969538062,192.14971309270936,195.96184497580217,206.09146115787652,,215.7854223419838,231.700328666921
4,1999-09-29 21:54:04+00:00,214.86142927508493,202.8003888629961,210.35713882681017,207.43838135542882,,220.1559848805107,,,243.26868813648113,239.95649687007807,233.01635689390216,224.51598624209686,244.20680050557007,242.6251858541499,225.6784556157162,227.1572738176643,223.6996831465654,231.03486287067105,231.85397646971376,,,,,,215.97348761655027,201.2794582553911,175.75594568056277,194.92167056499653,206.99330371563536,182.11326100216192,185.02355841508916,,184.0757155662034,155.11305391566353,,,126.06179891641214,120.4898783241363,138.56626976272938,180.55099255058877,184.59121815849306,,217.9820235303509,187.98344639045848,179.76586572305763,199.85987597161284,214.2512351770245,208.62398606095545,191.7983838307751,176.64000618493822,188.58454776841884,,208.4350424014181,204.22290391268334,191.6889415936451,153.26678558192577,182.8970532708057,,,218.35586309283258,190.34150598982887,145.78986077377218,,157.98985221435075,,141.6759960092733,144.8080964330505,154.40113209245578,156.2279553557233,143.10591075869553,159.31355551420035,167.42951552639175,183.92778694540274,190.44189393745592,180.06304433915244,176.83991179706044,180.76892345146302,161.91473803611464,151.3216953170242,,135.21146396867704,145.5821149669388,174.03739240119575,182.11794593761542,191.02922904742698,186.5965236460686,176.02021934672428,178.59022414058163,182.0435666968482,183.7220472129755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1999-10-22 22:00:04+00:00,213.78874537138663,193.8001308367558,,196.5317991811755,,,207.99331892102785,206.71931805788358,214.8900811028911,226.82117671060868,218.33932793715738,212.3306261406871,216.66099330846836,234.89697441038822,223.55166109540124,,204.24472666141833,,228.27054347614552,197.23749512451963,225.70011647414375,,,220.819876886806,215.9092897878469,195.60239301349898,176.9205673963027,170.51241905855503,,195.06697807206248,197.03350434004702,197.11012098368076,,205.0061678711562,178.72820614384446,134.78748512720114,132.37220876471787,143.48907060127445,148.31625608001434,199.51448423655654,196.2614787012546,,,,179.60936317147323,204.35668840099274,,,,187.2394752143277,181.93083498726836,196.97510193132103,,,,170.6457654112585,175.46040534706455,,,,,,167.52718626244945,,166.8669635594358,156.5048516644358,160.06386929615664,164.3588530890624,169.91852934737915,,161.4476125367627,174.8441518633795,175.89531352149945,185.51216025493707,172.12503515184713,173.37528914909552,172.15874859019414,161.6843878175981,151.30117690836516,150.8677855242958,153.06093051764887,162.83453040641945,173.93355053453342,184.1553056135172,189.76600357095677,189.19959246656782,185.05282975766335,183.18754706901655,188.82750129609937,188.07434628683083,185.00405727387917,200.0159383900328,202.62817203059768,196.1686099848298,196.6757833170487,203.10296691389405,212.2907913304407,190.45403786406425,194.5590004223671,203.96289191242337,213.28903654339425,207.59188979248435,210.00405464780584,204.39402534260077,201.4753624459001,210.85634643037872,208.88405861664867,208.08581068358896,197.84364367156587,194.40242933420163,203.08046811119237,214.28916534789806,196.8714861791955,192.81939119873,208.51157920679097,,182.42423634465143,172.2151378250861,188.79657138769323,195.92155539312373,206.9222549075354,198.57121007171506,206.58642655740104,210.14300225781236,206.76129031883124,206.629559935836,207.42610086854015,192.71988816394165,199.9722409389456,208.6129540873902,210.91241157954929,211.43804063047924,213.7585585731234,212.32323396704825,207.88550319368412,211.0129753022372,210.6620618065984,,195.1880586819311,191.65276102083357,187.67834406735233,203.6689163324498,,204.90307552416886,210.04117418084874,202.88795915359833,207.91525688321607,213.21383966580726,216.62352025488602,214.50390096367585,,228.1568292392078,245.12758414774146
6,1999-12-09 22:00:09+00:00,200.99761148827008,198.07869761153535,,,,,214.781830625591,216.48641199011013,225.01940848134535,228.07205029165914,220.0695981242703,212.93176360814743,218.78555644304694,,,213.32033579829178,,,,,,219.26072248515254,,205.70340960519522,210.3741138216307,198.41901389697745,182.33355691573055,188.4685383850634,200.6546133586586,197.59705067320652,195.98728244930118,186.56149299940455,199.2334318823887,184.06069140832835,172.1820832051453,147.05478755397763,,,157.3544119394144,188.21617435325436,183.463615564704,185.79627017076487,198.88953926137484,180.13780097605667,186.8510500139036,189.48027361916203,205.15476964822736,206.98995060311944,199.64268049715363,190.70992008719855,182.74905656012902,205.96926975684954,204.32501188011375,195.47284208192627,186.38831669962363,170.79788043950583,177.90802298291737,198.50691297526404,216.73214358839886,,188.29709958302902,179.43556695063424,173.83392452860028,193.57635308848396,183.9034416618492,172.4157819075533,164.92010578870375,164.00351756233428,167.34834970882494,163.2248431565235,175.32895263117547,182.4482349917126,185.78435748581202,189.32817158806898,186.1632229701542,179.90452975334279,181.3548037704135,170.65698199632175,157.88253550393074,150.9425853358362,152.09162318839566,157.6587564001223,172.35090298017752,181.2624701050227,190.24292040485597,184.5969789266649,181.5338241977223,182.5445945912805,186.63178048672634,180.98704552000675,188.36197635487292,198.70023554188714,190.39559144619602,198.23930171370264,189.04468662496112,,198.09214879611045,183.81464720672534,183.78014237850314,192.41055906633815,197.82037497555666,201.87628275854655,,204.71630673264553,206.77322791936882,207.42232565220795,206.71908673660815,211.2913835079915,198.86854015117655,194.5045946716611,203.41011329427934,215.56321958013731,198.98043562143855,200.40230923934155,211.62480797381468,197.18561529424403,181.86496572485024,182.392863742565,185.64945834016302,189.26955427191263,196.45881218226836,188.54769672923777,191.19107652077122,194.81017278213278,188.60216242712752,187.5767346658762,183.68587721193322,190.53540773071958,189.48697855852976,188.65030898803977,189.5117999917636,197.45233821756392,197.5497419683618,201.6011782638951,196.596360759323,191.5878487145764,192.44745480385149,189.81545457098082,188.05856694877107,188.14345879270576,180.0915506691152,,,,192.48673227357656,188.76980767063907,191.69781376899184,198.0286655657047,197.69131786937325,204.21827199874681,216.3687506161698,221.07640695871712,238.67517118301257
7,1999-12-25 22:00:04+00:00,207.5333268783723,199.9622276292144,,203.3965272971117,202.57755786016017,,211.67384297455226,218.79755070070246,227.90030253362514,227.38853848328404,221.68776879551726,212.44443048601292,,,,220.48670225344023,,,219.51916624578587,,,,222.56027509018952,203.86001665039478,209.765413886584,198.92631532454985,174.33804110826722,184.28355133106965,206.7050004140683,189.56926519175167,190.12408738529834,,192.49285593586643,176.12399583950338,154.66139035923888,130.9552183506775,,138.88449385995347,147.49523029023217,175.93744729849666,182.01565400292677,190.6349531028689,210.00255990108832,185.8499132793628,178.94112076103607,189.87573853499998,212.72516976564106,207.01221305043111,196.0527019971105,182.0713332175054,179.7836522213664,208.4195226621311,210.88303100779314,,189.66321679099093,166.78076968576093,169.977106017406,195.78371794607492,226.91640043831933,205.55678540410946,186.23256095084042,164.28254062345675,,,157.38041068428743,151.28544524517497,147.66241180791275,158.7097742910219,158.9307529890994,152.6084494636908,162.28504840152553,165.82430068091097,175.0391098675471,182.8459700328034,174.06286960285732,176.41875457402526,173.96401438796985,160.39804662898604,148.36522462250898,144.18458598572113,139.76412340107748,151.71964004348553,170.09626392784693,176.90073051859494,185.51480875363006,180.54864849502437,172.35631607725176,178.31402991106646,179.24057048403125,176.97806992556835,181.96657235911005,196.45830938019924,187.2893467042389,200.2219909831706,181.93280865301415,187.332565484135,194.9062237270885,174.10865079598432,172.65347975587972,182.26047949100723,195.27386320453957,196.00882196788038,204.6764965945625,198.04686664446706,199.46242723092172,199.60554880165313,198.20757976881652,196.7516884421902,183.71992955089368,179.6767564146784,185.90851728913702,194.89846122998236,187.0510264610072,188.75174483464548,196.65150478672385,174.6572294918291,167.37027141578318,170.73742078738425,172.2871958286584,175.34166959913583,183.53239812217262,178.43954763099225,171.95335803784303,185.65031539916953,175.0838863659681,185.25373755196142,183.54348417186105,178.00300732500813,181.18241484390938,182.33643825165413,185.5252821771691,195.25124288336465,191.87254836478596,188.36465822075886,193.3178688711702,189.7379287114961,196.66431290617123,190.98259551403984,,185.23783158918744,185.0929377547492,,201.55443278569453,,189.56541039985078,185.10878686691464,190.71563727306162,199.24416745520577,198.97943377090996,215.94597105033955,221.76147771359302,230.35036805849444,244.84996706939359
8,2000-01-26 22:00:02+00:00,218.89701470070122,206.97563458292873,,,,,214.16896397775548,225.37350882846712,234.99268918908672,236.5817568008458,231.20952797664276,223.86161388048075,,,,227.06591003153528,,,,248.33039136714052,,221.18419056823188,227.44066089679956,219.31437478009164,226.6894846283376,210.52854828605325,180.16816009824583,203.81951870356315,215.8521167782812,195.26055690947118,190.60890999834442,184.82370012433933,199.43499951778722,173.2520133076263,160.02588238720347,136.96220583877962,,144.4354394134303,150.75510111933042,187.8887086640961,192.0840001995632,202.95800770330834,217.37488436610278,199.68860259617534,189.56034517628842,198.1414162811004,220.37985030122928,214.14816916244297,202.75063366816008,188.62847486030253,191.4881105720724,216.38233547401862,214.8304499096848,215.51064916355043,205.54392685257653,173.6771649421886,181.92732474156517,209.91403351070258,245.39126621257307,,209.92526335773192,184.90246817114647,,194.7506240901008,186.13751981076436,166.03404887898816,154.17202892149504,163.64829607944262,156.57098003807877,154.5634662491793,158.67294515207615,173.95654922894457,178.03235739214503,190.49347523626076,186.38961994431105,187.50563879534823,182.671057855033,168.11696342406094,155.57703807500295,149.2326816507742,147.92233286247475,158.50620091699355,179.5437178353052,185.63207910483072,190.84314035872774,189.82281613047863,182.4699999539767,185.16603691574366,182.82888432266554,180.27731646270902,198.2375940140949,205.93000992794637,191.0840742483277,210.27233941255105,187.88536718427932,200.44773153293787,203.21855886158886,175.8483796701408,177.00000451595946,190.02516320982787,201.18996166443654,202.8391050086811,208.69687090359298,204.22129871437912,223.37084534754547,210.61963324372607,202.34694562215427,206.87779209774735,196.5802695186559,197.80346287143536,205.85188186770463,211.31147644889091,196.81388749620655,,204.65188883307707,185.4483269157776,,178.74382934242567,185.88099602623572,192.20570789265338,193.07671724270466,187.87044357659175,196.4819063809724,193.45194824707883,192.5058516638243,,184.98354042206194,189.49257036079462,194.5373783924854,189.78753273011557,188.66098458263696,201.32295795847963,212.1355568120233,204.10234544260035,199.80374217173517,,211.47913132639397,205.5687479930032,206.00712388850408,198.91043273041012,197.71086751816028,212.91566754172953,,,203.3279963640422,197.27929264869067,199.8352003725442,210.94109111985176,209.0866843558725,233.60475169213493,237.07372664550456,244.7601573836316,256.5735207168912
9,2000-02-11 21:59:57+00:00,213.61998519425535,205.0932145328012,,203.21288653748852,,211.706910504541,208.09748788532087,214.59401603974172,224.3660139808661,226.94791457693472,221.52883078403408,214.6137260469908,232.59154267308026,,,224.9581821758079,,,225.7570715603818,,,,229.95560569734886,212.31132576551505,217.59937638311206,204.99271287591293,178.08067723970365,200.91680950327324,217.90169989319588,191.7567265670845,193.768773650421,183.23233798766947,201.82268015876258,179.59288129607043,,138.61769295232557,,141.19882298668858,151.34865460172236,188.21468727455974,189.0838396777909,197.86103355308663,213.35387857724425,199.5909463835843,187.46707799718467,205.67414096125026,221.22558268529917,213.6603897997135,201.3610967151946,189.9529832134146,192.7782734576521,216.54740500581602,213.3280019595014,209.72121377374015,200.49932879046713,175.17012686944747,184.25643732250438,207.74066706051767,241.70300475957117,218.4301806512294,208.46630121870686,190.07899299816907,180.51388293253964,,173.44460473146776,173.66921745952789,177.4160466079684,177.60866343456277,168.1910436933883,159.77858359929533,,163.49947147590441,178.71873573138535,189.2930033298741,185.08565930928395,185.11931344896922,184.54802854117443,167.6545214712415,152.63600573706842,153.3733966635406,146.16245585069703,158.2879620133232,176.1178892392383,185.47181558544256,,190.2341264670316,189.59818525262384,191.87820916812845,189.92939378175672,182.41194795091454,186.95835955430536,203.83421242564648,191.09169921121193,206.71827641032857,186.31060736847937,193.76741626200587,198.84804856345744,179.87865381868096,179.75096659426703,190.34918841260705,202.3658477508557,206.30818819665947,212.2354494505411,209.0442126481205,222.04653787544288,212.25068606930938,206.24127348148448,209.7330970399042,195.52808029638783,198.93416701817262,215.89889649762466,221.36243349353222,209.3001780618432,207.94460185342191,213.87743098497234,198.20279290324683,180.93230096014065,192.12304297859032,188.30357057094068,194.24428399753717,205.00908910115794,204.27437377360073,200.05810678042937,208.1489468650234,196.92466547429754,,191.96064134659542,188.3554406660724,192.4502443818823,201.88248639939334,194.33330515000708,201.7356222969659,206.19109325200787,205.51518335915293,198.39659020362396,195.0349078498554,197.37837055088863,198.03106731865648,198.17925753326273,195.16592290922026,197.76731231108081,207.4837280785469,,,195.47864715300275,190.8884671140135,193.98012092701273,195.64321994762798,197.60415658598836,216.06500814643377,,232.84081131791197,252.92476097474264
