,dates,jap0350-0000,jap0350-0001,jap0350-0002,jap0350-0003,jap0350-0004,jap0350-0005,jap0350-0006,jap0350-0007,jap0350-0008,jap0350-0009,jap0350-0010,jap0350-0011,jap0350-0012,jap0350-0013,jap0350-0014,jap0350-0015,jap0350-0016,jap0350-0017,jap0350-0018,jap0350-0019,jap0350-0020,jap0350-0021,jap0350-0022,jap0350-0023,jap0350-0024,jap0350-0025,jap0350-0026,jap0350-0027,jap0350-0028,jap0350-0029,jap0350-0030,jap0350-0031,jap0350-0032,jap0350-0033,jap0350-0034,jap0350-0035,jap0350-0036,jap0350-0037,jap0350-0038,jap0350-0039,jap0350-0040,jap0350-0041,jap0350-0042,jap0350-0043,jap0350-0044,jap0350-0045,jap0350-0046,jap0350-0047
0,1984-07-02 01:16:26+00:00,138.18182195413218,137.35128649108694,137.6729983353512,169.25232138374463,175.9407502543412,169.47537649715952,174.9974624119321,175.0990780455083,176.60265237667528,170.2405841757327,166.7789373510107,156.60568417478456,153.22869901315022,161.98037821378674,171.72219593786642,185.6021307288193,,183.2236643685815,177.85244078025462,179.3967518226921,181.33089246216585,178.38712245866668,175.5411157553513,179.4939123265749,169.01858269840832,168.40014897594205,166.59008528933708,,168.86754216345656,174.8767945814621,170.64456274697568,174.4152237995797,177.05007154503798,174.6516912246023,166.48902039968908,157.40234338883062,154.58359927147043,161.1142206471479,173.22902818095955,175.6772816048421,166.24303439828134,166.93791632623342,,170.6647298948421,262.2372898187007,303.1393657705319,284.68131180238004,
1,1984-07-18 01:16:43+00:00,131.93104690445966,135.89552567418386,140.71070123417005,159.6402765422406,168.31396000779546,163.78674777594637,,163.2463461000414,166.69865847310228,176.24536471972692,159.3346959088279,150.0440426397921,147.2313761746622,151.4076288460798,165.37107007669266,174.52147085276835,176.54821844536758,175.60093301044927,175.3165973346941,170.94474130224478,173.15679551292598,168.06188099674628,173.99028334680156,172.5291407695752,167.44965886177138,164.4423287038094,163.63296507074196,168.83483995906315,165.49807951555945,,166.62007342107555,169.1116820498424,168.9010345646191,169.48584969870961,,150.33636216355245,146.77900571147376,158.80049816373756,165.81308326096143,166.69485475956628,163.909261278397,154.91359577620713,,165.93712728473713,256.51534977365895,300.26203052977127,273.69519134207934,
2,1984-10-22 01:17:58+00:00,144.60286051304263,134.70318714092986,166.7276651319589,180.0020024481523,181.2179131736455,168.6624275884426,175.65351362646004,165.76415280115356,167.25133384494177,,179.71059353175227,174.85112873553277,172.5263301449115,175.22062832886976,187.39003629623565,191.3112456067675,182.62750346642974,180.3588529355629,177.26598713444486,175.75456782793395,176.56717917034268,180.77706474776645,185.16136117373765,186.77650436734942,182.1169008079867,182.94816178407092,178.23005442029262,,179.54662229906987,178.69626655176145,178.35370660614112,170.28877901531925,169.356501508471,174.1204704066406,174.87764630895913,176.2613536797475,168.70653437519843,,176.60482798519647,166.10842136176217,160.17764425390646,172.44922521200854,147.2545817406705,163.13541178738248,,,,
3,1984-11-07 01:17:51+00:00,,171.9695083779994,154.41526859013734,162.86623957236793,168.25274164226957,168.09534912282183,168.14536196271396,167.38301296382295,163.6582641394149,172.02399669370945,172.19251752085867,165.58045139438366,166.51040634123612,181.49131156382012,177.39845886293708,186.79621255322337,171.22156895306566,165.9502224027552,,154.4307874565643,,159.51521963092844,,164.40812524424527,166.41286697219851,163.7618369501161,158.08730380441455,142.36269693725964,150.3225242133286,,145.78130931899352,,,,,,,,,,,,,136.2436565984809,237.60785259311254,301.1213961623724,,
4,1985-01-10 01:18:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.90376037979996,243.93889304458745,283.40372120458835,274.4124268884011,
5,1985-05-18 01:18:02+00:00,138.66783882949179,131.56001903549256,141.9596823976652,163.47556601381973,166.92248614988299,154.084782823252,159.2190426092115,164.18836566893506,157.81935964641534,160.1634136399924,160.62452057519158,149.07807014495566,154.05323390990608,160.65550245597933,,186.3114512183801,185.22122870433043,179.43894553688557,167.34650025761846,164.39616008295448,,164.42087275822868,171.99062095334034,173.1677002960534,167.64424749012616,170.55479368765137,165.03357333802515,171.99357244028954,164.3461914985089,166.6670897069281,162.5199054619898,159.40725891297288,165.20844801804014,170.97852262029988,173.61532664773003,171.3251521696986,163.30656240783452,163.53843596822446,161.50801375386746,170.17220949144206,160.15987435980645,160.80887168124946,,148.46087073606583,,,,114.47383938556459
6,1985-10-09 01:16:57+00:00,156.43672092317254,152.09621945874085,159.87022505447746,177.1608102919954,174.09109417249556,173.58726401912125,175.68028056728252,174.21625845248997,166.73520820356353,178.30911632644194,171.8686291042525,154.25562512901607,,161.42373909387896,176.1324652666676,183.86761722604646,172.81197548404373,171.69340476790876,171.98404833425838,170.70686518894587,170.65755584909869,166.56560369157074,171.9888957660324,171.5093224492003,168.34789270851945,173.19755072138088,168.67793451496055,158.46246210851385,169.70958474785522,171.72380602350222,177.60314435604315,174.1091006136352,173.94514094733114,176.70584140434661,173.1242275027642,163.8853687917475,157.9975305487453,159.31868538490176,160.0035439795041,157.97602909907872,160.85486350160372,159.41357735571162,134.44138177234555,152.23417397623976,,,282.8120192043086,130.66856576177415
7,1986-02-14 01:14:38+00:00,142.18153848317567,140.27700584763508,139.76206064637663,154.3804676337189,160.5307804361832,168.3394653433638,,162.27469532740247,170.48597044578528,172.37114847304156,162.13033294924583,149.86670049543127,149.6913951272039,157.86830209691973,163.60603960234695,169.92030171393228,169.57561895388116,172.79895071076746,,169.0912769395454,,171.92387545182245,,173.1895151079845,171.6558748157063,170.79374183952535,165.6795207325575,165.1435782919946,169.95792068575935,,166.6851295721779,170.4852938041374,174.2704536321034,172.42613654692778,170.93102123750083,164.20955941934258,164.10936192834154,161.14044545052954,168.5059876536221,173.03217839869916,167.1971311382741,157.09248036116253,,146.07081968536795,250.94301010615624,301.5695688526239,275.50784541388737,
8,1986-09-26 01:08:08+00:00,143.46787092394845,146.01298472891136,146.24039717947883,163.80770207108188,161.04856395779012,167.0315978301508,163.2097860315903,166.92950526727418,173.14441830157352,176.3042508175167,168.02911882349113,159.25619900680297,,166.67814306927093,162.66697528407417,169.7594578012401,169.33216529882606,167.50817712842846,,166.2662921409195,177.36164092354488,172.27360006889714,,169.33647912164662,168.11925917873876,165.50940374409367,152.56673429140935,155.14056412442594,158.15667050366216,156.56069042076538,159.48169789547103,168.26932346904766,173.01646137411262,177.37095628099047,172.70177231732953,169.7256167833366,159.94791322759366,153.7383294281636,150.04827381032672,153.67560311962282,158.26165412756382,158.64787186154294,,161.19584269230242,252.65123510671185,292.10349632382633,263.9504417555933,138.48851610269685
9,1986-12-15 01:06:42+00:00,163.62235455464787,158.2018216383241,158.82027233645752,182.9971028909799,181.97115548634062,179.84241376785096,175.96520136311392,175.12027756030082,174.36037703421292,181.09974801253708,184.5476760416718,167.84227995596805,166.6151763772712,173.9664036259498,,195.7978687834914,192.67616177574914,191.5938808992641,185.56962907017035,185.25091646147956,182.69533353287736,183.4540109267196,185.83750846384336,184.22194482842656,183.70979539226087,,177.7031174710251,179.10385287357107,169.8380873628372,176.7394372990012,182.3787677574934,181.42100166019995,,187.70349061282406,183.83583016262733,187.46697229128745,157.95772076535894,156.25110031867644,148.25607699444254,162.41714350211848,,,,,262.4674603799815,304.7919516271555,,
10,1987-03-05 01:09:24+00:00,169.56511603501133,168.42747839047195,170.3916007606865,182.7387602160914,185.9943526252639,181.5714472537982,181.06671019512802,180.70265015650776,182.76024184229482,190.79053932071682,182.1124328433004,175.5415350210447,,171.07388530160915,186.31432644494853,193.74717666009684,,188.10634214143178,184.6820899864277,179.09711530164108,185.78490239112088,178.68536235160883,182.48247970765667,179.37138084741846,179.89113936254628,175.43708532460798,177.9958003492551,,175.96521691335326,179.55205250997608,179.16154524650736,181.01636262474167,181.38406326995718,182.97896119575444,179.14331061846468,173.33266120852107,161.4870448187509,163.911344317271,163.04713229197068,177.6653058466163,169.97013776856454,166.07591465066085,,160.06207734617595,259.3041345163576,298.85633609461416,273.7509021806137,145.00117956290808
11,1987-05-08 01:11:32+00:00,160.88062640041542,157.67812540951613,159.19938723072826,179.76760803710985,175.81678702214558,177.8701534425263,173.8711914675923,173.56779679174278,171.48891956983107,169.1756977148042,169.2584254296236,153.0239483039245,,161.79801246600886,170.5973723474819,185.22662540256857,,177.6310177434984,175.62309378924627,171.5443386956485,174.88368054573323,170.53103477247728,175.1908221975198,172.49937554238483,169.86899715680048,173.4926694905267,172.53393901200658,,173.30603844555796,177.93444927389112,174.66173191691576,169.76874319004713,171.74408745558853,175.43865505643413,167.23570453962662,164.58714171132084,158.13775174290177,161.41652878715217,162.0500323615526,180.14056871042217,170.19617702192116,162.49299339181738,136.51367202258743,159.1510912131541,262.489981366896,298.44884615531146,244.2566512428224,138.99242845406266
12,1987-08-12 01:13:52+00:00,164.37362325650054,159.51041430968505,,176.96981521023753,170.26559324356057,168.12800914418338,177.23972925910005,180.30000153406942,173.54991714558548,179.35322868559524,174.2626983749858,165.22865077519225,,165.90292207468252,171.77119113578706,182.97649646037755,178.09998562100662,173.9388709649343,177.13991985615485,170.04049415236483,175.38337029865767,170.77037270779869,179.52399499524702,176.19556665652252,178.50483238814616,175.12122140093157,170.27863742572117,170.69608845134888,168.3231931941235,,168.80415341508984,175.589168956044,170.38400657782967,172.78879712363192,170.95533766737873,164.63097009711174,159.98752778130927,164.41853523088702,154.74774242876177,159.15035605438075,164.06060400988105,156.90527599863296,,158.09376220483884,249.51362737735226,306.86044965796793,251.77361211526906,144.63455460094627
13,1988-12-20 01:18:15+00:00,175.28420198396842,169.10836131573402,173.2011351651665,,192.69793750760763,184.5790297526302,181.92753074699212,179.65045647317095,175.60718754762385,181.32979844542385,179.52397334052793,171.73351467292125,176.02242100545374,182.43351893682228,194.92266149658786,201.81402201258086,191.51841001702124,191.18635785320146,184.7785268985541,183.5953190942977,182.81049940821057,181.2402310914162,187.04442781932536,195.22873090080435,188.04173257086774,,194.85113813714213,,175.91438859393446,176.02567293134817,176.03831908092687,178.37135185936097,,191.68075876117345,187.6031560542241,184.15361338351045,176.17643416606603,,182.28068094908377,177.32902916017818,167.0296358099171,160.16803054294277,135.13871272702664,137.00604267434701,236.67318536017765,300.3852341935997,280.5767575670821,178.96142596417522
14,1989-01-05 01:18:13+00:00,172.08968667845784,172.9652176775998,169.80892842298704,182.07841631616003,190.78846919094133,182.70092964799633,185.01008796430295,,180.6963825020593,178.50440779116977,171.4878707257435,165.84758700520956,169.06760245989005,172.24618599846102,178.377553510205,191.26359619460595,184.9497577126096,183.46429717675886,,179.01999187195466,185.09924084649398,183.43945966815966,183.14311521675484,190.5279928088483,184.06256202046094,186.4884791276928,179.75538269979137,182.2289748676466,174.3186165333872,176.20236776085451,174.7182246806429,182.28332359761447,,191.78560565311915,191.93388384012928,184.55303375761108,182.702289998913,,183.8595469220236,189.7821429409385,,166.66364286589015,,154.35811394152006,262.1975663724808,306.0740120655915,300.74871148387564,199.82930103601763
15,1989-01-21 01:17:54+00:00,147.55453147964153,147.45099713831928,152.79256588165418,165.65423227620644,172.23537649644527,166.48361610628547,169.36627143433086,168.60609030471005,171.79242895314513,174.0806579120397,170.3027270306072,162.61416123160274,,165.9191476984446,177.32411926962254,179.0409841466847,,181.06549019177575,178.051467044845,177.30511095329342,180.95875003972444,175.02685421442155,181.7230349071943,183.00677410731004,183.47281736893524,,179.15552845851667,,170.50795650472688,175.80193521481016,173.43195890251343,175.2298946496411,175.92427337763345,181.43657425890984,177.05302941199892,169.6570215470444,169.40833582698642,169.97228226116914,174.92272080661286,177.95809544828316,165.8071932914929,168.6777588080708,137.9819644875414,140.7727996946017,247.68738791593233,295.80504896518585,281.9451328285612,165.05624294038398
