dates,nzd0032-0000,nzd0032-0001,nzd0032-0002,nzd0032-0003,satname
1999-07-25 22:04:15+00:00,,357.88,350.79,342.57,L7
1999-08-26 22:04:21+00:00,364.27,355.09,346.63,342.29,L7
1999-09-27 22:04:25+00:00,364.16,355.86,348.26,341.35,L7
1999-11-14 22:04:18+00:00,359.58,352.70,343.54,337.86,L7
1999-11-21 22:10:24+00:00,359.58,351.09,339.97,333.15,L7
2000-02-09 22:10:19+00:00,361.55,351.80,339.16,331.73,L7
2000-03-28 22:10:07+00:00,360.63,351.93,338.65,330.78,L7
2000-04-13 22:09:54+00:00,357.83,351.95,340.58,332.53,L7
2000-04-29 22:09:53+00:00,357.83,353.04,343.49,335.03,L7
2000-05-24 22:03:22+00:00,356.08,355.40,349.45,340.21,L7
2000-08-03 22:08:44+00:00,354.48,353.13,345.34,337.52,L7
2000-08-12 22:02:30+00:00,354.74,349.67,341.00,332.17,L7
2000-09-04 22:08:22+00:00,354.74,348.98,338.88,329.75,L7
2000-09-13 22:02:02+00:00,354.50,347.75,335.40,327.53,L7
2001-01-26 22:08:07+00:00,357.88,343.51,324.28,316.95,L7
2001-03-24 22:01:35+00:00,354.88,348.34,334.31,328.08,L7
2001-06-03 22:07:16+00:00,356.01,351.58,334.42,323.88,L7
2001-06-19 22:07:05+00:00,356.79,351.50,333.14,322.69,L7
2001-06-28 22:00:45+00:00,353.55,349.90,332.28,321.96,L7
2001-08-15 22:00:14+00:00,353.39,348.72,327.22,315.41,L7
2001-08-31 22:00:05+00:00,351.74,345.51,322.31,315.41,L7
2001-10-18 21:59:42+00:00,352.42,344.39,322.01,315.13,L7
2001-12-28 22:06:14+00:00,352.08,339.79,317.04,313.41,L7
2002-01-22 22:00:16+00:00,352.08,339.89,320.59,318.01,L7
2002-01-29 22:06:21+00:00,349.17,339.30,321.59,318.85,L7
2002-02-14 22:06:29+00:00,343.44,338.98,325.46,325.42,L7
2002-03-27 22:00:13+00:00,344.15,341.18,331.62,325.23,L7
2002-04-12 22:00:13+00:00,347.59,341.72,331.60,324.62,L7
2002-06-15 21:59:55+00:00,346.76,342.56,333.95,326.24,L7
2002-06-22 22:06:03+00:00,347.88,345.34,334.03,327.24,L7
2002-08-09 22:05:46+00:00,349.01,348.06,336.07,328.92,L7
2002-08-18 21:59:33+00:00,349.73,348.43,334.33,326.81,L7
2002-10-28 22:05:22+00:00,349.17,350.30,333.60,327.53,L7
2002-11-13 22:05:30+00:00,348.91,348.93,334.75,327.14,L7
2002-11-22 21:59:33+00:00,348.48,347.79,333.57,326.90,L7
2002-12-31 22:05:56+00:00,345.87,343.44,329.50,322.61,L7
2003-01-09 21:59:45+00:00,346.41,343.57,330.94,323.88,L7
2003-02-26 22:00:04+00:00,351.51,342.31,331.20,324.35,L7
2003-04-06 22:06:21+00:00,350.41,344.09,332.68,325.48,L7
2003-04-22 22:06:19+00:00,350.41,344.48,332.00,324.28,L7
2003-05-08 22:06:20+00:00,350.91,344.41,331.68,323.52,L7
2003-05-24 22:06:17+00:00,358.02,348.73,330.95,322.79,L7
2003-07-28 21:48:04+00:00,368.65,347.79,327.28,317.14,L5
2003-08-29 21:48:38+00:00,358.97,345.11,328.28,317.17,L5
2003-09-30 21:49:06+00:00,358.97,345.80,328.41,319.20,L5
2003-11-16 22:06:11+00:00,366.54,342.40,324.90,316.78,L7
2003-12-19 21:50:03+00:00,351.85,338.17,325.75,318.77,L5
2003-12-26 21:56:18+00:00,351.85,338.14,326.62,320.64,L5
2004-02-04 22:06:41+00:00,351.87,338.95,329.70,325.20,L7
2004-03-07 22:06:48+00:00,350.72,340.39,329.91,327.16,L7
2004-03-23 22:06:52+00:00,350.72,340.75,330.91,327.73,L7
2004-04-01 22:00:40+00:00,350.72,341.94,331.21,327.41,L7
2004-04-08 22:06:49+00:00,354.28,343.57,332.48,328.78,L7
2004-04-17 22:00:33+00:00,354.28,343.57,332.17,328.59,L7
2004-05-03 22:00:35+00:00,354.28,344.33,332.64,328.64,L7
2004-06-11 22:06:38+00:00,354.28,345.05,333.84,327.79,L7
2004-06-12 21:52:47+00:00,350.19,345.85,334.44,327.97,L5
2004-07-21 22:00:04+00:00,350.40,347.14,335.34,327.10,L5
2004-07-29 22:06:27+00:00,346.90,345.99,334.05,326.20,L7
2004-07-30 21:54:04+00:00,347.75,345.90,334.07,326.24,L5
2004-08-07 22:00:13+00:00,346.69,346.76,333.74,326.25,L7
2004-08-15 21:54:25+00:00,344.96,346.73,334.31,326.56,L5
2004-09-16 21:55:17+00:00,344.96,347.44,334.92,327.80,L5
2004-11-03 21:56:19+00:00,344.65,346.87,336.14,327.21,L5
2004-11-18 22:06:34+00:00,345.24,346.24,336.14,327.21,L7
2004-11-19 21:56:31+00:00,345.24,346.80,337.44,328.42,L5
2004-12-13 22:00:36+00:00,346.29,346.28,338.35,330.40,L7
2005-01-13 22:03:41+00:00,346.29,346.57,340.69,333.15,L5
2005-01-14 22:00:49+00:00,346.29,346.57,341.67,334.51,L7
2005-01-21 22:06:59+00:00,345.61,346.55,342.48,336.34,L7
2005-02-15 22:01:01+00:00,352.83,348.60,347.08,342.62,L7
2005-02-22 22:07:14+00:00,349.43,347.15,344.26,338.50,L7
2005-03-03 22:01:06+00:00,349.43,346.90,343.63,337.37,L7
2005-03-19 22:01:06+00:00,349.43,345.93,343.59,336.42,L7
2005-03-27 21:58:27+00:00,351.93,346.84,343.06,336.17,L5
2005-04-03 22:04:40+00:00,353.02,347.00,342.81,336.54,L5
2005-04-12 21:58:31+00:00,354.75,347.39,342.66,336.82,L5
2005-04-19 22:04:43+00:00,354.34,347.93,343.09,337.03,L5
2005-04-28 21:58:35+00:00,355.13,348.63,343.77,337.48,L5
2005-05-06 22:01:01+00:00,353.79,348.19,343.14,337.13,L7
2005-05-22 22:01:00+00:00,354.34,348.46,342.80,336.73,L7
2005-06-06 22:05:05+00:00,354.12,349.07,343.36,337.59,L5
2005-06-07 22:00:55+00:00,354.12,350.28,344.01,338.99,L7
2005-06-14 22:07:02+00:00,354.12,349.73,342.93,337.57,L7
2005-06-30 22:06:59+00:00,352.71,349.73,341.95,336.25,L7
2005-07-08 22:05:15+00:00,351.92,348.63,340.39,334.33,L5
2005-07-17 21:59:11+00:00,351.92,349.16,337.68,331.11,L5
2005-07-24 22:05:27+00:00,351.39,349.01,336.32,330.18,L5
2005-07-25 22:00:49+00:00,351.39,349.01,336.32,329.99,L7
2005-08-10 22:00:46+00:00,351.39,349.01,335.54,329.32,L7
2005-08-25 22:05:41+00:00,352.85,349.66,335.70,329.56,L5
2005-09-02 22:06:46+00:00,352.87,349.53,334.80,328.13,L7
2005-09-03 21:59:32+00:00,352.87,349.54,334.97,327.91,L5
2005-09-10 22:05:43+00:00,353.56,348.93,334.61,327.41,L5
2005-09-18 22:06:39+00:00,353.56,348.73,333.99,326.47,L7
2005-09-19 21:59:32+00:00,354.47,348.84,334.26,326.42,L5
2005-09-26 22:05:42+00:00,353.89,348.47,333.73,325.86,L5
2005-10-28 22:05:36+00:00,351.56,346.91,330.38,322.04,L5
2005-11-21 22:07:07+00:00,352.11,346.14,329.85,320.95,L7
2005-11-30 22:01:00+00:00,352.11,345.79,330.37,321.43,L7
2005-12-16 22:01:02+00:00,352.48,343.21,328.32,318.03,L7
2006-01-08 22:07:25+00:00,355.97,344.52,330.57,320.73,L7
2006-01-17 22:01:19+00:00,356.30,343.74,332.27,322.33,L7
