dates,nzd0032-0000,nzd0032-0001,nzd0032-0002,nzd0032-0003,satname
1999-07-25 22:04:15+00:00,,357.88,350.79,342.57,L7
1999-08-26 22:04:21+00:00,364.27,352.29,342.48,342.01,L7
1999-09-27 22:04:25+00:00,364.06,357.40,351.52,339.46,L7
1999-11-14 22:04:18+00:00,350.42,343.25,329.35,327.40,L7
1999-11-21 22:10:24+00:00,,344.63,325.73,314.32,L7
2000-02-09 22:10:19+00:00,367.44,361.44,346.70,335.45,L7
2000-03-28 22:10:07+00:00,364.03,358.41,352.81,345.94,L7
2000-04-13 22:09:54+00:00,349.41,352.02,348.32,339.53,L7
2000-04-29 22:09:53+00:00,,358.48,358.05,347.56,L7
2000-05-24 22:03:22+00:00,343.44,346.66,341.37,332.57,L7
2000-08-03 22:08:44+00:00,348.10,341.77,324.77,324.05,L7
2000-08-12 22:02:30+00:00,368.71,340.71,320.69,303.35,L7
2000-09-04 22:08:22+00:00,,344.78,326.18,315.27,L7
2000-09-13 22:02:02+00:00,353.29,339.15,311.04,311.94,L7
2001-01-26 22:08:07+00:00,361.43,351.12,338.71,330.15,L7
2001-03-24 22:01:35+00:00,348.34,345.56,329.92,326.02,L7
2001-06-03 22:07:16+00:00,358.25,358.05,334.63,315.48,L7
2001-06-19 22:07:05+00:00,359.13,351.28,329.30,319.09,L7
2001-06-28 22:00:45+00:00,340.59,343.51,328.83,319.06,L7
2001-08-15 22:00:14+00:00,360.65,345.20,313.42,297.42,L7
2001-08-31 22:00:05+00:00,343.50,329.44,297.77,,L7
2001-10-18 21:59:42+00:00,,338.87,328.12,324.62,L7
2001-12-28 22:06:14+00:00,,345.64,328.84,318.19,L7
2002-01-22 22:00:16+00:00,,340.31,334.78,331.81,L7
2002-01-29 22:06:21+00:00,343.37,336.32,326.61,322.22,L7
2002-02-14 22:06:29+00:00,,343.28,336.66,330.25,L7
2002-03-27 22:00:13+00:00,344.94,342.63,334.68,324.27,L7
2002-04-12 22:00:13+00:00,354.47,345.01,331.50,320.95,L7
2002-06-15 21:59:55+00:00,344.26,344.70,344.61,335.97,L7
2002-06-22 22:06:03+00:00,352.37,364.82,334.59,334.26,L7
2002-08-09 22:05:46+00:00,,347.95,334.40,327.84,L7
2002-08-18 21:59:33+00:00,352.59,345.49,326.21,317.55,L7
2002-10-28 22:05:22+00:00,347.44,348.54,328.17,322.01,L7
2002-11-13 22:05:30+00:00,347.90,342.09,340.50,325.20,L7
2002-11-22 21:59:33+00:00,346.35,340.93,326.50,325.49,L7
2002-12-31 22:05:56+00:00,335.09,335.66,321.20,317.57,L7
2003-01-09 21:59:45+00:00,349.08,344.31,339.62,331.50,L7
2003-02-26 22:00:04+00:00,383.19,,,,L7
2003-04-06 22:06:21+00:00,343.85,352.98,340.10,331.08,L7
2003-04-22 22:06:19+00:00,,346.88,327.88,317.13,L7
2003-05-08 22:06:20+00:00,,348.05,325.96,316.66,L7
2003-05-24 22:06:17+00:00,378.90,364.50,,,L7
2003-07-28 21:48:04+00:00,,326.53,315.17,303.70,L5
2003-08-29 21:48:38+00:00,354.17,331.72,332.29,317.30,L5
2003-09-30 21:49:06+00:00,,349.97,329.08,329.35,L5
2003-11-16 22:06:11+00:00,,339.29,323.08,,L7
2003-12-19 21:50:03+00:00,349.53,343.36,329.15,324.75,L5
2003-12-26 21:56:18+00:00,,337.96,330.97,328.12,L5
2004-02-04 22:06:41+00:00,351.92,331.39,333.63,326.48,L7
2004-03-07 22:06:48+00:00,,,333.58,327.11,L7
2004-03-23 22:06:52+00:00,,342.55,336.87,330.58,L7
2004-04-01 22:00:40+00:00,,357.12,,,L7
2004-04-08 22:06:49+00:00,361.38,353.33,340.10,335.64,L7
2004-04-17 22:00:33+00:00,,,330.00,327.46,L7
2004-05-03 22:00:35+00:00,,349.65,336.41,328.98,L7
2004-06-11 22:06:38+00:00,,,,320.98,L7
2004-06-12 21:52:47+00:00,337.95,351.44,339.22,329.62,L5
2004-07-21 22:00:04+00:00,350.34,344.49,332.89,317.01,L5
2004-07-29 22:06:27+00:00,332.91,337.94,323.79,318.11,L7
2004-07-30 21:54:04+00:00,352.03,345.18,334.18,326.63,L5
2004-08-07 22:00:13+00:00,345.54,339.16,330.31,326.60,L7
2004-08-15 21:54:25+00:00,334.56,346.41,340.05,330.05,L5
2004-09-16 21:55:17+00:00,,354.52,340.34,341.99,L5
2004-11-03 21:56:19+00:00,359.23,355.78,348.37,333.94,L5
2004-11-18 22:06:34+00:00,349.39,341.23,,,L7
2004-11-19 21:56:31+00:00,,351.85,347.85,339.24,L5
2004-12-13 22:00:36+00:00,,,347.36,340.06,L7
2005-01-13 22:03:41+00:00,,349.17,361.80,357.83,L5
2005-01-14 22:00:49+00:00,,,351.46,348.15,L7
2005-01-21 22:06:59+00:00,,344.30,341.73,337.10,L7
