,dates,jap0343-0000,jap0343-0001,jap0343-0002,jap0343-0003,jap0343-0004,jap0343-0005,jap0343-0006,jap0343-0007,jap0343-0008,jap0343-0009,jap0343-0010,jap0343-0011,jap0343-0012,jap0343-0013,jap0343-0014,jap0343-0015,jap0343-0016,jap0343-0017,jap0343-0018,jap0343-0019,jap0343-0020,jap0343-0021,jap0343-0022,jap0343-0023,jap0343-0024,jap0343-0025,jap0343-0026,jap0343-0027,jap0343-0028,jap0343-0029,jap0343-0030,jap0343-0031,jap0343-0032,jap0343-0033,jap0343-0034
0,1984-07-02 01:16:02+00:00,,,,,,,,,,,,,,,,,,151.19995098988272,160.34783635110094,157.36337340769668,157.35865797019198,154.47049738501218,158.13243793811847,154.77935793149354,146.99430884162865,153.32305180093357,163.68525825037378,150.15234966443757,147.07654958812515,143.30563452027437,150.95552617323767,150.66627874068388,152.3964116968067,153.1379165022136,149.2451650870718
1,1984-07-18 01:16:19+00:00,161.80008392164828,161.67649151967993,153.4964763775395,158.6188155002532,159.09585966397825,159.20858444161408,159.7793616562882,158.17484352326278,167.4271817883635,170.52682809631813,165.0791523140864,158.70679876355624,150.17800886769226,154.3637574562481,157.40217416191084,158.1126636227776,155.64723586837772,148.25148185890183,147.03472812681534,146.75647036510088,147.11024442506718,148.55466037311191,144.3260401467781,145.648512764237,150.4683711135658,153.77349509392954,162.898570936399,153.19660009994416,150.16642476378394,142.64801326236503,144.72696382642442,142.79104947994705,146.97038061865072,145.32991497853618,146.82891846590255
2,1984-10-22 01:17:34+00:00,177.3790793500701,159.2429292794905,151.0801149334372,157.61119799118353,156.07974050637026,165.19952473844484,170.75297330321334,167.98273077969873,179.59127154025487,178.71326566048654,177.1905880676873,166.9830218698856,165.73152343252892,157.6451927880178,154.52030755998555,155.18727342060058,154.81015438005028,155.21733330740022,158.14837546014743,158.08120437920442,153.47721493890876,156.77634029818205,156.50518354124625,166.85544735074572,154.1082469717037,164.95581693167708,172.34414356678406,148.94260986719934,165.47549388119972,162.6794801695835,153.61006757881137,156.680872952514,153.65398587471174,158.11753911374518,142.62773590777562
3,1985-05-18 01:17:38+00:00,169.0786897760537,171.82752678980557,150.188763575096,155.92900726927888,164.75460903804913,176.59077953618086,168.43482182245606,163.79810816820475,180.00161077850788,177.69351466329013,161.55068014972852,169.75150711591613,159.59845304344782,154.80264476368004,160.6783944132564,161.52686612007952,166.0291684022215,149.18452806341438,163.8623048560683,160.6977535676437,161.72221556617265,158.17284484410806,167.89034771345774,168.4781063435649,172.46428052899174,172.91476904784207,176.27384626500174,165.54835515513747,167.5398780216125,172.60912021072488,157.9841306225969,168.90847946832974,156.47247801065296,158.6981002546659,161.8952064249683
4,1985-10-09 01:16:33+00:00,191.05151298094708,183.5693758499736,173.61284998777194,166.0084178267075,169.31663505077145,182.22439068348842,175.4939460923662,175.05041279911995,186.47090796870071,181.7428790083427,183.4843640892669,185.60161665539533,177.7042316495545,174.5971706065147,176.23917225184903,177.49820048498012,173.91843658865702,168.6399841738443,175.81331158125067,173.03475301342363,171.42952614306822,170.72714984993,175.46796875825868,177.34727737669957,179.50756893937626,183.37103254358226,184.4792769757563,184.08230436341017,181.7678795960946,183.4955121576334,179.42242906862074,187.51206060059434,181.96356463771826,179.04878446508366,178.62908197044095
5,1985-11-26 01:15:51+00:00,197.31390479947333,191.61408473520783,182.60080974712497,180.4840248142545,184.0185254681137,197.5405466537725,189.94221270023883,182.01612163035645,193.29068022348997,188.79135658616403,188.90556437747856,188.2067967121532,182.88252994954684,176.74017140001828,188.18354296424798,189.8269435948288,186.5397689069673,181.35829962536812,188.6372927633396,186.34049880387647,182.46786355734338,178.44143191518012,183.5210279161067,190.63023848502763,193.16741374615026,198.17392050995235,191.94423747363547,192.40372167987903,193.14704563631057,191.26912457331946,194.62417688671363,196.76175660158555,196.5986234443934,193.15792403590808,192.19353858359733
6,1986-02-14 01:14:14+00:00,,,,,137.35909953131727,162.29765315754517,160.6594394105157,155.7939917617773,168.90329485485086,159.97619969074825,156.45701549796087,156.2056149234504,155.97415555368673,153.1126038559559,154.34725554933613,150.88280247573135,150.82974094295105,149.67521260022662,145.85689349273576,146.69504903540414,144.9589599929081,142.3218722495141,147.8807227909565,152.91070099438485,161.09013194512198,169.0825274928531,165.09827320488353,162.09362931634274,167.44027696771593,164.9981317801541,161.5007263874112,164.68496902270542,163.9902769078802,161.18152306900382,160.06922046436398
7,1987-03-05 01:09:00+00:00,187.5618832932652,187.08674859328198,182.15777437598857,178.2915790556516,171.89487407481198,178.49226938933117,177.75661265388254,166.41787797489118,173.12959142057912,177.68613020582046,172.7964548921414,174.33190173489547,162.68617938973233,164.557985052317,166.2449241709017,165.68929714275006,165.60661441744017,166.78331466968444,165.111936323651,157.46764053336477,153.41345762452755,154.6002893584037,166.11629751310005,168.30528426331847,162.8294935832621,167.55072792147843,171.29583555001355,167.56751046448977,176.04961611520682,166.22617037183045,172.4434024361498,171.78805821247155,175.41330351021318,165.91135799649265,170.65535489967704
8,1987-05-08 01:11:08+00:00,203.9272127866559,190.35776376793063,173.47704252511505,169.7500212723632,180.22691545799842,180.3902357439443,183.4743242415383,172.32333480356402,178.99935024642687,176.99606460991146,174.18837058158854,172.80101855590064,172.98596667087273,167.45124586816746,168.576412672372,167.82283307983207,168.85833366917007,166.30955740433973,170.67730589256004,164.05665490954226,167.73511608734432,167.26281871100724,169.40158075156077,176.48198705029154,169.80530747527547,178.22137126716714,179.7637128945118,177.1924629673558,177.22776935351516,180.07506258493729,182.4427454226457,186.68346435093235,182.89422473067782,182.49867528539474,179.2035310875838
9,1987-08-12 01:13:28+00:00,177.87510003960656,162.09931090761586,156.60365503797948,158.60013079865323,164.9932054062164,173.18521520960053,169.56724772291494,165.84230767490016,174.58018344686738,177.92454978322826,175.7819277881755,172.0968838798193,170.04380438484878,166.9274191304467,167.51331858033407,162.35694568690064,165.1433296213167,158.97070543995022,157.4606202631938,156.84812036556593,154.22219812256873,159.5643939893203,160.27520170982467,165.1514803309507,165.65940011410524,170.55315452556027,174.80398254000093,170.40042077864078,174.94462171024682,174.84548533163235,175.26946438355859,180.78515727763764,178.48383266484586,175.0616943210238,176.75308307153142
10,1987-08-28 01:13:55+00:00,177.16095317087695,167.12588223923638,152.94151984767237,159.40643757840604,163.31367418655157,172.10138794540143,172.3126087181409,168.22241869076302,178.48476479089646,172.2917742598545,171.21605086939275,167.7536283768755,168.2379536044681,167.98033051746734,165.47648839220395,169.8956851782697,165.68057650386962,165.31760900356892,162.45318535875492,157.70448057253418,153.70935192703843,154.01543996790156,164.66637733765157,160.34572448935648,165.57328612718695,169.20927060405842,171.61226433301326,167.588848407509,166.41338237285294,171.24248912702944,174.07883689939496,184.72185324097825,183.6411497357334,188.26911635503365,181.86810906936245
11,1988-11-02 01:18:08+00:00,193.93496382317858,180.07781986996784,172.4787827034468,168.70807344128553,171.76609031455916,179.61120580371175,175.8777279845082,179.84515912488018,186.37013537957552,191.66230396237216,185.64838621661886,182.7234109226876,180.0598448565802,175.1081591898345,177.14947031207558,172.34230587460223,171.70781578195368,174.53302606745825,171.9900053511864,173.95787085068184,171.69828954100322,175.68814419242656,179.41735396165348,177.5443529285631,169.80181560721672,175.89504812726742,172.94928438153036,168.23541198248375,172.31734665122983,172.06955296176284,170.4456223478786,161.4617122150548,160.04950732097717,158.26880273453332,162.65132713652042
12,1988-12-20 01:17:51+00:00,219.2302266053831,214.30627997465217,207.31163877962587,202.01576276543625,202.51147220964958,204.05916348109744,209.01379764064097,209.02353524640267,216.48524261197102,211.45963724118656,206.33326912814533,209.0427475404132,204.1429719489488,202.23282167469912,204.77003779111965,202.80129974147235,202.29484436386088,196.7064311169733,197.05867545113225,198.4275395739911,191.67872643020343,196.04384396227647,199.14309292746668,201.36844803071895,197.7853457614914,199.01448440427512,197.6225187798235,198.86876486806955,202.71879619655977,191.899774674103,198.79803737503852,189.6455808592899,187.47215511089237,180.25093127497053,178.29935118415037
13,1989-01-05 01:17:50+00:00,,,,,,,,,,,,,,,,201.57455626241563,197.94333411962728,198.0745822584451,196.87009984331243,194.57253184830057,193.62291021350376,190.39377123697295,199.33440563617376,192.7539250739704,199.04408916821382,199.32702974854536,202.51921662306324,197.08198815780702,199.35928163633832,198.48697538899077,193.81748615202056,191.1858602888019,185.81804922751127,181.8437229378657,182.50351142378946
