dates,nzd0488-0000,nzd0488-0001,nzd0488-0002,nzd0488-0003,nzd0488-0004,satname
1999-08-26 22:07:32+00:00,321.38,325.86,323.28,307.30,281.02,L7
1999-10-13 22:07:36+00:00,311.29,316.31,312.72,298.64,285.61,L7
1999-12-16 22:07:33+00:00,310.62,315.16,310.86,299.07,288.87,L7
2000-03-21 22:07:12+00:00,309.95,312.27,308.53,296.24,293.51,L7
2000-05-08 22:06:44+00:00,291.59,307.56,302.54,290.82,260.81,L7
2000-06-25 22:06:19+00:00,270.51,304.92,297.07,284.53,222.82,L7
2000-07-27 22:05:48+00:00,264.26,298.90,295.20,284.15,218.31,L7
2000-08-12 22:05:41+00:00,258.58,296.68,291.54,281.58,213.08,L7
2000-11-16 22:04:56+00:00,255.25,289.84,287.01,281.05,215.22,L7
2000-12-18 22:05:01+00:00,269.33,297.87,294.02,286.62,232.99,L7
2001-01-03 22:05:00+00:00,284.11,301.86,299.00,290.91,256.73,L7
2001-01-19 22:05:06+00:00,287.44,302.51,300.10,292.96,263.78,L7
2001-03-08 22:04:56+00:00,315.99,315.45,313.20,304.38,301.01,L7
2001-04-09 22:04:41+00:00,316.02,315.86,313.74,303.90,298.05,L7
2001-05-27 22:04:24+00:00,314.80,317.34,318.33,306.91,301.15,L7
2001-07-14 22:03:57+00:00,310.81,316.07,311.11,302.81,300.53,L7
2001-08-15 22:03:26+00:00,299.33,314.84,308.76,299.00,301.30,L7
2002-03-11 22:03:31+00:00,,323.34,322.76,307.86,301.06,L7
2002-04-12 22:03:25+00:00,,319.26,319.73,305.53,248.64,L7
2002-05-14 22:03:19+00:00,228.54,314.91,314.97,292.33,227.49,L7
2002-05-30 22:03:13+00:00,223.32,314.91,304.23,287.03,215.61,L7
2002-06-15 22:03:07+00:00,221.62,314.91,298.09,284.12,212.67,L7
2002-08-18 22:02:45+00:00,230.10,307.34,296.26,284.66,213.36,L7
2002-11-22 22:02:45+00:00,249.98,290.95,281.67,281.22,199.23,L7
2002-12-24 22:02:57+00:00,285.06,291.72,290.32,291.28,216.81,L7
2003-02-26 22:03:16+00:00,298.24,298.14,292.71,293.25,,L7
2003-08-13 21:51:08+00:00,295.07,303.98,303.42,307.39,217.00,L5
2003-10-16 21:52:31+00:00,295.57,302.12,305.97,300.38,246.55,L5
2003-11-17 21:52:57+00:00,299.88,301.60,304.14,299.84,260.42,L5
2004-01-12 22:03:31+00:00,293.80,300.28,303.54,299.53,267.73,L7
2004-05-03 22:03:47+00:00,292.92,297.89,298.80,289.17,288.92,L7
2004-06-12 21:55:59+00:00,281.64,296.56,296.32,284.21,289.68,L5
2004-06-28 21:56:28+00:00,281.64,309.92,301.31,284.21,276.10,L5
2004-07-30 21:57:15+00:00,,298.35,292.48,272.20,262.51,L5
2004-08-15 21:57:37+00:00,225.62,293.03,288.18,269.82,262.51,L5
2004-09-08 22:03:17+00:00,243.34,294.07,290.93,274.34,270.90,L7
2004-10-10 22:03:07+00:00,258.69,294.19,291.47,276.86,272.82,L7
2004-10-18 21:59:11+00:00,267.09,294.38,292.77,279.42,275.59,L5
2004-12-29 22:03:56+00:00,275.15,287.68,291.05,282.99,282.48,L7
2005-03-03 22:04:17+00:00,286.69,296.31,301.21,293.35,280.33,L7
2005-03-11 22:01:31+00:00,296.34,296.41,302.15,294.98,280.79,L5
2005-04-12 22:01:42+00:00,288.70,294.19,300.36,292.91,271.63,L5
2005-04-20 22:04:08+00:00,279.64,290.36,295.73,289.66,267.81,L7
2005-06-07 22:04:06+00:00,265.96,290.36,289.11,283.91,267.81,L7
2005-06-15 22:02:10+00:00,265.96,290.36,289.11,283.91,267.53,L5
2005-06-23 22:04:01+00:00,254.21,290.36,288.08,278.75,267.53,L7
2005-07-09 22:04:02+00:00,238.77,288.24,282.08,273.81,263.02,L7
2005-08-26 22:03:51+00:00,242.44,289.00,283.94,273.81,258.09,L7
2005-09-19 22:02:44+00:00,228.31,280.75,277.00,265.22,252.41,L5
2005-10-05 22:02:41+00:00,235.88,281.46,277.30,267.12,254.33,L5
2005-10-13 22:03:42+00:00,233.69,285.63,279.69,269.52,264.64,L7
2005-11-06 22:02:46+00:00,239.73,288.71,281.59,271.47,268.06,L5
2006-02-26 22:05:22+00:00,286.97,292.96,292.75,287.28,280.56,L5
2006-03-22 22:04:42+00:00,295.65,298.77,297.63,291.76,283.15,L7
2006-05-17 22:06:45+00:00,286.35,294.89,296.74,288.97,286.92,L5
2006-06-26 22:04:32+00:00,263.96,294.89,302.00,291.63,286.92,L7
2006-07-04 22:07:29+00:00,263.96,294.89,298.63,290.59,286.92,L5
2006-07-12 22:04:25+00:00,253.15,294.89,295.76,285.75,286.92,L7
2006-07-28 22:04:18+00:00,248.90,290.86,292.74,285.75,261.11,L7
2006-08-05 22:07:55+00:00,247.52,290.97,292.43,285.63,257.49,L5
2006-08-29 22:04:14+00:00,238.13,286.75,289.70,283.45,241.13,L7
2006-09-14 22:04:09+00:00,242.83,288.20,291.20,285.16,250.16,L7
2006-10-08 22:08:40+00:00,244.22,286.01,289.83,283.29,245.95,L5
2006-10-16 22:04:06+00:00,249.59,286.01,289.83,283.29,245.95,L7
2006-12-11 22:09:16+00:00,248.98,289.52,291.68,286.18,252.78,L5
2007-03-09 22:05:07+00:00,290.35,294.84,297.07,289.51,279.07,L7
2007-05-12 22:04:59+00:00,275.69,292.65,296.22,290.65,285.64,L7
2007-07-15 22:04:48+00:00,253.88,292.72,298.68,290.87,284.33,L7
2007-09-01 22:04:31+00:00,252.80,292.82,296.40,288.77,275.22,L7
2007-09-09 22:07:45+00:00,249.46,289.56,294.88,287.89,266.67,L5
2007-09-16 22:13:28+00:00,259.64,293.42,297.04,288.80,279.64,L5
2007-11-04 22:04:37+00:00,268.57,297.25,298.33,290.27,281.64,L7
2007-11-20 22:04:46+00:00,280.03,305.06,302.87,294.01,285.69,L7
2007-12-06 22:04:52+00:00,284.61,305.08,303.45,294.90,287.77,L7
2007-12-22 22:04:56+00:00,290.91,309.36,306.21,297.77,290.70,L7
2008-02-16 22:05:09+00:00,301.13,308.15,305.51,297.42,290.77,L5
2008-03-11 22:04:44+00:00,310.20,310.91,307.72,300.77,292.56,L7
2008-03-27 22:04:45+00:00,310.59,312.46,308.99,301.35,289.81,L7
2008-04-12 22:04:44+00:00,305.37,310.70,307.72,300.59,286.13,L7
2008-05-14 22:04:36+00:00,297.10,308.06,305.56,298.71,280.06,L7
2008-07-17 22:03:58+00:00,270.52,301.87,301.86,294.35,266.42,L7
2008-08-02 22:03:50+00:00,274.22,300.46,301.64,295.30,266.42,L7
2008-08-18 22:03:44+00:00,270.87,301.54,302.87,291.44,250.33,L7
2008-11-14 21:57:52+00:00,278.49,309.75,313.04,297.57,257.30,L5
2008-11-22 22:03:51+00:00,288.86,312.17,315.37,300.32,271.36,L7
2009-01-01 21:59:19+00:00,294.63,313.79,316.16,302.09,279.85,L5
2009-01-17 21:59:44+00:00,309.79,314.84,315.25,301.93,282.79,L5
2009-03-14 22:04:45+00:00,322.37,322.34,320.84,307.28,300.90,L7
2009-03-30 22:04:52+00:00,318.44,320.19,318.39,304.81,299.63,L7
2009-05-01 22:05:01+00:00,309.88,316.51,315.18,303.05,299.63,L7
2009-06-18 22:05:01+00:00,289.46,312.17,306.40,295.96,298.64,L7
2009-07-20 22:04:54+00:00,268.81,300.72,294.59,285.13,285.98,L7
2009-10-24 22:04:54+00:00,259.16,293.41,289.47,286.74,279.94,L7
2009-11-25 22:05:21+00:00,266.98,292.86,289.81,288.21,282.91,L7
2010-01-28 22:06:19+00:00,304.65,301.99,303.58,300.23,292.74,L7
