dates,satname,nzd0488-0000,nzd0488-0001,nzd0488-0002,nzd0488-0003,nzd0488-0004
1999-08-26 22:07:32+00:00,L7,338.38,342.86,342.71,322.41,298.02
1999-10-13 22:07:36+00:00,L7,305.96,311.52,307.59,294.21,294.95
1999-11-30 22:07:23+00:00,L7,518.23,,531.55,468.66,480.84
1999-12-16 22:07:33+00:00,L7,292.03,295.59,287.42,284.60,278.13
2000-03-21 22:07:12+00:00,L7,340.60,338.46,340.58,317.68,316.20
2000-05-08 22:06:44+00:00,L7,243.64,290.13,281.33,271.52,189.61
2000-06-25 22:06:19+00:00,L7,231.28,,273.86,267.95,166.64
2000-07-27 22:05:48+00:00,L7,235.04,276.35,277.62,273.69,194.30
2000-08-12 22:05:41+00:00,L7,241.86,296.03,283.76,276.63,198.16
2000-11-16 22:04:56+00:00,L7,286.07,285.14,282.23,282.16,275.04
2000-12-18 22:05:01+00:00,L7,304.39,300.71,297.79,289.99,282.83
2001-01-03 22:05:00+00:00,L7,304.92,302.82,298.47,289.18,285.09
2001-01-19 22:05:06+00:00,L7,297.59,299.24,298.16,297.42,292.50
2001-03-08 22:04:56+00:00,L7,357.48,359.85,355.64,336.94,340.09
2001-04-09 22:04:41+00:00,L7,337.68,339.42,340.99,320.59,304.76
2001-05-27 22:04:24+00:00,L7,283.49,298.78,,,
2001-07-14 22:03:57+00:00,L7,231.30,,275.06,276.07,188.33
2001-08-15 22:03:26+00:00,L7,249.93,292.54,286.76,280.62,206.47
2002-03-11 22:03:31+00:00,L7,333.20,335.34,336.47,318.53,313.06
2002-04-12 22:03:25+00:00,L7,341.15,332.93,336.99,318.99,213.97
2002-05-14 22:03:19+00:00,L7,242.54,320.21,321.46,278.36,199.18
2002-05-30 22:03:13+00:00,L7,219.10,240.67,273.14,272.01,180.99
2002-06-15 22:03:07+00:00,L7,216.73,,271.82,271.16,199.38
2002-08-18 22:02:45+00:00,L7,248.53,277.64,279.14,281.12,209.81
2002-11-22 22:02:45+00:00,L7,319.06,308.26,306.59,303.72,296.58
2002-12-24 22:02:57+00:00,L7,286.85,288.52,284.37,288.34,276.40
2003-02-26 22:03:16+00:00,L7,291.32,300.15,290.03,,
2003-08-05 22:02:59+00:00,L7,,518.71,531.53,494.06,518.02
2003-08-13 21:51:08+00:00,L5,240.52,324.06,335.38,325.17,237.00
2003-10-16 21:52:31+00:00,L5,286.32,290.93,288.85,285.15,266.85
2003-11-17 21:52:57+00:00,L5,287.45,283.81,281.33,283.87,271.40
2004-01-12 22:03:31+00:00,L7,278.39,293.09,298.05,295.71,286.43
2004-04-25 21:54:35+00:00,L5,,467.75,468.52,512.40,508.88
2004-05-03 22:03:47+00:00,L7,240.39,312.28,311.89,283.92,206.78
2004-05-19 22:03:47+00:00,L7,,,,,
2004-06-12 21:55:59+00:00,L5,,,284.16,276.99,191.18
2004-06-28 21:56:28+00:00,L5,352.15,325.89,304.00,344.06,251.76
2004-07-06 22:03:36+00:00,L7,233.11,,250.22,237.83,
2004-07-14 21:56:54+00:00,L5,522.98,427.69,365.59,334.66,427.64
2004-07-30 21:57:15+00:00,L5,,277.38,284.41,276.57,237.30
2004-08-15 21:57:37+00:00,L5,241.37,292.84,289.00,276.68,203.85
2004-09-08 22:03:17+00:00,L7,249.57,286.73,291.54,282.22,267.79
2004-09-24 22:03:12+00:00,L7,,,,,
2004-10-10 22:03:07+00:00,L7,286.64,292.03,291.54,287.03,273.92
2004-10-18 21:59:11+00:00,L5,289.28,292.52,298.45,292.12,280.87
2004-11-19 21:59:42+00:00,L5,,,,,
2004-12-29 22:03:56+00:00,L7,315.37,306.83,316.81,303.08,298.08
2005-03-03 22:04:17+00:00,L7,270.36,281.21,282.26,282.54,258.76
2005-03-11 22:01:31+00:00,L5,332.31,321.71,335.67,321.01,304.57
2005-04-12 22:01:42+00:00,L5,256.45,288.95,291.74,283.79,236.14
2005-04-20 22:04:08+00:00,L7,248.19,277.60,280.15,279.64,265.98
2005-05-05 22:07:37+00:00,L5,,,,,
2005-05-21 22:07:44+00:00,L5,,,,,
2005-06-07 22:04:06+00:00,L7,215.61,,276.57,271.14,165.78
2005-06-15 22:02:10+00:00,L5,,,,516.30,253.90
2005-06-23 22:04:01+00:00,L7,206.40,,307.93,268.05,168.55
2005-07-09 22:04:02+00:00,L7,208.85,,276.53,269.84,198.59
2005-08-26 22:03:51+00:00,L7,251.64,275.51,278.13,,216.95
2005-09-19 22:02:44+00:00,L5,274.79,294.42,300.80,290.18,290.34
2005-09-27 22:03:40+00:00,L7,,,,,
2005-10-05 22:02:41+00:00,L5,303.84,299.32,296.51,291.86,278.93
2005-10-13 22:03:42+00:00,L7,329.13,292.82,291.47,285.48,281.01
2005-11-06 22:02:46+00:00,L5,286.71,289.23,291.08,289.99,282.71
2006-02-26 22:05:22+00:00,L5,333.78,328.51,329.01,314.00,309.32
2006-03-22 22:04:42+00:00,L7,274.79,288.71,285.50,281.71,268.52
2006-05-17 22:06:45+00:00,L5,257.73,274.69,284.00,277.64,235.59
2006-06-26 22:04:32+00:00,L7,216.04,,339.79,316.72,168.25
2006-07-04 22:07:29+00:00,L5,,,270.85,275.35,191.75
2006-07-12 22:04:25+00:00,L7,231.93,,306.56,281.12,179.98
2006-07-28 22:04:18+00:00,L7,236.39,287.51,284.63,,218.24
2006-08-05 22:07:55+00:00,L5,229.73,281.94,279.40,276.42,237.13
2006-08-29 22:04:14+00:00,L7,249.03,288.38,285.43,281.90,224.87
2006-09-14 22:04:09+00:00,L7,257.52,277.20,282.31,280.90,268.03
2006-10-08 22:08:40+00:00,L5,321.66,311.35,314.01,298.50,283.21
2006-10-16 22:04:06+00:00,L7,281.31,,,,
2006-12-11 22:09:16+00:00,L5,351.98,279.26,281.82,286.06,273.70
2007-03-09 22:05:07+00:00,L7,294.17,302.81,300.13,284.82,282.58
2007-05-12 22:04:59+00:00,L7,243.70,269.12,276.13,277.28,229.62
2007-06-13 22:04:52+00:00,L7,,,,,350.44
2007-07-15 22:04:48+00:00,L7,231.53,,328.63,317.41,199.04
2007-09-01 22:04:31+00:00,L7,251.28,294.79,291.58,284.02,267.85
2007-09-09 22:07:45+00:00,L5,291.07,303.26,305.77,290.44,275.74
2007-09-16 22:13:28+00:00,L5,300.36,305.01,305.65,292.44,305.57
2007-11-04 22:04:37+00:00,L7,302.01,301.34,291.91,287.59,276.40
2007-11-20 22:04:46+00:00,L7,310.90,306.65,301.66,298.40,288.63
2007-12-06 22:04:52+00:00,L7,315.63,308.71,310.95,303.34,301.69
2007-12-22 22:04:56+00:00,L7,348.26,348.26,340.64,329.64,321.52
2008-01-07 22:04:58+00:00,L7,,,,,
2008-02-16 22:05:09+00:00,L5,282.79,290.41,288.24,287.48,282.03
2008-03-11 22:04:44+00:00,L7,298.46,303.00,300.14,294.98,259.05
2008-03-27 22:04:45+00:00,L7,298.55,311.37,309.40,292.46,281.85
2008-04-12 22:04:44+00:00,L7,253.32,282.85,281.12,281.53,244.89
2008-05-14 22:04:36+00:00,L7,237.86,282.20,276.92,274.30,229.80
2008-07-08 22:09:51+00:00,L7,,,,,
2008-07-17 22:03:58+00:00,L7,232.15,321.38,332.49,317.58,198.09
2008-07-24 22:09:40+00:00,L7,500.85,494.66,486.64,376.20,339.89
2008-08-02 22:03:50+00:00,L7,320.17,315.75,327.46,322.12,310.39
2008-08-09 22:09:35+00:00,L7,,,,,
2008-08-18 22:03:44+00:00,L7,287.11,325.76,328.59,285.10,229.33
2008-11-14 21:57:52+00:00,L5,354.04,355.63,354.46,336.13,326.52
2008-11-22 22:03:51+00:00,L7,318.83,310.35,311.57,301.11,287.97
2009-01-01 21:59:19+00:00,L5,321.72,320.14,318.10,309.39,303.59
2009-01-17 21:59:44+00:00,L5,293.89,298.39,293.57,290.61,279.79
2009-03-14 22:04:45+00:00,L7,325.86,329.67,329.35,301.36,309.11
2009-03-30 22:04:52+00:00,L7,303.78,314.45,311.89,296.89,298.31
