dates,satname,nzd0606-0000,nzd0606-0001,nzd0606-0002,nzd0606-0003,nzd0606-0004,nzd0606-0005,nzd0606-0006,nzd0606-0007,nzd0606-0008,nzd0606-0009,nzd0606-0010,nzd0606-0011,nzd0606-0012,nzd0606-0013,nzd0606-0014,nzd0606-0015,nzd0606-0016,nzd0606-0017,nzd0606-0018,nzd0606-0019,nzd0606-0020,nzd0606-0021,nzd0606-0022,nzd0606-0023,nzd0606-0024,nzd0606-0025,nzd0606-0026,nzd0606-0027,nzd0606-0028,nzd0606-0029,nzd0606-0030,nzd0606-0031,nzd0606-0032,nzd0606-0033,nzd0606-0034,nzd0606-0035,nzd0606-0036
1999-07-18 22:00:01+00:00,L7,,,,,,,,,,,,-85.33,-45.39,,151.20,143.53,,327.66,350.67,,,,,,,,,-63.49,-79.49,,78.65,,,-12.90,,,
1999-08-03 22:00:08+00:00,L7,219.23,208.69,204.78,205.88,204.56,213.44,211.61,210.30,214.71,204.47,207.02,202.44,201.19,203.71,197.78,195.78,194.37,201.66,203.15,205.41,204.59,211.56,209.84,211.21,205.83,214.19,206.96,212.45,213.84,221.67,217.48,210.56,207.54,212.93,217.11,220.12,216.99
1999-08-12 21:53:56+00:00,L7,,,,,,,,,,220.97,223.18,223.99,224.11,222.26,216.10,214.90,217.30,213.89,222.23,229.15,228.82,226.86,224.65,218.09,229.11,223.65,219.62,218.79,223.02,230.18,227.51,218.18,210.74,218.96,222.98,217.54,217.10
1999-09-29 21:54:04+00:00,L7,,,,,,,,,,216.06,202.94,214.84,206.47,210.72,210.35,196.99,202.90,207.16,215.57,211.70,218.37,205.22,214.00,205.31,217.35,205.02,210.69,211.24,211.68,221.69,222.30,209.15,207.25,211.03,215.06,217.24,220.73
2000-01-26 21:59:38+00:00,L7,231.95,230.07,216.72,227.47,235.08,219.88,232.70,228.18,233.95,222.73,224.16,223.21,221.06,214.03,214.06,215.18,221.07,218.62,226.82,229.13,230.92,230.60,,,,198.37,214.47,216.07,224.43,220.04,214.06,202.66,220.11,224.48,230.23,229.91,236.92
2000-02-27 21:59:52+00:00,L7,237.07,230.53,223.40,222.23,235.45,222.11,234.46,218.71,225.86,220.42,213.04,221.30,219.02,218.64,220.85,207.30,225.02,216.88,220.82,229.56,221.42,228.12,217.43,221.07,217.14,226.88,222.20,217.78,225.08,225.25,233.45,220.40,224.23,213.22,222.24,219.22,226.28
2000-03-30 21:59:45+00:00,L7,,,,,,,,,222.20,229.53,234.04,232.20,225.57,230.62,230.89,227.21,,,241.88,,,,,,,,,,,,,221.76,223.00,221.63,227.47,227.21,232.74
2000-05-01 21:59:30+00:00,L7,237.03,235.59,240.46,238.85,235.77,239.25,237.11,250.01,,236.27,233.55,232.15,230.31,230.14,228.21,227.73,228.01,232.31,236.56,242.44,239.95,239.56,235.56,231.83,234.26,235.99,228.62,228.34,225.92,232.38,225.72,223.83,221.59,221.31,225.01,227.33,230.99
2000-05-17 21:59:19+00:00,L7,,,,222.67,233.56,230.45,231.64,226.52,223.40,221.95,213.65,230.96,226.65,229.55,226.85,222.20,236.66,230.24,232.70,227.67,221.01,234.81,225.87,229.15,228.82,232.57,227.64,226.99,232.98,230.18,234.03,220.73,221.62,221.19,223.81,219.72,227.67
2000-05-26 21:53:00+00:00,L7,,,,,,,,,,,,,,,,,223.07,212.35,223.87,226.68,230.94,230.19,228.79,219.16,224.37,228.98,220.27,220.09,221.91,227.75,224.10,217.90,211.35,212.09,204.67,218.36,226.84
