dates,satname,nzd0275-0000,nzd0275-0001,nzd0275-0002,nzd0275-0003,nzd0275-0004,nzd0275-0005,nzd0275-0006,nzd0275-0007,nzd0275-0008,nzd0275-0009,nzd0275-0010,nzd0275-0011,nzd0275-0012,nzd0275-0013,nzd0275-0014,nzd0275-0015,nzd0275-0016,nzd0275-0017,nzd0275-0018,nzd0275-0019,nzd0275-0020,nzd0275-0021,nzd0275-0022,nzd0275-0023,nzd0275-0024,nzd0275-0025,nzd0275-0026,nzd0275-0027,nzd0275-0028,nzd0275-0029,nzd0275-0030,nzd0275-0031,nzd0275-0032,nzd0275-0033,nzd0275-0034,nzd0275-0035,nzd0275-0036,nzd0275-0037,nzd0275-0038
1999-08-21 21:46:56+00:00,L7,349.18,331.68,330.01,315.78,307.23,286.85,287.14,311.71,300.09,302.76,318.29,325.33,317.98,307.97,303.87,295.97,289.13,295.76,308.35,296.77,303.22,311.65,317.19,323.98,316.41,328.01,327.21,335.65,338.31,323.00,333.32,329.68,332.09,345.30,352.19,341.92,342.09,342.14,337.00
1999-09-22 21:47:00+00:00,L7,347.85,304.49,340.54,314.20,320.48,317.96,318.17,321.21,314.95,316.24,324.35,323.95,308.82,307.10,295.57,301.58,293.10,301.36,299.47,302.33,318.99,327.22,327.48,314.48,315.26,321.06,331.21,338.52,335.49,326.02,330.76,339.95,338.94,345.85,350.52,348.79,346.26,343.23,335.74
1999-10-08 21:47:06+00:00,L7,,,,,,,122.69,,,,314.43,313.81,308.42,309.40,293.36,290.97,291.14,,,,,,,,,,,,,,321.70,319.21,326.42,324.54,329.93,328.45,,,
1999-10-24 21:46:56+00:00,L7,361.45,358.54,350.14,351.57,349.57,327.50,327.49,326.74,319.42,327.70,329.29,324.97,323.78,317.54,315.57,316.70,307.86,296.23,300.02,302.14,309.45,313.65,318.84,320.15,312.39,325.24,330.55,341.95,334.33,343.19,337.37,334.59,335.51,338.33,342.60,344.46,335.44,333.93,329.11
2000-02-13 21:46:48+00:00,L7,352.55,336.98,312.23,322.84,317.31,312.73,307.32,297.59,290.97,313.29,321.00,317.60,301.09,297.32,295.85,283.49,281.15,280.80,286.21,284.46,279.56,285.32,289.11,293.79,292.38,292.40,307.13,313.58,310.89,310.07,308.37,311.05,310.17,309.56,319.56,324.71,323.76,321.54,317.13
2000-05-03 21:46:19+00:00,L7,352.75,360.82,314.03,309.67,320.11,329.32,321.63,311.10,310.22,318.37,337.74,334.01,320.12,306.72,304.48,302.67,296.64,293.46,294.05,290.47,291.51,305.55,309.53,304.38,298.37,315.87,322.17,320.65,319.92,330.18,339.59,333.75,333.82,335.62,335.17,340.01,341.58,344.33,339.37
2000-05-19 21:46:07+00:00,L7,349.69,338.86,305.84,307.11,313.71,319.17,316.57,298.30,307.85,324.40,334.10,330.27,312.16,292.43,293.22,289.52,288.11,283.93,278.77,285.15,288.06,289.07,302.90,300.85,294.78,306.22,311.93,313.83,315.05,313.33,321.17,321.88,323.13,331.04,330.41,338.97,336.47,335.38,334.59
2000-08-07 21:45:08+00:00,L7,327.18,270.56,295.82,306.12,309.74,305.25,290.69,286.04,288.96,301.93,317.25,310.44,296.16,295.91,292.49,287.21,284.45,280.37,282.54,287.02,290.68,297.44,300.70,303.37,300.38,312.75,324.58,327.95,332.12,315.26,319.23,320.00,316.33,317.90,325.27,342.84,340.28,337.42,334.68
2001-04-04 21:44:06+00:00,L7,332.52,328.60,328.11,336.54,341.17,331.14,326.08,319.55,318.56,323.31,331.07,328.23,315.71,307.44,302.43,296.68,290.90,301.72,304.52,309.56,314.39,316.98,313.74,305.55,314.63,324.17,334.16,333.73,332.96,330.88,325.61,339.86,342.86,338.94,342.75,349.46,348.17,343.98,347.79
2001-04-20 21:44:10+00:00,L7,342.90,348.58,338.88,345.50,341.56,333.13,326.70,329.58,332.26,328.09,333.07,327.44,322.53,329.84,319.46,302.61,290.39,290.86,292.99,310.92,321.88,327.19,312.75,310.16,312.54,325.10,333.55,334.48,332.93,330.93,331.07,345.78,340.29,340.73,345.82,353.62,350.09,342.61,343.43
2001-05-22 21:43:54+00:00,L7,346.64,346.44,311.97,332.59,333.21,322.44,315.35,314.50,316.20,328.70,336.58,326.37,319.48,318.59,320.45,316.28,294.99,291.07,292.70,303.97,312.13,318.57,322.39,321.13,323.53,320.59,327.38,332.14,334.84,334.78,332.96,337.53,344.63,338.76,340.69,345.78,342.97,342.99,341.30
2001-07-25 21:43:18+00:00,L7,307.91,253.36,279.76,295.64,299.84,295.66,290.88,293.39,293.94,293.70,300.38,292.09,285.43,285.23,281.99,282.07,285.18,283.22,279.54,280.56,287.21,290.54,294.89,296.27,291.93,304.72,308.89,309.36,308.68,310.64,313.05,314.51,313.56,323.77,324.84,332.08,330.19,,334.91
2001-08-10 21:43:00+00:00,L7,321.44,267.53,294.03,305.49,300.61,297.01,300.25,295.37,297.43,301.61,309.33,301.38,291.44,289.91,289.44,288.99,288.71,283.70,282.24,280.66,290.21,294.06,298.03,299.40,297.24,302.46,311.40,320.23,318.11,313.54,310.38,316.50,317.18,323.54,328.75,335.27,332.54,330.95,334.58
2001-09-11 21:42:38+00:00,L7,358.89,338.80,320.17,325.63,317.90,315.57,311.74,311.41,310.45,313.03,316.88,316.30,309.77,297.43,285.05,284.61,289.25,290.38,279.40,279.42,289.25,302.23,297.59,299.72,293.34,303.20,306.94,318.15,320.97,322.09,317.22,318.63,314.14,328.70,333.77,332.31,325.96,329.97,324.09
2001-09-27 21:42:29+00:00,L7,398.17,404.87,378.61,352.52,351.46,346.50,335.52,309.66,314.01,317.16,328.03,328.58,324.30,325.45,320.60,304.93,296.92,296.48,297.86,308.24,315.88,319.64,321.28,308.73,305.18,332.01,337.74,336.57,331.89,335.02,336.22,344.90,343.76,346.60,352.52,362.11,347.66,344.79,338.49
2001-10-13 21:42:15+00:00,L7,369.48,326.69,330.50,343.48,352.02,345.82,340.39,319.70,297.25,319.97,324.24,321.97,312.54,311.12,316.80,308.61,295.60,289.87,290.06,290.23,302.69,316.13,314.18,305.69,306.84,319.30,323.60,328.76,326.42,331.04,334.00,336.31,337.63,349.88,349.87,351.29,342.31,344.28,339.97
2001-10-29 21:42:21+00:00,L7,376.53,366.33,347.97,346.19,350.15,348.17,331.53,312.81,311.07,322.83,323.90,310.16,311.85,311.28,309.81,309.98,300.22,299.81,288.55,293.89,305.83,315.49,323.07,305.11,313.28,317.77,320.08,331.87,330.17,335.14,344.55,342.14,342.54,345.73,350.22,358.80,348.84,350.11,342.00
2001-12-16 21:42:43+00:00,L7,,,,,,,,,299.92,313.86,315.02,307.95,303.76,293.37,289.42,285.91,287.96,,,,,,,,,,,,,,,,,309.53,315.76,323.24,323.66,319.18,314.87
2002-02-02 21:42:54+00:00,L7,322.43,212.67,275.12,302.47,306.44,314.56,313.80,312.65,301.49,295.68,300.26,305.10,290.44,280.47,290.67,290.30,282.94,279.61,275.74,272.13,279.25,284.74,288.78,287.45,288.24,299.77,301.69,306.43,311.63,308.09,309.65,313.17,310.23,318.06,321.23,327.62,325.08,324.75,316.99
2002-02-18 21:42:54+00:00,L7,326.99,314.88,266.21,306.49,316.01,317.56,312.85,305.88,292.44,291.10,300.58,301.09,292.27,286.57,278.60,279.04,271.86,272.93,269.18,273.47,279.19,286.34,287.37,285.12,283.25,295.59,306.30,315.15,313.31,309.32,310.72,312.31,312.57,319.13,321.12,327.78,329.20,320.62,321.65
2002-04-07 21:42:52+00:00,L7,365.24,358.84,320.39,327.63,324.53,316.40,304.93,293.68,295.49,296.32,303.36,299.47,297.19,295.26,284.44,282.92,281.55,283.23,284.93,286.15,289.12,292.71,294.32,299.90,295.95,305.16,311.20,325.97,325.99,328.09,327.05,325.98,327.04,333.07,335.57,348.00,341.29,337.11,334.54
