dates,nzd0275-0000,nzd0275-0001,nzd0275-0002,nzd0275-0003,nzd0275-0004,nzd0275-0005,nzd0275-0006,nzd0275-0007,nzd0275-0008,nzd0275-0009,nzd0275-0010,nzd0275-0011,nzd0275-0012,nzd0275-0013,nzd0275-0014,nzd0275-0015,nzd0275-0016,nzd0275-0017,nzd0275-0018,nzd0275-0019,nzd0275-0020,nzd0275-0021,nzd0275-0022,nzd0275-0023,nzd0275-0024,nzd0275-0025,nzd0275-0026,nzd0275-0027,nzd0275-0028,nzd0275-0029,nzd0275-0030,nzd0275-0031,nzd0275-0032,nzd0275-0033,nzd0275-0034,nzd0275-0035,nzd0275-0036,nzd0275-0037,nzd0275-0038
1999-08-21 21:46:56+00:00,135.5843745427499,104.03727710289752,117.05268677316532,103.00383843401404,91.92378961684746,73.09039385805107,73.53766895874384,100.50106594258911,88.60356794101232,88.20333776696953,109.86564329086981,113.41681455324405,106.60077159533994,97.74789185780773,90.85886702147005,84.4963491556037,78.17543607592101,87.06093932471404,96.29527472528852,84.68164274394957,91.04542505643,100.73118920207556,106.4280721562996,111.58555078318048,101.47355065234706,116.24739410204025,113.79305394065256,122.80777921400346,125.91654489080295,111.60486713970305,123.72200393257134,115.24251155447418,119.717252045701,133.70120436852716,139.5424492004748,130.3291606894532,132.74365359562492,131.3875133492724,126.89513310133242
1999-09-22 21:47:00+00:00,,,,73.34309641010435,87.25381703050321,86.56004916812151,89.97961292504807,95.47934557093416,90.91320794470282,88.61345468840798,100.6943066756249,96.26639257616772,83.37387049715912,78.39265402531957,69.65243861338573,77.5353068970581,72.61908960421745,77.72950521476676,76.02027303721542,77.32706039458886,94.39855037457833,100.47706974304164,101.75265347222133,90.88548155913983,84.88354628086668,96.5785385708119,106.26509045272158,112.42956633590273,110.71638697348324,105.31141077510192,104.36446505165353,113.14529053849148,114.68523136768464,117.7715019764989,124.91295948119044,122.56508147621649,122.19423468630296,117.59825733935988,114.56206286116316
1999-10-08 21:47:06+00:00,,,,,,,,,,85.90202154369175,98.97359195807104,97.61248272824818,91.35943281118445,86.07287780033683,76.86438394042061,73.50780932389097,75.8340620017976,70.56250690949547,,,,,,,,,,,,,103.5699797887736,100.03260419462552,100.40907591384187,104.82919009233248,107.99500590713676,105.99703258489512,,,
1999-10-24 21:46:56+00:00,139.61214071485296,,,131.8492756453522,,101.20511677401191,111.00161914446844,111.99444714979356,104.59244239195165,109.5858226517023,115.46378267945474,110.58752821373048,110.35805956068255,101.60622466362376,100.97581239986624,101.49010550415193,94.34294237429933,83.05401224024641,84.08577272671616,83.24049603649196,96.20793743693818,97.79651885202604,106.19545631520133,105.3886662616749,95.89432534527302,110.44535015042894,114.09481054466679,122.30767265362198,117.96409852429073,129.36106520165313,121.6598549089693,119.63315064990147,119.95125044963265,121.99177665545012,127.82300533771489,130.67402519401196,121.35629589254674,119.61935521415046,113.70219625875743
2000-02-13 21:46:48+00:00,155.91767356343496,139.6292948151856,115.76083877355444,125.48087179272834,121.75721994746533,116.89337993786008,111.02916384605372,100.63466635183669,93.18411681057783,117.05193893374025,123.91853456807455,120.55011586812297,104.10187098281095,100.23214794463915,98.68914987208225,86.47294303838976,83.34568413116743,83.10172273877492,89.7503170589135,88.02527593480295,81.89319585964859,88.49776340551442,91.63332124170194,97.33134130695105,95.71119967110826,95.80944507202403,110.70687585770314,117.2191790559771,113.99629093835436,113.28330091643173,111.5516392124532,113.63962152666338,113.41542405873945,112.96751457521525,121.960995172489,127.95021458667205,126.85613155785173,124.91907175184822,119.87841486070135
2000-05-03 21:46:19+00:00,133.94001815455502,130.11247442759625,81.34355272279078,89.5189517846122,99.21146729279192,109.02184452503435,104.58103222502515,93.26407915283626,94.6707375973522,100.34039589083744,122.42857427777595,119.03488267879455,103.80398619595123,90.9748938093909,87.7718628425668,85.39292967134496,81.69170754065543,77.56427947586,77.42348480718249,73.44417725414829,77.74531503951049,86.89570425804806,92.36043699516445,88.22578967747828,80.78039130279984,98.28410733928278,103.22488838328357,101.0439651137373,101.49703331623029,115.66355191412609,119.73502182310924,116.18950317950971,117.54657361849766,118.08931874451912,117.22532934699754,122.81409414893325,128.9977473105075,129.41023351443283,122.59309268088205
2000-05-19 21:46:07+00:00,146.73151159794318,,106.31025020636574,104.10033569808678,113.82594035510667,121.36596508965,117.09337234158468,99.17475588052093,108.33114819565627,125.53634523096699,134.7802041697057,131.37501525013434,112.28400595679571,93.05082739322656,94.90685238892858,90.71525894397283,88.73076683616301,84.13112339752107,79.82315534843381,86.49848375986608,89.38176612203692,90.70895008566593,104.18857407815875,101.94479639507156,95.54441379444816,107.24709628226312,113.69622490992855,115.1047761376725,115.58184070061904,114.3479941701762,121.4491642708245,123.08429483896649,124.2214673118119,131.98851342128313,131.53984604104656,139.76692970464293,136.75999241633542,134.94202812575452,127.88346513006395
2000-08-07 21:45:08+00:00,,,90.91545657315649,99.76944807083396,104.16990267628579,98.53630768204755,82.17202170701331,,79.50988313298565,96.76785503670786,110.8366814319249,102.88690339007833,90.15760556241514,90.40231344544071,85.4442254194743,81.72227015433981,77.30880494839747,73.14785010122192,78.02078730695466,80.39074363511664,85.93641133854992,91.05861086796284,93.47220065050563,96.89096058304791,95.18796600659594,105.96132421607592,116.33310433174762,121.32619677797966,123.03152952145186,108.03802798197479,113.0500545969301,112.367281511515,111.93326825596355,111.7128265003369,119.99918867807447,137.8470928864302,135.0938978740131,129.8499879101301,122.3057444549054
2001-04-04 21:44:06+00:00,106.55963788846334,104.03607852210878,102.42724707767871,105.81205504485374,113.52034683143674,102.59123549512682,102.96626202580458,98.33640498867655,99.0978642928264,97.45582824360926,110.19814285064649,105.52225105389708,94.51184348508342,86.95652396953103,81.54275678552084,75.29468019579795,75.61228398643314,82.31770645025219,82.683447885206,87.41302337930485,93.72261015048176,93.91252927453031,92.45594174417333,83.47320402999355,90.32333421844672,102.36965826909298,107.59446250163624,110.54506416439148,111.4203193438972,110.28525113397166,102.92170321142764,116.08981152330233,119.78272302128846,118.20081605003415,119.8620413012419,129.1083909784727,127.97703133054449,123.62152107003246,127.02631277361556
2001-04-20 21:44:10+00:00,120.0181008348923,125.59462365248316,112.364022469004,124.06186758269968,119.05279140820271,107.95371731306612,104.52767776455696,110.04917993638291,113.07673819220187,105.26609479667795,112.96871918116697,108.98030825253757,101.76652649153542,108.68524642246963,97.77989676309417,80.642076336969,74.85755177977859,72.57142198685166,76.00944308054525,89.36476846533124,100.68338237858121,103.94938386810917,92.77914077074752,90.80705279016038,91.17434089384292,104.9908923930018,111.20818432472846,111.60513561641675,111.40327257787084,111.17836262072123,109.81015806780908,123.87152987024078,119.00399787675588,121.23733770856295,124.22758518372926,134.34236409589772,132.4820731081254,126.85677222370983,126.38692706118728
