,dates,nzd0426-0000,nzd0426-0001,nzd0426-0002,nzd0426-0003,nzd0426-0004,nzd0426-0005,nzd0426-0006,nzd0426-0007,nzd0426-0008,nzd0426-0009,nzd0426-0010,nzd0426-0011,nzd0426-0012,nzd0426-0013,nzd0426-0014,nzd0426-0015,nzd0426-0016,nzd0426-0017,nzd0426-0018,nzd0426-0019,nzd0426-0020,nzd0426-0021,nzd0426-0022,nzd0426-0023,nzd0426-0024,nzd0426-0025,nzd0426-0026,nzd0426-0027,nzd0426-0028,nzd0426-0029,nzd0426-0030,nzd0426-0031,nzd0426-0032,nzd0426-0033,nzd0426-0034,nzd0426-0035,nzd0426-0036,nzd0426-0037,nzd0426-0038,nzd0426-0039,nzd0426-0040
0,1999-11-21 22:12:47+00:00,,210.67242640974126,238.73182616034606,270.5700272162375,275.7611888965065,262.40347237021035,237.85828402085497,231.7460970892686,247.226278014227,236.86699003154052,253.40507345802132,253.14148295766088,246.45256668370374,234.6297837907559,,260.1193483001495,253.34494462611573,246.01566507985942,239.9130263837475,234.30231185840773,244.20614454439757,257.0642055687653,263.08885107579044,252.5046886280363,257.9759050459351,263.43158297897116,244.6370445829339,253.03660326377675,252.7715756757021,244.32864451414272,241.4091742225836,267.0183174264649,264.1622615473814,263.0823273155733,264.6723017665386,252.54462996702227,239.17375579027632,228.23584818137854,216.67165266038737,217.66336713021008,223.23275632954105
1,1999-12-07 22:12:53+00:00,193.24517926607993,215.50393838749892,230.30089470694944,251.4669343915519,256.9656109121855,243.28940193176618,234.18981049861048,225.3179941993129,,235.27208121762683,250.22817919150953,258.1033143436743,254.7472478205052,237.32461226752923,254.84514019747326,262.2948338238906,253.78475850921495,243.50362021279048,235.53468409261487,232.59509890978208,,244.20611535924516,249.99852399831101,263.8150280839623,259.8608788233105,262.2204885813849,248.4385379786174,244.332508001,235.8487002127708,231.8669033127632,236.0957736227767,253.40500951154502,256.86493931480055,246.87166011278669,246.52404606172595,243.12563082617186,229.39611767039153,213.7370583230777,212.05433442913082,206.5455342706481,210.39039479456824
2,2000-01-08 22:12:49+00:00,212.70511516097932,,253.6818561894341,269.6384769436339,253.7107707844279,237.41102800785825,223.72826647904702,214.0271067330918,239.14768624180704,234.59532913003014,246.99277249424838,256.88022402797856,,249.23143108416753,256.9349479020275,257.51641351335394,252.02167238361025,244.72808343870872,243.41419774604896,239.63109130431752,250.8384793757755,249.94368975736694,255.74245008293403,262.99429334025507,268.7988734744481,264.3716785126065,258.8466050347967,255.64433328572852,256.4523190336138,254.20052873012708,250.1352231960385,262.8396828194299,256.6435514777362,253.87244407337218,251.1592361519835,244.97631250087238,237.25920811900454,233.40983657206817,232.83464227697473,225.51402373241064,219.58189789533267
3,2000-01-24 22:12:47+00:00,210.05520950629372,238.28335764576883,253.7632632287373,275.1356737212872,270.7792280528461,263.85114559774405,242.71896015801337,217.61637564901065,238.75501075471652,239.78799713973143,260.149206950031,275.95700593374687,266.61734801874235,248.1188817885769,256.6005040032557,253.046648521245,256.41329560864637,248.73520900059344,250.81675290231314,258.98711436092145,265.89616038272067,261.5091110957925,262.25911995422706,278.18158726802284,279.584374836675,270.7420679585268,267.14655975724435,264.8047698448963,261.73725157448547,269.82041968055677,256.67142668809566,265.82261223437973,259.26195523505635,254.28011309882078,258.88671083231026,239.2338079574207,235.16227140219817,234.8446742655939,229.2914081415733,212.72684960479904,213.34657047503367
4,2000-04-13 22:12:18+00:00,243.90462773044572,267.5687274587561,272.37765349337946,281.3504466584473,285.34180320245775,278.58757622655344,247.7754090566802,220.63236284777815,244.6866361261985,247.98985631482614,252.67072337440743,276.3680546991889,273.2231682785161,263.3663299159235,274.58014405000523,265.36536642869675,254.6302427180194,253.2555130795669,260.18546177909747,266.70600633583643,265.36444638992515,272.22772711581797,276.7315573360758,287.2251754234636,283.08060361413123,283.13277559553154,265.8466249928494,262.19720043900725,265.40680986035534,257.02482040716495,249.0349758417867,255.89171250698416,249.14497174212377,241.84424725283694,242.43284080937846,232.2582523576817,229.30961013211086,222.71616249507974,212.13967601394958,199.01814903893674,198.70546975922753
5,2000-08-03 22:11:07+00:00,228.21355681746394,242.6344149053388,251.20583161433007,258.8786535249187,255.93214477560062,241.62826824145063,245.68756473944134,223.96820894713142,255.7585139028899,245.49235784979342,239.7737124462056,236.32758531195628,232.4291968764048,242.05801375947658,273.5439453870118,280.38483945848094,271.23863562689957,242.17825425203384,241.46815409560617,,243.09131174230436,250.54583409870602,246.07132216712424,237.10486692385285,250.25904965499177,246.49851882486064,246.0533312341535,238.10279058052333,241.93980578127147,237.62498547718621,227.9374787133293,235.75033686878334,226.4232965993197,219.42821875246426,220.72463849192386,206.193867128933,207.1890246249437,195.42625596229703,189.5438437611084,186.87161353326758,181.5840177390302
6,2000-08-19 22:11:01+00:00,240.50555842466946,271.1615567287225,296.3379725618386,302.6713915053727,273.9825011502016,258.32591725762336,241.25224772578605,221.5563119831042,254.43100805488098,249.96012514296905,253.5429882597296,245.2735045999178,240.09423981500012,240.77106708600252,264.47118202379625,271.2974093035333,279.15775242855403,280.99030121611736,274.41823855749294,254.7767109162662,252.19651643927503,239.75105434045764,243.05046980581338,248.46232144572144,257.3357979316045,250.93810828776338,246.61753343264758,251.91793773925718,252.42660673138386,249.57902943747882,239.6192547230596,248.24545013764276,246.6171348848801,238.41622234145535,231.22702366102112,219.03079099565096,209.91848290724687,210.85959082447997,209.91427148057326,203.46041895681265,214.54624866269486
7,2000-09-20 22:10:27+00:00,199.7635724902823,244.68849712546742,256.39002164018376,274.4619092428343,270.3630695645257,256.771409150799,241.25749576650435,223.45408782451517,253.29863253700313,240.3374063880303,240.80227253741873,242.60985787526752,229.96142509883444,224.1125003016887,236.59408165760664,242.05529960866292,235.21830481375125,236.34093854104657,240.73304415953328,233.66538349713562,250.97737398064316,255.2349365129536,262.01371214295483,261.0157038351266,238.42579051308013,222.03932420043304,219.67229724437146,213.2474556755695,,206.10022028222227,207.4191448020751,219.56961675444416,218.65974714822855,219.8433926974565,202.92067845069724,197.21224767211183,184.27911533741974,181.28411545591837,160.28555336871514,168.95774849859444,182.7975985292479
8,2000-11-07 22:10:17+00:00,194.20499517779817,220.63454178113167,247.5570851576487,277.04201006893544,281.9748093176648,267.74845099466484,244.77698397891416,231.36107503733473,250.44513393756986,232.64744671191738,229.74548151058943,223.61561096411026,230.0533166614386,228.36779640608364,254.31843406669364,253.28550318437698,250.35965723863472,248.70664022074033,252.60762467617494,254.47617164329665,257.7265610159147,256.97268411122195,263.41739999669505,253.2997127128352,251.3472104351689,256.2246334850861,248.9275057993036,246.85081914502655,249.82552674003676,243.56375516462253,234.37447851643986,235.76696805128356,240.6218866448799,234.44846644475243,223.1475720603185,219.5275298850039,196.67404104103852,,214.56855644585988,222.81157254961025,204.0261099218168
9,2001-01-10 22:10:27+00:00,222.09317420781986,236.45929322108023,252.56258818042977,272.87535111798155,,267.4307261825748,257.8420717410726,252.57140376771434,267.77870704842303,248.7108943336155,246.92082534693628,236.59750623287553,233.03521156409602,221.14502413034313,,260.08572277998644,257.298874534955,262.35079709731406,258.65670604984075,,253.87888418531068,254.29991134875434,272.18377081724947,271.6900021831447,265.55692454861844,270.5022571745256,247.40123373326583,255.422732889948,250.675685075152,251.65553594667745,259.011018456493,267.0764468469882,267.8944111206313,258.06736164984943,255.05107776801142,235.0579839262047,225.29999192877978,220.5786314984916,213.83560707437493,205.54280734472025,223.61013057938823
