dates,nzd0358-0000,nzd0358-0001,nzd0358-0002,nzd0358-0003,nzd0358-0004,nzd0358-0005,nzd0358-0006,nzd0358-0007,nzd0358-0008,nzd0358-0009,nzd0358-0010,nzd0358-0011,nzd0358-0012,nzd0358-0013,nzd0358-0014,nzd0358-0015,nzd0358-0016,nzd0358-0017,nzd0358-0018,nzd0358-0019,nzd0358-0020,nzd0358-0021,nzd0358-0022,nzd0358-0023,nzd0358-0024,nzd0358-0025,nzd0358-0026,nzd0358-0027,nzd0358-0028,nzd0358-0029,nzd0358-0030,nzd0358-0031,nzd0358-0032,nzd0358-0033,nzd0358-0034,nzd0358-0035,nzd0358-0036,nzd0358-0037,nzd0358-0038,nzd0358-0039,nzd0358-0040,nzd0358-0041,nzd0358-0042,nzd0358-0043,nzd0358-0044,nzd0358-0045,nzd0358-0046,nzd0358-0047,nzd0358-0048,nzd0358-0049,nzd0358-0050,nzd0358-0051,nzd0358-0052,nzd0358-0053,nzd0358-0054,nzd0358-0055,nzd0358-0056,nzd0358-0057,nzd0358-0058,nzd0358-0059,nzd0358-0060,nzd0358-0061,nzd0358-0062,nzd0358-0063,nzd0358-0064,nzd0358-0065,nzd0358-0066,nzd0358-0067,nzd0358-0068,nzd0358-0069,nzd0358-0070,nzd0358-0071,nzd0358-0072,satname
2001-04-27 21:51:07+00:00,348.66,340.44,325.76,320.66,315.60,311.97,314.18,317.20,319.57,322.23,310.31,311.95,330.63,340.79,,,,323.07,311.35,318.54,315.40,315.00,307.83,304.36,295.83,291.18,282.67,287.36,286.76,297.06,293.20,394.27,397.14,357.25,378.92,388.79,371.09,351.03,332.88,328.41,329.28,309.79,,,,,,,,,,,,,,,,,317.62,309.52,293.98,292.86,294.22,301.35,306.88,307.46,298.48,297.61,300.57,310.07,305.08,307.35,316.30,L7
2001-05-13 21:50:57+00:00,357.90,341.39,335.17,324.01,312.57,306.72,306.96,309.30,321.12,,,,,,,,,,323.00,324.91,321.27,309.63,305.36,299.64,293.77,288.72,281.84,281.50,288.46,290.42,292.90,394.81,386.75,354.13,368.81,380.23,360.22,343.84,331.32,322.35,309.92,302.65,296.84,294.06,299.76,293.39,307.57,303.90,305.09,309.02,318.62,318.14,319.16,325.16,326.40,330.97,326.06,329.09,315.60,307.41,294.66,294.63,296.88,295.04,311.05,306.62,304.76,305.62,307.71,314.67,311.57,311.08,323.00,L7
2001-06-14 21:50:38+00:00,350.38,345.57,332.84,306.76,307.98,291.01,,,,,,,,,,,,,313.67,303.73,292.01,292.25,287.32,282.91,289.54,284.14,276.19,288.36,284.64,293.70,301.57,420.91,415.55,366.30,394.32,379.26,361.21,334.89,331.81,324.72,305.64,290.08,,276.81,291.56,,,,,,297.19,303.80,318.70,319.79,334.35,339.33,342.24,334.43,318.99,315.10,312.36,317.34,314.85,307.59,322.35,317.97,302.59,296.29,300.90,310.85,310.12,307.53,319.62,L7
2001-09-18 21:49:29+00:00,342.86,334.43,325.65,319.03,318.22,314.73,312.84,318.19,320.78,319.64,326.16,322.47,,,,,,,,303.62,307.19,301.21,285.82,284.36,288.07,297.08,303.02,309.83,322.98,326.03,,412.69,415.60,344.72,341.56,351.43,351.41,331.11,330.20,309.10,299.04,293.91,292.66,290.92,297.95,302.97,304.34,307.05,301.68,316.58,324.85,329.03,318.40,323.49,324.48,341.00,340.52,330.12,325.64,311.61,313.42,314.88,322.63,321.67,331.06,329.60,324.30,323.50,318.36,321.29,324.45,321.98,332.10,L7
2002-06-01 21:49:40+00:00,,,335.89,319.03,298.21,292.20,315.04,,,,,,,,375.24,371.03,325.19,321.56,286.24,293.85,,,,,261.15,260.04,268.05,266.66,271.00,259.22,,373.30,,332.64,323.31,,,,290.33,282.96,273.62,,,,,,,,,278.18,,,,286.34,288.67,,305.07,289.87,293.00,291.56,,281.41,285.21,,,269.87,,,274.88,276.29,,,,L7
2002-08-20 21:49:10+00:00,,,,,,,,,298.20,304.76,318.23,307.34,308.64,312.61,306.27,,,,,285.64,278.02,277.52,277.32,269.50,283.94,281.70,291.90,284.64,296.40,293.08,300.59,360.69,379.72,338.72,341.15,346.75,,,,296.63,280.23,276.00,276.27,279.07,286.86,,,306.03,300.18,308.31,321.54,323.83,310.50,311.45,309.94,304.45,308.44,313.97,305.69,293.11,295.83,289.82,295.98,302.06,309.25,303.97,304.58,299.99,296.55,298.69,294.79,289.68,308.30,L7
2002-10-23 21:48:51+00:00,344.73,331.84,315.66,312.93,304.00,303.75,299.02,306.78,316.73,315.85,314.21,317.07,330.58,332.26,335.33,348.98,336.43,330.09,319.00,311.74,314.41,317.11,312.13,297.80,294.93,293.84,293.80,299.41,299.72,308.12,311.42,417.85,441.24,356.90,352.98,346.68,344.39,343.97,322.32,313.84,293.54,293.26,285.36,287.67,287.84,283.18,297.41,307.34,310.43,318.61,331.91,334.67,339.75,329.89,324.17,316.01,323.87,326.24,319.10,313.97,304.44,299.06,295.68,297.47,317.75,323.55,319.43,308.37,300.29,308.40,300.24,298.79,313.22,L7
2002-12-26 21:49:23+00:00,334.34,318.07,317.95,310.52,293.77,291.71,286.85,291.17,291.49,302.89,315.04,314.65,323.26,319.46,323.91,321.89,317.02,312.55,,281.35,298.18,301.15,302.29,287.98,271.95,277.30,273.55,264.03,286.79,284.02,292.50,412.18,424.77,359.18,351.83,340.96,318.87,303.43,296.76,283.08,275.00,273.11,269.37,283.92,282.58,280.05,296.50,289.39,294.18,302.33,319.97,330.11,316.02,304.38,314.35,311.98,305.36,304.20,305.71,302.78,299.70,295.75,291.08,295.77,301.60,306.66,301.49,307.66,308.83,308.04,303.17,300.68,313.92,L7
2003-01-27 21:49:33+00:00,337.40,324.93,323.70,319.54,311.66,300.77,290.98,294.36,300.08,303.67,312.31,321.50,325.79,334.44,336.16,333.10,329.82,315.38,313.00,311.52,304.45,297.18,293.03,287.89,278.17,264.14,270.19,278.47,274.83,271.77,268.72,390.39,402.57,365.34,359.67,348.60,335.31,326.27,313.54,304.95,293.60,289.88,281.34,278.77,273.73,,,304.60,306.05,305.26,322.82,321.11,305.49,297.21,308.72,312.36,316.49,313.97,304.76,298.25,297.78,299.07,299.02,300.15,297.98,290.35,295.73,295.18,299.90,302.45,296.09,295.06,310.41,L7
2003-02-12 21:49:43+00:00,358.56,343.20,334.44,327.32,317.92,309.27,311.87,316.95,323.71,330.65,332.61,338.11,342.88,355.33,355.52,357.54,346.31,342.49,331.57,320.06,314.11,311.17,300.63,290.89,294.31,290.48,285.05,286.58,290.75,294.63,292.90,410.91,,373.30,379.48,370.57,356.90,340.68,333.17,320.61,306.10,300.27,299.68,292.54,298.06,300.70,297.50,309.25,315.19,322.27,334.15,336.67,322.52,317.85,322.28,322.61,327.10,323.28,314.94,307.39,303.37,299.48,305.33,306.93,318.89,309.54,307.40,306.52,302.40,306.53,302.58,307.14,324.47,L7
2003-03-16 21:49:46+00:00,349.82,334.77,329.21,321.57,316.33,317.31,319.56,319.24,316.96,322.88,328.24,330.72,329.35,331.80,333.58,336.98,330.74,318.82,313.33,307.11,281.58,286.23,278.84,285.12,282.55,276.48,270.50,282.44,278.84,,,398.31,400.57,363.75,363.94,358.11,349.75,338.21,315.57,308.19,301.99,289.92,291.57,300.74,300.02,302.96,309.39,307.82,311.13,,,,,,,,,,,,,,,,,,,,,,,280.36,304.01,L7
2003-05-03 21:49:49+00:00,,,,,,,,314.59,319.59,328.16,325.59,330.34,337.47,338.67,345.83,350.59,338.73,331.73,322.33,317.91,314.69,309.78,303.76,296.80,290.88,287.91,289.78,295.88,299.92,300.68,295.64,412.41,395.72,351.78,360.84,,,,327.40,317.07,308.51,293.85,290.93,290.55,298.08,301.03,308.58,318.10,314.30,322.47,327.08,,,,,,,,,,,,,,,,,,,,,,,L7
2003-07-30 21:37:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.33,314.49,326.29,317.09,316.00,315.52,326.36,331.19,316.69,307.18,294.97,298.76,284.17,283.47,288.81,294.06,294.56,293.40,295.60,302.94,303.48,302.03,301.33,318.57,L5
2003-09-24 21:49:14+00:00,377.52,358.34,342.46,335.90,333.95,331.70,326.41,327.12,333.17,333.50,336.38,337.29,337.16,338.62,340.09,340.86,337.66,334.36,327.70,311.95,313.99,316.47,304.66,302.05,309.91,311.53,314.75,320.17,332.20,336.44,350.07,420.22,444.89,352.92,350.25,352.54,340.23,331.65,315.52,308.24,303.81,289.21,296.65,295.90,282.82,,,304.35,298.95,299.95,316.30,318.15,314.35,322.53,,,,,,,,,,,,,,,,,,,,L7
2003-10-18 21:39:00+00:00,,,326.10,317.48,321.05,316.51,307.05,301.89,312.22,307.97,308.06,316.03,325.58,324.86,327.78,336.36,313.76,313.21,297.01,304.12,299.78,287.00,291.98,287.43,284.70,270.33,276.89,,,,314.30,407.48,414.38,355.48,353.25,349.12,348.63,334.50,317.11,300.02,289.40,284.98,274.44,280.38,267.48,288.59,308.95,312.56,309.33,313.79,319.97,323.59,315.10,315.38,320.36,327.72,327.75,319.43,308.44,305.99,298.28,302.91,305.76,308.18,324.48,328.37,329.69,327.93,328.50,330.09,335.07,325.88,322.78,L5
2003-10-26 21:49:26+00:00,359.87,342.88,322.60,318.17,317.57,315.48,307.26,302.48,309.12,313.50,315.33,316.93,314.90,319.07,333.11,336.63,321.48,316.50,308.67,301.40,285.78,289.99,283.49,284.39,277.92,284.48,269.15,282.37,,,293.25,367.43,387.76,344.42,349.96,353.72,345.24,321.08,310.86,302.98,285.90,285.62,275.04,275.66,271.73,283.57,287.09,287.16,290.93,296.97,305.88,309.88,302.86,291.67,316.11,323.98,,,,,,,,318.10,316.15,308.15,307.46,309.46,310.71,309.07,303.82,,,L7
2004-01-14 21:49:58+00:00,359.53,345.54,337.95,317.62,317.64,325.84,324.62,320.37,325.71,332.17,331.51,339.80,343.73,345.01,348.12,347.73,334.34,328.57,313.11,319.82,312.28,311.44,310.51,297.09,296.46,289.06,289.92,291.55,294.27,297.60,293.54,376.00,418.71,371.22,379.10,380.19,371.35,352.92,336.65,322.92,301.48,299.86,290.96,301.26,281.88,265.23,306.47,305.26,297.66,305.44,315.74,317.39,316.89,321.71,327.56,320.58,325.89,316.84,306.73,303.33,287.18,303.26,293.60,298.53,320.81,315.08,305.22,304.94,309.57,308.34,301.22,295.67,306.90,L7
2004-01-22 21:39:52+00:00,372.44,348.07,336.42,333.47,326.09,320.78,322.51,324.83,322.76,326.71,330.03,331.00,334.96,335.31,338.03,340.19,332.04,320.12,318.68,316.93,311.61,300.54,294.57,281.31,287.76,284.33,283.26,286.92,289.76,292.54,304.63,407.30,420.62,372.29,376.40,377.80,365.28,351.95,333.38,314.45,308.67,299.47,289.20,285.49,280.77,288.68,298.32,299.77,292.52,302.86,315.07,316.67,316.03,322.80,314.85,318.15,327.21,325.43,306.11,299.90,301.68,304.39,302.08,308.61,322.44,317.61,312.17,315.17,313.92,310.45,311.40,310.76,326.69,L5
2004-02-23 21:40:02+00:00,360.14,343.37,335.96,325.54,319.95,318.18,309.68,306.11,307.63,305.90,311.59,307.29,307.61,315.65,335.73,330.54,323.18,,,293.00,289.25,278.71,275.54,284.76,284.16,,,268.16,250.72,,278.79,396.69,407.46,355.63,349.34,359.67,337.06,329.98,310.34,297.08,293.98,287.75,285.68,281.99,278.40,285.61,300.46,308.35,305.17,306.66,310.60,315.15,318.15,301.95,310.98,311.24,316.30,313.02,311.88,301.16,302.53,295.11,295.12,291.96,313.79,313.92,305.18,308.32,313.42,321.01,318.18,311.16,314.61,L5
2004-03-18 21:50:19+00:00,,,,,,,,306.31,312.85,318.92,322.56,324.66,326.78,330.31,334.69,336.55,332.19,317.70,313.06,299.52,303.29,296.59,283.46,281.03,288.84,281.15,273.70,276.45,274.06,281.52,281.37,401.64,423.64,360.06,374.39,370.42,351.16,337.65,333.31,312.85,298.47,287.40,290.23,303.83,273.56,295.49,290.39,299.95,298.31,310.21,322.21,328.39,330.65,326.64,331.77,339.08,338.54,323.70,315.42,293.52,288.81,284.94,291.16,293.77,306.32,305.45,300.88,299.69,304.57,302.05,301.95,308.45,315.33,L7
2004-05-21 21:50:13+00:00,,,,,,,,,326.06,328.73,332.16,334.82,338.76,342.88,340.82,346.56,334.74,329.44,317.88,313.88,307.61,304.11,292.87,290.27,287.33,,,283.40,282.58,292.83,294.71,383.94,370.79,354.26,359.12,368.85,356.81,345.45,331.85,322.28,310.03,303.48,298.68,304.88,306.90,312.65,305.42,295.05,299.65,307.82,318.63,316.08,317.55,320.72,340.05,330.32,324.17,316.93,308.46,303.47,295.26,294.29,296.03,293.57,299.67,302.68,294.62,296.70,296.31,300.25,296.87,303.86,316.20,L7
2004-07-08 21:50:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.81,356.55,358.25,345.65,326.21,315.27,293.50,286.13,280.34,288.32,,286.03,278.50,292.51,296.03,300.58,308.67,323.83,329.14,314.72,325.12,332.28,322.38,321.35,330.98,312.75,309.52,293.38,291.98,290.56,278.39,296.72,301.57,299.06,302.59,300.21,,305.97,313.38,325.31,L7
2004-07-24 21:49:57+00:00,,,,,,,,,,,,,,316.59,324.92,322.74,,,,,,,,,,,,,,,,,378.76,347.00,353.73,338.13,340.07,322.06,315.62,298.44,286.78,280.36,270.88,,276.78,267.78,271.16,289.96,288.91,299.81,308.71,321.13,305.20,314.90,324.50,317.78,311.47,307.79,297.38,289.99,282.20,281.40,285.63,282.07,294.41,,284.30,288.49,292.27,295.62,296.41,296.77,313.90,L7
2004-08-09 21:49:51+00:00,,,,,,,,316.24,299.98,318.58,327.78,,,,,,,,,,,307.24,290.98,280.52,276.85,275.70,273.87,273.47,283.01,294.72,313.63,395.44,402.26,352.39,354.14,367.48,364.43,344.53,322.52,309.58,302.48,294.25,288.95,283.88,285.90,289.10,293.97,305.23,315.40,323.95,331.70,314.67,316.26,329.00,335.42,325.99,318.90,309.68,304.74,,,,302.11,288.21,302.11,299.77,301.62,305.30,298.60,299.98,293.62,297.60,307.03,L7
2004-09-18 21:44:58+00:00,352.80,325.58,315.33,312.44,309.06,306.04,300.22,305.61,305.21,304.07,308.25,309.81,324.90,319.42,327.66,328.64,326.14,310.61,294.77,293.62,286.44,292.62,276.19,269.94,261.34,,261.29,267.49,,,,384.79,393.93,339.04,333.52,338.22,322.04,321.96,311.71,288.46,274.27,258.79,260.04,277.20,267.46,269.97,285.25,284.20,280.73,299.59,316.94,318.81,313.09,314.66,324.61,325.18,320.68,315.38,301.23,299.90,299.60,297.11,300.73,293.88,304.18,310.67,310.72,305.56,302.23,301.83,302.12,296.85,309.79,L5
2004-10-20 21:45:40+00:00,369.84,352.95,341.99,332.91,325.81,328.78,325.03,325.82,328.55,328.89,331.89,339.20,348.30,348.31,353.55,359.78,345.32,331.77,333.07,331.98,320.63,310.00,315.06,307.51,301.27,298.44,305.06,298.36,295.26,304.99,312.33,422.12,439.49,365.95,,,352.54,339.57,329.40,320.74,311.90,305.24,299.09,297.69,304.34,296.93,307.66,302.61,316.24,332.32,335.92,333.04,325.19,327.28,345.09,343.13,335.68,330.68,321.30,323.12,318.22,306.88,311.24,313.32,326.76,331.60,323.97,315.72,314.33,320.22,319.19,318.28,332.46,L5
2004-10-28 21:49:52+00:00,365.60,359.03,343.44,332.20,328.49,320.54,314.48,311.77,316.41,304.32,316.14,325.81,332.64,334.91,340.05,348.79,343.58,329.86,323.39,309.89,303.24,295.61,290.90,287.24,290.66,288.70,287.63,294.62,295.64,298.05,302.32,409.47,437.70,354.38,,,335.31,322.73,331.49,314.09,305.05,297.34,283.91,282.81,287.49,294.02,276.68,285.93,287.45,289.13,309.30,316.03,311.81,319.89,328.36,337.89,325.15,320.96,309.63,298.15,306.70,288.79,282.04,284.79,291.75,295.98,298.99,301.07,298.66,300.83,299.42,303.17,317.79,L7
2004-11-13 21:49:59+00:00,,,342.08,324.77,328.17,321.56,320.29,319.54,325.22,323.54,326.38,334.96,336.94,344.15,347.05,356.18,341.09,333.05,322.11,312.62,310.99,304.61,297.22,299.40,298.48,295.76,297.97,298.57,292.29,298.45,292.36,409.59,445.95,360.00,363.16,353.72,347.16,332.63,327.27,316.46,307.09,298.75,279.97,283.11,282.29,293.36,295.21,298.13,292.40,310.96,319.04,328.50,318.92,325.46,339.11,344.96,346.16,332.88,311.03,305.59,303.98,290.51,291.39,292.89,302.40,307.01,299.54,301.71,297.84,296.99,298.82,299.23,311.27,L7
2005-01-16 21:50:27+00:00,371.70,356.50,349.50,342.89,335.53,330.17,323.96,322.17,319.25,327.79,335.06,338.56,343.32,353.01,363.28,366.93,363.06,358.20,339.46,350.66,335.83,334.82,333.85,305.70,293.94,285.99,284.60,280.96,282.21,287.07,295.06,405.49,424.14,349.41,356.55,372.69,364.32,356.12,332.39,316.09,305.81,284.85,291.44,290.17,295.08,298.15,303.15,313.71,311.17,327.47,340.22,347.01,337.10,334.57,345.14,341.33,341.05,329.08,327.12,326.20,305.42,301.31,296.52,296.22,309.20,316.92,310.91,305.74,303.64,297.53,298.95,304.64,319.42,L7
2005-02-09 21:47:31+00:00,370.13,366.70,351.53,344.74,345.55,338.27,329.40,324.43,328.83,327.89,336.30,344.81,351.62,353.43,359.77,365.46,352.69,347.63,338.78,327.56,320.92,322.01,311.65,301.51,300.68,290.49,294.95,287.15,287.20,292.92,295.44,421.90,419.78,366.84,372.25,371.00,368.35,360.82,341.72,325.66,308.92,302.95,291.14,296.79,299.96,304.72,308.40,310.86,308.62,324.40,327.33,336.13,329.41,335.73,336.65,342.80,329.79,332.17,322.27,322.90,315.03,313.66,309.72,318.68,329.20,328.88,318.82,303.21,298.79,298.12,294.19,300.69,311.13,L5
2005-04-06 21:50:40+00:00,362.95,345.36,336.46,327.30,326.56,323.84,321.92,324.85,325.33,335.15,331.65,337.97,331.67,334.12,349.60,335.62,330.67,328.28,325.24,302.80,306.65,301.45,291.83,289.40,286.12,281.12,285.61,285.21,293.66,290.13,299.27,404.77,424.00,351.49,364.59,368.68,357.55,333.80,329.55,311.59,301.18,295.66,299.85,294.03,289.29,294.52,304.17,308.25,303.04,315.41,330.67,327.61,314.68,320.56,327.00,335.65,331.99,317.22,301.43,293.23,295.11,291.79,301.10,298.86,313.54,312.30,305.98,302.08,298.95,304.47,306.46,,319.16,L7
2005-04-22 21:50:35+00:00,369.57,359.59,338.79,336.09,326.01,315.15,320.63,318.48,324.49,324.46,328.09,326.69,329.36,327.37,319.96,336.96,324.14,306.19,301.56,282.78,280.20,285.95,272.60,250.22,,,,286.70,271.79,280.62,279.88,377.80,369.30,350.05,357.00,362.18,353.71,337.12,322.51,309.84,296.62,286.01,290.23,,,,,295.69,295.30,304.37,318.90,309.85,308.59,315.78,316.47,333.10,321.99,314.62,304.44,291.44,286.05,281.04,282.09,284.54,295.58,299.66,301.67,297.23,292.48,,,295.87,306.87,L7
2005-04-30 21:48:14+00:00,372.36,353.59,345.52,341.33,333.44,335.07,331.52,325.03,322.16,336.05,331.65,328.65,330.75,331.57,343.16,340.42,325.44,317.94,314.94,310.48,310.17,308.98,303.94,294.97,281.24,280.89,289.37,294.25,295.53,293.86,295.28,382.83,403.08,340.71,349.50,359.55,353.97,332.79,317.12,289.64,,,,,,287.92,308.51,310.04,309.85,307.80,315.09,335.38,337.05,330.96,337.91,337.62,328.00,326.65,313.13,308.22,295.10,291.25,293.50,310.99,331.24,311.27,,,,270.13,277.64,264.44,,L5
2005-05-24 21:50:38+00:00,,,,,,,,,,,,,,341.48,347.30,349.47,339.06,330.00,323.13,,,,,,,,,,,,,,,354.73,358.30,367.43,359.59,340.49,321.67,313.26,310.16,304.77,296.09,297.93,307.37,306.90,314.83,312.43,312.13,311.61,323.41,330.57,327.58,324.87,329.05,328.68,323.06,317.50,310.06,295.63,289.84,293.37,294.99,287.97,,,313.59,306.22,304.90,308.61,311.50,312.06,324.16,L7
2005-08-12 21:50:23+00:00,364.85,362.37,351.87,342.48,333.79,333.11,338.90,341.74,343.95,345.40,339.01,341.49,339.53,340.37,345.81,352.82,343.61,334.09,325.57,328.66,322.10,318.40,326.95,322.38,304.97,297.45,308.29,309.86,,,,398.94,414.44,339.66,343.83,348.00,347.72,336.99,329.59,310.11,298.70,298.36,299.77,298.49,291.22,293.34,307.16,311.05,320.70,327.20,331.01,313.47,323.27,323.84,341.45,345.58,336.71,334.09,317.39,312.39,313.32,314.36,316.92,310.35,324.83,327.98,329.01,329.50,329.78,331.02,324.89,318.93,,L7
2005-08-28 21:50:16+00:00,366.50,359.76,347.92,341.94,338.17,325.64,324.84,326.75,328.31,328.07,329.66,334.67,335.98,339.87,337.24,340.58,333.01,315.76,309.06,297.23,290.61,288.30,290.26,282.77,274.61,281.24,293.56,299.46,307.03,305.81,310.66,401.68,408.21,352.18,355.08,351.78,345.26,329.83,314.38,300.80,289.57,293.08,291.88,289.46,285.84,293.03,297.84,297.46,295.63,308.19,318.43,324.42,318.50,315.37,322.27,334.29,335.13,327.53,315.26,,,,305.84,306.88,320.75,316.96,318.39,316.44,320.59,324.37,318.17,320.48,327.56,L7
