,dates,usa_HI_0054-0000,usa_HI_0054-0001,usa_HI_0054-0002,usa_HI_0054-0003,usa_HI_0054-0004,usa_HI_0054-0005,usa_HI_0054-0006,usa_HI_0054-0007,usa_HI_0054-0008,usa_HI_0054-0009,usa_HI_0054-0010,usa_HI_0054-0011,usa_HI_0054-0012,usa_HI_0054-0013,usa_HI_0054-0014,usa_HI_0054-0015,usa_HI_0054-0016
0,1991-12-03 20:24:42+00:00,214.37994988119686,202.94441651744543,195.3471451062673,174.30456339512014,,,,,,,,183.28650267047576,,,201.4566971625556,199.8192244066187,196.1845242666231
1,1999-08-02 20:59:19+00:00,206.72394161941205,199.38251322374205,209.09461968354825,200.37578689302077,203.1470501664773,199.08561427324395,201.807439321086,204.88434801101684,203.72496121288862,212.83134933062465,207.2024022457426,205.7069966766444,212.4673618935179,230.07470385413095,217.71777028714715,211.7106557583897,205.74637419320263
2,1999-08-11 20:53:07+00:00,209.2215716040635,205.15292082280564,207.727926362501,198.6592723167924,200.17953733596687,197.35554146201528,196.6237918402753,197.68246112669115,199.1141256817967,209.23644170313437,196.8474168388422,204.27585114867114,202.838981343298,226.8339815221143,209.88180283139857,212.7748714849083,197.3780148326076
3,1999-08-18 20:59:15+00:00,212.11942586946708,209.33463641478102,211.81013775976945,202.14661686953403,200.84023376946053,198.80778945123825,192.92211463553633,195.93246659230536,199.54465479140322,206.83180521065975,205.28712429305415,210.22016421100065,205.9374929961732,229.2910549804768,214.02757396182923,207.03181387718868,202.99533921104313
4,1999-09-12 20:53:05+00:00,212.92448591105583,210.7660269932145,211.0684904586991,201.31459659483411,202.34206761595885,198.93257799598157,200.4197198488026,206.53702858355163,207.5868443672605,216.59243134799,210.44302817454596,208.47786091287924,212.03047392011598,228.95269113365984,217.03695223437146,211.27895988075423,210.61162800978346
5,1999-09-28 20:53:15+00:00,190.19857228477787,179.01673592193185,202.9373670192942,198.3224851098828,211.69299295825067,194.17333607300364,198.04376878490135,182.16421916340275,193.82189396595345,,,202.9571220541737,212.81964023791193,,,,
6,1999-12-01 20:53:02+00:00,,,,,,,,,,,,,,,,,212.24427999496555
7,1999-12-17 20:53:11+00:00,212.52057918356434,207.74728316331684,216.62025661571658,200.01642482165252,197.61193187818122,190.5847507473568,193.77303628143844,185.63519494104818,189.2044890203506,198.81503511018852,193.8183190006953,196.8741341372328,202.87174375498827,214.2728335681605,204.95343737692784,212.8452770954389,209.43147471360405
8,2000-01-02 20:53:03+00:00,208.95257976962304,210.31157818251955,213.724638676758,204.38077892807772,203.1898347265559,201.26811730263339,190.87869566244865,190.0368830586114,191.6428727937175,206.51348451730422,194.84443929045008,193.53520818685658,197.78083326410965,210.18258805902244,205.41908054606586,208.6942415179935,203.55948329769691
9,2000-02-03 20:53:01+00:00,207.24999176635322,210.11652550975967,211.16563070410749,203.59981491999073,202.04662559485186,192.9136532923313,186.94406226442734,199.05251182961808,200.86975684925235,207.67134318786083,195.40601273521295,193.76379519167878,198.58424659809097,208.8875525856937,193.012773612796,208.53439529545318,218.83940606745261
