,dates,jap0203-0000,jap0203-0001,jap0203-0002,jap0203-0003,jap0203-0004,jap0203-0005,jap0203-0006,jap0203-0007,jap0203-0008,jap0203-0009,jap0203-0010,jap0203-0011,jap0203-0012,jap0203-0013,jap0203-0014,jap0203-0015,jap0203-0016
0,1984-07-31 00:45:29+00:00,113.27844093193355,113.26381985331241,115.97367334736423,132.15152724506282,145.85164607721208,157.39992065229663,150.59160522605188,130.87392897384782,135.58498862696902,133.02489256731369,144.68168925707022,150.29245409781643,148.35212326060793,149.31916304081545,161.91990845881207,152.1497268553794,162.1250264081184
1,1984-08-16 00:46:00+00:00,127.65570206500502,121.8493474217037,121.47446763687125,136.53166225280077,156.44472956341394,158.38708970691985,155.42378475726267,141.4089673705386,,,,,,,,,
2,1984-09-10 00:40:08+00:00,111.43606680568098,105.88880028634301,103.51292758685189,123.15837272905519,147.39721474431963,152.5329722869292,144.95453840573919,127.82930306990835,123.03143344612704,123.7058088399496,119.81179539496729,128.04942040348865,135.50360447450905,135.9506268333639,149.3549409027373,146.45763426161324,151.30329776362527
3,1984-11-04 00:46:10+00:00,126.07319800651058,117.42796477777321,123.82661883041744,142.29624521087538,153.53604326248106,150.77140192120225,140.90222474398732,116.71637191558317,115.51317038242058,124.81758317404594,137.68732281418772,153.8084168422102,162.26078200797116,167.1847532748624,176.0069678074227,161.80611828834765,168.7647622166947
4,1985-01-07 00:46:30+00:00,135.97418405880742,131.92763300060446,135.8719862478101,148.13885593055636,154.31711604482797,167.88796456520242,162.1787572453106,144.29673290636023,150.54362158184014,151.80790242298227,170.90398235722657,179.35278739664295,180.13419967698363,167.96665388943157,182.4424091350627,168.424354469788,171.94914909913714
5,1985-08-12 00:39:44+00:00,113.48138165028843,109.36633464399901,111.48535684083849,120.8499050924227,133.90197620287123,159.5759028178149,146.0534346789945,134.21727394960809,133.66597784940845,131.8662599083022,134.44999193654678,139.94419086330097,136.38267655413097,139.0681048249545,149.7869799298953,150.226404073059,
6,1985-08-28 00:39:33+00:00,130.68524503265263,118.79346627680326,135.56162594277572,125.19586579654359,145.23674260449366,156.4997659801583,150.87510479123478,,,,,144.12198211316553,,157.8289290784423,163.4157764325514,149.79733884932324,174.85300666337025
7,1985-09-13 00:39:21+00:00,,,,,,,,,,,,,,,,,
8,1985-12-09 00:44:17+00:00,,,128.03712802552752,,,,,,,,,,,,,,
9,1986-01-10 00:43:42+00:00,160.88191428376726,141.8768830753168,143.8694391669446,150.54287771646273,160.08475143177887,164.91967923596036,169.4817674507975,155.55313147609976,151.15124351482893,148.22515944374163,153.4058510872127,155.89983046104243,154.80237801155351,162.99059561065346,173.78786021531786,170.49283848483307,179.78631367629848
